run_id,stage,name,equation,scope,entity,t,residual,unit,tolerance,pass
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,1,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-2,model,1,1,1.3877787807814457e-17,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,1,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-2,model,1,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,1,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-2,model,1,3,1.3877787807814457e-17,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,1,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-2,model,1,4,1.3877787807814457e-17,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,2,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-7,model,2,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,2,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-7,model,2,2,1.3877787807814457e-17,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,2,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-7,model,2,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,2,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-7,model,2,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,3,1,4.535203171226715e-15,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-7,model,3,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,3,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-7,model,3,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,3,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-7,model,3,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-3:8,model,3,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-7,model,3,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-9,model,1,1,3.0531133177191805e-16,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-10,model,1,1,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-13,model,1,1,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,R2-root-voltage,model,1,1,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-9,model,1,2,3.0531133177191805e-16,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-10,model,1,2,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-13,model,1,2,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,R2-root-voltage,model,1,2,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-9,model,1,3,3.3306690738754696e-16,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-10,model,1,3,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-13,model,1,3,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,R2-root-voltage,model,1,3,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-9,model,1,4,3.608224830031759e-16,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-10,model,1,4,4.440892098500626e-16,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-13,model,1,4,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,R2-root-voltage,model,1,4,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-9,model,2,1,1.6653345369377348e-16,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-10,model,2,1,1.8388068845354155e-16,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-13,model,2,1,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-9,model,2,2,5.551115123125783e-17,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-10,model,2,2,1.734723475976807e-17,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-13,model,2,2,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-9,model,2,3,3.885780586188048e-16,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-10,model,2,3,1.97758476261356e-16,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-13,model,2,3,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-9,model,2,4,3.0531133177191805e-16,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-10,model,2,4,3.7816971776294395e-16,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-13,model,2,4,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-11,model,1,1,2.190088388420719e-17,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-12,model,1,1,0.0,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,pre-SOC-electric,physics,1,1,2.39252414640632,pu,1.0e-6,false
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-14,model,1,1,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-11,model,1,2,5.624298769768554e-18,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-12,model,1,2,0.0,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,pre-SOC-electric,physics,1,2,2.4020228082999986,pu,1.0e-6,false
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-14,model,1,2,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-11,model,1,3,4.357137480676121e-17,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-12,model,1,3,0.0,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,pre-SOC-electric,physics,1,3,2.4063375712075388,pu,1.0e-6,false
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-14,model,1,3,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-11,model,1,4,4.472333961502706e-18,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-12,model,1,4,0.0,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,pre-SOC-electric,physics,1,4,2.3970065849167685,pu,1.0e-6,false
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-14,model,1,4,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,R2-grid-bounds,model,1,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,R2-grid-bounds,model,1,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,R2-grid-bounds,model,1,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,R2-grid-bounds,model,1,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-21,model,1,1,0.0,kg/s,2.4999999999999998e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-43,model,1,1,0.0,kg/s,2.4999999999999998e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-17,relaxed,1,1,6.4207805738902834e-12,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-17-original,physics,1,1,6.4207805738902834e-12,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-19:20,model,1,1,2.7755575615628914e-17,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-37,model,1,1,0.0,K,0.0001,true
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,3-41,model,1,1,0.0,K,0.0001,true
