run_id,stage,name,variant,status,objective_kind,solver_objective,operating_cost,solver_bound,relative_gap,flow_distance,elapsed_sec,model_pass,physical_pass
r3-study-20260917T045811-7399ae72_single-impossible-heat,1,fixed_dispatch,r3_sp_checked_v1,infeasible_certified,operating_cost,,,,,,0.011878199991770089,false,false
r3-study-20260917T045811-7399ae72_single-impossible-heat,2,diagnostic,r3_sp_elastic_v1,solver_optimal,normalized_slack,3.919085769267844,187.31654091842293,3.9190857691307026,3.499321459490987e-11,0.0,0.010842799994861707,true,false
r3-study-20260917T045811-7399ae72_single-impossible-heat,3,direct_repair,r3_direct_repair_v1,infeasible_certified,flow_distance,,,,,,0.006744700018316507,false,false
