mode,stage,run_id,block,scope,formula,rows,maximum_normalized,raw_residual,tolerance,unit,all_pass
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,R9-RL1-ordinary,704,2.8276014477196335e-10,7.882583474838611e-15,2.7877279102384292e-5,MW,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,R9-RL1-split,704,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,R9-RL2,1,0.0,0.0,9.521441123589585e-6,MWh,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,R9-RW1-off,36,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,R9-RW1-on,36,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,R9-RW1-state,36,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,binary-a_off,47,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,binary-a_on,47,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,binary-beta,44,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,binary-z,47,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,forest-edges,1,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,forest-independent,1,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,inactive-charge,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,inactive-discharge,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,inactive-energy,136,0.0,0.0,1.1278250000000002e-5,MWh,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,integer-a_off,47,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,integer-a_on,47,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,integer-beta,44,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,integer-z,47,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,load-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,off-action,47,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,on-action,47,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,one-root-per-component,1,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,root-eligible,44,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,root-supply,44,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,source-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,virtual-arc,47,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,shared,adopted,virtual-node,44,0.0,0.0,1.0e-6,1,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T-bound,14464,0.0,0.0,0.0001,K,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T-control,2432,1.6667223157185163e-7,1.6667223157185163e-13,1.0e-6,MW,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T-idle-load,128,0.0,0.0,0.0001,K,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T-idle-source,2304,0.0,0.0,0.0001,K,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T-mass,2432,1.7763568394002505e-9,1.7763568394002505e-15,1.0e-6,kg/s,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T-port-load,2304,0.0,0.0,0.0001,K,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T-port-source,128,0.0,0.0,0.0001,K,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T1-transport,4736,4.604316927725449e-8,4.604316927725449e-12,0.0001,K,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T2-load,2432,1.91027749174566e-8,1.91027749174566e-14,1.0e-6,MW,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T2-source,2432,9.581224702515101e-8,9.581224702515101e-14,1.0e-6,MW,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T3-mix,4864,6.87805368215777e-8,6.87805368215777e-12,0.0001,K,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T4-inventory,4810,1.170175067954915e-7,7.313594174718219e-15,6.25e-8,MWh,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T4-pipe-energy,4736,9.488937413593135e-9,5.930585883495709e-16,6.25e-8,MWh,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T4-pipe-mass,4736,1.616879469818539e-8,1.616879469818539e-14,1.0e-6,kg/s,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T4-spatial,55796,0.0,0.0,0.0001,K,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,R7-T4-total,64,2.0866641747829817e-7,1.3041651092393636e-14,6.25e-8,MWh,true
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,thermal,adopted,objective,1,7.034373084024992e-7,4.39648317751562e-14,6.25e-8,MWh,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-11,128,3.186029800247475e-11,8.881784197001252e-16,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-19,704,8.920883440692929e-10,2.4868995751603507e-14,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-20,704,1.8319671351422979e-10,5.10702591327572e-15,2.7877279102384292e-5,Mvar,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-22,704,0.0,0.0,1.0e-6,pu,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-24:25-P_line,752,3.9825372503093435e-12,1.1102230246251565e-16,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-24:25-Q_line,752,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-3/9,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-4/57,32,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-5/58,32,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-51-P,16,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-51-Q,16,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-54,704,3.783410387793876e-10,1.0547118733938987e-14,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-55,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-63,1,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-72,592,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-74,592,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-8/56/60,128,3.2656805452536615e-10,9.103828801926284e-15,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-80:82,34,0.0,0.0,1.1278250000000002e-5,MWh,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-81:82-temperature,34,0.0,0.0,0.0001,K,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-83,608,6.37205960049495e-11,1.7763568394002505e-15,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-84,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-85:86,32,3.9825372503093435e-12,1.1102230246251565e-16,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,exact_exchange,6-88,16,71979.64303332429,2.0065965985299723,2.7877279102384292e-5,MW,false
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,6-89,16,2.54882384019798e-10,7.105427357601002e-15,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R7-A3/90,2,0.0,0.0,1.1278250000000002e-5,MWh,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R7-A4-R,16,9.843929906015175e-11,1.1102230246251565e-15,1.1278250000000002e-5,MWh,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R7-A4-S,16,5.906357943609105e-11,6.661338147750939e-16,1.1278250000000002e-5,MWh,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R7-C1-load,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R7-C1-source,608,6.37205960049495e-11,1.7763568394002505e-15,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R7-R1,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R7-R4,608,1.1329838611208888e-10,7.105427357601002e-15,6.271428571428571e-5,kg/s,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE1-closed-component,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE1-energized,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE1-integer-energized,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE1-integer-live,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE1-live,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE1-live-product,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE2-live-root,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE2-root-available,704,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE3,752,9.29107051711453e-10,9.29107051711453e-16,1.0e-6,pu,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE4-commitment,32,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE4-device-P,128,3.2656805452536615e-10,9.103828801926284e-15,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE4-device-Q,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RE4-served,704,3.783410387793876e-10,1.0547118733938987e-14,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RL1-critical,704,1.5133641551175503e-10,4.218847493575595e-15,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RL1-ordinary,704,3.783410387793876e-10,1.0547118733938987e-14,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RL1-split,704,1.1151104300866161e-10,3.1086244689504383e-15,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RL2,1,0.0,0.0,9.88391793381035e-6,MWh,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RW1-off,36,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RW1-on,36,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,R9-RW1-state,36,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,binary-a_off,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,binary-a_on,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,binary-beta,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,binary-z,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,forest-edges,1,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,forest-independent,1,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,inactive-charge,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,inactive-discharge,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,inactive-energy,136,0.0,0.0,1.1278250000000002e-5,MWh,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,integer-a_off,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,integer-a_on,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,integer-beta,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,integer-z,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,load-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,off-action,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,on-action,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,one-root-per-component,1,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,root-eligible,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,root-supply,44,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,source-port,608,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,virtual-arc,47,0.0,0.0,1.0e-6,1,true
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,model,adopted,virtual-node,44,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-11,128,3.186029800247475e-11,8.881784197001252e-16,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-19,704,6.37205960049495e-11,1.7763568394002505e-15,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-20,704,3.743585015290783e-10,1.0436096431476471e-14,2.7877279102384292e-5,Mvar,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-22,704,0.0,0.0,1.0e-6,pu,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-24:25-P_line,752,7.726122265600126e-10,2.1538326677728037e-14,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-24:25-Q_line,752,3.6041962115299557e-10,1.0047518372857667e-14,2.7877279102384292e-5,Mvar,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-3/9,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-4/57,32,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-5/58,32,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-51-P,16,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-51-Q,16,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-54,704,2.9869029377320073e-10,8.326672684688674e-15,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-55,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-63,1,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-72,592,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-74,592,0.0,0.0,6.271428571428571e-5,kg/s,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-8/56/60,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-83,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,6-84,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R7-C1-load,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R7-C1-source,608,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R7-R1,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R7-R4,608,2.832459652802222e-11,1.7763568394002505e-15,6.271428571428571e-5,kg/s,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE1-closed-component,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE1-energized,44,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE1-integer-energized,44,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE1-integer-live,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE1-live,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE1-live-product,47,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE2-live-root,44,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE2-root-available,704,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE3,752,9.324138683375338e-11,9.324138683375338e-17,1.0e-6,pu,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE4-commitment,32,0.0,0.0,1.0e-6,1,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE4-device-P,128,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE4-device-Q,128,0.0,0.0,2.7877279102384292e-5,Mvar,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RE4-served,704,2.9869029377320073e-10,8.326672684688674e-15,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RL1-critical,704,0.0,0.0,2.7877279102384292e-5,MW,true
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,shared,adopted,R9-RL1-ordinary,704,2.9869029377320073e-10,8.326672684688674e-15,2.7877279102384292e-5,MW,true
