mode,stage,run_id,time_h,t,critical_MW,chp_cap_MW,gt_cap_MW,pv_cap_MW,generation_upper_MW,unserved_lower_MW
penalty,detailed-single_1_2,r7-transport-33bb65e0-e0cb-440c-ad38-d669932df71a,13.75,16,11.962499999999999,6.0,2.0,3.04,11.04,0.9224999999999985
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,10.0,1,13.750000000000002,6.0,2.0,2.72,10.72,3.0300000000000016
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,10.25,2,13.750000000000002,6.0,2.0,2.72,10.72,3.0300000000000016
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,10.5,3,13.750000000000002,6.0,2.0,2.72,10.72,3.0300000000000016
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,10.75,4,13.750000000000002,6.0,2.0,2.72,10.72,3.0300000000000016
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,11.0,5,13.199999999999998,6.0,2.0,3.072,11.072,2.1279999999999974
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,11.25,6,13.199999999999998,6.0,2.0,3.072,11.072,2.1279999999999974
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,11.5,7,13.199999999999998,6.0,2.0,3.072,11.072,2.1279999999999974
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,11.75,8,13.199999999999998,6.0,2.0,3.072,11.072,2.1279999999999974
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,12.0,9,12.375,6.0,2.0,3.2,11.2,1.1749999999999998
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,12.25,10,12.375,6.0,2.0,3.2,11.2,1.1749999999999998
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,12.5,11,12.375,6.0,2.0,3.2,11.2,1.1749999999999998
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,12.75,12,12.375,6.0,2.0,3.2,11.2,1.1749999999999998
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,13.0,13,11.962499999999999,6.0,2.0,3.04,11.04,0.9224999999999985
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,13.25,14,11.962499999999999,6.0,2.0,3.04,11.04,0.9224999999999985
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,13.5,15,11.962499999999999,6.0,2.0,3.04,11.04,0.9224999999999985
penalty,aggregate-author_event1,r7-recovery-0b910b21-ae9a-4c84-b37a-e52f2309b1f5,13.75,16,11.962499999999999,6.0,2.0,3.04,11.04,0.9224999999999985
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,10.0,1,13.750000000000002,6.0,2.0,2.72,10.72,3.0300000000000016
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,10.25,2,13.750000000000002,6.0,2.0,2.72,10.72,3.0300000000000016
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,10.5,3,13.750000000000002,6.0,2.0,2.72,10.72,3.0300000000000016
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,10.75,4,13.750000000000002,6.0,2.0,2.72,10.72,3.0300000000000016
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,11.0,5,13.199999999999998,6.0,2.0,3.072,11.072,2.1279999999999974
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,11.25,6,13.199999999999998,6.0,2.0,3.072,11.072,2.1279999999999974
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,11.5,7,13.199999999999998,6.0,2.0,3.072,11.072,2.1279999999999974
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,11.75,8,13.199999999999998,6.0,2.0,3.072,11.072,2.1279999999999974
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,12.0,9,12.375,6.0,2.0,3.2,11.2,1.1749999999999998
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,12.25,10,12.375,6.0,2.0,3.2,11.2,1.1749999999999998
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,12.5,11,12.375,6.0,2.0,3.2,11.2,1.1749999999999998
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,12.75,12,12.375,6.0,2.0,3.2,11.2,1.1749999999999998
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,13.0,13,11.962499999999999,6.0,2.0,3.04,11.04,0.9224999999999985
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,13.25,14,11.962499999999999,6.0,2.0,3.04,11.04,0.9224999999999985
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,13.5,15,11.962499999999999,6.0,2.0,3.04,11.04,0.9224999999999985
penalty,detailed-author_event1,r7-transport-758042c4-835f-4c76-9aca-9c50ccea4aec,13.75,16,11.962499999999999,6.0,2.0,3.04,11.04,0.9224999999999985
