absolute_change,accepted_relative_change,cost,iteration,local_direction_norm,local_kkt_reason,local_kkt_trusted,local_status,local_trust_binding,mode,old_local_stop,old_pg_stop,original_outer_status,paper_form_epsilon_0.0001,paper_form_epsilon_0.01,paper_form_epsilon_1.0e-6,predicted_improvement,projected_gradient_norm,relative_change,small_accepted_after,small_accepted_before,smooth,trusted_sensitivity
,,,1,,,,,,diagnostic,false,false,iteration_limit,,,,,0.17448696401749608,,0,0,true,true
,,,2,,,,,,diagnostic,false,false,iteration_limit,,,,,0.2087086411067507,,0,0,true,true
,0.0007713857067145623,80.29874783275116,3,,,,,,dispatch,false,false,iteration_limit,,,,,0.01054130223489147,,0,0,true,true
0.06194130634526118,4.867317835096473e-5,80.2368065264059,4,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.0106384691155883,0.0007713857067145623,0,0,true,true
0.0039053803943716048,0.0006496959164336181,80.23290114601153,5,0.006249999515340221,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,3.451259246827626e-5,0.010644400143166699,4.867317835096473e-5,0,0,true,true
0.052126988238185845,0.00032836986096061315,80.18077415777334,6,0.0031249994065554176,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,false,false,1.7445301234458865e-5,,0.0006496959164336181,0,0,false,false
0.026328949661902357,4.926130996798767e-5,80.15444520811144,7,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.010735697992444448,0.00032836986096061315,0,0,true,true
0.003948512970708862,0.0006509048715915185,80.15049669514073,8,0.006249998315762895,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,3.4510675275704894e-5,0.010742039608209408,4.926130996798767e-5,0,0,true,true
0.05217034875934701,0.0003286098200743242,80.09832634638138,9,0.0031249992350161904,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,false,false,1.744012529367872e-5,,0.0006509048715915185,0,0,false,false
0.026321096608938888,4.986359797473825e-5,80.07200524977245,10,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.010833692245108661,0.0003286098200743242,0,0,true,true
0.0039926782788057835,0.0006508435541211384,80.06801257149364,11,0.006249999778177084,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,3.450848229401282e-5,0.010840254534952187,4.986359797473825e-5,0,0,true,true
0.05211174987344691,0.0003290114903837194,80.01590082162019,12,0.0031249991099890906,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,false,false,1.7443632685361365e-5,,0.0006508435541211384,0,0,false,false
0.02632615078371714,5.0477034181032406e-5,79.98957467083648,13,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.010932008829122264,0.0003290114903837194,0,0,true,true
0.004037636494786057,0.00032914269275333445,79.98553703434169,14,0.0031249990183042087,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.7444039379747867e-5,0.010938762376283773,5.0477034181032406e-5,0,0,true,true
0.02632665504080478,5.0715952217421996e-5,79.95921037930088,15,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.010969541944718442,0.00032914269275333445,0,0,true,true
0.004055207492939417,2.537854976370955e-5,79.95515517180795,16,,,,,,dispatch,false,false,iteration_limit,false,true,false,,0.010976296020707599,5.0715952217421996e-5,0,0,true,true
0.0020291458843928467,0.00032926613693360447,79.95312602592355,17,0.0031249989812565104,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.744353485229333e-5,0.010977517907267531,2.537854976370955e-5,0,0,true,true
0.02632585694232148,5.097805690750488e-5,79.92680016898123,18,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011010504235728247,0.00032926613693360447,0,0,true,true
0.004074512967449095,0.00032938533604181554,79.92272565601378,19,0.00312499905191288,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.744324971945932e-5,0.011017227944371433,5.097805690750488e-5,0,0,true,true
0.026325373847583933,5.1220146311120575e-5,79.8964002821662,20,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011048187274138588,0.00032938533604181554,0,0,true,true
0.004092305312184408,2.5631830046191732e-5,79.89230797685401,21,,,,,,dispatch,false,false,iteration_limit,false,true,false,,0.011054974614054247,5.1220146311120575e-5,0,0,true,true
0.00204778606006073,0.0003295088256131207,79.89026019079395,22,0.003124998953754954,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.744273002302066e-5,0.011056815369543394,2.5631830046191732e-5,0,0,true,true
0.02632454581339516,5.148710086030694e-5,79.86393564498056,23,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011089450628058994,0.0003295088256131207,0,0,true,true
0.004111962509654177,0.000652816511295583,79.8598236824709,24,0.006249999895285185,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,3.450311657707955e-5,0.0110963537919333,5.148710086030694e-5,0,0,true,true
0.052133811489071036,0.0003300533922117095,79.80768987098183,25,0.0031249989231021402,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,false,false,1.745349066594598e-5,,0.000652816511295583,0,0,false,false
0.026340798766497642,5.2134755843562875e-5,79.78134907221533,26,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011189217831700127,0.0003300533922117095,0,0,true,true
0.004159381154750008,0.000329945462104793,79.77718969106058,27,0.003124998921503419,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.7441244076786544e-5,0.011194658752153419,5.2134755843562875e-5,0,0,true,true
0.026322121718038716,5.238560444179225e-5,79.75086756934255,28,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.01122752336273547,0.000329945462104793,0,0,true,true
0.004177797402377337,0.00033006451570974604,79.74668977194017,29,0.0031249990207484757,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.7440907631269265e-5,0.011234652217917862,5.238560444179225e-5,0,0,true,true
0.02632155253903079,5.2641374906492705e-5,79.72036821940114,30,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011265852087712247,0.00033006451570974604,0,0,true,true
0.004196589791121141,2.635917696612388e-5,79.71617162961002,31,,,,,,dispatch,false,false,iteration_limit,false,true,false,,0.011272827768309845,5.2641374906492705e-5,0,0,true,true
0.002101252675046794,0.0003308196047330777,79.71407037693497,32,0.0031249988134618434,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.747362789696061e-5,,2.635917696612388e-5,0,0,false,false
0.026370977253762362,5.2921341734056184e-5,79.68769939968121,33,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.01130815952710984,0.0003308196047330777,0,0,true,true
0.004217179971931273,0.00033030711508059084,79.68348221970928,34,0.0031249988262409545,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.743994665351356e-5,0.011315543283273444,5.2921341734056184e-5,0,0,true,true
0.026320021131567728,5.318034120612614e-5,79.65716219857771,35,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.01134673635048955,0.00033030711508059084,0,0,true,true
0.004236195065232096,0.0003304258251470298,79.65292600351248,36,0.0031249989263102407,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.7439568149452134e-5,0.011353856994913203,5.318034120612614e-5,0,0,true,true
0.026319383800085916,5.3441194273159814e-5,79.62660661971239,37,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011385432942296658,0.0003304258251470298,0,0,true,true
0.004255340953676523,0.0003305449347473794,79.62235127875871,38,0.0031249990488433355,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.7439181986884933e-5,0.011392856473633417,5.3441194273159814e-5,0,0,true,true
0.026318764907870218,5.3703636112955113e-5,79.59603251385084,39,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011424211990866073,0.0003305449347473794,0,0,true,true
0.004274596366158789,0.0006553784103382241,79.59175791748468,40,0.006249999935885597,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,3.4495337448411934e-5,0.011431821727975633,5.3703636112955113e-5,0,0,true,true
0.05216271977998588,0.0003307336562771667,79.5395951977047,41,0.0031249987426207326,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,false,false,1.7430988773804723e-5,,0.0006553784103382241,0,0,false,false
0.026306421138542646,5.526337497087339e-5,79.51328877656616,42,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011525840984215385,0.0003307336562771667,0,0,true,true
0.004394172692826714,0.0003308555405586121,79.50889460387333,43,0.0031249987954531377,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.7430736453848128e-5,,5.526337497087339e-5,0,0,false,false
0.026305958303382226,5.4666101457597235e-5,79.48258864556995,44,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011565314492413936,0.0003308555405586121,0,0,true,true
0.004345003255011193,0.0003311004712816337,79.47824364231494,45,0.0031249989125861077,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.7437029661657166e-5,0.01156586862972242,5.4666101457597235e-5,0,0,true,true
0.02631528392660698,5.511903375158823e-5,79.45192835838833,46,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011604650840438158,0.0003311004712816337,0,0,true,true
0.004379313520814776,0.00033119782872408977,79.44754904486751,47,0.0031249990603932076,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.743540985490316e-5,,5.511903375158823e-5,0,0,false,false
0.026312855741110752,5.6200837876871445e-5,79.4212361891264,48,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.011644066248542417,0.00033119782872408977,0,0,true,true
0.0044635400190458085,0.00033122375529370514,79.41677264910736,49,0.0031249992565776097,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.7429984007034938e-5,,5.6200837876871445e-5,0,0,false,false
0.02630472167014375,5.5484221090952674e-5,79.39046792743721,50,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.01168393493229214,0.00033122375529370514,0,0,true,true
0.004404918275000114,0.0003314539839056141,79.38606300916221,51,0.0031249996204003594,checked,true,local_checked,true,dispatch,false,false,iteration_limit,false,true,false,1.7435499042900426e-5,,5.5484221090952674e-5,0,0,false,false
