P_pu,Q_pu,SOC_slack,branch,ell_pu2,grid_MW,loss_MW,role,stage,t,v_from_pu2,v_to_pu2
0.17524766113843881,0.04008089906664303,3.0291719531172056e-6,1,0.03232125037643765,0.17524766113832954,0.00016160625188218824,first_feasible,3914,13,0.9999999999999681,0.9980881371085449
0.17524766113771273,0.040080899066354814,3.0290699488204863e-6,1,0.032321250274155756,0.17524766113760396,0.00016160625137077878,first_feasible,3914,14,0.9999999999999681,0.9980881371085504
0.1420937716485784,0.020041279947100143,3.017450861103729e-6,2,0.02063997356867414,0.2004633763698922,0.0001031998678433707,first_feasible,3914,1,0.9978360788870173,0.9963355746099513
-0.18256674995115074,0.020067494883527992,8.711924384557945e-6,2,0.033747442025433776,1.4001585392517885e-8,0.0001687372101271689,first_feasible,3914,2,0.9998397637836159,1.0015861399794084
-0.4080731795596506,0.020334536997678843,0.00030430607098390057,2,0.16726849899539198,1.2081485839842263e-8,0.0008363424949769599,first_feasible,3914,3,0.9998387045155704,1.0038429489496525
-0.07478104818613884,0.020012002969813203,7.839437372852932e-6,2,0.006001485194000252,4.94773477628387e-8,3.000742597000126e-5,first_feasible,3914,4,0.9998399852844881,1.0005079217975328
0.0883846785430844,0.020016462428669612,3.02238635938837e-6,2,0.008231214370361273,0.17457721389114975,4.115607185180637e-5,first_feasible,3914,5,0.9980948358318009,0.9971311619018501
0.08780130833798339,0.020016256612540584,3.0223145028400434e-6,2,0.008128306305994051,0.17553710625989613,4.064153152997026e-5,first_feasible,3914,6,0.9980852447896768,0.9971274024007077
0.0878013090226255,0.02001625656580286,3.022382303847094e-6,2,0.00812828293782046,0.175247661161952,4.0641414689102304e-5,first_feasible,3914,7,0.9980881371083083,0.9971302947120021
0.08780130901470917,0.02001625656586814,3.022416403237072e-6,2,0.00812828297059338,0.17524766114212034,4.0641414852966906e-5,first_feasible,3914,8,0.9980881371085067,0.9971302947122804
0.08780130901446537,0.02001625656577133,3.0223678088049915e-6,2,0.008128282921858736,0.17524766113781873,4.064141460929368e-5,first_feasible,3914,9,0.9980881371085499,0.997130294712325
0.08780130901472605,0.02001625656587569,3.0224197605320372e-6,2,0.008128282973960047,0.17524766113797347,4.0641414869800236e-5,first_feasible,3914,10,0.9980881371085475,0.9971302947123211
0.08780130901490679,0.020016256565947632,3.0224557970274396e-6,2,0.008128283010100296,0.1752476611386323,4.064141505050148e-5,first_feasible,3914,11,0.9980881371085426,0.9971302947123152
0.08780130901495387,0.020016256565966728,3.0224652211249554e-6,2,0.008128283019551473,0.1752476611381751,4.064141509775737e-5,first_feasible,3914,12,0.998088137108545,0.9971302947123173
0.08780130901482597,0.020016256565915658,3.0224397199527095e-6,2,0.008128282993976905,0.17524766113832954,4.0641414969884524e-5,first_feasible,3914,13,0.9980881371085449,0.9971302947123178
0.08780130901461236,0.020016256565830837,3.022397069696824e-6,2,0.008128282951203922,0.17524766113760396,4.064141475601961e-5,first_feasible,3914,14,0.9980881371085504,0.9971302947123245
0.13915973534281925,0.04007759990793199,6.545464809803656e-7,1,0.02097230050154475,0.13915973534281925,0.00010486150250772374,initialization,1,1,1.0,0.9984487004370164
9.321646698009627e-10,0.040136343829495574,2.820919032430619e-6,1,0.0016137470150319189,9.321646698009627e-10,8.068735075159595e-6,initialization,1,2,1.0,0.9998395014375336
6.593740538916247e-10,0.040319586155178284,2.680352176734498e-5,1,0.00165247254949219,6.593740538916247e-10,8.26236274746095e-6,initialization,1,3,1.0,0.9998387695706739
1.601892889628484e-7,0.040005594780422635,5.0885019304354635e-6,1,0.001605536115691475,1.601892889628484e-7,8.027680578457375e-6,initialization,1,4,1.0,0.999840022406326
0.16411049628751437,0.040083277606792006,5.767451274737902e-7,1,0.028539500880564894,0.16411049628751437,0.00014269750440282447,initialization,1,5,1.0,0.998199389415704
0.16358295027581252,0.04008338556028058,5.936329352061037e-7,1,0.028366653051848267,0.16358295027581252,0.00014183326525924134,initialization,1,6,1.0,0.9982046598233922
0.16358846571486202,0.0400834541412591,6.418710431083108e-7,1,0.028368511281880116,0.16358846571486202,0.00014184255640940058,initialization,1,7,1.0,0.9982046041652082
0.16361131773299556,0.040083482254171875,6.620776776900331e-7,1,0.028376010917625427,0.16361131773299556,0.00014188005458812714,initialization,1,8,1.0,0.9982043759415262
0.16364346815502745,0.04008351497655016,6.777409709999779e-7,1,0.028386550583651804,0.16364346815502745,0.000141932752918259,initialization,1,9,1.0,0.9982040543366733
0.16378454214010366,0.0400836586410028,7.072461250842536e-7,1,0.028432783180216914,0.16378454214010366,0.00014216391590108458,initialization,1,10,1.0,0.9982026445301391
0.1649951989174342,0.040084898547036875,5.631779834960795e-7,1,0.028830777935313412,0.1649951989174342,0.00014415388967656706,initialization,1,11,1.0,0.9981905446009252
0.16648013464450245,0.04008640493301826,6.574926446063604e-8,1,0.029322620840970037,0.16648013464450245,0.00014661310420485018,initialization,1,12,1.0,0.9981757035026229
0.16668548561268473,0.040086582631614,5.64786286789791e-7,1,0.029391550007304534,0.16668548561268473,0.00014695775003652269,initialization,1,13,1.0,0.998173651245424
0.1667181697555379,0.040086613591915225,7.65335665069318e-7,1,0.029402650051568946,0.1667181697555379,0.00014701325025784473,initialization,1,14,1.0,0.9981733244896598
0.13183087857989917,0.020035655306891,1.9189383777162253e-5,2,0.017827653445500857,0.13915973534281925,8.913826722750428e-5,initialization,1,1,0.9984487004370164,0.9970507660319398
-0.2570434616822022,0.02013311633547428,7.080167995058434e-5,2,0.0665581677371403,9.321646698009627e-10,0.00033279083868570147,initialization,1,2,0.9998395014375336,1.0023313337758781
-0.3969571240826885,0.02031628121008512,0.00012739832271020922,2,0.15814060504256133,6.593740538916247e-10,0.0007907030252128067,initialization,1,3,0.9998387695706739,1.0037316617642067
-0.028056458370397833,0.020002383708312612,4.403276040810752e-6,2,0.0011918541563051832,1.601892889628484e-7,5.9592707815259165e-6,initialization,1,4,0.999840022406326,1.0000406120189673
0.11256980096369376,0.02002619860584218,2.7074579966399753e-6,2,0.013099302921089517,0.16411049628751437,6.54965146054476e-5,initialization,1,5,0.998199389415704,0.9969939664914285
0.1135682703003879,0.020026652253239952,3.3828699624369575e-6,2,0.013326126619976009,0.16358295027581252,6.663063309988005e-5,initialization,1,6,0.9982046598233922,0.9969892569690474
0.11371036618424285,0.020026717118248834,3.4584467165448517e-6,2,0.013358559124416303,0.16358846571486202,6.679279562208152e-5,initialization,1,7,0.9982046041652082,0.9969877810331074
0.11373910066107222,0.020026730231579568,3.4641233689835463e-6,2,0.013365115789783388,0.16361131773299556,6.682557894891695e-5,initialization,1,8,0.9982043759415262,0.9969872656023471
0.11376461073592141,0.020026741875331818,3.4671423568696726e-6,2,0.013370937665909466,0.16364346815502745,6.685468832954733e-5,initialization,1,9,0.9982040543366733,0.996986689019005
0.1138766529021841,0.02002679307497282,3.4946294104273054e-6,2,0.01339653748641112,0.16378454214010366,6.69826874320556e-5,initialization,1,10,0.9982026445301391,0.9969841593284043
0.11484546922631683,0.020027236991258985,3.2815457312444806e-6,2,0.013618495629492244,0.1649951989174342,6.809247814746122e-5,initialization,1,11,0.9981905446009252,0.9969623758970702
0.11597820985764032,0.020027759691095843,2.4682742764157517e-6,2,0.013879845547920766,0.16648013464450245,6.939922773960383e-5,initialization,1,12,0.9981757035026229,0.996936212880803
0.11605993795734247,0.020027799532282883,3.3583680933556184e-6,2,0.013899766141442171,0.16668548561268473,6.949883070721086e-5,initialization,1,13,0.998173651245424,0.9969333437609396
0.11606890809689936,0.020027808292130363,5.643170279166418e-6,2,0.013904146065181422,0.1667181697555379,6.952073032590712e-5,initialization,1,14,0.9981733244896598,0.9969329273957581
0.200463376369993,0.04012487714592394,3.0283897463271973e-6,1,0.041798599421381054,0.2004633763698922,0.00020899299710690528,last_feasible,3916,1,0.9999999999999576,0.9978360788870173
1.4001417358855406e-8,0.0400707237553144,8.773249812605612e-6,1,0.0016144361520875083,1.4001585392517885e-8,8.072180760437541e-6,last_feasible,3916,2,1.0000000000000067,0.9998397637836159
1.2081431854937819e-8,0.040338611698882865,0.0004101471636033171,1,0.002037350757396702,1.2081485839842263e-8,1.018675378698351e-5,last_feasible,3916,3,1.0000000000000053,0.9998387045155704
4.947431486712617e-8,0.040015221170905946,7.882872865615361e-6,1,0.0016091007982245809,4.94773477628387e-8,8.045503991122904e-6,last_feasible,3916,4,1.0000000000000009,0.9998399852844881
0.17457721389125824,0.04008063580891541,3.029158087843476e-6,1,0.0320866901349699,0.17457721389114975,0.0001604334506748495,last_feasible,3916,5,0.9999999999999685,0.9980948358318009
0.17553710626000507,0.04008110221175398,3.0291905655126846e-6,1,0.03242279961921193,0.17553710625989613,0.00016211399809605963,last_feasible,3916,6,0.9999999999999681,0.9980852447896768
0.1752476611620617,0.04008089906645518,3.0291257599854206e-6,1,0.03232125033850917,0.175247661161952,0.00016160625169254583,last_feasible,3916,7,0.9999999999999681,0.9980881371083083
0.17524766114222912,0.04008089906655776,3.029151114997998e-6,1,0.032321250356921176,0.17524766114212034,0.00016160625178460587,last_feasible,3916,8,0.9999999999999681,0.9980881371085067
0.17524766113792767,0.040080899066439635,3.0291421061914934e-6,1,0.03232125034639526,0.17524766113781873,0.0001616062517319763,last_feasible,3916,9,0.9999999999999681,0.9980881371085499
0.1752476611380831,0.04008089906650225,3.0291210594793772e-6,1,0.03232125032540805,0.17524766113797347,0.00016160625162704026,last_feasible,3916,10,0.9999999999999681,0.9980881371085475
0.17524766113874124,0.04008089906676604,3.0292161880029252e-6,1,0.03232125042078839,0.1752476611386323,0.00016160625210394198,last_feasible,3916,11,0.9999999999999681,0.9980881371085426
0.17524766113828383,0.040080899066583076,3.02911566354069e-6,1,0.032321250320088944,0.1752476611381751,0.00016160625160044473,last_feasible,3916,12,0.9999999999999681,0.998088137108545
0.17524766113843881,0.04008089906664303,3.0291719531172056e-6,1,0.03232125037643765,0.17524766113832954,0.00016160625188218824,last_feasible,3916,13,0.9999999999999681,0.9980881371085449
0.17524766113771273,0.040080899066354814,3.0290699488204863e-6,1,0.032321250274155756,0.17524766113760396,0.00016160625137077878,last_feasible,3916,14,0.9999999999999681,0.9980881371085504
0.1420937716485784,0.020041279947100143,3.017450861103729e-6,2,0.02063997356867414,0.2004633763698922,0.0001031998678433707,last_feasible,3916,1,0.9978360788870173,0.9963355746099513
-0.18256674995115074,0.020067494883527992,8.711924384557945e-6,2,0.033747442025433776,1.4001585392517885e-8,0.0001687372101271689,last_feasible,3916,2,0.9998397637836159,1.0015861399794084
-0.4080731795596506,0.020334536997678843,0.00030430607098390057,2,0.16726849899539198,1.2081485839842263e-8,0.0008363424949769599,last_feasible,3916,3,0.9998387045155704,1.0038429489496525
-0.07478104818613884,0.020012002969813203,7.839437372852932e-6,2,0.006001485194000252,4.94773477628387e-8,3.000742597000126e-5,last_feasible,3916,4,0.9998399852844881,1.0005079217975328
0.0883846785430844,0.020016462428669612,3.02238635938837e-6,2,0.008231214370361273,0.17457721389114975,4.115607185180637e-5,last_feasible,3916,5,0.9980948358318009,0.9971311619018501
0.08780130833798339,0.020016256612540584,3.0223145028400434e-6,2,0.008128306305994051,0.17553710625989613,4.064153152997026e-5,last_feasible,3916,6,0.9980852447896768,0.9971274024007077
0.0878013090226255,0.02001625656580286,3.022382303847094e-6,2,0.00812828293782046,0.175247661161952,4.0641414689102304e-5,last_feasible,3916,7,0.9980881371083083,0.9971302947120021
0.08780130901470917,0.02001625656586814,3.022416403237072e-6,2,0.00812828297059338,0.17524766114212034,4.0641414852966906e-5,last_feasible,3916,8,0.9980881371085067,0.9971302947122804
0.08780130901446537,0.02001625656577133,3.0223678088049915e-6,2,0.008128282921858736,0.17524766113781873,4.064141460929368e-5,last_feasible,3916,9,0.9980881371085499,0.997130294712325
0.08780130901472605,0.02001625656587569,3.0224197605320372e-6,2,0.008128282973960047,0.17524766113797347,4.0641414869800236e-5,last_feasible,3916,10,0.9980881371085475,0.9971302947123211
0.08780130901490679,0.020016256565947632,3.0224557970274396e-6,2,0.008128283010100296,0.1752476611386323,4.064141505050148e-5,last_feasible,3916,11,0.9980881371085426,0.9971302947123152
0.08780130901495387,0.020016256565966728,3.0224652211249554e-6,2,0.008128283019551473,0.1752476611381751,4.064141509775737e-5,last_feasible,3916,12,0.998088137108545,0.9971302947123173
0.08780130901482597,0.020016256565915658,3.0224397199527095e-6,2,0.008128282993976905,0.17524766113832954,4.0641414969884524e-5,last_feasible,3916,13,0.9980881371085449,0.9971302947123178
0.08780130901461236,0.020016256565830837,3.022397069696824e-6,2,0.008128282951203922,0.17524766113760396,4.064141475601961e-5,last_feasible,3916,14,0.9980881371085504,0.9971302947123245
0.200463376369993,0.04012487714592394,3.0283897463271973e-6,1,0.041798599421381054,0.2004633763698922,0.00020899299710690528,minimum_cost,3914,1,0.9999999999999576,0.9978360788870173
1.4001417358855406e-8,0.0400707237553144,8.773249812605612e-6,1,0.0016144361520875083,1.4001585392517885e-8,8.072180760437541e-6,minimum_cost,3914,2,1.0000000000000067,0.9998397637836159
1.2081431854937819e-8,0.040338611698882865,0.0004101471636033171,1,0.002037350757396702,1.2081485839842263e-8,1.018675378698351e-5,minimum_cost,3914,3,1.0000000000000053,0.9998387045155704
4.947431486712617e-8,0.040015221170905946,7.882872865615361e-6,1,0.0016091007982245809,4.94773477628387e-8,8.045503991122904e-6,minimum_cost,3914,4,1.0000000000000009,0.9998399852844881
0.17457721389125824,0.04008063580891541,3.029158087843476e-6,1,0.0320866901349699,0.17457721389114975,0.0001604334506748495,minimum_cost,3914,5,0.9999999999999685,0.9980948358318009
0.17553710626000507,0.04008110221175398,3.0291905655126846e-6,1,0.03242279961921193,0.17553710625989613,0.00016211399809605963,minimum_cost,3914,6,0.9999999999999681,0.9980852447896768
0.1752476611620617,0.04008089906645518,3.0291257599854206e-6,1,0.03232125033850917,0.175247661161952,0.00016160625169254583,minimum_cost,3914,7,0.9999999999999681,0.9980881371083083
0.17524766114222912,0.04008089906655776,3.029151114997998e-6,1,0.032321250356921176,0.17524766114212034,0.00016160625178460587,minimum_cost,3914,8,0.9999999999999681,0.9980881371085067
0.17524766113792767,0.040080899066439635,3.0291421061914934e-6,1,0.03232125034639526,0.17524766113781873,0.0001616062517319763,minimum_cost,3914,9,0.9999999999999681,0.9980881371085499
0.1752476611380831,0.04008089906650225,3.0291210594793772e-6,1,0.03232125032540805,0.17524766113797347,0.00016160625162704026,minimum_cost,3914,10,0.9999999999999681,0.9980881371085475
0.17524766113874124,0.04008089906676604,3.0292161880029252e-6,1,0.03232125042078839,0.1752476611386323,0.00016160625210394198,minimum_cost,3914,11,0.9999999999999681,0.9980881371085426
0.17524766113828383,0.040080899066583076,3.02911566354069e-6,1,0.032321250320088944,0.1752476611381751,0.00016160625160044473,minimum_cost,3914,12,0.9999999999999681,0.998088137108545
0.17524766113843881,0.04008089906664303,3.0291719531172056e-6,1,0.03232125037643765,0.17524766113832954,0.00016160625188218824,minimum_cost,3914,13,0.9999999999999681,0.9980881371085449
0.17524766113771273,0.040080899066354814,3.0290699488204863e-6,1,0.032321250274155756,0.17524766113760396,0.00016160625137077878,minimum_cost,3914,14,0.9999999999999681,0.9980881371085504
0.1420937716485784,0.020041279947100143,3.017450861103729e-6,2,0.02063997356867414,0.2004633763698922,0.0001031998678433707,minimum_cost,3914,1,0.9978360788870173,0.9963355746099513
-0.18256674995115074,0.020067494883527992,8.711924384557945e-6,2,0.033747442025433776,1.4001585392517885e-8,0.0001687372101271689,minimum_cost,3914,2,0.9998397637836159,1.0015861399794084
-0.4080731795596506,0.020334536997678843,0.00030430607098390057,2,0.16726849899539198,1.2081485839842263e-8,0.0008363424949769599,minimum_cost,3914,3,0.9998387045155704,1.0038429489496525
-0.07478104818613884,0.020012002969813203,7.839437372852932e-6,2,0.006001485194000252,4.94773477628387e-8,3.000742597000126e-5,minimum_cost,3914,4,0.9998399852844881,1.0005079217975328
0.0883846785430844,0.020016462428669612,3.02238635938837e-6,2,0.008231214370361273,0.17457721389114975,4.115607185180637e-5,minimum_cost,3914,5,0.9980948358318009,0.9971311619018501
0.08780130833798339,0.020016256612540584,3.0223145028400434e-6,2,0.008128306305994051,0.17553710625989613,4.064153152997026e-5,minimum_cost,3914,6,0.9980852447896768,0.9971274024007077
0.0878013090226255,0.02001625656580286,3.022382303847094e-6,2,0.00812828293782046,0.175247661161952,4.0641414689102304e-5,minimum_cost,3914,7,0.9980881371083083,0.9971302947120021
0.08780130901470917,0.02001625656586814,3.022416403237072e-6,2,0.00812828297059338,0.17524766114212034,4.0641414852966906e-5,minimum_cost,3914,8,0.9980881371085067,0.9971302947122804
0.08780130901446537,0.02001625656577133,3.0223678088049915e-6,2,0.008128282921858736,0.17524766113781873,4.064141460929368e-5,minimum_cost,3914,9,0.9980881371085499,0.997130294712325
0.08780130901472605,0.02001625656587569,3.0224197605320372e-6,2,0.008128282973960047,0.17524766113797347,4.0641414869800236e-5,minimum_cost,3914,10,0.9980881371085475,0.9971302947123211
0.08780130901490679,0.020016256565947632,3.0224557970274396e-6,2,0.008128283010100296,0.1752476611386323,4.064141505050148e-5,minimum_cost,3914,11,0.9980881371085426,0.9971302947123152
0.08780130901495387,0.020016256565966728,3.0224652211249554e-6,2,0.008128283019551473,0.1752476611381751,4.064141509775737e-5,minimum_cost,3914,12,0.998088137108545,0.9971302947123173
0.08780130901482597,0.020016256565915658,3.0224397199527095e-6,2,0.008128282993976905,0.17524766113832954,4.0641414969884524e-5,minimum_cost,3914,13,0.9980881371085449,0.9971302947123178
0.08780130901461236,0.020016256565830837,3.022397069696824e-6,2,0.008128282951203922,0.17524766113760396,4.064141475601961e-5,minimum_cost,3914,14,0.9980881371085504,0.9971302947123245
0.200463376369993,0.04012487714592394,3.0283897463271973e-6,1,0.041798599421381054,0.2004633763698922,0.00020899299710690528,minimum_violation,3914,1,0.9999999999999576,0.9978360788870173
1.4001417358855406e-8,0.0400707237553144,8.773249812605612e-6,1,0.0016144361520875083,1.4001585392517885e-8,8.072180760437541e-6,minimum_violation,3914,2,1.0000000000000067,0.9998397637836159
1.2081431854937819e-8,0.040338611698882865,0.0004101471636033171,1,0.002037350757396702,1.2081485839842263e-8,1.018675378698351e-5,minimum_violation,3914,3,1.0000000000000053,0.9998387045155704
4.947431486712617e-8,0.040015221170905946,7.882872865615361e-6,1,0.0016091007982245809,4.94773477628387e-8,8.045503991122904e-6,minimum_violation,3914,4,1.0000000000000009,0.9998399852844881
0.17457721389125824,0.04008063580891541,3.029158087843476e-6,1,0.0320866901349699,0.17457721389114975,0.0001604334506748495,minimum_violation,3914,5,0.9999999999999685,0.9980948358318009
0.17553710626000507,0.04008110221175398,3.0291905655126846e-6,1,0.03242279961921193,0.17553710625989613,0.00016211399809605963,minimum_violation,3914,6,0.9999999999999681,0.9980852447896768
0.1752476611620617,0.04008089906645518,3.0291257599854206e-6,1,0.03232125033850917,0.175247661161952,0.00016160625169254583,minimum_violation,3914,7,0.9999999999999681,0.9980881371083083
0.17524766114222912,0.04008089906655776,3.029151114997998e-6,1,0.032321250356921176,0.17524766114212034,0.00016160625178460587,minimum_violation,3914,8,0.9999999999999681,0.9980881371085067
0.17524766113792767,0.040080899066439635,3.0291421061914934e-6,1,0.03232125034639526,0.17524766113781873,0.0001616062517319763,minimum_violation,3914,9,0.9999999999999681,0.9980881371085499
0.1752476611380831,0.04008089906650225,3.0291210594793772e-6,1,0.03232125032540805,0.17524766113797347,0.00016160625162704026,minimum_violation,3914,10,0.9999999999999681,0.9980881371085475
0.17524766113874124,0.04008089906676604,3.0292161880029252e-6,1,0.03232125042078839,0.1752476611386323,0.00016160625210394198,minimum_violation,3914,11,0.9999999999999681,0.9980881371085426
0.17524766113828383,0.040080899066583076,3.02911566354069e-6,1,0.032321250320088944,0.1752476611381751,0.00016160625160044473,minimum_violation,3914,12,0.9999999999999681,0.998088137108545
0.17524766113843881,0.04008089906664303,3.0291719531172056e-6,1,0.03232125037643765,0.17524766113832954,0.00016160625188218824,minimum_violation,3914,13,0.9999999999999681,0.9980881371085449
0.17524766113771273,0.040080899066354814,3.0290699488204863e-6,1,0.032321250274155756,0.17524766113760396,0.00016160625137077878,minimum_violation,3914,14,0.9999999999999681,0.9980881371085504
0.1420937716485784,0.020041279947100143,3.017450861103729e-6,2,0.02063997356867414,0.2004633763698922,0.0001031998678433707,minimum_violation,3914,1,0.9978360788870173,0.9963355746099513
-0.18256674995115074,0.020067494883527992,8.711924384557945e-6,2,0.033747442025433776,1.4001585392517885e-8,0.0001687372101271689,minimum_violation,3914,2,0.9998397637836159,1.0015861399794084
-0.4080731795596506,0.020334536997678843,0.00030430607098390057,2,0.16726849899539198,1.2081485839842263e-8,0.0008363424949769599,minimum_violation,3914,3,0.9998387045155704,1.0038429489496525
-0.07478104818613884,0.020012002969813203,7.839437372852932e-6,2,0.006001485194000252,4.94773477628387e-8,3.000742597000126e-5,minimum_violation,3914,4,0.9998399852844881,1.0005079217975328
0.0883846785430844,0.020016462428669612,3.02238635938837e-6,2,0.008231214370361273,0.17457721389114975,4.115607185180637e-5,minimum_violation,3914,5,0.9980948358318009,0.9971311619018501
0.08780130833798339,0.020016256612540584,3.0223145028400434e-6,2,0.008128306305994051,0.17553710625989613,4.064153152997026e-5,minimum_violation,3914,6,0.9980852447896768,0.9971274024007077
0.0878013090226255,0.02001625656580286,3.022382303847094e-6,2,0.00812828293782046,0.175247661161952,4.0641414689102304e-5,minimum_violation,3914,7,0.9980881371083083,0.9971302947120021
0.08780130901470917,0.02001625656586814,3.022416403237072e-6,2,0.00812828297059338,0.17524766114212034,4.0641414852966906e-5,minimum_violation,3914,8,0.9980881371085067,0.9971302947122804
0.08780130901446537,0.02001625656577133,3.0223678088049915e-6,2,0.008128282921858736,0.17524766113781873,4.064141460929368e-5,minimum_violation,3914,9,0.9980881371085499,0.997130294712325
0.08780130901472605,0.02001625656587569,3.0224197605320372e-6,2,0.008128282973960047,0.17524766113797347,4.0641414869800236e-5,minimum_violation,3914,10,0.9980881371085475,0.9971302947123211
0.08780130901490679,0.020016256565947632,3.0224557970274396e-6,2,0.008128283010100296,0.1752476611386323,4.064141505050148e-5,minimum_violation,3914,11,0.9980881371085426,0.9971302947123152
0.08780130901495387,0.020016256565966728,3.0224652211249554e-6,2,0.008128283019551473,0.1752476611381751,4.064141509775737e-5,minimum_violation,3914,12,0.998088137108545,0.9971302947123173
0.08780130901482597,0.020016256565915658,3.0224397199527095e-6,2,0.008128282993976905,0.17524766113832954,4.0641414969884524e-5,minimum_violation,3914,13,0.9980881371085449,0.9971302947123178
0.08780130901461236,0.020016256565830837,3.022397069696824e-6,2,0.008128282951203922,0.17524766113760396,4.064141475601961e-5,minimum_violation,3914,14,0.9980881371085504,0.9971302947123245
