record_id,run_id,case,solver,kind,actor,node,t,dt_h,P_MW,up_MW,down_MW
bid_cap--highs,r5-market-4f705f6e-cab6-4d26-88cc-505a6c6e62cf,bid_cap,highs,generators,G1,1,1,1.0,40.0,-0.0,-0.0
bid_cap--highs,r5-market-4f705f6e-cab6-4d26-88cc-505a6c6e62cf,bid_cap,highs,generators,G2,1,1,1.0,60.0,0.0,0.0
bid_cap--clarabel,r5-market-969443fd-36ea-455c-afef-fcbc857e5c93,bid_cap,clarabel,generators,G1,1,1,1.0,39.99999999999988,-1.5437461102380178e-12,6.176407813657462e-13
bid_cap--clarabel,r5-market-969443fd-36ea-455c-afef-fcbc857e5c93,bid_cap,clarabel,generators,G2,1,1,1.0,60.000000000000114,1.543882640722718e-12,-6.175700674511366e-13
hand_hour--highs,r5-market-f049293e-0369-4ae9-a6c5-412ce0ab7d76,hand_hour,highs,generators,G1,1,1,1.0,80.0,20.0,10.0
hand_hour--highs,r5-market-f049293e-0369-4ae9-a6c5-412ce0ab7d76,hand_hour,highs,ies,IES1,1,1,1.0,30.0,-0.0,0.0
hand_hour--clarabel,r5-market-aeada9dc-e494-4f08-8b53-0230b1a3f3a7,hand_hour,clarabel,generators,G1,1,1,1.0,80.00000000002804,20.000000000057682,10.000000000053662
hand_hour--clarabel,r5-market-aeada9dc-e494-4f08-8b53-0230b1a3f3a7,hand_hour,clarabel,ies,IES1,1,1,1.0,30.000000000028038,-5.768035527239566e-11,-5.366191232339707e-11
hand_quarter--highs,r5-market-c918a4a1-cfc1-4ced-8c41-d7bd56290ca0,hand_quarter,highs,generators,G1,1,1,0.25,80.0,20.0,10.0
hand_quarter--highs,r5-market-c918a4a1-cfc1-4ced-8c41-d7bd56290ca0,hand_quarter,highs,ies,IES1,1,1,0.25,30.0,-0.0,0.0
hand_quarter--clarabel,r5-market-e2e01c23-e7b8-4d3c-87ec-badb61585842,hand_quarter,clarabel,generators,G1,1,1,0.25,80.000000000068,19.99999999993013,9.99999999996372
hand_quarter--clarabel,r5-market-e2e01c23-e7b8-4d3c-87ec-badb61585842,hand_quarter,clarabel,ies,IES1,1,1,0.25,30.00000000006801,6.987169257274428e-11,3.628082055230924e-11
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators,G1,1,1,1.0,60.0,15.0,10.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators,G1,1,2,1.0,80.0,15.0,10.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators,G1,1,3,1.0,90.0,10.0,10.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators,G1,1,4,1.0,70.0,15.0,10.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators,G2,2,1,1.0,0.0,0.0,0.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators,G2,2,2,1.0,0.0,0.0,0.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators,G2,2,3,1.0,10.0,5.0,0.0
no_ies--highs,r5-market-3146d5d9-37a4-4dd6-9258-6b3b81a79e68,no_ies,highs,generators,G2,2,4,1.0,0.0,0.0,0.0
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators,G1,1,1,1.0,59.99999999996671,14.999999999838394,9.999999999987784
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators,G1,1,2,1.0,79.9999999999322,14.999999999826224,9.99999999997108
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators,G1,1,3,1.0,89.99999999994213,9.999999999950086,9.999999999041616
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators,G1,1,4,1.0,69.99999999996973,14.999999999851727,9.99999999998697
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators,G2,2,1,1.0,3.328943368625251e-11,1.616069903534257e-10,1.2215345988712286e-11
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators,G2,2,2,1.0,6.779824973634595e-11,1.7377584216036603e-10,2.8918887048081827e-11
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators,G2,2,3,1.0,10.000000000057847,5.000000000049913,9.583814690909582e-10
no_ies--clarabel,r5-market-6d1265bf-900d-4c63-9fe7-37f087d3e8c0,no_ies,clarabel,generators,G2,2,4,1.0,3.02719132665906e-11,1.482719307292058e-10,1.302832415658067e-11
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,generators,G1,1,1,1.0,20.0,-0.0,-0.0
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,generators,G1,1,2,1.0,40.0,-0.0,-0.0
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,generators,G2,1,1,1.0,0.0,0.0,0.0
ramp_memory--highs,r5-market-cb9f42da-b552-4060-9f0f-ebff0d0e3b41,ramp_memory,highs,generators,G2,1,2,1.0,60.0,0.0,0.0
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,generators,G1,1,1,1.0,19.999999999988713,-4.2495451300456925e-12,5.169842859612155e-12
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,generators,G1,1,2,1.0,39.99999999992728,-2.610184776129271e-12,-3.181290933564032e-12
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,generators,G2,1,1,1.0,1.1288026452585452e-11,4.2497699317077e-12,-5.170666361580536e-12
ramp_memory--clarabel,r5-market-657dfd59-01e9-42c9-bf77-5d0cecce47b7,ramp_memory,clarabel,generators,G2,1,2,1.0,60.000000000072724,2.6104064351630055e-12,3.181384106048214e-12
