stage,run_id,time_h,generation_MW,pcc_MW,critical_MW,critical_served_MW,critical_unserved_MW,heat_unserved_MW
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,11.5,11.072,0.0,13.199999999999998,10.367957066189623,2.832042933810374,1.2258329697549513
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,11.75,11.033424070123573,0.0,13.199999999999998,10.367957066189623,2.832042933810374,0.978672546414719
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,12.0,10.374649579222528,0.0,12.375,10.092957066189625,2.2820429338103754,0.9491112632340214
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,12.25,10.305459907551713,0.0,12.375,10.092957066189635,2.2820429338103647,0.8550661249401649
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,12.5,10.221737037188658,0.0,12.375,10.092957066189637,2.282042933810363,0.6943919083893866
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,12.75,10.249148518601352,0.0,12.375,10.092957066189637,2.282042933810364,0.45209299704548467
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,13.0,10.088044842703438,0.0,11.962499999999999,9.955457066189624,2.0070429338103755,0.45349452616058206
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,13.25,10.074344242269401,0.0,11.962499999999999,9.955457066189634,2.007042933810364,0.3121979886183921
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,13.5,10.06459342901719,0.0,11.962499999999999,9.955457066189634,2.0070429338103635,0.13074693155610828
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,13.75,10.126889654852738,0.0,11.962499999999999,9.955457066189624,2.007042933810374,0.0
