stage,run_id,time_h,generation_MW,pcc_MW,critical_MW,critical_served_MW,critical_unserved_MW,heat_unserved_MW
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,12.5,10.546770218816471,0.0,12.375,10.124735688729896,2.2502643112701035,0.34768545704869697
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,12.75,10.546433788562108,0.0,12.375,10.124735688729896,2.2502643112701035,0.32088269082512255
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,13.0,10.228631797988298,0.0,11.962499999999999,9.815360688729893,2.147139311270105,0.4538815356428563
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,13.25,10.22535605310626,0.0,11.962499999999999,9.815360688729893,2.147139311270105,0.21393910646649572
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,13.5,10.161306289148476,0.0,11.962499999999999,9.815360688729893,2.147139311270105,0.13089399811263638
detailed-single_1_2,r7-transport-a2273f35-7e1b-47d7-86b8-a7b9a9a260e0,13.75,10.10538199006375,0.0,11.962499999999999,9.815360688729893,2.147139311270105,0.0
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,10.0,10.719999999999999,0.0,13.750000000000002,10.097572571581164,3.652427428418838,1.0165409137468053
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,10.25,10.719999999999999,0.0,13.750000000000002,10.117890377119245,3.6321096228807566,0.842984385755182
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,10.5,10.719999999999999,0.0,13.750000000000002,10.223892083119498,3.5261079168805036,0.8665708898505589
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,10.75,10.719999999999999,0.0,13.750000000000002,10.316344778468949,3.4336552215310534,1.0980659103669819
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,11.0,10.70438444087334,0.0,13.199999999999998,10.367957066189623,2.832042933810374,0.7967846213214587
detailed-author_event1,r7-transport-801c48d0-4737-4bc6-b33d-64a77b230d9f,11.25,11.072,0.0,13.199999999999998,10.367957066189637,2.83204293381036,1.12768923557999
