run_id,pipe,t,mass_kg_s,heat_MW,positive_heat_near_zero_mass
open--electric--socp,3,2,0.0,0.0,false
open--electric--socp,3,3,0.0,0.0,false
open--electric--socp,3,4,0.0,0.0,false
open--electric--socp,4,1,0.0,0.0018,true
open--electric--socp,4,2,0.0,0.0,false
open--electric--socp,4,3,0.0,0.0018,true
open--electric--socp,4,4,0.0,0.0018,true
open--electric--socp,5,1,0.0,0.0,false
open--electric--socp,5,2,0.0,0.0,false
open--electric--socp,5,3,0.0,0.0,false
open--electric--socp,5,4,0.0,0.0,false
open--electric--socp,6,1,0.0,0.0,false
open--electric--socp,6,2,0.0,0.0,false
open--electric--socp,6,3,0.0,0.0,false
open--electric--socp,6,4,0.0,0.0,false
open--electric--exact,1,1,0.0,0.0,false
open--electric--exact,1,2,1.3732081303444736,0.11480019969679797,false
open--electric--exact,1,3,0.0,0.0,false
open--electric--exact,1,4,0.0,0.0,false
open--electric--exact,2,1,1.0023852606561814,0.19313293851185495,false
open--electric--exact,2,2,0.0,0.0925186950988687,true
open--electric--exact,2,3,0.0,0.10280600363138735,true
open--electric--exact,2,4,1.0023852608259727,0.19313293851185556,false
open--electric--exact,3,1,0.0,0.0,false
open--electric--exact,3,2,0.0,0.0,false
open--electric--exact,3,3,0.0,0.0,false
open--electric--exact,3,4,0.0,0.0,false
open--electric--exact,4,1,0.0,0.0018,true
open--electric--exact,4,2,0.0,0.0,false
open--electric--exact,4,3,0.0,0.0018,true
open--electric--exact,4,4,0.0,0.0018,true
open--electric--exact,5,1,0.0,0.0,false
open--electric--exact,5,2,0.0,0.0,false
open--electric--exact,5,3,0.0,0.0,false
open--electric--exact,5,4,0.0,0.0,false
open--electric--exact,6,1,0.0,0.0,false
open--electric--exact,6,2,0.0,0.0,false
open--electric--exact,6,3,0.0,0.0,false
open--electric--exact,6,4,0.0,0.0,false
open--heat--socp,1,1,0.0,0.0,false
open--heat--socp,1,2,1.183261200503887,0.11463953555207693,false
open--heat--socp,1,3,0.0,0.0,false
open--heat--socp,1,4,0.0,0.0,false
open--heat--socp,2,1,2.047127102549683,0.19308861736951705,false
open--heat--socp,2,2,1.0096271304219444,0.09250852004798649,false
open--heat--socp,2,3,1.137243725090001,0.1032807496110315,false
open--heat--socp,2,4,2.041752385465773,0.19308828833060296,false
open--heat--socp,3,1,0.0,0.0,false
open--heat--socp,3,2,0.0,0.0,false
open--heat--socp,3,3,0.0,0.0,false
open--heat--socp,3,4,0.0,0.0,false
open--heat--socp,4,1,0.0,0.0018,true
open--heat--socp,4,2,0.0,0.0,false
open--heat--socp,4,3,0.0,0.0018,true
open--heat--socp,4,4,0.0,0.0018,true
open--heat--socp,5,1,0.0,0.0,false
open--heat--socp,5,2,0.0,0.0,false
open--heat--socp,5,3,0.0,0.0,false
open--heat--socp,5,4,0.0,0.0,false
open--heat--socp,6,1,0.0,0.0,false
open--heat--socp,6,2,0.0,0.0,false
open--heat--socp,6,3,0.0,0.0,false
open--heat--socp,6,4,0.0,0.0,false
open--heat--exact,1,1,0.0,0.0,false
open--heat--exact,1,2,0.8289684049773232,0.11463936817645978,false
open--heat--exact,1,3,0.0,0.0,false
open--heat--exact,1,4,0.0,0.0,false
open--heat--exact,2,1,1.0773065919932578,0.1930882267829115,false
open--heat--exact,2,2,0.0,0.09250839493454352,true
open--heat--exact,2,3,1.0417845175910838,0.10327935225727713,false
open--heat--exact,2,4,1.077310308123805,0.19308833961940455,false
open--heat--exact,3,1,0.0,0.0,false
open--heat--exact,3,2,0.0,0.0,false
open--heat--exact,3,3,0.0,0.0,false
open--heat--exact,3,4,0.0,0.0,false
open--heat--exact,4,1,0.0,0.0018,true
open--heat--exact,4,2,0.0,0.0,false
open--heat--exact,4,3,0.0,0.0018,true
open--heat--exact,4,4,0.0,0.0018,true
open--heat--exact,5,1,0.0,0.0,false
open--heat--exact,5,2,0.0,0.0,false
open--heat--exact,5,3,0.0,0.0,false
open--heat--exact,5,4,0.0,0.0,false
open--heat--exact,6,1,0.0,0.0,false
open--heat--exact,6,2,0.0,0.0,false
open--heat--exact,6,3,0.0,0.0,false
open--heat--exact,6,4,0.0,0.0,false
open--joint--socp,1,1,0.0,0.0,false
open--joint--socp,1,2,0.4577398388414,0.11480115158142314,false
open--joint--socp,1,3,0.0,0.0,false
open--joint--socp,1,4,0.0,0.0,false
open--joint--socp,2,1,1.0023640337205455,0.19313135345142754,false
open--joint--socp,2,2,0.0,0.09251970680633961,true
open--joint--socp,2,3,1.3047925459421599,0.10280580981176606,false
open--joint--socp,2,4,1.3157894736842108,0.19313139975374824,false
open--joint--socp,3,1,0.0,0.0,false
open--joint--socp,3,2,0.0,0.0,false
open--joint--socp,3,3,0.0,0.0,false
open--joint--socp,3,4,0.0,0.0,false
open--joint--socp,4,1,0.0,0.0018,true
open--joint--socp,4,2,0.0,0.0,false
open--joint--socp,4,3,0.0,0.0018,true
open--joint--socp,4,4,0.0,0.0018,true
open--joint--socp,5,1,0.0,0.0,false
open--joint--socp,5,2,0.0,0.0,false
open--joint--socp,5,3,0.0,0.0,false
open--joint--socp,5,4,0.0,0.0,false
open--joint--socp,6,1,0.0,0.0,false
open--joint--socp,6,2,0.0,0.0,false
open--joint--socp,6,3,0.0,0.0,false
open--joint--socp,6,4,0.0,0.0,false
open--joint--exact,1,1,0.0,0.0,false
open--joint--exact,1,2,1.3732081330484611,0.11480019992285134,false
open--joint--exact,1,3,0.0,0.0,false
open--joint--exact,1,4,0.0,0.0,false
open--joint--exact,2,1,1.3157894736842106,0.1931329386020219,false
open--joint--exact,2,2,1.8313237007408207,0.09251869513213148,false
open--joint--exact,2,3,0.8545260647522639,0.10280600364810727,false
open--joint--exact,2,4,1.3157894736842108,0.1931329386208903,false
open--joint--exact,3,1,0.0,0.0,false
open--joint--exact,3,2,0.0,0.0,false
open--joint--exact,3,3,0.0,0.0,false
open--joint--exact,3,4,0.0,0.0,false
open--joint--exact,4,1,0.0,0.0018,true
open--joint--exact,4,2,0.0,0.0,false
open--joint--exact,4,3,0.0,0.0018,true
open--joint--exact,4,4,0.0,0.0018,true
open--joint--exact,5,1,0.0,0.0,false
open--joint--exact,5,2,0.0,0.0,false
open--joint--exact,5,3,0.0,0.0,false
open--joint--exact,5,4,0.0,0.0,false
open--joint--exact,6,1,0.0,0.0,false
open--joint--exact,6,2,0.0,0.0,false
open--joint--exact,6,3,0.0,0.0,false
open--joint--exact,6,4,0.0,0.0,false
import--fixed--socp,1,1,0.35554146901955064,0.03526660818252252,false
import--fixed--socp,1,2,0.9459327600545976,0.09526665513260635,false
import--fixed--socp,1,3,0.3576154623719974,0.036933386426550106,false
import--fixed--socp,1,4,0.35251929682753635,0.03526660236172098,false
import--fixed--socp,2,1,0.4398818440990027,0.033466604086865234,false
import--fixed--socp,2,2,0.8979720217534946,0.09346662810315501,false
import--fixed--socp,2,3,0.394938482464513,0.0351333826416231,false
import--fixed--socp,2,4,0.434790227553401,0.033466598227949625,false
import--fixed--socp,3,1,0.0,0.0,false
import--fixed--socp,3,2,0.0,0.0,false
import--fixed--socp,3,3,0.0,0.0,false
import--fixed--socp,3,4,0.0,0.0,false
import--fixed--socp,4,1,0.0,0.0,false
import--fixed--socp,4,2,0.0,0.0,false
import--fixed--socp,4,3,0.0,0.0,false
import--fixed--socp,4,4,0.0,0.0,false
import--fixed--socp,5,1,0.0,0.0,false
import--fixed--socp,5,2,0.0,0.0,false
import--fixed--socp,5,3,0.0,0.0,false
import--fixed--socp,5,4,0.0,0.0,false
import--fixed--socp,6,1,0.0,0.0,false
import--fixed--socp,6,2,0.0,0.0,false
import--fixed--socp,6,3,0.0,0.0,false
import--fixed--socp,6,4,0.0,0.0,false
import--fixed--exact,1,1,0.42185006832613475,0.03526666571206486,false
import--fixed--exact,1,2,0.934216580374694,0.09526666670002484,false
import--fixed--exact,1,3,0.4417862829545152,0.03693333325499749,false
import--fixed--exact,1,4,0.33578456829608216,0.03526666779644012,false
import--fixed--exact,2,1,0.0,0.033466665712065614,true
import--fixed--exact,2,2,0.8825014960863931,0.09346666646794936,false
import--fixed--exact,2,3,0.3642323950799817,0.03513333325499754,false
import--fixed--exact,2,4,0.41424082538579954,0.0334666677964402,false
import--fixed--exact,3,1,0.0,0.0,false
import--fixed--exact,3,2,0.0,0.0,false
import--fixed--exact,3,3,0.0,0.0,false
import--fixed--exact,3,4,0.0,0.0,false
import--fixed--exact,4,1,0.0,0.0,false
import--fixed--exact,4,2,0.0,0.0,false
import--fixed--exact,4,3,0.0,0.0,false
import--fixed--exact,4,4,0.0,0.0,false
import--fixed--exact,5,1,0.0,0.0,false
import--fixed--exact,5,2,0.0,0.0,false
import--fixed--exact,5,3,0.0,0.0,false
import--fixed--exact,5,4,0.0,0.0,false
import--fixed--exact,6,1,0.0,0.0,false
import--fixed--exact,6,2,0.0,0.0,false
import--fixed--exact,6,3,0.0,0.0,false
import--fixed--exact,6,4,0.0,0.0,false
import--electric--socp,1,1,0.3189839393323123,0.03526664367278327,false
import--electric--socp,1,2,0.9106849186464838,0.09526653173922754,false
import--electric--socp,1,3,0.349742891436464,0.03693333279712168,false
import--electric--socp,1,4,0.33407419279693823,0.035266633827981765,false
import--electric--socp,2,1,0.35373285850701663,0.033466642975831,false
import--electric--socp,2,2,0.7930812619292782,0.09346652341786886,false
import--electric--socp,2,3,0.43132980536654447,0.03513333217793963,false
import--electric--socp,2,4,0.413955240385014,0.03346663325777778,false
import--electric--socp,3,1,0.0,0.0,false
import--electric--socp,3,2,0.0,0.0,false
import--electric--socp,3,3,0.0,0.0,false
import--electric--socp,3,4,0.0,0.0,false
import--electric--socp,4,1,0.0,0.0,false
import--electric--socp,4,2,0.0,0.0,false
import--electric--socp,4,3,0.0,0.0,false
import--electric--socp,4,4,0.0,0.0,false
import--electric--socp,5,1,0.0,0.0,false
import--electric--socp,5,2,0.0,0.0,false
import--electric--socp,5,3,0.0,0.0,false
import--electric--socp,5,4,0.0,0.0,false
import--electric--socp,6,1,0.0,0.0,false
import--electric--socp,6,2,0.0,0.0,false
import--electric--socp,6,3,0.0,0.0,false
import--electric--socp,6,4,0.0,0.0,false
import--electric--exact,1,1,0.21394805913848708,0.035266665712179575,false
import--electric--exact,1,2,0.37985114248285345,0.09526666653469965,false
import--electric--exact,1,3,0.14726209431831877,0.036933333255034353,false
import--electric--exact,1,4,0.14061668928806365,0.035266665673446364,false
import--electric--exact,2,1,0.0,0.03346666571217961,true
import--electric--exact,2,2,0.12204343396049144,0.09346666646807011,false
import--electric--exact,2,3,0.0,0.03513333325503448,true
import--electric--exact,2,4,0.0,0.033466665673446465,true
import--electric--exact,3,1,0.0,0.0,false
import--electric--exact,3,2,0.0,0.0,false
import--electric--exact,3,3,0.0,0.0,false
import--electric--exact,3,4,0.0,0.0,false
import--electric--exact,4,1,0.0,0.0,false
import--electric--exact,4,2,0.0,0.0,false
import--electric--exact,4,3,0.0,0.0,false
import--electric--exact,4,4,0.0,0.0,false
import--electric--exact,5,1,0.0,0.0,false
import--electric--exact,5,2,0.0,0.0,false
import--electric--exact,5,3,0.0,0.0,false
import--electric--exact,5,4,0.0,0.0,false
import--electric--exact,6,1,0.0,0.0,false
import--electric--exact,6,2,0.0,0.0,false
import--electric--exact,6,3,0.0,0.0,false
import--electric--exact,6,4,0.0,0.0,false
import--heat--socp,1,1,0.3519991699934482,0.035266667924132356,false
import--heat--socp,1,2,1.0524627757250307,0.09526660214843041,false
import--heat--socp,1,3,0.38296033048233546,0.03693334872035963,false
import--heat--socp,1,4,0.363503505549332,0.035266678128086454,false
import--heat--socp,2,1,0.471176613127873,0.03346666698670174,false
import--heat--socp,2,2,0.9895062494025602,0.09346659616057834,false
import--heat--socp,2,3,0.4907022459636794,0.03513334805600311,false
import--heat--socp,2,4,0.47624974405939635,0.033466677176751745,false
import--heat--socp,3,1,0.0,0.0,false
import--heat--socp,3,2,0.0,0.0,false
import--heat--socp,3,3,0.0,0.0,false
import--heat--socp,3,4,0.0,0.0,false
import--heat--socp,4,1,0.0,0.0,false
import--heat--socp,4,2,0.0,0.0,false
import--heat--socp,4,3,0.0,0.0,false
import--heat--socp,4,4,0.0,0.0,false
import--heat--socp,5,1,0.0,0.0,false
import--heat--socp,5,2,0.0,0.0,false
import--heat--socp,5,3,0.0,0.0,false
import--heat--socp,5,4,0.0,0.0,false
import--heat--socp,6,1,0.0,0.0,false
import--heat--socp,6,2,0.0,0.0,false
import--heat--socp,6,3,0.0,0.0,false
import--heat--socp,6,4,0.0,0.0,false
import--heat--exact,1,1,0.31896736278816895,0.035266665812550446,false
import--heat--exact,1,2,0.9115495622506771,0.0952666667130783,false
import--heat--exact,1,3,0.33488770112713767,0.03693333328465917,false
import--heat--exact,1,4,0.31896720803389456,0.035266665773949116,false
import--heat--exact,2,1,0.3537507982909308,0.03346666578777025,false
import--heat--exact,2,2,0.793505820597795,0.09346666649758759,false
import--heat--exact,2,3,0.3642323950882876,0.035133333333333336,false
import--heat--exact,2,4,0.3537527540898764,0.03346666574917843,false
import--heat--exact,3,1,0.0,0.0,false
import--heat--exact,3,2,0.0,0.0,false
import--heat--exact,3,3,0.0,0.0,false
import--heat--exact,3,4,0.0,0.0,false
import--heat--exact,4,1,0.0,0.0,false
import--heat--exact,4,2,0.0,0.0,false
import--heat--exact,4,3,0.0,0.0,false
import--heat--exact,4,4,0.0,0.0,false
import--heat--exact,5,1,0.0,0.0,false
import--heat--exact,5,2,0.0,0.0,false
import--heat--exact,5,3,0.0,0.0,false
import--heat--exact,5,4,0.0,0.0,false
import--heat--exact,6,1,0.0,0.0,false
import--heat--exact,6,2,0.0,0.0,false
import--heat--exact,6,3,0.0,0.0,false
import--heat--exact,6,4,0.0,0.0,false
import--joint--socp,1,1,0.1406166484761885,0.03526665543782808,false
import--joint--socp,1,2,1.0864540921365673,0.09526792477046614,false
import--joint--socp,1,3,0.3823239399865915,0.03693357949875493,false
import--joint--socp,1,4,0.14061652174461045,0.03526662365354838,false
import--joint--socp,2,1,0.7824636299739117,0.03346665471120963,false
import--joint--socp,2,2,0.04809871191708481,0.09346791831376497,false
import--joint--socp,2,3,0.5862943671602148,0.035133578848543214,false
import--joint--socp,2,4,0.7824764757430618,0.03346662293595956,false
import--joint--socp,3,1,0.0,0.0,false
import--joint--socp,3,2,0.0,0.0,false
import--joint--socp,3,3,0.0,0.0,false
import--joint--socp,3,4,0.0,0.0,false
import--joint--socp,4,1,0.0,0.0,false
import--joint--socp,4,2,0.0,0.0,false
import--joint--socp,4,3,0.0,0.0,false
import--joint--socp,4,4,0.0,0.0,false
import--joint--socp,5,1,0.0,0.0,false
import--joint--socp,5,2,0.0,0.0,false
import--joint--socp,5,3,0.0,0.0,false
import--joint--socp,5,4,0.0,0.0,false
import--joint--socp,6,1,0.0,0.0,false
import--joint--socp,6,2,0.0,0.0,false
import--joint--socp,6,3,0.0,0.0,false
import--joint--socp,6,4,0.0,0.0,false
import--joint--exact,1,1,0.1406166939814189,0.03526666685053987,false
import--joint--exact,1,2,0.8152074397071373,0.09526666668429476,false
import--joint--exact,1,3,0.14726209432508866,0.03693333325673224,false
import--joint--exact,1,4,0.1406166941202031,0.035266666885346944,false
import--joint--exact,2,1,0.0,0.033466666850541095,true
import--joint--exact,2,2,0.0,0.09346666646880405,true
import--joint--exact,2,3,0.0,0.0351333332567323,true
import--joint--exact,2,4,0.0,0.033466666860576345,true
import--joint--exact,3,1,0.0,0.0,false
import--joint--exact,3,2,0.0,0.0,false
import--joint--exact,3,3,0.0,0.0,false
import--joint--exact,3,4,0.0,0.0,false
import--joint--exact,4,1,0.0,0.0,false
import--joint--exact,4,2,0.0,0.0,false
import--joint--exact,4,3,0.0,0.0,false
import--joint--exact,4,4,0.0,0.0,false
import--joint--exact,5,1,0.0,0.0,false
import--joint--exact,5,2,0.0,0.0,false
import--joint--exact,5,3,0.0,0.0,false
import--joint--exact,5,4,0.0,0.0,false
import--joint--exact,6,1,0.0,0.0,false
import--joint--exact,6,2,0.0,0.0,false
import--joint--exact,6,3,0.0,0.0,false
import--joint--exact,6,4,0.0,0.0,false
electric_bottleneck--fixed--socp,1,1,0.39389076953031466,0.0352666433096908,false
electric_bottleneck--fixed--socp,1,2,1.1812585763380026,0.1089430026190443,false
electric_bottleneck--fixed--socp,1,3,0.38126874429403723,0.036933481462523,false
electric_bottleneck--fixed--socp,1,4,0.40029428935338063,0.03526646071845104,false
electric_bottleneck--fixed--socp,2,1,0.4846005489833314,0.033466633344553125,false
electric_bottleneck--fixed--socp,2,2,0.9558090966167972,0.09346745973917678,false
electric_bottleneck--fixed--socp,2,3,0.43142712075868594,0.03513347669167032,false
electric_bottleneck--fixed--socp,2,4,0.5418782606169198,0.033466451919173607,false
electric_bottleneck--fixed--socp,3,1,0.0,0.0,false
electric_bottleneck--fixed--socp,3,2,0.0,0.0,false
electric_bottleneck--fixed--socp,3,3,0.0,0.0,false
electric_bottleneck--fixed--socp,3,4,0.0,0.0,false
electric_bottleneck--fixed--socp,4,1,0.0,0.0,false
electric_bottleneck--fixed--socp,4,2,0.0,0.0,false
electric_bottleneck--fixed--socp,4,3,0.0,0.0,false
electric_bottleneck--fixed--socp,4,4,0.0,0.0,false
electric_bottleneck--fixed--socp,5,1,0.0,0.0,false
electric_bottleneck--fixed--socp,5,2,0.0,0.0,false
electric_bottleneck--fixed--socp,5,3,0.0,0.0,false
electric_bottleneck--fixed--socp,5,4,0.0,0.0,false
electric_bottleneck--fixed--socp,6,1,0.0,0.0,false
electric_bottleneck--fixed--socp,6,2,0.0,0.0,false
electric_bottleneck--fixed--socp,6,3,0.0,0.0,false
electric_bottleneck--fixed--socp,6,4,0.0,0.0,false
electric_bottleneck--fixed--exact,1,1,0.14061669289732553,0.03526666657864925,false
electric_bottleneck--fixed--exact,1,2,0.7082239284927537,0.10894419054211492,false
electric_bottleneck--fixed--exact,1,3,0.4417862834602946,0.03693333329728063,false
electric_bottleneck--fixed--exact,1,4,0.14061668960007354,0.03526666575169845,false
electric_bottleneck--fixed--exact,2,1,0.22072083808111942,0.03346666655064926,false
electric_bottleneck--fixed--exact,2,2,0.0,0.09346666655165012,true
electric_bottleneck--fixed--exact,2,3,0.0,0.035133333274880635,true
electric_bottleneck--fixed--exact,2,4,0.0,0.03346666572692656,true
electric_bottleneck--fixed--exact,3,1,0.0,0.0,false
electric_bottleneck--fixed--exact,3,2,0.0,0.0,false
electric_bottleneck--fixed--exact,3,3,0.0,0.0,false
electric_bottleneck--fixed--exact,3,4,0.0,0.0,false
electric_bottleneck--fixed--exact,4,1,0.0,0.0,false
electric_bottleneck--fixed--exact,4,2,0.0,0.0,false
electric_bottleneck--fixed--exact,4,3,0.0,0.0,false
electric_bottleneck--fixed--exact,4,4,0.0,0.0,false
electric_bottleneck--fixed--exact,5,1,0.0,0.0,false
electric_bottleneck--fixed--exact,5,2,0.0,0.0,false
electric_bottleneck--fixed--exact,5,3,0.0,0.0,false
electric_bottleneck--fixed--exact,5,4,0.0,0.0,false
electric_bottleneck--fixed--exact,6,1,0.0,0.0,false
electric_bottleneck--fixed--exact,6,2,0.0,0.0,false
electric_bottleneck--fixed--exact,6,3,0.0,0.0,false
electric_bottleneck--fixed--exact,6,4,0.0,0.0,false
electric_bottleneck--electric--socp,1,1,0.42184993416923433,0.035266654496548,false
electric_bottleneck--electric--socp,1,2,0.9446457346630022,0.09526666233567552,false
electric_bottleneck--electric--socp,1,3,0.1472621527147376,0.036933347900856194,false
electric_bottleneck--electric--socp,1,4,0.1406166167584156,0.03526664748301064,false
electric_bottleneck--electric--socp,2,1,0.0,0.0334666540770602,true
electric_bottleneck--electric--socp,2,2,0.0,0.09346665873862631,true
electric_bottleneck--electric--socp,2,3,0.0,0.0351333481393807,true
electric_bottleneck--electric--socp,2,4,0.0,0.0334666470631999,true
electric_bottleneck--electric--socp,3,1,0.0,0.0,false
electric_bottleneck--electric--socp,3,2,0.0,0.0,false
electric_bottleneck--electric--socp,3,3,0.0,0.0,false
electric_bottleneck--electric--socp,3,4,0.0,0.0,false
electric_bottleneck--electric--socp,4,1,0.0,0.0,false
electric_bottleneck--electric--socp,4,2,0.0,0.0,false
electric_bottleneck--electric--socp,4,3,0.0,0.0,false
electric_bottleneck--electric--socp,4,4,0.0,0.0,false
electric_bottleneck--electric--socp,5,1,0.0,0.0,false
electric_bottleneck--electric--socp,5,2,0.0,0.0,false
electric_bottleneck--electric--socp,5,3,0.0,0.0,false
electric_bottleneck--electric--socp,5,4,0.0,0.0,false
electric_bottleneck--electric--socp,6,1,0.0,0.0,false
electric_bottleneck--electric--socp,6,2,0.0,0.0,false
electric_bottleneck--electric--socp,6,3,0.0,0.0,false
electric_bottleneck--electric--socp,6,4,0.0,0.0,false
electric_bottleneck--electric--exact,1,1,0.42185006548102866,0.03526666547421394,false
electric_bottleneck--electric--exact,1,2,1.1395534280463928,0.09526666658467842,false
electric_bottleneck--electric--exact,1,3,0.21846756639964204,0.03693333334030096,false
electric_bottleneck--electric--exact,1,4,0.42185006553267357,0.03526666547853155,false
electric_bottleneck--electric--exact,2,1,1.0637323823241323,0.033466665474214,false
electric_bottleneck--electric--exact,2,2,1.913014691156935,0.0934666665208029,false
electric_bottleneck--electric--exact,2,3,0.0,0.035133333340301054,true
electric_bottleneck--electric--exact,2,4,1.0637452302932975,0.033466665478531596,false
electric_bottleneck--electric--exact,3,1,0.0,0.0,false
electric_bottleneck--electric--exact,3,2,0.0,0.0,false
electric_bottleneck--electric--exact,3,3,0.0,0.0,false
electric_bottleneck--electric--exact,3,4,0.0,0.0,false
electric_bottleneck--electric--exact,4,1,0.0,0.0,false
electric_bottleneck--electric--exact,4,2,0.0,0.0,false
electric_bottleneck--electric--exact,4,3,0.0,0.0,false
electric_bottleneck--electric--exact,4,4,0.0,0.0,false
electric_bottleneck--electric--exact,5,1,0.0,0.0,false
electric_bottleneck--electric--exact,5,2,0.0,0.0,false
electric_bottleneck--electric--exact,5,3,0.0,0.0,false
electric_bottleneck--electric--exact,5,4,0.0,0.0,false
electric_bottleneck--electric--exact,6,1,0.0,0.0,false
electric_bottleneck--electric--exact,6,2,0.0,0.0,false
electric_bottleneck--electric--exact,6,3,0.0,0.0,false
electric_bottleneck--electric--exact,6,4,0.0,0.0,false
electric_bottleneck--heat--socp,1,1,0.38502038862729193,0.035266279954714826,false
electric_bottleneck--heat--socp,1,2,1.1570482759322507,0.10894632211337535,false
electric_bottleneck--heat--socp,1,3,0.38822252434088067,0.03693401145249203,false
electric_bottleneck--heat--socp,1,4,0.3868432320441528,0.03526650207761681,false
electric_bottleneck--heat--socp,2,1,0.4474618818250039,0.0334662798848729,false
electric_bottleneck--heat--socp,2,2,0.9488642363847613,0.0934658834220178,false
electric_bottleneck--heat--socp,2,3,0.403268157275973,0.035134011405098885,false
electric_bottleneck--heat--socp,2,4,0.44895093820909476,0.03346650201613169,false
electric_bottleneck--heat--socp,3,1,0.0,0.0,false
electric_bottleneck--heat--socp,3,2,0.0,0.0,false
electric_bottleneck--heat--socp,3,3,0.0,0.0,false
electric_bottleneck--heat--socp,3,4,0.0,0.0,false
electric_bottleneck--heat--socp,4,1,0.0,0.0,false
electric_bottleneck--heat--socp,4,2,0.0,0.0,false
electric_bottleneck--heat--socp,4,3,0.0,0.0,false
electric_bottleneck--heat--socp,4,4,0.0,0.0,false
electric_bottleneck--heat--socp,5,1,0.0,0.0,false
electric_bottleneck--heat--socp,5,2,0.0,0.0,false
electric_bottleneck--heat--socp,5,3,0.0,0.0,false
electric_bottleneck--heat--socp,5,4,0.0,0.0,false
electric_bottleneck--heat--socp,6,1,0.0,0.0,false
electric_bottleneck--heat--socp,6,2,0.0,0.0,false
electric_bottleneck--heat--socp,6,3,0.0,0.0,false
electric_bottleneck--heat--socp,6,4,0.0,0.0,false
electric_bottleneck--heat--exact,1,1,0.28825393607991334,0.03526666658389664,false
electric_bottleneck--heat--exact,1,2,0.9989761652351568,0.10894419054368823,false
electric_bottleneck--heat--exact,1,3,0.3257567201761121,0.03693333329728061,false
electric_bottleneck--heat--exact,1,4,0.28801386610150903,0.035266665760423956,false
electric_bottleneck--heat--exact,2,1,0.0,0.033466666555896675,true
electric_bottleneck--heat--exact,2,2,0.0,0.09346666655165012,true
electric_bottleneck--heat--exact,2,3,0.5945022811583631,0.03513333327488064,false
electric_bottleneck--heat--exact,2,4,0.0,0.03346666573565211,true
electric_bottleneck--heat--exact,3,1,0.0,0.0,false
electric_bottleneck--heat--exact,3,2,0.0,0.0,false
electric_bottleneck--heat--exact,3,3,0.0,0.0,false
electric_bottleneck--heat--exact,3,4,0.0,0.0,false
electric_bottleneck--heat--exact,4,1,0.0,0.0,false
electric_bottleneck--heat--exact,4,2,0.0,0.0,false
electric_bottleneck--heat--exact,4,3,0.0,0.0,false
