run_id,case,policy,electric,actor,t,CHP_MW,PV_MW,HP_MW,EB_MW,charge_MW,discharge_MW,P_D_MW,H_D_MW
electric_bottleneck--fixed--socp,electric_bottleneck,fixed,socp,A,4,0.0,0.08999999537909313,0.035773324522076655,0.0,0.005262437591576022,0.0,0.21195183281785923,0.1073199823654346
electric_bottleneck--fixed--socp,electric_bottleneck,fixed,socp,B,1,0.14999999296856922,0.0,0.0,1.4913387832507203e-8,0.0,0.0,0.26496994169321547,0.2116666390745546
electric_bottleneck--fixed--socp,electric_bottleneck,fixed,socp,B,2,0.14999999317407542,0.0,0.0,3.118760005472143e-9,0.0,0.0,0.3158955161160324,0.2716674545108892
electric_bottleneck--fixed--socp,electric_bottleneck,fixed,socp,B,3,0.14999999037259004,0.0,0.0,7.860910483322966e-9,0.0,0.0,0.26494749424297803,0.21333347260664332
electric_bottleneck--fixed--socp,electric_bottleneck,fixed,socp,B,4,0.14999998880593848,0.0,0.0,1.8525892037125688e-7,0.0,0.0,0.2669309890616674,0.21166661448227414
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,DSO,1,0.029388888815541043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,DSO,2,0.09078682545176243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,DSO,3,0.030777777747733857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,DSO,4,0.029388888126415373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,A,1,0.0,0.0,0.035555555497745465,0.0,0.0,0.06167688388098031,0.20999614012065612,0.10666666652123641
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,A,2,0.0,0.26999999998400004,0.03832971417952444,0.0,0.0,0.033323111674025914,0.2649933975130949,0.12866666652903808
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,A,3,0.0,0.35527386825286145,0.03652777710652895,0.0,0.1,0.0,0.21874609118289262,0.10958333134198685
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,A,4,0.0,0.08999999997939762,0.03577274162732445,0.0,0.005263152990138371,0.0,0.21195154781955872,0.1073182249067453
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,B,1,0.15,0.0,0.0,0.0,0.0,0.0,0.2649706515631236,0.21166666658589062
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,B,2,0.15,0.0,0.0,0.0,0.0,0.0,0.31589548044647303,0.2716666665227885
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,B,3,0.15,0.0,0.0,0.0,0.0,0.0,0.2649474443820039,0.21333333326918175
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,B,4,0.15,0.0,0.0,9.475762078604703e-10,0.0,0.0,0.2669307144883487,0.21166666658578953
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,DSO,1,0.029388878747123332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,DSO,2,0.0793888852797296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,DSO,3,0.030777789917380165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,DSO,4,0.029388872902508863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,A,1,0.0,0.0,0.035774254806715755,0.0,0.0,0.05017487218601167,0.21196689614429753,0.10732276483962672
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,A,2,0.0,0.26999999964948423,0.04310758217233533,0.0,0.0,0.04007285786372766,0.26696527573797063,0.1293227501140446
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,A,3,0.0,0.3552707831919238,0.03652252267077801,0.0,0.09999999952931103,0.0,0.2187482612630422,0.10956756838886077
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,A,4,0.0,0.08999999965082497,0.03577492737989878,0.0,0.0,2.2695254683374974e-6,0.21197285821465248,0.10732478255978475
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,B,1,0.14999999941121017,0.0,0.0,1.9881746791823522e-8,0.0,0.0,0.2669587640379596,0.21166667225817187
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,B,2,0.1499999994200935,0.0,0.0,2.172485156521938e-10,0.0,0.0,0.31589866790325316,0.2716666582491246
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,B,3,0.14999999941338268,0.0,0.0,6.394318157925086e-10,0.0,0.0,0.2649492937845509,0.21333334804290016
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,B,4,0.1499999994096038,0.0,0.0,1.9929687983255562e-8,0.0,0.0,0.26695876623754144,0.21166666528792805
