run_id,case,policy,electric,edge,from,to,t,u_E,a_E,P_MW,u_H,a_H,direction,H_in_MW,heat_loss_MW
electric_bottleneck--fixed--socp,electric_bottleneck,fixed,socp,3,1,3,3,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--fixed--socp,electric_bottleneck,fixed,socp,3,1,3,4,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,1,1,2,1,1.0,0.0,0.3,1.0,0.0,1.0,0.03526666657864925,0.001800000000000003
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,1,1,2,2,1.0,0.0,0.16662820347884852,1.0,0.0,1.0,0.10894419054211492,0.001799999999999996
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,1,1,2,3,1.0,0.0,0.11533624248472811,1.0,0.0,1.0,0.03693333329728063,0.001800000000000003
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,1,1,2,4,1.0,0.0,0.2809684021076891,1.0,0.0,1.0,0.03526666575169845,0.001800000000000003
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,2,2,3,1,1.0,0.0,0.11513274401395361,1.0,0.0,1.0,0.03346666655064926,0.001800000000000003
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,2,2,3,2,1.0,0.0,0.16621387321561418,1.0,0.0,1.0,0.09346666655165012,0.001799999999999996
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,2,2,3,3,1.0,0.0,0.11510888045794267,1.0,0.0,1.0,0.035133333274880635,0.001799999941547302
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,2,2,3,4,1.0,0.0,0.11709777312841106,1.0,0.0,1.0,0.03346666572692656,0.001800000000000003
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,3,1,3,1,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,3,1,3,2,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,3,1,3,3,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--fixed--exact,electric_bottleneck,fixed,exact,3,1,3,4,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,1,1,2,1,1.0,0.0,0.19797654802546905,1.0,0.0,1.0,0.035266654496548,0.001800000000000003
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,1,1,2,2,1.0,0.0,2.8539262625160797e-5,1.0,0.0,1.0,0.09526666233567552,0.001799999999999996
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,1,1,2,3,1.0,-0.0,1.9180777479746456e-5,1.0,0.0,1.0,0.036933347900856194,0.001800000000000003
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,1,1,2,4,1.0,-0.0,0.15801340450246937,1.0,0.0,1.0,0.03526664748301064,0.001800000000000003
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,2,2,3,1,-0.0,1.0,0.0,1.0,0.0,1.0,0.0334666540770602,0.001800000000000003
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,2,2,3,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.09346665873862631,0.001799999999999996
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,2,2,3,3,-0.0,-0.0,0.0,1.0,0.0,1.0,0.0351333481393807,0.001800000000000003
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,2,2,3,4,-0.0,-0.0,0.0,1.0,0.0,1.0,0.0334666470631999,0.001800000000000003
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,3,1,3,1,1.0,1.0,0.117291658137914,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,3,1,3,2,1.0,0.0,0.16653479491915257,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,3,1,3,3,1.0,-0.0,0.11527189180665694,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--socp,electric_bottleneck,electric,socp,3,1,3,4,1.0,-0.0,0.11729166039329891,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,1,1,2,1,1.0,0.0,0.19797406642216084,1.0,0.0,1.0,0.03526666547421394,0.001800000000000003
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,1,1,2,2,1.0,0.0,2.8538677124830917e-5,1.0,0.0,1.0,0.09526666658467842,0.001799999999999996
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,1,1,2,3,1.0,-0.0,1.915710013126998e-5,1.0,0.0,1.0,0.03693333334030096,0.001800000000000003
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,1,1,2,4,1.0,-0.0,0.15801607191865952,1.0,0.0,1.0,0.03526666547853155,0.001800000000000003
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,2,2,3,1,-0.0,1.0,0.0,1.0,0.0,1.0,0.033466665474214,0.001800000000000003
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,2,2,3,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.0934666665208029,0.001799999999999996
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,2,2,3,3,-0.0,-0.0,0.0,1.0,0.0,1.0,0.035133333340301054,0.001800000006967721
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,2,2,3,4,-0.0,-0.0,0.0,1.0,0.0,1.0,0.033466665478531596,0.001800000000000003
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,3,1,3,1,1.0,1.0,0.11729162038815091,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,3,1,3,2,1.0,0.0,0.16653478535097893,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,3,1,3,3,1.0,-0.0,0.1152718807370865,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--electric--exact,electric_bottleneck,electric,exact,3,1,3,4,1.0,-0.0,0.11729162038868406,-0.0,0.0,0.0,0.0,0.0
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,1,1,2,1,1.0,0.0,0.29999999982054254,1.0,0.0,1.0,0.035266279954714826,0.001800000000000003
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,1,1,2,2,1.0,0.0,0.1666281242526332,1.0,0.0,1.0,0.10894632211337535,0.001799999999999996
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,1,1,2,3,1.0,0.0,0.11533600202066173,1.0,0.0,1.0,0.03693401145249203,0.001800000000000003
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,1,1,2,4,1.0,0.0,0.2809672322469755,1.0,0.0,1.0,0.03526650207761681,0.001800000000000003
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,2,2,3,1,1.0,0.0,0.1151333479016871,1.0,0.0,1.0,0.0334662798848729,0.001800000000000003
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,2,2,3,2,1.0,0.0,0.16621379401441758,1.0,0.0,1.0,0.0934658834220178,0.001799999999999996
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,2,2,3,3,1.0,0.0,0.11510864057599388,1.0,0.0,1.0,0.035134011405098885,0.001800000000000003
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,2,2,3,4,1.0,0.0,0.11709719251070176,1.0,0.0,1.0,0.03346650201613169,0.001800000000000003
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,3,1,3,1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,3,1,3,2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,3,1,3,3,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--heat--socp,electric_bottleneck,heat,socp,3,1,3,4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,1,1,2,1,1.0,0.0,0.3,1.0,0.0,1.0,0.03526666658389664,0.001800000000000003
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,1,1,2,2,1.0,0.0,0.1666282034788532,1.0,0.0,1.0,0.10894419054368823,0.001799999999999996
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,1,1,2,3,1.0,0.0,0.11533624248472814,1.0,0.0,1.0,0.03693333329728061,0.001800000000000003
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,1,1,2,4,1.0,0.0,0.280968402108199,1.0,0.0,1.0,0.035266665760423956,0.001800000000000003
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,2,2,3,1,1.0,0.0,0.11513274401395361,1.0,0.0,1.0,0.033466666555896675,0.001800000000000003
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,2,2,3,2,1.0,0.0,0.1662138732156189,1.0,0.0,1.0,0.09346666655165012,0.001799999999999996
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,2,2,3,3,1.0,0.0,0.11510888045794264,1.0,0.0,1.0,0.03513333327488064,0.001799999941547309
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,2,2,3,4,1.0,0.0,0.11709777312841092,1.0,0.0,1.0,0.03346666573565211,0.001800000000000003
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,3,1,3,1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,3,1,3,2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,3,1,3,3,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--heat--exact,electric_bottleneck,heat,exact,3,1,3,4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,1,1,2,1,1.0,0.0,0.19797399779508856,1.0,0.0,1.0,0.03526666900107052,0.001800000000000003
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,1,1,2,2,1.0,0.0,2.8540568133665382e-5,1.0,0.0,1.0,0.09526864451347208,0.001799999999999996
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,1,1,2,3,1.0,0.0,1.9158775618688665e-5,1.0,0.0,1.0,0.036933337801008666,0.001800000000000003
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,1,1,2,4,1.0,0.0,0.1580160618307858,1.0,0.0,1.0,0.03526666662285045,0.001800000000000003
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,2,2,3,1,-0.0,1.0,0.0,1.0,0.0,1.0,0.03346666900107078,0.001800000000000003
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,2,2,3,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.09346864439684749,0.001799999999999996
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,2,2,3,3,-0.0,-0.0,0.0,1.0,0.0,1.0,0.03513333780100874,0.001800000000000003
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,2,2,3,4,-0.0,-0.0,0.0,1.0,0.0,1.0,0.03346666660675868,0.001800000000000003
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,3,1,3,1,1.0,1.0,0.1172916114836692,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,3,1,3,2,1.0,0.0,0.166534787168713,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,3,1,3,3,1.0,-0.0,0.11527188131478133,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--joint--socp,electric_bottleneck,joint,socp,3,1,3,4,1.0,-0.0,0.11729161212260775,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,1,1,2,1,1.0,0.0,0.19797406648738172,1.0,0.0,1.0,0.035266665543057164,0.001800000000000003
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,1,1,2,2,1.0,0.0,2.853867713164011e-5,1.0,0.0,1.0,0.09526666660097682,0.001799999999999996
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,1,1,2,3,1.0,0.0,1.915710388510865e-5,1.0,0.0,1.0,0.036933333284204235,0.001800000000000003
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,1,1,2,4,1.0,-0.0,0.15801607193889325,1.0,0.0,1.0,0.03526666557217134,0.001800000000000003
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,2,2,3,1,-0.0,1.0,0.0,1.0,0.0,1.0,0.03346666554305822,0.001800000000000003
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,2,2,3,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.0934666665371009,0.001799999999999996
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,2,2,3,3,-0.0,0.0,0.0,1.0,0.0,1.0,0.03513333325610533,0.0017999999227719943
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,2,2,3,4,-0.0,-0.0,0.0,1.0,0.0,1.0,0.03346666554742856,0.001800000000000003
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,3,1,3,1,1.0,1.0,0.11729162039949698,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,3,1,3,2,1.0,0.0,0.166534785345568,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,3,1,3,3,1.0,-0.0,0.11527188073813194,0.0,0.0,0.0,0.0,0.0
electric_bottleneck--joint--exact,electric_bottleneck,joint,exact,3,1,3,4,1.0,-0.0,0.11729162041149296,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,1,1,2,1,1.0,0.0,0.3157031561653538,1.0,0.0,1.0,0.035266408214807234,0.001800000000000003
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,1,1,2,2,1.0,0.0,0.166629061903036,1.0,0.0,1.0,0.09526648194302201,0.001799999999999996
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,1,1,2,3,1.0,0.0,0.11533608675819258,1.0,0.0,1.0,0.03693302847243571,0.001800000000000003
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,1,1,2,4,1.0,0.0,0.27567222844357037,1.0,0.0,1.0,0.03526647728183428,0.001800000000000003
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,2,2,3,1,1.0,0.0,0.11709220914484963,1.0,0.0,1.0,0.03346640398792571,0.001800000000000003
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,2,2,3,2,1.0,0.0,0.1662138056242042,1.0,0.0,1.0,0.09346642350429751,0.001799999999999996
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,2,2,3,3,1.0,0.0,0.11510870470909024,1.0,0.0,1.0,0.03513302416615633,0.001800000000000003
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,2,2,3,4,1.0,0.0,0.1170988470913993,1.0,0.0,1.0,0.03346647259957939,0.001800000000000003
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,3,1,3,1,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,3,1,3,2,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,3,1,3,3,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--fixed--socp,heat_bottleneck,fixed,socp,3,1,3,4,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,1,1,2,1,1.0,0.0,0.3156989199171063,1.0,0.0,1.0,0.03526666573746502,0.001800000000000003
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,1,1,2,2,1.0,0.0,0.16662910039441453,1.0,0.0,1.0,0.09526666668348259,0.001799999999999996
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,1,1,2,3,1.0,0.0,0.1153362424617675,1.0,0.0,1.0,0.03693333338000273,0.001800000000000003
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,1,1,2,4,1.0,0.0,0.2756775218614844,1.0,0.0,1.0,0.03526666567429945,0.001800000000000003
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,2,2,3,1,1.0,0.0,0.11709220357691039,1.0,0.0,1.0,0.03346666573746503,0.001800000000000003
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,2,2,3,2,1.0,0.0,0.16621385206587713,1.0,0.0,1.0,0.0934666666834826,0.001799999999999996
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,2,2,3,3,1.0,0.0,0.11510888045089906,1.0,0.0,1.0,0.03513333338000273,0.0018000000466694005
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,2,2,3,4,1.0,0.0,0.11709862100426008,1.0,0.0,1.0,0.03346666567429946,0.001800000000000003
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,3,1,3,1,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,3,1,3,2,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,3,1,3,3,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--fixed--exact,heat_bottleneck,fixed,exact,3,1,3,4,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,1,1,2,1,1.0,0.0,0.31571401283243755,1.0,0.0,1.0,0.03526677833079974,0.001800000000000003
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,1,1,2,2,1.0,0.0,0.1666291263206723,1.0,0.0,1.0,0.09526696884778507,0.001799999999999996
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,1,1,2,3,1.0,0.0,0.11533641229676947,1.0,0.0,1.0,0.036933653400763385,0.001800000000000003
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,1,1,2,4,1.0,0.0,0.27566424164405645,1.0,0.0,1.0,0.035266819639046536,0.001800000000000003
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,2,2,3,1,1.0,0.0,0.11709258781059684,1.0,0.0,1.0,0.03346677136406762,0.001800000000000003
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,2,2,3,2,1.0,0.0,0.16621387010087504,1.0,0.0,1.0,0.09346692473519393,0.001799999999999996
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,2,2,3,3,1.0,0.0,0.1151090455716715,1.0,0.0,1.0,0.03513364604709858,0.001800000000000003
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,2,2,3,4,1.0,0.0,0.1170989033177262,1.0,0.0,1.0,0.0334668113988958,0.001800000000000003
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,3,1,3,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,3,1,3,2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,3,1,3,3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--electric--socp,heat_bottleneck,electric,socp,3,1,3,4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,1,1,2,1,1.0,0.0,0.3156988975444204,1.0,0.0,1.0,0.035266665810277466,0.001800000000000003
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,1,1,2,2,1.0,0.0,0.1666291004638888,1.0,0.0,1.0,0.09526666670910824,0.001799999999999996
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,1,1,2,3,1.0,0.0,0.11533624242056693,1.0,0.0,1.0,0.03693333328209355,0.001800000000000003
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,1,1,2,4,1.0,0.0,0.27567754341249007,1.0,0.0,1.0,0.03526666577136353,0.001800000000000003
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,2,2,3,1,1.0,0.0,0.11709220349191439,1.0,0.0,1.0,0.03346666578549731,0.001800000000000003
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,2,2,3,2,1.0,0.0,0.16621385211189402,1.0,0.0,1.0,0.09346666649361755,0.001799999999999996
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,2,2,3,3,1.0,0.0,0.11510888039398087,1.0,0.0,1.0,0.035133333259693575,0.001799999926360242
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,2,2,3,4,1.0,0.0,0.11709862086131453,1.0,0.0,1.0,0.033466665746592884,0.001800000000000003
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,3,1,3,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,3,1,3,2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,3,1,3,3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--electric--exact,heat_bottleneck,electric,exact,3,1,3,4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,1,1,2,1,1.0,0.0,0.31569917869101904,1.0,0.0,1.0,0.035266636690873064,0.001800000000000003
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,1,1,2,2,1.0,0.0,0.16662904768259582,1.0,0.0,1.0,0.0952666843774256,0.001799999999999996
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,1,1,2,3,1.0,0.0,0.11533624059624611,1.0,0.0,1.0,0.03693333343227791,0.001800000000000003
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,1,1,2,4,1.0,0.0,0.27567698250338013,1.0,0.0,1.0,0.03526663449213862,0.001800000000000003
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,2,2,3,1,1.0,0.0,0.11709195304895446,1.0,0.0,1.0,0.033466636021144094,0.001800000000000003
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,2,2,3,2,1.0,0.0,0.16621379873471429,1.0,0.0,1.0,0.09346667855336477,0.001799999999999996
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,2,2,3,3,1.0,0.0,0.11510887791143228,1.0,0.0,1.0,0.035133332826999916,0.001800000000000003
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,2,2,3,4,1.0,0.0,0.11709865143724801,1.0,0.0,1.0,0.03346663382266213,0.001800000000000003
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,3,1,3,1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,3,1,3,2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,3,1,3,3,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--heat--socp,heat_bottleneck,heat,socp,3,1,3,4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,1,1,2,1,1.0,0.0,0.3156989193065176,1.0,0.0,1.0,0.035266665594712816,0.001800000000000003
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,1,1,2,2,1.0,0.0,0.16662910047204707,1.0,0.0,1.0,0.09526666669628407,0.001799999999999996
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,1,1,2,3,1.0,0.0,0.11533624242617506,1.0,0.0,1.0,0.03693333318493287,0.001800000000000003
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,1,1,2,4,1.0,0.0,0.275677521653051,1.0,0.0,1.0,0.03526666567218262,0.001800000000000003
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,2,2,3,1,1.0,0.0,0.11709220348862164,1.0,0.0,1.0,0.033466665743571884,0.001800000000000003
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,2,2,3,2,1.0,0.0,0.16621385212002246,1.0,0.0,1.0,0.0934666664930703,0.001799999999999996
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,2,2,3,3,1.0,0.0,0.11510888039957343,1.0,0.0,1.0,0.03513333318493298,0.001800000000000003
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,2,2,3,4,1.0,0.0,0.11709862086284294,1.0,0.0,1.0,0.033466665672182684,0.001800000000000003
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,3,1,3,1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,3,1,3,2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,3,1,3,3,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--heat--exact,heat_bottleneck,heat,exact,3,1,3,4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,1,1,2,1,1.0,0.0,0.31570389694590434,1.0,0.0,1.0,0.035266546270646806,0.001800000000000003
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,1,1,2,2,1.0,0.0,0.16663061855398195,1.0,0.0,1.0,0.09526677691917226,0.001799999999999996
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,1,1,2,3,1.0,0.0,0.115337016074182,1.0,0.0,1.0,0.036933258820781655,0.001800000000000003
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,1,1,2,4,1.0,0.0,0.2756728744669867,1.0,0.0,1.0,0.03526651155293668,0.001800000000000003
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,2,2,3,1,1.0,0.0,0.11709277148368925,1.0,0.0,1.0,0.03346652974544913,0.001800000000000003
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,2,2,3,2,1.0,0.0,0.16621535077384217,1.0,0.0,1.0,0.09346671344803213,0.001799999999999996
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,2,2,3,3,1.0,0.0,0.11510964497157647,1.0,0.0,1.0,0.03513324467524566,0.001800000000000003
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,2,2,3,4,1.0,0.0,0.11709867025195582,1.0,0.0,1.0,0.03346649330387739,0.001800000000000003
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,3,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,3,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,3,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--joint--socp,heat_bottleneck,joint,socp,3,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,1,1,2,1,1.0,0.0,0.3156989193069524,1.0,0.0,1.0,0.03526666684765393,0.001800000000000003
heat_bottleneck--joint--exact,heat_bottleneck,joint,exact,1,1,2,2,1.0,0.0,0.1666291004645064,1.0,0.0,1.0,0.09526666653106712,0.001799999999999996
