quantity,node,t,reference,candidate,difference,unit
tau_S_mix,1,1,343.0000000036569,362.99999977085145,19.999999767194538,K
tau_S_mix,1,2,362.99999997437686,362.9999999925441,1.8167213511333102e-8,K
tau_S_mix,1,3,362.99999999562505,362.99999998983566,-5.789388524135575e-9,K
tau_S_mix,1,4,362.9999996679212,362.999999795595,1.276737862099253e-7,K
tau_S_mix,2,1,345.0925632779037,343.0000000182976,-2.092563259606095,K
tau_S_mix,2,2,352.57649768533565,343.2251102605075,-9.351387424828147,K
tau_S_mix,2,3,362.6861595418068,343.1501692090587,-19.5359903327481,K
tau_S_mix,2,4,356.7254252369743,343.16745977152806,-13.557965465446216,K
tau_S_mix,3,1,346.73551080458833,345.0301979443504,-1.7053128602379388,K
tau_S_mix,3,2,350.4967626510604,343.00000001722066,-7.496762633839751,K
tau_S_mix,3,3,359.4793946293827,343.0000000259649,-16.479394603417802,K
tau_S_mix,3,4,358.1654528755675,343.0000003707614,-15.165452504806069,K
tau_R_mix,1,1,312.80260225513507,312.7936860432015,-0.008916211933581053,K
tau_R_mix,1,2,312.80379216804903,312.78106299770275,-0.02272917034628108,K
tau_R_mix,1,3,312.78708669669203,312.80197066104773,0.014883964355703938,K
tau_R_mix,1,4,312.7637700070497,312.8044184650813,0.04064845803162598,K
tau_R_mix,2,1,312.9168336411191,312.9188716113122,0.002037970193100591,K
tau_R_mix,2,2,312.9175041375503,312.9279438771913,0.010439739641014967,K
tau_R_mix,2,3,312.908811184419,312.9345924814638,0.0257812970448299,K
tau_R_mix,2,4,312.9002250954661,312.93459248102056,0.03436738555444663,K
tau_R_mix,3,1,313.0,313.0,0.0,K
tau_R_mix,3,2,313.0,313.0,0.0,K
tau_R_mix,3,3,313.0,313.0,0.0,K
tau_R_mix,3,4,313.0,313.0,0.0,K
H_port,1,1,0.1902436056467836,0.235120215612282,0.04487660996549839,MW
H_port,1,2,0.31623610901214944,0.26783433043110455,-0.048401778581044885,MW
H_port,1,3,0.2618638303118263,0.28445549922963126,0.022591668917804952,MW
H_port,1,4,0.25043068160688237,0.2677097634116308,0.01727908180474841,MW
H_port,2,1,0.07799682454555865,0.14087235040803556,0.06287552586247691,MW
H_port,2,2,0.06720640442608192,0.16158488731769516,0.09437848289161324,MW
H_port,2,3,0.10519149661086265,0.17122160134096784,0.06603010473010519,MW
H_port,2,4,0.06320952763723309,0.16124195711632183,0.09803242947908875,MW
H_port,3,1,0.3,0.3,0.0,MW
H_port,3,2,0.32,0.32,0.0,MW
H_port,3,3,0.34,0.34,0.0,MW
H_port,3,4,0.32,0.32,0.0,MW
