record_id,run_id,iteration,source_id,scenario,branch,kind,source_value,guard,lower_cost,deactivation_M,productive,arithmetic,unit,certificate_scope
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,1,r5-benders-sub-ff0b9a30-bc96-48a4-bb66-44a8ffd91be0,1,0,cost,41.81316350409446,1.5084811154394125e-13,-450.00000008135,491.81316358544444,true,rational_box,synthetic_USD,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,1,r5-benders-sub-d54e31ce-9801-4822-aea3-d0d24d63a65d,2,0,cost,51.456175989768305,1.5180557608400892e-13,-450.000000081336,508.6561760711043,true,rational_box,synthetic_USD,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,1,r5-benders-sub-fe8c5703-7c23-4c13-b3fc-d30135f46cc8,3,0,cost,40.85383846759768,2.0994194995021072e-14,-450.000000081343,491.2484916348944,true,rational_box,synthetic_USD,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,2,r5-benders-sub-e94755b5-bdfc-4d99-b77a-41401cbcf267,1,0,feasibility,1.209997630142789,5.202918240936892e-15,0.0,1.2179976301427893,true,rational_box,normalized_violation,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,2,r5-benders-sub-d47b2da6-a1bc-4aa7-b9dc-6a87455629fc,2,0,feasibility,1.144576869650681,4.8583057229783316e-15,0.0,1.1925768696506813,true,rational_box,normalized_violation,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,2,r5-benders-sub-66f16f7d-dac9-451f-aa62-6ea3266bc016,3,1,feasibility,1.2321648811894625,5.2862784719721805e-15,0.0,1.3481648811894626,true,rational_box,normalized_violation,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,3,r5-benders-sub-0f2a6fd6-d3b2-455c-a13c-cb0d3c212939,1,0,feasibility,0.17143455739235158,1.3912532529164749e-15,0.0,0.3894321875351403,true,rational_box,normalized_violation,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,3,r5-benders-sub-258b9490-447b-4368-99d9-bfffeab5e8d8,2,1,feasibility,0.11320990992429372,1.2775381362073037e-15,0.0,0.3712075400670824,true,rational_box,normalized_violation,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,3,r5-benders-sub-513253d3-0826-4539-ace2-f4663c233833,3,0,feasibility,0.2190229683018539,1.4889254517756142e-15,0.0,0.4330205984446426,true,rational_box,normalized_violation,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,4,r5-benders-sub-87ce5eed-e2f4-49c3-becb-7a3177e6aca7,1,0,cost,29.780402775608472,1.5471973120385208e-13,-450.00000008135,509.4079874163381,true,rational_box,synthetic_USD,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,4,r5-benders-sub-cbf34dba-8b87-49be-9cae-afbba9df8952,2,1,cost,27.956660812102637,1.0586776032360239e-13,-450.000000081336,510.8814135246562,true,rational_box,synthetic_USD,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,4,r5-benders-sub-de0a9006-61b2-43a0-ad58-b786007047af,3,0,cost,34.47563869817898,1.1665199879803754e-12,-450.000000081343,1287.6335399176644,true,rational_box,synthetic_USD,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,5,r5-benders-sub-aad17b70-88d6-4170-bf39-969ff66cd6b1,1,0,feasibility,0.06210089453721748,2.3334954949356666e-15,0.0,0.3621890585155825,true,rational_box,normalized_violation,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,5,r5-benders-sub-ee26c8f4-96f7-4bcc-a409-8eb133c274bd,2,0,feasibility,0.012877785185304663,2.1991597201305995e-15,0.0,0.35296594916366963,true,rational_box,normalized_violation,exact_rational_minorant_of_encoded_bounded_LP_outward_float_coefficients
