record_id,run_id,phase,iteration,scenario,group,count,failures,worst_id,residual,tolerance,normalized,pass
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,master,3,shared,binary,3,0,z/1,0.0,1.0e-6,0.0,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,master,3,shared,conditional_cut,6,0,cut/3,1.3305119255503821e-14,1.0e-6,1.3305119255503821e-8,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,master,3,shared,cost_floor,3,0,floor/1,0.0,1.0e-6,0.0,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,master,3,shared,first_stage,32,0,PCC-up/4,1.1482444163334204e-15,1.0e-6,1.1482444163334204e-9,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,master,3,shared,objective,1,0,master/objective,2.084267525856723e-16,1.0e-6,2.0842675258567232e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,master,3,shared,risk,1,0,risk/budget,0.0,1.0e-8,0.0,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,master,3,shared,transport,4,0,risk/rows,5.551115123125783e-17,1.0e-8,5.551115123125783e-9,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_joint,4,shared,branch,1,0,z-binary,0.0,1.0e-6,0.0,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_joint,4,shared,comfort_link,12,0,down/1/1,0.0,0.0001,0.0,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_joint,4,shared,cost,2,0,model-objective,7.105427357601002e-15,4.7540929408567884e-5,1.4945915963351892e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_joint,4,shared,embedded,4,0,risk/dual-rows,1.8585997565050143e-11,1.0e-8,0.0018585997565050143,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_joint,4,shared,first_stage,16,0,PCC/1,0.0,2.0e-6,0.0,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_joint,4,shared,risk,3,0,actual-risk,3.111205737482692e-11,1.0e-8,0.003111205737482692,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,down,auxiliary,4,0,5-3-exact,0.0,2.0e-6,0.0,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,down,comfort,13,0,R5-D-building,5.684341886080802e-14,0.0001,5.684341886080801e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,down,cost,1,0,5-5-cost,7.105427357601002e-15,5.119234294703762e-5,1.3879863566612118e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,down,delivery,9,0,5-4,3.4486302702418925e-15,4.9999999999999996e-6,6.897260540483786e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,down,electric,92,0,5-16,1.5699247457590104e-16,1.0e-6,1.5699247457590104e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,down,heat,76,0,5-21,5.684341886080802e-14,0.0001,5.684341886080801e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,none,auxiliary,4,0,5-3-exact,0.0,2.0e-6,0.0,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,none,comfort,13,0,building-energy,9.159339953157541e-16,2.0e-6,4.5796699765787707e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,none,cost,1,0,5-5-cost,7.105427357601002e-15,4.6497107024465874e-5,1.5281439668627693e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,none,delivery,9,0,5-3-epigraph,0.0,2.0e-6,0.0,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,none,electric,92,0,5-16,1.1145598333150986e-16,1.0e-6,1.1145598333150986e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,none,heat,76,0,5-21,5.684341886080802e-14,0.0001,5.684341886080801e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,up,auxiliary,4,0,5-3-exact,1.3877787807814457e-17,2.0e-6,6.938893903907228e-12,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,up,comfort,13,0,building-energy,7.563394355258879e-16,2.0e-6,3.7816971776294395e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,up,cost,1,0,5-5-cost,2.1316282072803006e-14,4.467336506095987e-5,4.771586390171297e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,up,delivery,9,0,5-3-epigraph,1.3877787807814457e-17,2.0e-6,6.938893903907228e-12,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,up,electric,92,0,5-16,1.3444106938820255e-16,1.0e-6,1.3444106938820255e-10,true
future_e030_r005--cuts--highs,r5-benders-522f7ba5-367c-4838-a75c-268341203e26,candidate_physical,4,up,heat,76,0,5-25-26-R,5.684341886080802e-14,0.0001,5.684341886080801e-10,true
