method,t,required_DSO_heat_without_losses_MW,DSO_heat_upper_MW,deficit_MW,positive_deficit
legacy-fixed-independent-socp,1,7.891024559789406,6.800000000000001,1.0910245597894048,true
legacy-fixed-independent-socp,2,7.891024560034387,6.800000000000001,1.0910245600343864,true
legacy-fixed-independent-socp,3,7.691122672354037,6.800000000000001,0.891122672354037,true
legacy-fixed-independent-socp,4,7.491222372668289,6.800000000000001,0.6912223726682883,true
legacy-fixed-independent-socp,5,7.891024560748889,6.800000000000001,1.0910245607488884,true
legacy-fixed-independent-socp,6,7.490622092745372,6.800000000000001,0.690622092745372,true
legacy-fixed-independent-socp,7,8.29021152522425,6.800000000000001,1.490211525224248,true
legacy-fixed-independent-socp,8,8.690007189498036,6.800000000000001,1.8900071894980361,true
legacy-fixed-independent-socp,9,8.290211525671694,6.800000000000001,1.490211525671693,true
legacy-fixed-independent-socp,10,7.490622095526233,6.800000000000001,0.6906220955262329,true
legacy-fixed-independent-socp,11,6.890924992733949,6.800000000000001,0.0909249927339488,true
legacy-fixed-independent-socp,12,6.691024567933554,6.800000000000001,-0.10897543206644646,false
legacy-fixed-independent-socp,13,6.4911227166355046,6.800000000000001,-0.30887728336449655,false
legacy-fixed-independent-socp,14,6.291222416687883,6.800000000000001,-0.5087775833121176,false
legacy-fixed-independent-socp,15,6.491122717048209,6.800000000000001,-0.30887728295179123,false
legacy-fixed-independent-socp,16,7.090825510549151,6.800000000000001,0.29082551054915073,true
legacy-fixed-independent-socp,17,7.890419025883694,6.800000000000001,1.090419025883693,true
legacy-fixed-independent-socp,18,8.490111959708042,6.800000000000001,1.6901119597080416,true
legacy-fixed-independent-socp,19,8.090317387737826,6.800000000000001,1.2903173877378253,true
legacy-fixed-independent-socp,20,7.490622095679954,6.800000000000001,0.6906220956799531,true
legacy-fixed-independent-socp,21,7.115876160340567,6.800000000000001,0.3158761603405659,true
legacy-fixed-independent-socp,22,8.090924992938916,6.800000000000001,1.2909249929389155,true
legacy-fixed-independent-socp,23,7.89102456447696,6.800000000000001,1.091024564476959,true
legacy-fixed-independent-socp,24,7.891024564659854,6.800000000000001,1.091024564659853,true
legacy-fixed-independent-exact,1,7.891024559789406,6.800000000000001,1.0910245597894048,true
legacy-fixed-independent-exact,2,7.891024560034387,6.800000000000001,1.0910245600343864,true
legacy-fixed-independent-exact,3,7.691122672354037,6.800000000000001,0.891122672354037,true
legacy-fixed-independent-exact,4,7.491222372668289,6.800000000000001,0.6912223726682883,true
legacy-fixed-independent-exact,5,7.891024560748889,6.800000000000001,1.0910245607488884,true
legacy-fixed-independent-exact,6,7.490622092745372,6.800000000000001,0.690622092745372,true
legacy-fixed-independent-exact,7,8.29021152522425,6.800000000000001,1.490211525224248,true
legacy-fixed-independent-exact,8,8.690007189498036,6.800000000000001,1.8900071894980361,true
legacy-fixed-independent-exact,9,8.290211525671694,6.800000000000001,1.490211525671693,true
legacy-fixed-independent-exact,10,7.490622095526233,6.800000000000001,0.6906220955262329,true
legacy-fixed-independent-exact,11,6.890924992733949,6.800000000000001,0.0909249927339488,true
legacy-fixed-independent-exact,12,6.691024567933554,6.800000000000001,-0.10897543206644646,false
legacy-fixed-independent-exact,13,6.4911227166355046,6.800000000000001,-0.30887728336449655,false
