record_id,run_id,component,value_USD
ramp_memory--highs,r5-market-983b8245-4a78-4ce0-9e12-176a14540ab1,generator_capacity,0.0
ramp_memory--highs,r5-market-983b8245-4a78-4ce0-9e12-176a14540ab1,generator_down,0.0
ramp_memory--highs,r5-market-983b8245-4a78-4ce0-9e12-176a14540ab1,generator_energy,4200.0
ramp_memory--highs,r5-market-983b8245-4a78-4ce0-9e12-176a14540ab1,generator_up,0.0
ramp_memory--highs,r5-market-983b8245-4a78-4ce0-9e12-176a14540ab1,line_capacity,0.0
ramp_memory--highs,r5-market-983b8245-4a78-4ce0-9e12-176a14540ab1,ordinary_load_payment,-4800.0
ramp_memory--highs,r5-market-983b8245-4a78-4ce0-9e12-176a14540ab1,ramp_capacity,600.0
ramp_memory--highs,r5-market-983b8245-4a78-4ce0-9e12-176a14540ab1,ramp_initial,0.0
ramp_memory--highs,r5-market-983b8245-4a78-4ce0-9e12-176a14540ab1,system_reserve_payment,-0.0
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,generator_bid_capacity,1.2363012934691036e-7
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,generator_capacity,6.475988028759165e-8
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,generator_down,40.00000000075518
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,generator_energy,11300.00000000894
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,generator_up,1.2151005531626522e-8
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,line_capacity,5449.549328185022
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,ordinary_load_payment,-13942.98590621059
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,ramp_capacity,1085.971812455366
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,ramp_initial,2107.464765517329
two_bus--clarabel,r5-market-7c5805ec-3995-404a-88dd-6f5eadee5d92,system_reserve_payment,-160.0000000226313
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,generator_bid_capacity,-0.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,generator_capacity,-0.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,generator_down,40.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,generator_energy,11300.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,generator_up,0.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,line_capacity,6300.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,ordinary_load_payment,-13700.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,ramp_capacity,600.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,ramp_initial,1500.0
two_bus--gurobi,r5-market-316d8759-14b0-40a0-8c3a-05f3350a6715,system_reserve_payment,-160.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,generator_bid_capacity,0.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,generator_capacity,0.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,generator_down,40.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,generator_energy,11300.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,generator_up,0.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,line_capacity,4200.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,ordinary_load_payment,-14300.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,ramp_capacity,1800.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,ramp_initial,3000.0
two_bus--highs,r5-market-23857e7b-9507-44ea-baff-241a6968cc36,system_reserve_payment,-160.0
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,generator_bid_capacity,2199.8055409338635
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,generator_capacity,2549.7940979035534
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,generator_down,39.999999999640686
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,generator_energy,10700.000000005932
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,generator_up,4.354026901036832e-9
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,line_capacity,1.0148095906482538e-8
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,ordinary_load_payment,-14624.719747155821
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,ramp_capacity,1800.0000000089408
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,ramp_initial,2999.999999992134
wide_line--clarabel,r5-market-ce0dfaf3-1cfb-440b-bb40-669df217bb8b,system_reserve_payment,-160.0000000072377
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,generator_bid_capacity,0.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,generator_capacity,3000.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,generator_down,40.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,generator_energy,10700.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,generator_up,0.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,line_capacity,0.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,ordinary_load_payment,-13400.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,ramp_capacity,1800.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,ramp_initial,3000.0
wide_line--highs,r5-market-952e7453-b839-4811-9ef9-7584c0111b26,system_reserve_payment,-160.0
