run_id,t,time_h,node,tau_S_K,tau_R_K,H_MW,m_kg_s
r2-20260916T160757-c3c146aa,1,1.0,1,345.38777848659697,312.82930402781403,0.13674559272752812,1.0
r2-20260916T160757-c3c146aa,1,1.0,2,348.71428571553366,313.0,0.15000000000262065,1.0
r2-20260916T160757-c3c146aa,2,2.0,1,357.8028965120955,312.82930402781403,0.18888908843406466,1.0
r2-20260916T160757-c3c146aa,2,2.0,2,351.09523809434546,313.0,0.15999999999812553,1.0
r2-20260916T160757-c3c146aa,3,3.0,1,350.1906750068837,312.82930402781403,0.15691775811282196,1.0
r2-20260916T160757-c3c146aa,3,3.0,2,353.4761904772178,313.0,0.17000000000215731,1.0
r2-20260916T160757-c3c146aa,4,4.0,1,352.99999999284796,312.82930402781403,0.16871692305276856,1.0
r2-20260916T160757-c3c146aa,4,4.0,2,351.09523809486063,313.0,0.15999999999920728,1.0
