run_id,t,grid_MW,heat_load_MW,heat_source_MW,source1_K,source15_K,pv_available_MW,pv_used_MW
cf_ct_clarabel_socp,1,21.77079652718452,5.784000000000002,6.145348843187055,363.15,363.15,0.0,6.7116869214372175e-12
cf_ct_clarabel_socp,2,20.535721807072903,5.784000000000002,6.137403243592353,363.15,363.15,0.0,6.684111276571222e-12
cf_ct_clarabel_socp,3,19.77166747588837,5.639399999999999,6.06869285780088,363.15,363.15,0.0,6.665971775115621e-12
cf_ct_clarabel_socp,4,19.4694156752164,5.494799999999997,5.95338531363634,363.15,363.15,0.0,6.658410154800279e-12
cf_ct_clarabel_socp,5,20.242515364886483,5.784000000000002,6.0199192943291795,363.15,363.15,0.0,6.677189261850292e-12
cf_ct_clarabel_socp,6,20.50506773813013,6.3623999999999965,6.35871340181989,363.15,363.15,0.0,1.053723908766499e-11
cf_ct_clarabel_socp,7,23.577002090007873,6.940800000000002,6.849523059211149,363.15,363.15,0.6000000000000001,0.6000000000097053
cf_ct_clarabel_socp,8,25.929767860399902,7.230000000000004,7.26183848490729,363.15,363.15,2.4000000000000004,2.4000000000096318
cf_ct_clarabel_socp,9,26.76675194529924,6.940800000000002,7.326303502039923,363.15,363.15,4.800000000000001,4.800000000011334
cf_ct_clarabel_socp,10,25.697192030357563,6.3623999999999965,7.030224359100053,363.15,363.15,7.800000000000001,7.8000000000105505
cf_ct_clarabel_socp,11,24.530334182255306,5.928600000000004,6.617623783363577,363.15,363.15,10.2,10.200000000009746
cf_ct_clarabel_socp,12,21.844855520492644,5.784000000000002,6.322761388054651,363.15,363.15,11.52,11.520000000008196
cf_ct_clarabel_socp,13,19.072146494306537,5.639399999999999,6.125277854871902,363.15,363.15,12.0,12.000000000007612
cf_ct_clarabel_socp,14,18.584572289329092,5.494799999999997,5.967659369065773,363.15,363.15,11.399999999999999,11.400000000007655
cf_ct_clarabel_socp,15,21.652873349870912,5.639399999999999,5.956042487186008,363.15,363.15,9.600000000000001,9.600000000008222
cf_ct_clarabel_socp,16,25.514836496186422,6.073200000000003,6.177389951603864,363.15,363.15,7.199999999999999,7.200000000008837
cf_ct_clarabel_socp,17,29.781214788318476,6.6515999999999975,6.6005777022923215,363.15,363.15,4.199999999999999,4.20000000000958
cf_ct_clarabel_socp,18,32.93737044811983,7.085400000000004,7.0548270969747655,363.15,363.15,1.44,1.4400000000121722
cf_ct_clarabel_socp,19,32.59051145563325,6.7962,7.160143802972567,363.15,363.15,0.0,1.2609543052145143e-11
cf_ct_clarabel_socp,20,30.2788376491312,6.3623999999999965,6.948316271284501,363.15,363.15,0.0,1.249046510309798e-11
cf_ct_clarabel_socp,21,27.232310390653982,6.073200000000003,6.65613144911163,363.15,363.15,0.0,1.232910441203478e-11
cf_ct_clarabel_socp,22,26.872204341023796,5.928600000000004,6.429826320766764,363.15,363.15,0.0,6.80900628316987e-12
cf_ct_clarabel_socp,23,24.9706617400767,5.784000000000002,6.257508611389291,363.15,363.15,0.0,6.776645035200315e-12
cf_ct_clarabel_socp,24,22.983374098333734,5.784000000000002,6.17403775058491,363.15,363.15,0.0,6.738443659827268e-12
cf_vt_clarabel_socp,1,24.411464019133668,5.784000000000002,4.318506705536195,343.150000020325,373.1499999916288,0.0,2.264500802520338e-11
cf_vt_clarabel_socp,2,22.22224177508724,5.784000000000002,5.132698643485561,344.2210891105662,373.1499999901724,0.0,2.2639691375804387e-11
cf_vt_clarabel_socp,3,20.826060489276156,5.639399999999999,5.6439210291978785,345.40691085771607,373.14999998534,0.0,2.2634364883032593e-11
cf_vt_clarabel_socp,4,20.003129561620785,5.494799999999997,5.989847596501047,348.00820924719665,373.14999996139323,0.0,2.263246798998385e-11
cf_vt_clarabel_socp,5,21.39326329364383,5.784000000000002,5.5807561175985745,343.2494472458619,373.1499990033233,0.0,2.263836406071772e-11
cf_vt_clarabel_socp,6,18.965268318140417,6.3623999999999965,7.33036816414644,359.9803579593982,343.1500000030873,0.0,4.683796515337765e-11
cf_vt_clarabel_socp,7,22.594575024673183,6.940800000000002,7.404607461978454,359.9032176974483,343.15000000310255,0.6000000000000001,0.6000000000385606
cf_vt_clarabel_socp,8,25.443283586249304,7.230000000000004,7.399255709765732,358.5648834891267,343.1500000033021,2.4000000000000004,2.400000000038639
cf_vt_clarabel_socp,9,26.302125764193573,6.940800000000002,7.4207633529382235,359.25997400311405,343.1500000014355,4.800000000000001,4.800000000071995
cf_vt_clarabel_socp,10,24.904061972788423,6.3623999999999965,7.36715545693987,362.4663621960743,343.15000000139116,7.800000000000001,7.800000000071919
cf_vt_clarabel_socp,11,23.265119034155163,5.928600000000004,7.302183491822119,367.6394087742248,343.15000000137974,10.2,10.200000000071904
cf_vt_clarabel_socp,12,20.217933629853096,5.784000000000002,7.2450534209412165,373.14999999837,343.1500000013776,11.52,11.520000000071914
cf_vt_clarabel_socp,13,17.867588242394717,5.639399999999999,6.643462460051172,373.14999996130973,343.15000000299835,12.0,12.000000000038272
cf_vt_clarabel_socp,14,17.631277582247666,5.494799999999997,6.233166428310112,373.1499999536981,343.1500000029032,11.399999999999999,11.400000000038268
cf_vt_clarabel_socp,15,20.82611489386162,5.639399999999999,6.0902234761567,373.14999992846367,343.15000000274466,9.600000000000001,9.600000000038346
cf_vt_clarabel_socp,16,24.745347324786902,6.073200000000003,6.252118517109991,373.1499998774187,343.15000000267867,7.199999999999999,7.2000000000384565
cf_vt_clarabel_socp,17,31.501769533069577,6.6515999999999975,4.7092771490415615,353.2010195813391,343.15000000358043,4.199999999999999,4.2000000001945335
cf_vt_clarabel_socp,18,32.062457673849785,7.085400000000004,7.314271809320468,367.5938782949948,343.15000000359794,1.44,1.4400000001083382
cf_vt_clarabel_socp,19,32.85508800812654,6.7962,7.279868810367441,362.5713625256878,373.14999999806247,0.0,-2.7758146146403507e-11
cf_vt_clarabel_socp,20,30.205435769425772,6.3623999999999965,6.958901309763121,363.2092440921718,360.90059751780325,0.0,7.949484715190049e-11
cf_vt_clarabel_socp,21,27.21689841573419,6.073200000000003,6.671168464762295,363.14507654676265,363.15910336499536,0.0,4.901481603575631e-11
cf_vt_clarabel_socp,22,26.866369564106684,5.928600000000004,6.433679053198199,363.1503203518202,363.1247341663964,0.0,2.2306403200409994e-11
cf_vt_clarabel_socp,23,24.969680700342014,5.784000000000002,6.258235237192492,363.14998490201634,363.1497231528083,0.0,2.2622312883993948e-11
cf_vt_clarabel_socp,24,22.983302619722203,5.784000000000002,6.174096112164373,363.1500000439569,363.1500152325497,0.0,2.2643129830441273e-11
