id,probe,stage,cost,checked,direction,trust_binding,kkt_trusted,predicted_merit,switches
two-source-schpd,1,1622,177.37624732723242,true,1.703203578173884e-8,false,true,0.10894008595032137,""
two-source-schpd,2,1639,177.37624732723242,true,1.703203578173884e-8,false,true,0.10894008595032137,""
two-source-schpd,3,1640,177.37624732723242,true,1.703203578173884e-8,false,true,0.10894008595032137,""
single-delay-switch,1,484,72.22625870837719,true,9.763532973749989e-5,false,true,0.04788903721327309,""
single-delay-switch,2,507,72.22625870837719,true,9.763532973749989e-5,false,true,0.04788903721327309,""
single-delay-switch,3,508,72.22625870837719,true,9.763532973749989e-5,false,true,0.04788903721327309,""
