run_id,stage,name,variant,status,objective_kind,solver_objective,operating_cost,solver_bound,relative_gap,flow_distance,elapsed_sec,model_pass,physical_pass
r3-study-20260917T045811-7399ae72_single-loose-electric,1,fixed_dispatch,r3_sp_checked_v1,solver_optimal,operating_cost,-9.235949399561394e-12,-9.235949399561394e-12,-6.765809535514685e-11,5.842214595558546e-11,0.0,0.010075199999846518,true,false
r3-study-20260917T045811-7399ae72_single-loose-electric,2,pressure_reconstruction,r3_sp_checked_v1,solver_optimal,operating_cost,-9.235949399561394e-12,-9.235949399561394e-12,-6.765809535514685e-11,5.842214595558546e-11,0.0,0.0,true,false
r3-study-20260917T045811-7399ae72_single-loose-electric,3,fixed_physical,r3_fixed_physical_v1,solver_optimal,operating_cost,0.0,0.0,0.0,0.0,0.0,0.012682299973675981,true,true
