P_MW,H_MW
0.0,0.0
0.0030303030303030303,0.0037878787878787876
0.006060606060606061,0.007575757575757575
0.00909090909090909,0.011363636363636362
0.012121212121212121,0.01515151515151515
0.015151515151515152,0.01893939393939394
0.01818181818181818,0.022727272727272724
0.021212121212121213,0.026515151515151516
0.024242424242424242,0.0303030303030303
0.02727272727272727,0.03409090909090909
0.030303030303030304,0.03787878787878788
0.03333333333333333,0.041666666666666664
0.03636363636363636,0.04545454545454545
0.03939393939393939,0.04924242424242423
0.04242424242424243,0.05303030303030303
0.045454545454545456,0.056818181818181816
0.048484848484848485,0.0606060606060606
0.051515151515151514,0.06439393939393939
0.05454545454545454,0.06818181818181818
0.05757575757575758,0.07196969696969698
0.06060606060606061,0.07575757575757576
0.06363636363636363,0.07954545454545453
0.06666666666666667,0.08333333333333333
0.0696969696969697,0.08712121212121213
0.07272727272727272,0.0909090909090909
0.07575757575757576,0.0946969696969697
0.07878787878787878,0.09848484848484847
0.08181818181818182,0.10227272727272727
0.08484848484848485,0.10606060606060606
0.08787878787878788,0.10984848484848483
0.09090909090909091,0.11363636363636363
0.09393939393939393,0.11742424242424242
0.09696969696969697,0.1212121212121212
0.1,0.125
0.10303030303030303,0.12878787878787878
0.10606060606060606,0.13257575757575757
0.10909090909090909,0.13636363636363635
0.11212121212121212,0.14015151515151514
0.11515151515151516,0.14393939393939395
0.11818181818181818,0.1477272727272727
0.12121212121212122,0.15151515151515152
0.12424242424242424,0.15530303030303028
0.12727272727272726,0.15909090909090906
0.1303030303030303,0.16287878787878787
0.13333333333333333,0.16666666666666666
0.13636363636363635,0.17045454545454544
0.1393939393939394,0.17424242424242425
0.14242424242424243,0.178030303030303
0.14545454545454545,0.1818181818181818
0.1484848484848485,0.1856060606060606
0.15151515151515152,0.1893939393939394
0.15454545454545454,0.19318181818181818
0.15757575757575756,0.19696969696969693
0.1606060606060606,0.20075757575757575
0.16363636363636364,0.20454545454545453
0.16666666666666666,0.20833333333333331
0.1696969696969697,0.21212121212121213
0.17272727272727273,0.2159090909090909
0.17575757575757575,0.21969696969696967
0.1787878787878788,0.22348484848484848
0.18181818181818182,0.22727272727272727
0.18484848484848485,0.23106060606060605
0.18787878787878787,0.23484848484848483
0.19090909090909092,0.23863636363636365
0.19393939393939394,0.2424242424242424
0.19696969696969696,0.2462121212121212
0.2,0.25
0.20303030303030303,0.2537878787878788
0.20606060606060606,0.25757575757575757
0.20909090909090908,0.26136363636363635
0.21212121212121213,0.26515151515151514
0.21515151515151515,0.2689393939393939
0.21818181818181817,0.2727272727272727
0.22121212121212122,0.2765151515151515
0.22424242424242424,0.2803030303030303
0.22727272727272727,0.28409090909090906
0.23030303030303031,0.2878787878787879
0.23333333333333334,0.29166666666666663
0.23636363636363636,0.2954545454545454
0.23939393939393938,0.2992424242424242
0.24242424242424243,0.30303030303030304
0.24545454545454545,0.3068181818181818
0.24848484848484848,0.31060606060606055
0.2515151515151515,0.3143939393939394
0.2545454545454545,0.3181818181818181
0.25757575757575757,0.32196969696969696
0.2606060606060606,0.32575757575757575
0.2636363636363636,0.3295454545454545
0.26666666666666666,0.3333333333333333
0.2696969696969697,0.3371212121212121
0.2727272727272727,0.3409090909090909
0.27575757575757576,0.34469696969696967
0.2787878787878788,0.3484848484848485
0.2818181818181818,0.35227272727272724
0.28484848484848485,0.356060606060606
0.2878787878787879,0.35984848484848486
0.2909090909090909,0.3636363636363636
0.29393939393939394,0.36742424242424243
0.296969696969697,0.3712121212121212
0.3,0.37499999999999994
