run_id,case,penalty,actor,carrier,t,peer_export_MW,retail_buy_MW,retail_sell_MW
open_flexible--penalty-100,open_flexible,100.0,A,P,1,-5.7482907322992105e-12,0.20989237981438336,8.837252065408446e-11
open_flexible--penalty-100,open_flexible,100.0,B,P,1,5.7482907322992105e-12,0.1050001153167264,8.837252098018701e-11
open_flexible--penalty-100,open_flexible,100.0,A,P,2,9.777068044058979e-12,0.037523571096853996,8.837252211484443e-11
open_flexible--penalty-100,open_flexible,100.0,B,P,2,-9.777068044058979e-12,0.16000010544752302,8.837252075684664e-11
open_flexible--penalty-100,open_flexible,100.0,A,P,3,0.10740133739895441,4.2644206681276225e-10,1.1147339535270832e-10
open_flexible--penalty-100,open_flexible,100.0,B,P,3,-0.10740133739895441,5.152378525156302e-10,1.0666799141618728e-10
open_flexible--penalty-100,open_flexible,100.0,A,P,4,-1.3820056210533949e-12,0.12490237651267182,8.837252087096354e-11
open_flexible--penalty-100,open_flexible,100.0,B,P,4,1.3820056210533949e-12,0.10500011172605515,8.83725209801836e-11
open_flexible--penalty-100,open_flexible,100.0,A,H,1,0.03285284881117079,1.325587799640378e-10,4.6395573819509807e-10
open_flexible--penalty-100,open_flexible,100.0,B,H,1,-0.03285284881117079,1.4006209219988848e-10,3.906996843159777e-10
open_flexible--penalty-100,open_flexible,100.0,A,H,2,0.08783333782801606,1.325587803060645e-10,4.6395573399733234e-10
open_flexible--penalty-100,open_flexible,100.0,B,H,2,-0.08783333782801606,1.4006210359621988e-10,3.9069959543257034e-10
open_flexible--penalty-100,open_flexible,100.0,A,H,3,0.033800459471517996,1.2011312759553345e-10,7.279521998235812e-10
open_flexible--penalty-100,open_flexible,100.0,B,H,3,-0.033800459471517996,1.262410794924396e-10,5.624773271866533e-10
open_flexible--penalty-100,open_flexible,100.0,A,H,4,0.032833764448941594,1.3255877990500262e-10,4.639557389215292e-10
open_flexible--penalty-100,open_flexible,100.0,B,H,4,-0.032833764448941594,1.4006209664070484e-10,3.9069964967162206e-10
open_flexible--penalty-10000,open_flexible,10000.0,A,P,1,-5.7482907322992105e-12,0.20989237981438336,8.837252065408446e-11
open_flexible--penalty-10000,open_flexible,10000.0,B,P,1,5.7482907322992105e-12,0.1050001153167264,8.837252098018701e-11
open_flexible--penalty-10000,open_flexible,10000.0,A,P,2,9.777068044058979e-12,0.037523571096853996,8.837252211484443e-11
open_flexible--penalty-10000,open_flexible,10000.0,B,P,2,-9.777068044058979e-12,0.16000010544752302,8.837252075684664e-11
open_flexible--penalty-10000,open_flexible,10000.0,A,P,3,0.10740133739895441,4.2644206681276225e-10,1.1147339535270832e-10
open_flexible--penalty-10000,open_flexible,10000.0,B,P,3,-0.10740133739895441,5.152378525156302e-10,1.0666799141618728e-10
open_flexible--penalty-10000,open_flexible,10000.0,A,P,4,-1.3820056210533949e-12,0.12490237651267182,8.837252087096354e-11
open_flexible--penalty-10000,open_flexible,10000.0,B,P,4,1.3820056210533949e-12,0.10500011172605515,8.83725209801836e-11
open_flexible--penalty-10000,open_flexible,10000.0,A,H,1,0.03285284881117079,1.325587799640378e-10,4.6395573819509807e-10
open_flexible--penalty-10000,open_flexible,10000.0,B,H,1,-0.03285284881117079,1.4006209219988848e-10,3.906996843159777e-10
open_flexible--penalty-10000,open_flexible,10000.0,A,H,2,0.08783333782801606,1.325587803060645e-10,4.6395573399733234e-10
open_flexible--penalty-10000,open_flexible,10000.0,B,H,2,-0.08783333782801606,1.4006210359621988e-10,3.9069959543257034e-10
open_flexible--penalty-10000,open_flexible,10000.0,A,H,3,0.033800459471517996,1.2011312759553345e-10,7.279521998235812e-10
open_flexible--penalty-10000,open_flexible,10000.0,B,H,3,-0.033800459471517996,1.262410794924396e-10,5.624773271866533e-10
open_flexible--penalty-10000,open_flexible,10000.0,A,H,4,0.032833764448941594,1.3255877990500262e-10,4.639557389215292e-10
open_flexible--penalty-10000,open_flexible,10000.0,B,H,4,-0.032833764448941594,1.4006209664070484e-10,3.9069964967162206e-10
open_fixed--penalty-100,open_fixed,100.0,A,P,1,0.0,0.14975,0.0
open_fixed--penalty-100,open_fixed,100.0,B,P,1,-0.0,0.1,0.0
open_fixed--penalty-100,open_fixed,100.0,A,P,2,0.0,0.04333333333333331,0.0
open_fixed--penalty-100,open_fixed,100.0,B,P,2,-0.0,0.15,0.0
open_fixed--penalty-100,open_fixed,100.0,A,P,3,0.1,0.0,0.0
open_fixed--penalty-100,open_fixed,100.0,B,P,3,-0.1,0.0,0.0
open_fixed--penalty-100,open_fixed,100.0,A,P,4,0.0,0.15,0.0
open_fixed--penalty-100,open_fixed,100.0,B,P,4,-0.0,0.1,0.0
open_fixed--penalty-100,open_fixed,100.0,A,H,1,0.020000000000000018,0.0,0.0
open_fixed--penalty-100,open_fixed,100.0,B,H,1,-0.020000000000000018,0.0,0.0
open_fixed--penalty-100,open_fixed,100.0,A,H,2,0.07,0.0,0.0
open_fixed--penalty-100,open_fixed,100.0,B,H,2,-0.07,0.0,0.0
open_fixed--penalty-100,open_fixed,100.0,A,H,3,0.020000000000000018,0.0,0.029999999999999943
open_fixed--penalty-100,open_fixed,100.0,B,H,3,-0.020000000000000018,0.0,0.0
open_fixed--penalty-100,open_fixed,100.0,A,H,4,0.020000000000000018,0.0,0.0
open_fixed--penalty-100,open_fixed,100.0,B,H,4,-0.020000000000000018,0.0,0.0
open_fixed--penalty-10000,open_fixed,10000.0,A,P,1,0.0,0.14975,0.0
open_fixed--penalty-10000,open_fixed,10000.0,B,P,1,-0.0,0.1,0.0
open_fixed--penalty-10000,open_fixed,10000.0,A,P,2,0.0,0.04333333333333331,0.0
open_fixed--penalty-10000,open_fixed,10000.0,B,P,2,-0.0,0.15,0.0
open_fixed--penalty-10000,open_fixed,10000.0,A,P,3,0.1,0.0,0.0
open_fixed--penalty-10000,open_fixed,10000.0,B,P,3,-0.1,0.0,0.0
open_fixed--penalty-10000,open_fixed,10000.0,A,P,4,0.0,0.15,0.0
open_fixed--penalty-10000,open_fixed,10000.0,B,P,4,-0.0,0.1,0.0
open_fixed--penalty-10000,open_fixed,10000.0,A,H,1,0.020000000000000018,0.0,0.0
open_fixed--penalty-10000,open_fixed,10000.0,B,H,1,-0.020000000000000018,0.0,0.0
open_fixed--penalty-10000,open_fixed,10000.0,A,H,2,0.07,0.0,0.0
open_fixed--penalty-10000,open_fixed,10000.0,B,H,2,-0.07,0.0,0.0
open_fixed--penalty-10000,open_fixed,10000.0,A,H,3,0.020000000000000018,0.0,0.029999999999999943
open_fixed--penalty-10000,open_fixed,10000.0,B,H,3,-0.020000000000000018,0.0,0.0
open_fixed--penalty-10000,open_fixed,10000.0,A,H,4,0.020000000000000018,0.0,0.0
open_fixed--penalty-10000,open_fixed,10000.0,B,H,4,-0.020000000000000018,0.0,0.0
import_flexible--penalty-100,import_flexible,100.0,A,P,1,0.0,0.14419730043847664,0.0
import_flexible--penalty-100,import_flexible,100.0,B,P,1,-0.0,0.10499982079780068,0.0
import_flexible--penalty-100,import_flexible,100.0,A,P,2,0.0,0.026778350092337866,0.0
import_flexible--penalty-100,import_flexible,100.0,B,P,2,-0.0,0.16000150745076905,0.0
import_flexible--penalty-100,import_flexible,100.0,A,P,3,0.0,0.0,0.0
import_flexible--penalty-100,import_flexible,100.0,B,P,3,-0.0,0.10499982079780062,0.0
import_flexible--penalty-100,import_flexible,100.0,A,P,4,0.0,0.14444730044978732,0.0
import_flexible--penalty-100,import_flexible,100.0,B,P,4,-0.0,0.10499982079690562,0.0
