record,group,control,solver,run_id,status,model_pass,cost_complete,cost_USD,lower_bound_USD,elapsed_sec
"original_hand_prescribed_highs","original_hand","prescribed","HiGHS","r7-normal-flow-a3161cbf-a5aa-4153-b7b5-7132767b97a6","candidate","true","true","118.40000000000038","118.40000000000038","8.657999992370605"
"original_hand_prescribed_gurobi","original_hand","prescribed","Gurobi","r7-normal-flow-93f05671-cce1-486a-8447-2ea69509bb88","candidate","true","true","118.40000000000049","118.40000000000049","8.40999984741211"
"original_hand_continuous_gurobi","original_hand","continuous","Gurobi","r7-normal-flow-23588492-fd79-461a-bf57-1a55b9335aa6","time_limit_with_solution","true","false","118.39999972051604","87.3753337381614","600.2410001754761"
"reserve_prescribed_highs","reserve","prescribed","HiGHS","r7-normal-flow-0dd892b7-d2e0-4fd0-a738-47a3dbc815a1","candidate","true","true","192.00000000000017","192.00000000000017","0.03099989891052246"
"reserve_prescribed_gurobi","reserve","prescribed","Gurobi","r7-normal-flow-ce0c892c-f348-4cc7-a2f9-29e21f47a926","candidate","true","true","192.00000000000006","192.00000000000006","0.01399993896484375"
"reserve_continuous_gurobi","reserve","continuous","Gurobi","r7-normal-flow-f8ec6973-870c-48a9-beed-284918dc83d0","time_limit_with_solution","true","false","191.99999965121532","137.25052491222903","600.0079998970032"
"varying_prices_prescribed_highs","varying_prices","prescribed","HiGHS","r7-normal-flow-ca6d38d5-5291-4f76-93c2-815f80c03bc3","candidate","true","true","86.80000000000035","86.80000000000034","0.026000022888183594"
"varying_prices_prescribed_gurobi","varying_prices","prescribed","Gurobi","r7-normal-flow-9c64d8a0-c949-4fe0-a7a1-bafc691cb1e1","candidate","true","true","86.80000000000034","86.80000000000032","0.012999773025512695"
"varying_prices_continuous_gurobi","varying_prices","continuous","Gurobi","r7-normal-flow-6274a959-a266-4543-8a61-f966441d852b","time_limit_with_solution","true","false","73.84999990579118","68.91345334236634","600.0050001144409"
