run_id,t,time_h,node,tau_S_K,tau_R_K,H_MW,m_kg_s
r2-20260916T160851-615a0d88,1,1.0,1,343.0000000149558,312.8384219191289,0.13564571693799038,1.0707861229389226
r2-20260916T160851-615a0d88,1,1.0,2,346.3533326116169,313.0,0.15,1.0707861229389226
r2-20260916T160851-615a0d88,2,2.0,1,362.9999999341255,312.8187926489456,0.1927765064537127,0.9146684722513503
r2-20260916T160851-615a0d88,2,2.0,2,354.64923056926915,313.0,0.16,0.9146684722513503
r2-20260916T160851-615a0d88,3,3.0,1,362.9999999848417,312.80389859099665,0.17939190179949013,0.8509098592374796
r2-20260916T160851-615a0d88,3,3.0,2,360.56812961652804,313.0,0.17,0.8509098592374796
r2-20260916T160851-615a0d88,4,4.0,1,362.99999976876256,312.7868797195451,0.16452456508333263,0.780125103909558
r2-20260916T160851-615a0d88,4,4.0,2,361.83221665899333,313.0,0.16,0.780125103909558
