method,equation,scope,entity,t,residual,unit,tolerance,pass
equipment-joint-central-exact,R9-T5-H-plusout,model,31,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,31,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,31,12,3.469446951953614e-18,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-m-minus,model,31,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-minusin,model,31,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,31,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-minusout,model,31,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,31,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,31,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-direction,model,32,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-integer,model,32,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-m-plus,model,32,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-plusin,model,32,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,32,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-plusout,model,32,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,32,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,32,12,1.734723475976807e-18,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-m-minus,model,32,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-minusin,model,32,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,32,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-minusout,model,32,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,32,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,32,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-direction,model,33,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-integer,model,33,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-m-plus,model,33,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-plusin,model,33,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,33,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-plusout,model,33,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,33,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,33,12,1.9081958235744878e-17,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-m-minus,model,33,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-minusin,model,33,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,33,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-minusout,model,33,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,33,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,33,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-direction,model,34,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-integer,model,34,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-m-plus,model,34,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-plusin,model,34,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,34,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-plusout,model,34,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,34,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,34,12,8.673617379884035e-18,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-m-minus,model,34,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-minusin,model,34,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,34,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-minusout,model,34,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,34,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,34,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-direction,model,35,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-integer,model,35,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-m-plus,model,35,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-plusin,model,35,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,35,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-plusout,model,35,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,35,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,35,12,3.469446951953614e-18,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-m-minus,model,35,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-minusin,model,35,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,35,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-minusout,model,35,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,35,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,35,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-direction,model,36,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-integer,model,36,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-m-plus,model,36,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-plusin,model,36,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,36,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-plusout,model,36,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,36,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,36,12,3.469446951953614e-18,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-m-minus,model,36,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-minusin,model,36,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,36,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-minusout,model,36,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,36,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,36,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-direction,model,37,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-integer,model,37,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-m-plus,model,37,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-plusin,model,37,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,37,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-plusout,model,37,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,37,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,37,12,1.734723475976807e-18,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-m-minus,model,37,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-minusin,model,37,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,37,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-minusout,model,37,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,37,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,37,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-direction,model,38,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-integer,model,38,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-m-plus,model,38,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-plusin,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-plusout,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-m-minus,model,38,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-minusin,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-minusout,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,38,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-direction,model,39,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-integer,model,39,12,0.0,1,1.0e-6,true
equipment-joint-central-exact,R9-T5-m-plus,model,39,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-plusin,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-plusout,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-m-minus,model,39,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-H-minusin,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-H-minusout,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-envelope,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-loss,model,39,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-source-capacity,model,1,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-load-capacity,model,1,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,1,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-source,model,1,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,1,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-load,model,1,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-heat-balance,model,1,12,1.2649559177901892e-10,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-mass-balance,model,1,12,3.552713678800501e-15,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-source-capacity,model,2,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-load-capacity,model,2,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,2,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-source,model,2,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,2,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-load,model,2,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-heat-balance,model,2,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-mass-balance,model,2,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-source-capacity,model,3,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-load-capacity,model,3,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,3,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-source,model,3,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,3,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-load,model,3,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-heat-balance,model,3,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-mass-balance,model,3,12,1.7763568394002505e-15,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-source-capacity,model,4,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-load-capacity,model,4,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,4,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-source,model,4,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,4,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-load,model,4,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-heat-balance,model,4,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-mass-balance,model,4,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-source-capacity,model,5,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-load-capacity,model,5,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,5,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-source,model,5,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-nonnegative-port,model,5,12,0.0,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-port-load,model,5,12,0.0,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-heat-balance,model,5,12,6.938893903907228e-17,MW,7.599999999999999e-5,true
equipment-joint-central-exact,R9-T5-mass-balance,model,5,12,8.326672684688674e-16,kg/s,0.0001284494047619048,true
equipment-joint-central-exact,R9-T5-source-capacity,model,6,12,0.0,kg/s,0.0001284494047619048,true
