method,equation,scope,entity,t,residual,unit,tolerance,pass
equipment-fixed-central-exact,R9-T4-grid,model,5,13,5.421010862427522e-20,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-original-grid,electric_original,5,13,5.421010862427522e-20,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-P,model,6,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-Q,model,6,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-ell,model,6,13,0.0,pu²,1.0e-6,true
equipment-fixed-central-exact,ch04-032,model,6,13,4.3635749310752536e-17,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-grid,model,6,13,0.0,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-original-grid,electric_original,6,13,0.0,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-P,model,7,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-Q,model,7,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-ell,model,7,13,0.0,pu²,1.0e-6,true
equipment-fixed-central-exact,ch04-032,model,7,13,2.7245661781381825e-17,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-grid,model,7,13,1.9946717658406214e-7,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-original-grid,electric_original,7,13,1.9946717658406214e-7,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-P,model,8,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-Q,model,8,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-ell,model,8,13,0.0,pu²,1.0e-6,true
equipment-fixed-central-exact,ch04-032,model,8,13,3.20030223296356e-17,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-grid,model,8,13,3.0357660829594124e-18,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-original-grid,electric_original,8,13,3.0357660829594124e-18,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-P,model,9,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-Q,model,9,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-ell,model,9,13,0.0,pu²,1.0e-6,true
equipment-fixed-central-exact,ch04-032,model,9,13,2.554545489800563e-17,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-grid,model,9,13,8.673617379884035e-19,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-original-grid,electric_original,9,13,8.673617379884035e-19,pu²,1.0e-6,true
equipment-fixed-central-exact,R9-T4-P,model,10,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-Q,model,10,13,0.0,pu,1.0e-6,true
equipment-fixed-central-exact,R9-T4-ell,model,10,13,0.0,pu²,1.0e-6,true
