method,case,domain,algorithm,solver,status,record_pass,mode_contract_pass,iterations,consensus_A4_pass,model_candidate,original_candidate,best_model_cost_CNY,best_original_cost_CNY,last_cost_CNY,selected_index,model_ratio,original_ratio,solver_bound_CNY,solver_gap,cost_optimization_complete,method_elapsed_sec,process_elapsed_sec,process_budget_pass
fixed-convex-central,equipment-fixed,fixed_modes,central,Clarabel,solver_optimal,true,true,0,false,true,true,655644.5135374537,655644.5135374537,655644.5135374537,1,5.0731392421373214e-6,5.0731392421373214e-6,655644.513530482,1.0724716989897251e-11,true,43.47472729999572,46.3185475000646,true
fixed-convex-admm,equipment-fixed,fixed_modes,admm,Clarabel,solver_failure,true,true,0,false,false,false,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,false,35.86590179998893,36.78594410000369,true
fixed-mip-central,equipment-fixed,mixed_integer,central,Gurobi,solver_optimal,true,true,0,false,true,true,654505.2527173078,654505.2527173078,654505.2527173078,1,4.343172673662064e-5,0.013571678650139432,654504.14925257,1.685995886864683e-6,true,32.89746749994811,35.85106769995764,true
fixed-mip-admm,equipment-fixed,mixed_integer,admm,Gurobi,time_limit_with_candidate,true,true,240,false,false,false,NaN,NaN,664546.3521918745,240,31.772062778629973,3848.3779657493383,NaN,NaN,false,598.2228179000085,658.2970878999913,false
joint-mip-central,equipment-joint,mixed_integer,central,Gurobi,solver_optimal,true,true,0,false,true,true,654519.8510262809,654519.8510262809,654519.8510262809,1,7.555543218835892e-5,0.014160469595514424,654504.1024836767,2.4061290166829518e-5,true,32.6292919999687,35.47945470002014,true
joint-mip-admm,equipment-joint,mixed_integer,admm,Gurobi,time_limit_with_candidate,true,true,238,false,false,false,NaN,NaN,663951.5536192942,238,128.48259154043646,3023.833916339645,NaN,NaN,false,597.1628630999476,654.6155573000433,false
