method,iteration,cost_CNY,model_pass,original_pass,primal,dual,model_ratio,original_ratio,elapsed_sec
fixed-mip-admm,47,669105.7294925195,false,false,0.0008474902773248551,0.0026526469242728057,16.627318619226088,2835.624383250866,108.08389240002725
fixed-mip-admm,48,668997.7149409695,false,false,0.0006127205932727949,0.0022568978776140447,15.346370058610365,2827.3424772408907,110.27648520004004
fixed-mip-admm,49,668888.8327651202,false,false,0.0008207203900661066,0.0025671608485945893,15.231299602442325,2795.92883843356,112.17545179999433
fixed-mip-admm,50,668759.8216570717,false,false,0.000626567504352657,0.0025530739423368504,13.855539950877622,2758.7736021571777,114.52314419997856
fixed-mip-admm,51,668646.988153493,false,false,0.00045516534249873033,0.002652111960508269,12.488981679925043,2721.13110219849,116.54260739998426
fixed-mip-admm,52,668528.0599864398,false,false,0.00042818436646779867,0.002546139764189985,18.253826924343567,2684.820468470223,119.27921010006685
fixed-mip-admm,53,668425.737358634,false,false,0.00044023697019690555,0.002517733624448633,16.37786069510892,2656.966412669899,121.57596369995736
fixed-mip-admm,54,668333.528198447,false,false,0.000746135839180373,0.002559138254401537,29.325023106567468,2627.4207677903105,123.73981100006495
fixed-mip-admm,55,668221.6200416185,false,false,0.0004316607110520375,0.00251399266595978,17.27739559224293,2627.7838361730624,125.68112820002716
fixed-mip-admm,56,668174.4166265213,false,false,0.0006244859677253666,0.002133818174929525,25.08283610991898,2602.19979483038,127.91703000001144
fixed-mip-admm,57,668071.633212454,false,false,0.0011423393861963766,0.002380894575224335,21.687632505493657,2577.120843466045,130.22303800005466
fixed-mip-admm,58,667990.7143685019,false,false,0.0004755284143884691,0.0023394087105255146,9.420956778466147,2556.60786034169,132.22581129998434
fixed-mip-admm,59,667900.3695192774,false,false,0.0003948518446343918,0.0021666303753006266,13.796226745103453,2544.4964310377795,134.54161059996113
fixed-mip-admm,60,667840.7353512992,false,false,0.0014242002254165245,0.002418661816444649,18.08858641057889,2098.1203549440183,136.4993201000616
fixed-mip-admm,61,667742.5584417057,false,false,0.0006348175437973103,0.0022403403027896895,14.36384069498116,2074.685245533209,138.48120519996155
fixed-mip-admm,62,667683.5001125183,false,false,0.0006907919880385083,0.0023179164875476443,23.097710520736612,2679.2215140803914,140.3498183999909
fixed-mip-admm,63,667642.2103176445,false,false,0.0008049797523431712,0.0022892716827561665,27.024431914029527,2529.796634792496,142.65504960005637
fixed-mip-admm,64,667549.7486622359,false,false,0.0012361459850876023,0.002285473078349608,23.06641731331653,3776.6508312350943,144.8123942000093
fixed-mip-admm,65,667488.2704967326,false,false,0.0007548171300922062,0.0021731815730521298,11.427230695407115,2533.0890050439693,147.26622790005058
fixed-mip-admm,66,667414.9675627477,false,false,0.0007137820479132473,0.001978467275050244,21.87388927670757,2474.624517935299,149.13359159999527
fixed-mip-admm,67,667389.1469304576,false,false,0.0011010397155121795,0.002051525153269007,18.73146401518583,4910.220912402784,151.28444379998837
fixed-mip-admm,68,667325.5494009597,false,false,0.0006940362560505653,0.0020659715162263392,16.952910598018313,2261.241719759207,153.60147890006192
fixed-mip-admm,69,667258.1049931402,false,false,0.0005690234729171274,0.0020450453968574034,16.56561142453582,2387.421164888631,155.57774790003896
fixed-mip-admm,70,667190.536117203,false,false,0.000724545517889595,0.002077337422309311,16.623307146834982,2257.6886114565823,157.65298320003785
fixed-mip-admm,71,667152.6689052072,false,false,0.00040369226123951416,0.002091200398129156,14.5331502388397,2389.191315149348,160.2537711999612
fixed-mip-admm,72,667098.1387028422,false,false,0.0005791455531238702,0.0020739224896106356,17.46647401893044,2362.8126579662007,162.5154065999668
fixed-mip-admm,73,667040.6705834097,false,false,0.000853765483670086,0.0020640215762054437,25.801951876271524,2353.369539438271,164.6980814000126
fixed-mip-admm,74,666993.6719090408,false,false,0.0011771483584119133,0.0021427408302772677,44.900228936673486,2567.3742132223765,166.89678559999447
fixed-mip-admm,75,666946.8088668588,false,false,0.0009936307570912462,0.0020226823883904843,44.87027313601476,2760.699316403855,169.08565659995656
fixed-mip-admm,76,666891.1854545476,false,false,0.0008514158514540404,0.0021423379967512868,12.081551599118765,2773.478882114631,171.40616939996835
fixed-mip-admm,77,666847.9810052885,false,false,0.0005210586690380659,0.0021662027387954197,19.963927070255394,2788.180818693551,173.66719690000173
fixed-mip-admm,78,666799.2539131476,false,false,0.0006969991021860686,0.002114590428188179,18.836997281403804,2801.5344363332742,175.94922439998481
fixed-mip-admm,79,666741.7161784731,false,false,0.0004770206780545516,0.0022206043192776193,11.116580523527984,2810.2514854340343,177.89439759997185
fixed-mip-admm,80,666696.7282012132,false,false,0.0006369873614837651,0.002126056623080408,12.025851917975066,2810.2821933580494,180.05292459996417
fixed-mip-admm,81,666685.7817937537,false,false,0.0006963473550510475,0.002136263456221421,16.222094280505136,3043.309690546503,182.35797829995863
fixed-mip-admm,82,666631.4400382142,false,false,0.0009392948564169879,0.0021524387761043817,12.082534173571853,2882.0636709464393,184.58515080006327
fixed-mip-admm,83,666596.976425128,false,false,0.0005597791522841122,0.002156342988528459,15.202511065465513,5397.7034715689615,186.85735239996575
fixed-mip-admm,84,666555.9968849475,false,false,0.0005786066148335605,0.00215165901213743,19.50311104154989,6248.269830925316,188.7106827000389
fixed-mip-admm,85,666520.4706696889,false,false,0.0003402936909469075,0.0020990607560651964,12.184349193472263,2857.9297896311764,191.2787092999788
fixed-mip-admm,86,666481.7713644395,false,false,0.0007799579984276893,0.0021516826392796173,16.26096377283533,5544.402303372638,193.24568429996725
fixed-mip-admm,87,666446.4724801283,false,false,0.0008253870547299842,0.0021667639338488476,30.22191795378303,5296.5778693769635,195.12351090006996
fixed-mip-admm,88,666411.9244033088,false,false,0.0009278487149121685,0.0022205497277404396,18.67655822181289,5874.44277032357,197.30579450004734
fixed-mip-admm,89,666366.5460735504,false,false,0.00062844307475695,0.0021752243693402007,10.804777337012235,5738.599179469681,199.14674200001173
fixed-mip-admm,90,666320.7025083987,false,false,0.0005181780402865395,0.0019264009812722804,16.61788315075668,3295.3480395178613,201.01279459998477
fixed-mip-admm,91,666283.7885086676,false,false,0.0005092917635966627,0.0013763380914968842,21.20982694434352,10232.739836471224,203.0208456000546
fixed-mip-admm,92,666276.4915922189,false,false,0.0006300392572705007,0.0013474034374462637,15.676919923125537,2874.0989621332437,205.2027989999624
fixed-mip-admm,93,666238.3668093489,false,false,0.0006693736459206252,0.001259746830620856,13.895707976479224,2875.3229898838613,207.15052580006886
fixed-mip-admm,94,666203.8463324996,false,false,0.0003982786442348891,0.0013316186876861614,13.245014458787418,2876.694627683807,209.74052940006368
fixed-mip-admm,95,666175.6355695939,false,false,0.0008914802254362236,0.0012918152114598236,19.04844022788443,2877.006607976422,212.2922693999717
fixed-mip-admm,96,666151.4168414325,false,false,0.0006100901635108339,0.0011774852556203919,19.815450309027423,2879.927827178171,214.92224510002416
fixed-mip-admm,97,666112.6852267383,false,false,0.0008079571381359729,0.0012715526016564786,29.507428684230185,2878.225626158177,217.11939939996228
fixed-mip-admm,98,666107.3070960253,false,false,0.00036663833777728083,0.0012907619488934374,14.640905121510613,2877.4008627062667,219.17615760001354
fixed-mip-admm,99,666074.9404402793,false,false,0.0005813271130330634,0.0010300479176891808,22.411636361695024,2877.7622928517435,221.14702350005973
fixed-mip-admm,100,666061.6585374037,false,false,0.0011410817297657513,0.0012327594238522588,11.92806726542957,2881.290730189838,223.20604700001422
fixed-mip-admm,101,666037.6176523312,false,false,0.0006868503788366449,0.0011902829538118498,17.55651602296457,2884.519247093141,225.72008999995887
fixed-mip-admm,102,665998.3883162623,false,false,0.0004809002872806648,0.0011677506661173097,10.022081199899027,2883.71067104271,227.74402230000123
fixed-mip-admm,103,665992.1429293177,false,false,0.0012020891555807676,0.0012203794074585606,10.574992219006557,2884.585267444947,230.21541439997964
fixed-mip-admm,104,665965.1233975521,false,false,0.0007274107915469508,0.0012147144036604995,23.97285765600217,2885.2032962797107,232.3724684000481
fixed-mip-admm,105,665931.4026753083,false,false,0.0005341329373446113,0.0010586484071184454,19.160369849905614,2885.293853502663,234.266464299988
fixed-mip-admm,106,665926.9603466151,false,false,0.0011434511488741528,0.0012805633040797737,16.460082195355543,2887.84377952801,236.39151770004537
fixed-mip-admm,107,665888.6703959784,false,false,0.0005806827035853557,0.0009910689489910363,22.53944932261691,3110.4940680172917,238.16693349997513
fixed-mip-admm,108,665878.717091969,false,false,0.0007676678613569963,0.0012268902430756512,26.700848583857542,2888.323157680025,240.64838619995862
fixed-mip-admm,109,665851.6987589875,false,false,0.000881591811038529,0.0011541972704985914,14.515969975962706,2888.5392187650227,242.85065759997815
fixed-mip-admm,110,665830.9085823062,false,false,0.0005879250674278164,0.001159930229182926,14.631977699902365,2890.278466112068,245.03763320005964
fixed-mip-admm,111,665803.3843765918,false,false,0.0005199022171101918,0.0017188435586509287,14.168775355953496,2893.2068353123823,247.71892789995763
fixed-mip-admm,112,665794.7984765859,false,false,0.0006083820183208632,0.001146467379951388,21.21542785944146,2899.53236376609,250.30647690000478
fixed-mip-admm,113,665770.0180902943,false,false,0.0006002008614039997,0.0010149129891316444,20.13936006235217,3229.1035999929204,252.36059399996884
fixed-mip-admm,114,665766.6422463176,false,false,0.0007923642446420517,0.001220287906700812,16.65457038051082,3452.633503879696,255.5411089999834
fixed-mip-admm,115,665736.2912157304,false,false,0.0004162305897038093,0.0010211245239768463,14.650514232031052,3490.7912802299193,257.4856119999895
fixed-mip-admm,116,665732.1672231831,false,false,0.00040568804891754316,0.0011610110719501021,11.477009968004728,2897.0787205306733,260.04078290006146
fixed-mip-admm,117,665701.9406710773,false,false,0.0007313281604251053,0.0011855104251736748,11.475463448011519,2898.2339378850393,262.0085998000577
fixed-mip-admm,118,665686.4009822148,false,false,0.0005153818823877034,0.001194151285043299,17.147948081428677,2899.6758199100295,264.303158499999
fixed-mip-admm,119,665655.5641712832,false,false,0.0004534986653380438,0.0011601170353930934,11.569235832037396,3523.2485803456743,266.82877919997554
fixed-mip-admm,120,665643.2493326184,false,false,0.00037527594307418255,0.0009895158480805466,16.220269051704435,3579.0196599034402,269.1813365999842
fixed-mip-admm,121,665619.499408803,false,false,0.0004090426892339183,0.0009679533391405148,18.47150670329864,4416.451649448428,270.78567070001736
fixed-mip-admm,122,665620.6084251055,false,false,0.0006177358953274414,0.0012309104304837337,15.030321639250994,4979.361806773955,273.18307979998644
fixed-mip-admm,123,665588.4984206363,false,false,0.0003930643793750542,0.0011792050445945668,8.65443029810684,5258.078209460108,275.52030910004396
fixed-mip-admm,124,665575.752724259,false,false,0.0009958211829680496,0.0011808937467923108,11.441872233375632,4052.2898089513787,277.76155930000823
fixed-mip-admm,125,665547.6787021502,false,false,0.0010557951895244135,0.0012275265671863878,13.4124510075872,3635.7741822608123,279.8720992000308
fixed-mip-admm,126,665527.8829144529,false,false,0.0009336072620113028,0.001214093157297258,20.428465441371998,5078.793716242678,282.0793196000159
fixed-mip-admm,127,665520.7113292476,false,false,0.0008587841384562148,0.001268014331243239,20.263495755987147,2919.4238752512047,284.42141349997837
fixed-mip-admm,128,665503.0842882119,false,false,0.0007493435672030202,0.001192746767600561,21.27256349112638,2916.784695659671,286.30249859998
fixed-mip-admm,129,665486.0282404465,false,false,0.0008217155543494004,0.0020278884924616047,24.812175347985193,2916.816959411351,288.1922857000027
fixed-mip-admm,130,665479.3777045277,false,false,0.0005217640517261807,0.0009746112562855624,10.193315430815687,2915.434298773381,290.3134368000319
fixed-mip-admm,131,665457.5704492162,false,false,0.0006711530813710564,0.0009695735900637319,19.91093074099195,2916.104194098122,292.06973520002794
fixed-mip-admm,132,665456.570411722,false,false,0.0006761593897056939,0.0013189087146912026,20.0596086753854,2931.7027673503053,293.9684993000701
fixed-mip-admm,133,665444.742277341,false,false,0.0005804976906049787,0.0006676015613061859,12.83396385691398,2931.6926752562067,295.60227420006413
fixed-mip-admm,134,665421.2305459753,false,false,0.0007223557022477678,0.002216751829020212,18.580788551413264,2931.8607387972625,298.1071222999599
fixed-mip-admm,135,665419.2717334942,false,false,0.0005136617943101718,0.0010012141803167895,16.568774734233155,2932.3387754779187,300.3623644000618
fixed-mip-admm,136,665401.0856663109,false,false,0.00037369600725756236,0.0009727360215979197,10.588116744687172,2931.863158492528,302.2628979999572
fixed-mip-admm,137,665395.3808585706,false,false,0.0004505401229605299,0.000986953968183435,20.345443447375875,2933.459256768187,304.41516710002907
fixed-mip-admm,138,665370.3914742753,false,false,0.0004896216502846902,0.0009780853074423668,9.640484702030793,2933.272150995246,306.1917571000522
fixed-mip-admm,139,665357.8504008638,false,false,0.0004605074113478158,0.0010375553797257742,14.560511391442619,2934.459818822588,308.041326400009
fixed-mip-admm,140,665337.5784610297,false,false,0.0003723564402243751,0.0009716758661541536,15.160701118741455,2935.279371465668,310.4199519000249
fixed-mip-admm,141,665328.9016626179,false,false,0.0005870409878139097,0.0009853772885126677,11.92137394727911,2935.3375734546403,313.23724389995914
fixed-mip-admm,142,665331.2119529311,false,false,0.0006084531744297763,0.0009467967026507984,13.70154816900773,4286.906944059289,315.41528149996884
fixed-mip-admm,143,665297.4405381544,false,false,0.0008068203390451216,0.0009669742484383903,21.317443414539238,2936.7084701356953,317.555187299964
fixed-mip-admm,144,665293.0466744226,false,false,0.0006931067641613563,0.0011118506094525832,21.654250449385255,2951.9370576530537,319.69552559999283
fixed-mip-admm,145,665271.3624405876,false,false,0.0005984838219529002,0.000978778621895382,18.475005645809368,2946.6130364216383,321.68681009998545
fixed-mip-admm,146,665249.2862245266,false,false,0.0012303152844364094,0.0009893440680522909,11.004585277662724,2946.854204896835,323.56696440000087
fixed-mip-admm,147,665253.6747628915,false,false,0.0014193716394254405,0.0009819440870229013,21.95532043017987,2947.6121338200683,325.52847640006803
fixed-mip-admm,148,665234.9262417495,false,false,0.000880042221963858,0.0009055255817722596,19.305270423621344,2950.1622422715727,327.71056040003896
fixed-mip-admm,149,665223.9676329353,false,false,0.0006427977625821368,0.0009352708825802747,19.36426179203685,2964.6997937123947,329.71186979999766
fixed-mip-admm,150,665208.9634812739,false,false,0.00038428584553932155,0.0009044109285374358,10.082360828754743,2964.398249526458,331.78757809998933
fixed-mip-admm,151,665202.8354610327,false,false,0.0004723683554692659,0.0009409207583099266,21.131504129564377,2966.0163111716097,334.265848500072
fixed-mip-admm,152,665185.491190501,false,false,0.000551893873250664,0.0009638887759479964,22.432448954301233,2965.753598161344,336.4980332000414
fixed-mip-admm,153,665194.341983136,false,false,0.0008100912533588103,0.000970586693317177,19.13701021046938,2969.245655083672,338.7737531999592
fixed-mip-admm,154,665170.4203578625,false,false,0.00042002121415374294,0.0009877609791909547,17.01594259408354,2968.8760221661696,340.64070900005754
fixed-mip-admm,155,665162.3257805008,false,false,0.0004137652943058123,0.0008883953998931049,18.001593635905,3823.8756778168004,342.81360880006105
fixed-mip-admm,156,665167.9751301787,false,false,0.0007095541573671569,0.0009764345144243625,21.69955122861322,2969.4586064584937,344.72552620002534
fixed-mip-admm,157,665146.9317664693,false,false,0.0006130330704399722,0.0008381724587173123,21.706181964585205,2969.4643834060007,346.6240475999657
fixed-mip-admm,158,665145.7068193359,false,false,0.000682791570060931,0.0009931747641116484,23.715961181632455,2981.724181998448,348.64168200001586
fixed-mip-admm,159,665123.1084251943,false,false,0.0005722044812027649,0.001101554393559967,13.989235955362776,2977.713864730135,350.4799977999646
fixed-mip-admm,160,665117.5925549397,false,false,0.0004888006978182036,0.00095922444290647,19.55655241501676,2978.0163126021866,352.39763120003045
fixed-mip-admm,161,665105.8800297814,false,false,0.0003342009055803119,0.0009447327867627142,14.10364617164466,2977.857294911921,354.5276979999617
fixed-mip-admm,162,665111.8051472394,false,false,0.00042886243406636826,0.0006675015328424516,16.761044074559432,2979.7312983365887,356.6365288000088
fixed-mip-admm,163,665102.4485696648,false,false,0.0004119386762111432,0.000795697159214289,18.602283378378388,2979.753793730698,358.43875630002003
fixed-mip-admm,164,665101.8184968343,false,false,0.00041413405586874716,0.0009998642660204449,17.392389437116176,2976.3988636135923,360.63207529997453
fixed-mip-admm,165,665075.7615614472,false,false,0.0007336588013095169,0.0009083692213177619,22.392100911368363,2977.55003416467,362.5452564000152
fixed-mip-admm,166,665073.1152446977,false,false,0.0007479615525705086,0.0009923404934873425,22.82773050091299,2991.4251825594483,364.64406079996843
fixed-mip-admm,167,665063.8766818452,false,false,0.0004397984734908489,0.0009991976770642452,19.276244435742935,2991.6741393084885,366.61433959996793
fixed-mip-admm,168,665058.0286189838,false,false,0.0007091963837350806,0.0009787946112953527,18.28511633038485,2997.8371150139124,368.994349500048
fixed-mip-admm,169,665038.7002071083,false,false,0.0007073745227903494,0.0009807007130190892,27.92050231594322,3828.8564688542087,370.8329934000503
fixed-mip-admm,170,665029.7959133694,false,false,0.0006609354604328876,0.0009702668201384546,20.244275704473544,3828.7334671476083,372.990943999961
fixed-mip-admm,171,665036.9136870943,false,false,0.0004969282418186283,0.0007078007420177144,19.2318740129757,3828.43809709697,374.7635394000681
fixed-mip-admm,172,665034.9708986288,false,false,0.00047850611247690633,0.0006732495499761626,21.60832865816838,3829.8383074807057,376.7787226999644
fixed-mip-admm,173,665015.6323873095,false,false,0.0007203403930138297,0.0009877964029018638,16.44748181332154,3831.385615945354,378.9488004000159
fixed-mip-admm,174,665009.1114319391,false,false,0.0007524214817635766,0.0010116144409523242,24.978825717710645,3830.389424562909,380.99270399997476
fixed-mip-admm,175,665001.8660911004,false,false,0.0005853077805760276,0.0009882484396552815,23.388093258251917,3830.714471832683,382.7993107000366
fixed-mip-admm,176,664990.4315310987,false,false,0.0007258951367671296,0.0009871931417909652,29.05721357424501,3830.7498019205796,384.7498891999712
fixed-mip-admm,177,664979.3373599129,false,false,0.000977455284638773,0.0019131284801621588,40.27092380549132,3829.857287514009,387.2493249999825
fixed-mip-admm,178,664977.4681869306,false,false,0.0005424678522915061,0.0009800255424985416,16.739152406513846,3829.070750283292,389.39203129999805
fixed-mip-admm,179,664969.1697972228,false,false,0.0004968868248896863,0.0009509967706961553,12.962700867135663,3831.4305934517542,391.7665455000242
fixed-mip-admm,180,664964.3751012675,false,false,0.0005033991338481147,0.0009889361977344913,14.190610950303872,3830.714161447477,394.0508329999866
fixed-mip-admm,181,664960.2195524876,false,false,0.0007020070993531769,0.0009867784941977598,15.68161800335448,3830.589553551728,395.99906790000387
fixed-mip-admm,182,664949.600225436,false,false,0.0007418091322276936,0.001008250079206574,16.406349961289543,3835.090821198457,398.09568410005886
fixed-mip-admm,183,664932.6370986105,false,false,0.0009818499107498158,0.0009783940592865137,33.53532458774714,3838.46914653271,400.3162526000524
fixed-mip-admm,184,664922.8347811943,false,false,0.0008319037702418305,0.0009710098039519832,19.844392031883423,3839.878168459889,402.80328019999433
fixed-mip-admm,185,664919.8839652822,false,false,0.0005883850977527194,0.0009990451631256003,25.763791679447433,3841.887306608183,404.8772298999829
fixed-mip-admm,186,664903.304503482,false,false,0.0006967844972729934,0.0010508883251732493,25.205504820389077,3842.9681817500914,407.35141230002046
fixed-mip-admm,187,664895.2400697648,false,false,0.0007358085959781281,0.0014325930932511215,19.853112109559444,3844.133512364801,409.6580185999628
fixed-mip-admm,188,664890.4601430245,false,false,0.0005795429153572437,0.0010207400234604758,20.475665373258018,3843.5739178051513,411.4186747999629
fixed-mip-admm,189,664876.7070112098,false,false,0.0003697204431331513,0.0010135188833995668,20.725240101706742,3844.3127678221404,413.8435127000557
fixed-mip-admm,190,664871.366964951,false,false,0.000845787813022747,0.0010964864961263698,33.333582166726536,3843.300813854169,416.57657899998594
fixed-mip-admm,191,664867.8204840313,false,false,0.0010372702405404,0.001016996852770513,41.22362157754049,3843.1747275819994,418.55340460001025
fixed-mip-admm,192,664849.0357255676,false,false,0.0007983370058460889,0.001033165657430577,24.1566615555592,3842.357722956811,420.59979859995656
fixed-mip-admm,193,664850.025722509,false,false,0.0006237283987064546,0.0009756648851195204,19.637038692723717,3846.910616002261,422.53910659998655
fixed-mip-admm,194,664843.5817230359,false,false,0.00044425355970523217,0.001021597736722113,20.061555485635143,3846.6840295703537,424.46303670003545
fixed-mip-admm,195,664825.3254077717,false,false,0.0008275358573521241,0.001279835249242911,33.28252961691463,3846.1306298221707,426.725623400067
fixed-mip-admm,196,664822.9697310687,false,false,0.0008677518874165013,0.000915947825259722,34.81631606469089,3847.891009207689,428.8645894000074
fixed-mip-admm,197,664806.3334324666,false,false,0.000630966002261292,0.0010240121837831184,24.18425726789432,3848.315379998584,431.3028262000298
fixed-mip-admm,198,664797.4238898236,false,false,0.0006495304174232164,0.0011084385675699387,29.331426218374325,3848.791701333965,433.48556860000826
fixed-mip-admm,199,664792.0610892762,false,false,0.0004866720931475596,0.0009641446584562063,16.939143640120623,3847.2528794189334,435.8969197999686
fixed-mip-admm,200,664785.4422987859,false,false,0.0007990256410774221,0.0010002334339482277,30.78158309858277,3848.5649188222974,437.9540045000613
fixed-mip-admm,201,664773.3713274418,false,false,0.000800576567249689,0.0010841887578190413,30.650834341612374,3849.8234481971267,440.031192000024
fixed-mip-admm,202,664764.1234141752,false,false,0.000533607369887279,0.0009583289263494499,21.258913427287634,3849.1502775740887,441.7928619000595
fixed-mip-admm,203,664758.8675588524,false,false,0.0004616581536739106,0.0010133662505661944,14.73336377225278,3849.6160817674154,443.60505600005854
fixed-mip-admm,204,664744.2570037998,false,false,0.0006688351152901125,0.0009811016832466102,16.075527457847766,3850.862376407398,445.51499080006033
