method,iteration,cost_CNY,model_pass,original_pass,primal,dual,model_ratio,original_ratio,elapsed_sec
fixed-mip-admm,205,664759.0354077646,false,false,0.0017065236837529988,0.0,37.37028801002667,3850.862376407398,447.51392449997365
fixed-mip-admm,206,664730.2607378358,false,false,0.0017065220246377695,0.001020736273084022,37.374690509520285,3869.132985605924,449.544082300039
fixed-mip-admm,207,664732.7475042215,false,false,0.0007578498458451037,0.0009884257967808785,21.94272906878774,3868.903351489897,451.5721584999701
fixed-mip-admm,208,664725.9995405864,false,false,0.00042823025750146626,0.0009681000387788408,18.595058471985933,3868.2413555072953,453.4968657999998
fixed-mip-admm,209,664712.9776424799,false,false,0.000705393281644328,0.0009738071548807126,21.726148706646104,3868.532033926512,455.3362261999864
fixed-mip-admm,210,664707.9775273073,false,false,0.0007163553511704904,0.000988887066203259,16.99378806523027,3868.688418231221,457.4285292000277
fixed-mip-admm,211,664701.6779278752,false,false,0.0007044689781264078,0.00093769595578308,25.383566401539877,3878.12119638808,460.0145604000427
fixed-mip-admm,212,664679.4974363802,false,false,0.0005667712020676272,0.0009373963988681955,16.440549140517295,3875.3193097777594,462.0127634999808
fixed-mip-admm,213,664684.1621561551,false,false,0.0003851529123699571,0.0009469081771783152,10.396663970069222,3874.7111216301028,464.18882879999
fixed-mip-admm,214,664674.3535297224,false,false,0.0009187587057946055,0.0009764687606195754,17.453803182521465,3873.046404827124,466.36824710003566
fixed-mip-admm,215,664672.410286897,false,false,0.00038431456049081714,0.0009285316575488034,17.354836468480865,3873.071672103553,468.50007700000424
fixed-mip-admm,216,664670.8591945074,false,false,0.0003961378275499916,0.0006682692590787333,17.488654120726597,3871.9451841892956,470.450429599965
fixed-mip-admm,217,664658.9860366682,false,false,0.0004584994056300862,0.0009470568991841177,15.720104586508816,3869.4577385882094,472.4256278000539
fixed-mip-admm,218,664665.04431746,false,false,0.0007231355618769197,0.0009614994354949502,28.315333022950842,3869.3809700345796,474.72939410002436
fixed-mip-admm,219,664644.437289667,false,false,0.0004955191064639295,0.0012722996342715855,12.793305529016541,3868.952505750127,476.8097010999918
fixed-mip-admm,220,664639.6768127938,false,false,0.00043153771372284044,0.0009697655718316489,19.487334651273848,3869.9670389898074,479.25673839997035
fixed-mip-admm,221,664640.1179603107,false,false,0.0006105632211083067,0.0009102356663219235,23.789173163542657,3843.118173275465,481.3647085999837
fixed-mip-admm,222,664625.3668490688,false,false,0.00040363863306425163,0.0009962201669535542,16.06254004308133,3843.951861021611,483.37430909997784
fixed-mip-admm,223,664628.3876322799,false,false,0.0006279911787774317,0.0009541307054334314,22.388044439746306,3845.6202783830913,485.5322681000689
fixed-mip-admm,224,664617.5178107542,false,false,0.0009535332034678046,0.0,39.13033234245014,3845.6202783830913,487.761688800063
fixed-mip-admm,225,664613.1654566302,false,false,0.0008524502284343871,0.0018059834319021917,39.14103466750556,3864.837218048021,490.04059840005357
fixed-mip-admm,226,664599.6808350777,false,false,0.0005175496575087202,0.0008104058113950494,21.50807722754357,3845.9073728354992,492.5591881000437
fixed-mip-admm,227,664599.4792670058,false,false,0.0006687083761539592,0.0005494011173496904,26.515338044189484,3845.3757753118643,495.00351030007005
fixed-mip-admm,228,664590.9853104609,false,false,0.0006687083761539592,0.0,26.515338044189484,3845.3757753118643,497.3432273999788
fixed-mip-admm,229,664594.3678712219,false,false,0.0009316819501421492,0.0005427807039785071,36.792969138144414,3848.026768104069,499.44611290004104
fixed-mip-admm,230,664584.1901893932,false,false,0.0009386029960588571,0.0008038703212999193,18.89489410716196,3845.1197604569384,501.39820739999413
fixed-mip-admm,231,664578.3558612904,false,false,0.0008020916094239328,0.0014193668103999668,16.95839273216225,3845.515748589512,503.6480450000381
fixed-mip-admm,232,664574.7367539931,false,false,0.0004669159574399416,0.0006256715301055649,17.00197472428415,3846.1489635714584,505.77729320002254
fixed-mip-admm,233,664568.6271116089,false,false,0.0005255801632810808,0.0,27.094439031775288,3846.1489635714584,507.89759700000286
fixed-mip-admm,234,664571.2089680197,false,false,0.0005697770754464898,0.0,37.352901020254755,3846.1489635714584,509.74358790006954
fixed-mip-admm,235,664568.3284391351,false,false,0.0005360757576902409,0.0010716354226342484,37.388877723806694,3865.8568137821194,511.57081429997925
fixed-mip-admm,236,664555.7927622407,false,false,0.00046421615652617043,0.0006957873938076361,14.601214147854291,3848.198076996313,513.8250760000665
fixed-mip-admm,237,664558.1262663954,false,false,0.00048238133105234747,0.0005091628936979287,17.8614995238454,3847.957165391198,515.8766705000307
fixed-mip-admm,238,664548.432648773,false,false,0.0009343787076710589,0.0,27.339665615013896,3847.957165391198,518.0204864999978
fixed-mip-admm,239,664555.5609172643,false,false,0.0009374158093075327,0.0,14.237601215721309,3847.957165391198,520.3057830999605
fixed-mip-admm,240,664546.3521918745,false,false,0.0011141058659677183,0.0014067839943533444,31.772062778629973,3848.3779657493383,522.3059332000557
joint-mip-admm,1,786427.5005259023,false,false,0.4758216140605913,0.8188107642921411,18170.237766326063,3121.894145666538,13.77470099995844
joint-mip-admm,2,777801.7649293923,false,false,0.3193186887040551,0.25071966744044405,12184.529666598895,2515.3513889710766,15.639417600003071
joint-mip-admm,3,761366.6964508584,false,false,0.15063348541509247,0.024824537634575077,5911.245906685008,4319.3082392059,17.210402500000782
joint-mip-admm,4,740230.4935419192,false,false,0.004901492651386105,0.009553813924830568,164.62532994094704,1594.2284950359551,18.899872799986042
joint-mip-admm,5,726171.0349083254,false,false,0.003614294053987721,0.008390360982671652,139.29078538104335,3036.780751656091,20.864819999900647
joint-mip-admm,6,715537.0067545325,false,false,0.0015416158815291237,0.007248457718361689,61.035185011528256,2788.5930364392975,22.52898089995142
joint-mip-admm,7,707049.6897248139,false,false,0.0024327885191446214,0.006342408683641554,91.27695560816987,1540.031706899623,24.08896839991212
joint-mip-admm,8,700256.1920307754,false,false,0.009675483492667891,0.010791967686993725,332.31181030710013,2058.079985702937,25.770778500009328
joint-mip-admm,9,694857.7236978447,false,false,0.010596078825262062,0.004597570004266416,362.5015540643177,2005.1341364377392,27.857236999901943
joint-mip-admm,10,690801.1082288128,false,false,0.0027463864419595696,0.004310565147801426,170.90816397011415,2249.070666712612,29.741154999937862
joint-mip-admm,11,687245.6781910735,false,false,0.004429468634032929,0.005774058014229033,171.94619539887722,2191.8389277471533,31.488157199928537
joint-mip-admm,12,684498.9989985805,false,false,0.004401796777226741,0.0045594675158323605,170.79515710568802,3616.585804578042,33.97909209993668
joint-mip-admm,13,682302.0992463956,false,false,0.0010381964784729747,0.0036753170858104256,44.22632934128917,2652.928089650515,36.23838150000665
joint-mip-admm,14,680732.7833295169,false,false,0.0012289115138759826,0.0027871262622560233,42.06242057539329,4781.1776615306235,38.44027519994415
joint-mip-admm,15,679551.3594806603,false,false,0.000896946344021373,0.0026806284975617323,18.433100218838064,2483.769394411075,40.9645968999248
joint-mip-admm,16,678535.5366905474,false,false,0.0031017566539341956,0.004454099888903884,121.96260336913276,2417.508627288685,43.50901369994972
joint-mip-admm,17,677630.9062816498,false,false,0.0031065119859267076,0.002662364054152877,122.11134132550812,3132.60470317001,45.46499619993847
joint-mip-admm,18,676858.5332313476,false,false,0.0006319399152800945,0.0025529952216678253,11.840655178183441,2632.8093085564924,47.48390220000874
joint-mip-admm,19,676194.3410876663,false,false,0.0008359006240834521,0.0025488776713971095,18.361642451029876,4104.82629990495,49.3063210999826
joint-mip-admm,20,675629.217557668,false,false,0.0006028578023605791,0.0026124240787836484,33.18960815745202,2904.1562981899397,51.07370379997883
joint-mip-admm,21,675113.2734364745,false,false,0.001327511133938919,0.0026275150645778678,52.160827676550035,3431.1630328269316,52.7627124999417
joint-mip-admm,22,674653.4206003636,false,false,0.0005355660504309245,0.0025812994985408982,13.899924013713465,3019.6904831024153,54.94018259993754
joint-mip-admm,23,674258.2511709803,false,false,0.0007230119106581747,0.00373719580073948,18.728803897095112,3347.8832768677767,57.30890329997055
joint-mip-admm,24,673866.3489677956,false,false,0.0005600801940460545,0.0025845622811139085,20.085322667699675,3112.2325472173034,59.607725599897094
joint-mip-admm,25,673515.9285036178,false,false,0.0005941967345983179,0.0025254700645802874,21.311847881052387,3242.786803393973,61.49422789993696
joint-mip-admm,26,673194.3792674611,false,false,0.0009716775795036714,0.0025520573331638957,38.280234242552446,4205.497109716402,63.65064559993334
joint-mip-admm,27,672892.6209201423,false,false,0.0006543107086453004,0.00253698071960326,15.10305764520463,2094.451452673915,65.66003329993691
joint-mip-admm,28,672616.442728878,false,false,0.0009372564179581655,0.0025373218190325314,31.705974498217614,4142.0259221151955,67.8490416998975
joint-mip-admm,29,672376.6083012111,false,false,0.0006857007230456347,0.0025529988452994284,23.464939549040448,1964.7070560239251,69.7588245999068
joint-mip-admm,30,672122.700097825,false,false,0.0004572796626781672,0.0025236765405081962,16.71271183007794,4286.303563428003,72.08353399997577
joint-mip-admm,31,671911.4854249095,false,false,0.0005378629900674448,0.002546612054169617,20.477661481931836,2902.4047172327487,74.13196289993357
joint-mip-admm,32,671698.3123478476,false,false,0.0034632723651975006,0.0038458785666514173,135.89809012779978,8038.497130484993,76.11191989993677
joint-mip-admm,33,671482.0678508517,false,false,0.003422966269878036,0.002552027298370216,134.32870135872486,10970.449893419298,77.95416809991002
joint-mip-admm,34,671249.5919354851,false,false,0.0008642271758891873,0.0026294936101888215,39.0266798375201,3113.4528675189777,80.11387659993488
joint-mip-admm,35,671060.9301162518,false,false,0.001040452403899192,0.002516679474372799,22.31663686738807,2356.1464345916083,83.18927139998414
joint-mip-admm,36,670873.828330569,false,false,0.0035017462147935996,0.0038859049407320434,133.6192634592267,6519.215205225308,86.1949085999513
joint-mip-admm,37,670671.6233766815,false,false,0.003501510129790053,0.002552512132120585,133.61025495251855,3737.9404728955965,88.4374132999219
joint-mip-admm,38,670466.7392182556,false,false,0.0009280426081749171,0.0025529904009005955,41.90845041126955,3565.1047067930654,90.48466309998184
joint-mip-admm,39,670286.285575334,false,false,0.001008880325169317,0.002641953963844479,27.011354532272726,2720.424775778399,92.85976989998017
joint-mip-admm,40,670133.5243415176,false,false,0.0011253156923479724,0.0026372652272551728,45.41528784028126,5165.3702052787485,95.33581919991411
joint-mip-admm,41,669970.5009305982,false,false,0.0008230987002695311,0.0025472626020686256,14.019975586879907,2866.1706503054643,97.54407979990356
joint-mip-admm,42,669828.7150399302,false,false,0.0008721916697459757,0.002547392869301335,15.238448762625767,2521.9604273205655,100.13409329997376
joint-mip-admm,43,669677.1301706713,false,false,0.0006537749353300896,0.002577229644133372,24.172023215301696,2588.4317120451274,102.63143319997471
joint-mip-admm,44,669516.4560926023,false,false,0.0022548769200886913,0.0033725968788559466,28.783642503778317,2750.86453105431,105.71197279996704
joint-mip-admm,45,669393.685274191,false,false,0.00066382977821422,0.002538392059835637,29.977155247779294,2712.3503167246836,107.62684149993584
joint-mip-admm,46,669249.2185180379,false,false,0.0006425393826315906,0.0029162626495855596,26.637361751383647,2788.244485902521,109.61632419994567
joint-mip-admm,47,669134.716191225,false,false,0.0008678792973092443,0.002534914568911778,18.697670152033552,2317.60065347589,111.40608019998763
joint-mip-admm,48,669014.4603648734,false,false,0.0009889806344321938,0.002352398467825298,15.588303551379434,2343.541657083347,113.38196979998611
joint-mip-admm,49,668887.7448151112,false,false,0.0004952647992194749,0.0025990808929914205,18.991250424523592,3273.322871108442,115.5653284
joint-mip-admm,50,668780.8045372778,false,false,0.0010422663270413632,0.0025434191833571124,19.777485622164257,3253.8974152783953,117.39281909994315
joint-mip-admm,51,668668.1688377244,false,false,0.0007869113064085482,0.002463869376255444,23.021391271555807,3240.3026726045614,119.68454579997342
joint-mip-admm,52,668554.052277139,false,false,0.0007453877349852676,0.002552343405849769,13.94671070890261,3224.6743436251722,121.5538835999323
joint-mip-admm,53,668461.1213043742,false,false,0.0006893486833242351,0.0024983849148322926,27.73540694016235,3205.4576401032614,123.57533159991726
joint-mip-admm,54,668359.195072255,false,false,0.0008259046891346822,0.002478659822941154,27.430943164027582,2862.250930691346,125.71499879995827
joint-mip-admm,55,668262.7691677075,false,false,0.0007173358329863114,0.0022237318516866167,19.198294897884864,3332.012932389956,127.42384939990006
joint-mip-admm,56,668181.3546776053,false,false,0.0007257840063094219,0.0022890115785285103,16.75215725671642,2836.8458886259423,130.01848249998875
joint-mip-admm,57,668110.5592114527,false,false,0.0007768095744806469,0.0022027313648046998,29.602792220283447,2823.955459925486,131.77819859993178
joint-mip-admm,58,668010.1108991889,false,false,0.0007076671954318915,0.002319150395627523,15.512807629470302,2813.4135510059873,133.98896949994378
joint-mip-admm,59,667947.1614544934,false,false,0.0007818165507970031,0.0023524481514414775,24.887103052566236,2804.8655498173334,136.09920269995928
joint-mip-admm,60,667859.4319099834,false,false,0.0006706545441825366,0.002701106271827347,20.486711493233233,2800.605388971534,138.313882599934
joint-mip-admm,61,667785.914220542,false,false,0.00041826194844629683,0.002338149514672261,18.887829040365194,2793.198750584911,140.66683849995025
joint-mip-admm,62,667714.7856585361,false,false,0.0004780168195192003,0.002265872518328993,10.377656842504193,2787.342574156387,143.3418736999156
joint-mip-admm,63,667644.0228117227,false,false,0.0005828676855809565,0.0023247825687557344,17.208322402446765,2781.2618390003886,145.99733959999867
joint-mip-admm,64,667563.054837968,false,false,0.0006680454745499054,0.0022979580001166178,20.471936745661647,2777.8003628176602,148.57491749990731
joint-mip-admm,65,667502.581860297,false,false,0.0008019559666471056,0.002367121300008601,19.32229525461058,4211.809394471588,150.71296049992088
joint-mip-admm,66,667439.6104303091,false,false,0.000661645121988963,0.0020619714736300754,13.740697635354847,3104.2601414585242,153.33920139994007
joint-mip-admm,67,667373.1983293691,false,false,0.000681544891503183,0.0022937706526225954,17.94741854204338,3099.8497803339837,155.440963299945
joint-mip-admm,68,667330.1769325427,false,false,0.0006627930029382001,0.0020639734134030863,21.70049477736149,3095.1723458905267,157.65774319996126
joint-mip-admm,69,667264.6195820203,false,false,0.000922070954861219,0.002138572504877201,14.438615561659967,3090.17430787821,161.3792764999671
joint-mip-admm,70,667196.6603038136,false,false,0.0006652831786527758,0.0021648886857107974,21.80531242011328,3090.1757197197903,163.31555999990087
joint-mip-admm,71,667176.9001407987,false,false,0.0011018459387524993,0.002168058855196997,16.671834143269344,3090.4364213451863,165.4303011999
joint-mip-admm,72,667123.8267628512,false,false,0.0006336834103667366,0.002190058735183409,21.088797532525284,3085.880974114812,167.53341699996963
joint-mip-admm,73,667057.2801007952,false,false,0.0013150932121208311,0.002278908610422292,20.246618830108584,3077.2148733096697,170.12024349998683
joint-mip-admm,74,667017.2390604432,false,false,0.0007438918195476468,0.0023204546041697416,22.052786004294294,3073.1358523392596,171.99377469997853
joint-mip-admm,75,666965.5138143947,false,false,0.0007751598784500012,0.002317928938969649,13.984458788140484,3069.3473116541895,174.1442292999709
joint-mip-admm,76,666908.9194251732,false,false,0.00045845226793485294,0.002271717758377423,15.581304477345277,3067.8068220248506,175.90342889993917
joint-mip-admm,77,666878.5074123439,false,false,0.0009196800420327426,0.002248156241921262,10.53628089325269,3067.7847275805466,178.17293070000596
joint-mip-admm,78,666827.9273016395,false,false,0.0005951748681823534,0.0022756131936427226,20.226337315886134,3068.0136189843565,180.44293079990894
joint-mip-admm,79,666804.1059315425,false,false,0.0005928889796181236,0.0022689185494207953,18.312331782265268,3059.4819725968523,182.3809889999684
joint-mip-admm,80,666746.0816820028,false,false,0.0005412079712048216,0.0022544688145255676,16.406955619435436,3048.5964581991707,184.40722189994995
joint-mip-admm,81,666699.5214836558,false,false,0.0006997109544491288,0.0022394291621932183,15.44752108183442,3048.956460791632,187.24379869992845
joint-mip-admm,82,666654.0593453551,false,false,0.0004731339297047632,0.0022527096238361133,13.039588120417642,4457.361798811107,189.3082826999016
joint-mip-admm,83,666614.5794799826,false,false,0.00048738192688756263,0.0020656381771997356,16.36840054297066,3039.7007748392452,191.28311919991393
joint-mip-admm,84,666585.3149670516,false,false,0.0009580052132517891,0.002242053042982972,16.486893303393014,3039.9046282571812,193.2977622000035
joint-mip-admm,85,666559.4722209035,false,false,0.0013337816490218823,0.0022427636839544296,19.991414616286388,3047.741751757047,195.71987249993253
joint-mip-admm,86,666513.4121068611,false,false,0.0012280569946010803,0.002263442223894463,16.143829418469476,3040.6067012623275,197.95730609993916
joint-mip-admm,87,666474.9934126827,false,false,0.0009084959087120631,0.0022486430606538654,14.635762887860757,3034.357112255898,200.2210065999534
joint-mip-admm,88,666421.2008299012,false,false,0.0008030783021246747,0.0022582476724971046,22.220146697230085,3029.494319801822,202.367070499924
joint-mip-admm,89,666391.8109523859,false,false,0.000836329701743941,0.0021073184967217995,23.723390426274992,3025.99736724773,204.60020869993605
joint-mip-admm,90,666359.6963427276,false,false,0.0005683256517478343,0.001956122422860751,13.394987812995051,3375.0797379661626,206.4841816999251
joint-mip-admm,91,666319.3393378351,false,false,0.0009638930439658051,0.0015703819772720506,18.690786088100616,3018.875835257818,208.82934609998483
joint-mip-admm,92,666281.8381311792,false,false,0.0005275381176613782,0.001579357553830216,17.002846443572828,3019.8995407628518,211.33559009991586
joint-mip-admm,93,666247.8001700114,false,false,0.0005626663917913666,0.0016729276302710205,22.003479588158633,3014.6305660502617,213.72165620001033
joint-mip-admm,94,666224.548934123,false,false,0.0007592752886953526,0.0012830991430454047,13.224712279088328,3011.5951043162213,216.11187329993118
joint-mip-admm,95,666197.1688711514,false,false,0.001042681359676478,0.0012888593082321272,24.699686303549914,3011.4743396881554,218.4102788999444
joint-mip-admm,96,666163.5530004993,false,false,0.0007920951737957079,0.0012086927280632875,13.168912993463533,3006.921996452353,220.52604139992036
joint-mip-admm,97,666135.2475384434,false,false,0.000302104629104424,0.0011877973678007803,13.476963089035994,3000.227413872204,222.70034739992116
joint-mip-admm,98,666108.0654691109,false,false,0.0005747103778214191,0.001445948597195268,13.232476403560327,2998.9844994599116,224.82108489994425
joint-mip-admm,99,666075.6293437082,false,false,0.00032020721548331466,0.0011185716889726693,11.887348370227302,2994.1214961760966,227.17527709994465
joint-mip-admm,100,666048.274885014,false,false,0.0005049099382003677,0.0009350579875561094,16.76162483604512,2993.9624180656624,229.20407789992169
joint-mip-admm,101,666051.3355344838,false,false,0.0007304033578163084,0.001298201780530861,16.541779938676545,2996.5848666800134,231.63167739997152
joint-mip-admm,102,666014.1212354141,false,false,0.00048359953937989256,0.001095314388896873,11.317811526808745,4506.968433089148,233.8843174999347
joint-mip-admm,103,665985.9566912417,false,false,0.0007684241487855223,0.0010133820841510266,13.965198316034204,3515.9496969875195,235.7578714999836
joint-mip-admm,104,665984.058966945,false,false,0.0005623583077990248,0.0009847600331894246,17.466717918030188,3529.46102092158,237.73661359993275
joint-mip-admm,105,665953.574212142,false,false,0.000756989754008848,0.0011972415126068059,24.839627757274712,3223.627968722467,239.78348499990534
joint-mip-admm,106,665934.3775171374,false,false,0.0004981635738983137,0.001297745592536037,28.280824031951276,4527.722581262927,242.73905539989937
joint-mip-admm,107,665908.6078721259,false,false,0.0005093040298117472,0.0010732467659872458,9.736364930016169,3669.4382723615654,244.87353109999094
joint-mip-admm,108,665893.7244570687,false,false,0.000622165006642229,0.0013962909699326564,14.569062176348961,3179.07492525626,247.31931129994337
joint-mip-admm,109,665873.2914245883,false,false,0.0007703527677989097,0.0011895375772772443,25.79878401245523,2974.5544777743617,249.23246899992228
joint-mip-admm,110,665859.069046535,false,false,0.0008839780964462179,0.0013114378241386726,22.759546754470037,2973.8159813484635,251.28993969992734
joint-mip-admm,111,665852.196498996,false,false,0.0006102115953888338,0.0013483320187452907,12.477333857732901,2966.2319287086766,253.43388899997808
joint-mip-admm,112,665828.1891928341,false,false,0.0010720524264235236,0.001168455300295699,12.766464770108678,3067.5961321718073,255.27905369992368
joint-mip-admm,113,665804.9782924337,false,false,0.0006513559974468119,0.0010350153210590463,29.413865568913394,3168.5299754300386,257.4304084999021
joint-mip-admm,114,665812.9002014347,false,false,0.0008016772521787971,0.001115111209233688,31.511891511579623,2962.088064501767,259.39080359996296
joint-mip-admm,115,665788.43096751,false,false,0.0011403254005744705,0.0014513713766703962,26.590049796431913,5132.886606747617,261.55232209991664
joint-mip-admm,116,665756.0399721198,false,false,0.0007753846334084456,0.0011206189822754453,22.05074013045553,2954.578904161164,263.8601224999875
joint-mip-admm,117,665739.7111103034,false,false,0.0007208877540975456,0.0010980481777157491,22.7620641109512,2953.978967172307,266.0414874999551
joint-mip-admm,118,665723.205270364,false,false,0.0006823255702075315,0.0016278047476995193,30.812386275686823,2949.5787482871306,268.1252721999772
joint-mip-admm,119,665690.9913943813,false,false,0.0007823413763197544,0.0012017961065973193,16.961360143099103,2975.6653623777365,270.1031924999552
joint-mip-admm,120,665684.9175171639,false,false,0.0005487449296414475,0.0011703919575050126,18.778149839298862,3750.041948075058,272.56628839997575
joint-mip-admm,121,665648.5633219308,false,false,0.000796478806782886,0.0011065950039234052,17.896201872430755,3032.1046327534464,274.66562709992286
joint-mip-admm,122,665639.4730907615,false,false,0.000382185175284874,0.0009762138782123952,11.727325480083795,3019.2506091622495,276.59500049997587
joint-mip-admm,123,665637.1993694842,false,false,0.0004474862227997582,0.0005271311245594323,8.472373421006703,3029.099541568124,278.491852200008
joint-mip-admm,124,665638.4488986324,false,false,0.0004474862227997582,0.0,10.809413028649807,3029.099541568124,280.3127958999248
joint-mip-admm,125,665646.570465208,false,false,0.0030711402281750066,0.003087775345322674,176.69158882135795,3046.013044015299,282.8002060999861
joint-mip-admm,126,665438.8512463463,false,false,0.00239662267739138,0.001121504597366707,108.22681751861204,3070.8428508319644,285.43613589997403
joint-mip-admm,127,665483.3012045616,false,false,0.000971776533142843,0.0011561595237792321,22.198349506284618,3086.1309888169676,288.08704209991265
joint-mip-admm,128,665479.5562424068,false,false,0.000973215259493343,0.0009798055837885178,22.164615159487635,3094.057485897184,289.8239172999747
joint-mip-admm,129,665466.1606103701,false,false,0.0038131742946448943,0.004759676018692871,102.07022258273238,3096.473636335642,291.9594777999446
joint-mip-admm,130,665319.1918121085,false,false,0.003712631128664712,0.0026349731556737695,168.84034488469445,3099.3590853227524,294.1834602999734
joint-mip-admm,131,665363.6395015668,false,false,0.0037220370243499223,0.00666865759686297,170.28466127009142,3103.4468714869704,296.33395809994545
joint-mip-admm,132,665242.2676050956,false,false,0.0037449857270517306,0.0009827233348773667,79.238438401735,3105.203569428831,299.6948433999205
joint-mip-admm,133,665259.8954520819,false,false,0.003741417738638897,0.006639455567703734,79.17795421639642,3106.3773020527788,301.9121465999633
joint-mip-admm,134,665157.4443980756,false,false,0.003878525807091804,0.0009803063747704788,137.56186005954356,3107.494588716547,304.5141706999857
joint-mip-admm,135,665194.2780142764,false,false,0.003877441588421071,0.006624322635292779,137.587527053191,3107.743253834719,306.4105352999177
joint-mip-admm,136,665111.1834631879,false,false,0.003550593687474013,0.0009687766713901702,67.86598301251964,3107.997311896657,308.6012755999109
joint-mip-admm,137,665116.7894178595,false,false,0.003549932665513178,0.00653377480448547,63.10658939948235,3107.589129581694,310.7718195999041
joint-mip-admm,138,665036.8842175954,false,false,0.0036969584876446193,0.0009571851129510645,119.97325924162362,3106.819174112801,313.0155682999175
joint-mip-admm,139,665065.0290298325,false,false,0.003701086933911246,0.006533477604997895,119.86705408857146,3105.621279697846,315.5531053999439
joint-mip-admm,140,664999.9744179074,false,false,0.00359199531397536,0.0013067963880831202,61.67780348381579,3103.4141478452943,317.60718709998764
joint-mip-admm,141,665000.3431717539,false,false,0.003591945211193881,0.006523085897970016,56.4281640920939,3101.2152640310856,319.5144052999094
joint-mip-admm,142,664955.1524040828,false,false,0.003663172162097106,0.0009770356718333817,107.20868804048324,3098.05401549619,321.79757369996514
joint-mip-admm,143,664957.8169003683,false,false,0.003668370729404846,0.00657248535086874,107.26756351900494,3094.2552102368286,323.7477176999673
joint-mip-admm,144,664916.7771201811,false,false,0.003623645574595935,0.0009647035698880924,58.084300337769925,4040.8274027848856,326.0804827999091
joint-mip-admm,145,664910.5035599944,false,false,0.0036229115630560527,0.006507695021153448,51.85532755333365,4188.650823311088,329.1032899999991
joint-mip-admm,146,664860.6722749748,false,false,0.0035184470519313837,0.0009590525381074078,97.73637293790895,3086.3934415711956,331.4533769999398
joint-mip-admm,147,664871.9609962316,false,false,0.0035189534004412826,0.0065002699588907475,97.682194718542,3082.519878845974,333.68312329996843
joint-mip-admm,148,664830.9738106856,false,false,0.003615563781025566,0.0009879997535560125,49.68706595620689,3075.420911488495,335.7800886000041
joint-mip-admm,149,664823.9683759671,false,false,0.003615314165623995,0.0065325089829993965,49.74649121763054,3062.5318535327997,338.51173779997043
joint-mip-admm,150,664785.4519926726,false,false,0.003596949946222394,0.0009108197492728731,84.33901006073349,3049.1564869273852,340.6876866999082
joint-mip-admm,151,664796.3129505091,false,false,0.0035992154175974456,0.006519424401514651,84.39213073296432,3033.26959139752,343.5048686999362
joint-mip-admm,152,664759.3262335497,false,false,0.003536162313566904,0.000937804751764304,51.65202491457332,3017.1378045120528,345.8140911000082
joint-mip-admm,153,664751.8184385798,false,false,0.003535994688589117,0.006465677644959977,51.65843495254596,3002.1482050045183,347.8776122999843
joint-mip-admm,154,664721.509713241,false,false,0.0035066908124030682,0.0009913780411249795,82.22267202915916,2990.4591004799995,349.63013189996127
joint-mip-admm,155,664718.8617022437,false,false,0.0029509264337159724,0.0009886917103547055,69.19145988678424,2971.586937655544,351.6993189000059
joint-mip-admm,156,664722.7193365126,false,false,0.006458271267451909,0.009332591726382566,151.42946409926898,2973.618453047346,354.3274339999771
joint-mip-admm,157,664687.3631252658,false,false,0.006434853441032673,0.001105049368590294,118.29172297195561,2972.909736293525,356.60187649994623
joint-mip-admm,158,664674.4576867861,false,false,0.006435554407419164,0.012182464462323517,118.3106062509341,2984.9496600086723,359.00688869995065
joint-mip-admm,159,664647.1344556988,false,false,0.006402930766010062,0.0010035470436762228,150.13187800889878,3628.5634402896426,361.12816249998286
joint-mip-admm,160,664652.9609691765,false,false,0.006403713453319804,0.012161658364100214,150.15022880104485,2981.8872824742384,363.205609299941
joint-mip-admm,161,664634.1311166247,false,false,0.0064256439476853,0.0021439043689988053,118.97420099559129,2982.447462865802,365.0136661999859
joint-mip-admm,162,664615.2964597107,false,false,0.006426256001981545,0.012148787100547564,118.97562054787987,2980.4180415855794,367.5495680999011
joint-mip-admm,163,664582.9715764801,false,false,0.006395248228516226,0.0009596064454576725,149.9517412391247,2981.7322460115033,369.5394002998946
joint-mip-admm,164,664598.2546309675,false,false,0.0063960780600883504,0.012150629506936017,149.97119728297235,2983.0266285828516,371.82091989996843
joint-mip-admm,165,664573.7222879312,false,false,0.006379644227880399,0.0010014492324746382,119.88101706636884,8032.247262231344,373.969757999992
joint-mip-admm,166,664566.3439604557,false,false,0.0063805598413496645,0.012116407433849563,119.72187253691654,4363.150633905343,376.42362899996806
joint-mip-admm,167,664536.4977406737,false,false,0.006351955387046915,0.00096985775898073,148.93663968388054,4363.042664759565,378.6463779999176
joint-mip-admm,168,664549.4454227098,false,false,0.006351769262596063,0.012154011250738228,148.93227499236153,4349.380931539875,380.9806578999851
joint-mip-admm,169,664526.5506942279,false,false,0.006338114525365368,0.0009843906187591567,120.91211433924795,4332.427299868973,383.06722500000615
joint-mip-admm,170,664506.4829635348,false,false,0.006337964907620397,0.012086238392517878,120.76531919155553,4317.424976262642,385.52515040000435
joint-mip-admm,171,664482.7401530049,false,false,0.0063259345906008235,0.0009547643895856384,148.3265178147368,4295.8306567976115,387.7685763000045
joint-mip-admm,172,664495.7517297084,false,false,0.006324754498249652,0.012062471101490613,148.29884921366133,2986.8795212660384,390.11878229992
joint-mip-admm,173,664473.9133150086,false,false,0.006299798847852145,0.000987543715989636,123.18295545426197,3018.9439467695897,392.2960252999328
