run_id,purpose,equation,scope,entity,t,residual,tolerance,unit,pass
open_flexible--p1--swm--clarabel,swm,pipe_heat,heat,1,1,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,pipe_heat,heat,1,1,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,pipe_mass,heat,1,1,0.0,1.1e-5,kg/s,true
open_flexible--p1--swm--clarabel,swm,R4-P4,heat,2,1,2.0300601477618585e-15,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,pipe_heat,heat,2,1,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,pipe_heat,heat,2,1,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,pipe_mass,heat,2,1,0.0,1.1e-5,kg/s,true
open_flexible--p1--swm--clarabel,swm,grid,model,1,2,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,reactive_grid,model,1,2,0.0,3.0e-6,Mvar,true
open_flexible--p1--swm--clarabel,swm,root_voltage,model,1,2,1.1102230246251565e-16,1.0e-6,pu²,true
open_flexible--p1--swm--clarabel,swm,P_branch,model,1,2,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,Q_branch,model,1,2,0.0,3.0e-6,Mvar,true
open_flexible--p1--swm--clarabel,swm,ell,model,1,2,0.0,1.0e-6,pu²,true
open_flexible--p1--swm--clarabel,swm,voltage_drop,model,1,2,2.525936952007049e-17,1.0e-6,pu²,true
open_flexible--p1--swm--clarabel,swm,branch_socp,model,1,2,0.0,1.0e-6,pu⁴,true
open_flexible--p1--swm--clarabel,swm,branch_equality,electric_original,1,2,2.2081126159652353e-7,1.0e-6,pu⁴,true
open_flexible--p1--swm--clarabel,swm,P_branch,model,2,2,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,Q_branch,model,2,2,0.0,3.0e-6,Mvar,true
open_flexible--p1--swm--clarabel,swm,ell,model,2,2,0.0,1.0e-6,pu²,true
open_flexible--p1--swm--clarabel,swm,voltage_drop,model,2,2,8.417644023223786e-17,1.0e-6,pu²,true
open_flexible--p1--swm--clarabel,swm,branch_socp,model,2,2,0.0,1.0e-6,pu⁴,true
open_flexible--p1--swm--clarabel,swm,branch_equality,electric_original,2,2,2.0910026633704643e-7,1.0e-6,pu⁴,true
open_flexible--p1--swm--clarabel,swm,voltage,model,1,2,0.0,1.0e-6,pu²,true
open_flexible--p1--swm--clarabel,swm,electric_balance,model,1,2,9.992007221626409e-16,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,reactive_balance,model,1,2,0.0,3.0e-6,Mvar,true
open_flexible--p1--swm--clarabel,swm,mass_balance,heat,1,2,0.0,1.1e-5,kg/s,true
open_flexible--p1--swm--clarabel,swm,heat_balance,heat,1,2,1.096345236817342e-15,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,port_mass,heat,1,2,0.0,1.1e-5,kg/s,true
open_flexible--p1--swm--clarabel,swm,port_heat,heat,1,2,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,port_mass,heat,1,2,0.0,1.1e-5,kg/s,true
open_flexible--p1--swm--clarabel,swm,port_heat,heat,1,2,8.764113625577281e-15,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,voltage,model,2,2,0.0,1.0e-6,pu²,true
open_flexible--p1--swm--clarabel,swm,electric_balance,model,2,2,4.531092195891873e-9,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,reactive_balance,model,2,2,9.598849493031025e-12,3.0e-6,Mvar,true
open_flexible--p1--swm--clarabel,swm,mass_balance,heat,2,2,1.1102230246251565e-16,1.1e-5,kg/s,true
open_flexible--p1--swm--clarabel,swm,heat_balance,heat,2,2,2.0672267508903275e-9,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,port_mass,heat,2,2,0.0,1.1e-5,kg/s,true
open_flexible--p1--swm--clarabel,swm,port_heat,heat,2,2,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,port_mass,heat,2,2,0.0,1.1e-5,kg/s,true
open_flexible--p1--swm--clarabel,swm,port_heat,heat,2,2,0.0,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,voltage,model,3,2,0.0,1.0e-6,pu²,true
open_flexible--p1--swm--clarabel,swm,electric_balance,model,3,2,4.5494251144084785e-9,3.0e-6,MW,true
open_flexible--p1--swm--clarabel,swm,reactive_balance,model,3,2,9.378067766796505e-12,3.0e-6,Mvar,true
open_flexible--p1--swm--clarabel,swm,mass_balance,heat,3,2,1.1102230246251565e-16,1.1e-5,kg/s,true
