record_id,run_id,id,group,entity,t,residual,unit,tolerance,normalized,pass
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,5-10,electric,GT,1,0.0,MW,2.0e-6,0.0,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,5-14,electric,1,1,3.0531133177191805e-16,MW,2.0e-6,1.5265566588595902e-10,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,5-15,electric,1,1,0.0,Mvar,2.0e-6,0.0,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,5-17,electric,1,1,0.0,pu,1.0e-6,0.0,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,5-14,electric,2,1,7.735979092097986e-17,MW,2.0e-6,3.8679895460489935e-11,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,5-15,electric,2,1,1.0408340855860843e-17,Mvar,2.0e-6,5.204170427930421e-12,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,5-17,electric,2,1,0.0,pu,1.0e-6,0.0,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,root-voltage,electric,1,1,0.0,pu,1.0e-6,0.0,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,5-16,electric,e12,1,7.654467337747661e-17,pu,1.0e-6,7.654467337747661e-11,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,P-line-bound,electric,e12,1,0.0,MW,2.0e-6,0.0,true
capacity_denominator--clarabel,r5-dispatch-11d41232-0807-44ad-845b-5fd8a7e49849,Q-line-bound,electric,e12,1,0.0,Mvar,2.0e-6,0.0,true
