mode,run_id,device,time_h,commitment
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,10.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,11.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,11.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,11.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,11.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,12.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,12.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,12.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,12.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,13.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,13.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,13.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,13.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,14.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,14.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,14.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,14.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,15.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,15.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,15.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,15.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,16.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,16.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,16.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,16.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,17.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,17.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,17.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,17.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,18.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,18.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,18.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,18.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,19.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,19.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,19.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,19.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,20.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,20.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,20.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,20.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,21.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,21.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,21.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,21.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,22.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,22.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,22.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,22.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,23.0,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,23.25,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,23.5,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP1,23.75,0.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,0.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,0.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,0.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,0.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,1.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,1.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,1.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,1.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,2.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,2.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,2.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,2.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,3.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,3.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,3.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,3.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,4.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,4.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,4.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,4.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,5.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,5.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,5.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,5.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,6.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,6.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,6.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,6.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,7.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,7.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,7.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,7.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,8.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,8.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,8.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,8.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,9.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,9.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,9.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,9.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,10.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,10.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,10.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,10.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,11.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,11.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,11.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,11.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,12.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,12.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,12.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,12.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,13.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,13.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,13.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,13.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,14.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,14.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,14.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,14.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,15.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,15.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,15.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,15.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,16.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,16.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,16.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,16.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,17.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,17.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,17.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,17.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,18.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,18.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,18.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,18.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,19.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,19.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,19.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,19.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,20.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,20.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,20.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,20.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,21.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,21.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,21.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,21.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,22.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,22.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,22.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,22.75,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,23.0,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,23.25,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,23.5,1.0
penalty,r9-preplan-b8b18020-b7af-437e-931c-a99e643fd825-normal,CHP2,23.75,1.0
