mode,stage,run_id,time_h,device,kind,P_MW,H_MW
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.25,CHP2,CHP,3.4,4.08
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.25,EB1,EB,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.25,EB2,EB,0.4052679056771701,0.3768991522797682
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.25,GT1,GT,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.25,PV1,PV,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.25,PV2,PV,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.25,PV3,PV,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.5,CHP1,CHP,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.5,CHP2,CHP,3.4,4.08
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.5,EB1,EB,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.5,EB2,EB,0.4116091931143478,0.38279654959634346
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.5,GT1,GT,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.5,PV1,PV,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.5,PV2,PV,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.5,PV3,PV,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.75,CHP1,CHP,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.75,CHP2,CHP,3.4,4.08
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.75,EB1,EB,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.75,EB2,EB,0.42211761161763084,0.3925693788043967
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.75,GT1,GT,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.75,PV1,PV,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.75,PV2,PV,0.0,0.0
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.75,PV3,PV,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.0,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.0,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.0,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.0,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.0,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.0,PV1,PV,0.68,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.0,PV2,PV,1.02,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.0,PV3,PV,1.02,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.25,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.25,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.25,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.25,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.25,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.25,PV1,PV,0.68,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.25,PV2,PV,1.02,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.25,PV3,PV,1.02,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.5,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.5,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.5,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.5,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.5,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.5,PV1,PV,0.68,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.5,PV2,PV,1.02,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.5,PV3,PV,1.02,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.75,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.75,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.75,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.75,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.75,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.75,PV1,PV,0.68,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.75,PV2,PV,1.02,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.75,PV3,PV,1.02,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.0,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.0,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.0,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.0,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.0,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.0,PV1,PV,0.768,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.0,PV2,PV,1.152,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.0,PV3,PV,1.152,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.25,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.25,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.25,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.25,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.25,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.25,PV1,PV,0.768,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.25,PV2,PV,1.152,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.25,PV3,PV,1.152,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.5,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.5,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.5,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.5,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.5,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.5,PV1,PV,0.768,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.5,PV2,PV,1.152,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.5,PV3,PV,1.152000000000009,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.75,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.75,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.75,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.75,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.75,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.75,PV1,PV,0.768,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.75,PV2,PV,1.152,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.75,PV3,PV,1.152,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.0,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.0,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.0,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.0,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.0,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.0,PV1,PV,0.8,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.0,PV2,PV,1.2,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.0,PV3,PV,1.2,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.25,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.25,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.25,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.25,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.25,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.25,PV1,PV,0.8,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.25,PV2,PV,1.2,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.25,PV3,PV,1.2,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.5,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.5,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.5,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.5,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.5,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.5,PV1,PV,0.8,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.5,PV2,PV,1.2,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.5,PV3,PV,1.2,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.75,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.75,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.75,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.75,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.75,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.75,PV1,PV,0.8,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.75,PV2,PV,1.2,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.75,PV3,PV,1.2,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.0,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.0,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.0,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.0,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.0,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.0,PV1,PV,0.76,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.0,PV2,PV,1.14,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.0,PV3,PV,1.14,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.25,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.25,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.25,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.25,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.25,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.25,PV1,PV,0.76,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.25,PV2,PV,1.14,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.25,PV3,PV,1.14,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.5,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.5,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.5,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.5,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.5,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.5,PV1,PV,0.76,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.5,PV2,PV,1.14,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.5,PV3,PV,1.1400000000000077,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.75,CHP1,CHP,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.75,CHP2,CHP,6.0,7.2
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.75,EB1,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.75,EB2,EB,0.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.75,GT1,GT,2.0,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.75,PV1,PV,0.76,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.75,PV2,PV,1.14,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.75,PV3,PV,1.14,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.0,CHP1,CHP,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.0,CHP2,CHP,6.0,7.2
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.0,EB1,EB,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.0,EB2,EB,0.6224274284188406,0.5788575084295218
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.0,GT1,GT,2.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.0,PV1,PV,0.68,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.0,PV2,PV,1.02,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.0,PV3,PV,1.02,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.25,CHP1,CHP,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.25,CHP2,CHP,6.0,7.2
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.25,EB1,EB,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.25,EB2,EB,0.6021096228807575,0.5599619492791046
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.25,GT1,GT,2.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.25,PV1,PV,0.68,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.25,PV2,PV,1.02,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.25,PV3,PV,1.02,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.5,CHP1,CHP,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.5,CHP2,CHP,6.0,7.2
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.5,EB1,EB,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.5,EB2,EB,0.5690510639872013,0.5292174895080972
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.5,GT1,GT,2.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.5,PV1,PV,0.68,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.5,PV2,PV,1.02,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.5,PV3,PV,1.02,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.75,CHP1,CHP,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.75,CHP2,CHP,6.0,7.2
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.75,EB1,EB,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.75,EB2,EB,0.5481499495456654,0.5097794530774689
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.75,GT1,GT,2.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.75,PV1,PV,0.68,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.75,PV2,PV,1.02,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.75,PV3,PV,1.02,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.0,CHP1,CHP,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.0,CHP2,CHP,6.0,7.2
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.0,EB1,EB,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.0,EB2,EB,0.5381475448169027,0.5004772166797196
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.0,GT1,GT,2.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.0,PV1,PV,0.768,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.0,PV2,PV,1.152,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.0,PV3,PV,1.152,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.25,CHP1,CHP,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.25,CHP2,CHP,6.0,7.2
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.25,EB1,EB,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.25,EB2,EB,0.5331305405461946,0.495811402707961
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.25,GT1,GT,2.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.25,PV1,PV,0.768,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.25,PV2,PV,1.152,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.25,PV3,PV,1.152,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.5,CHP1,CHP,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.5,CHP2,CHP,6.0,7.2
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.5,EB1,EB,0.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.5,EB2,EB,0.5189562441317663,0.4826293070425427
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.5,GT1,GT,2.0,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.5,PV1,PV,0.768,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.5,PV2,PV,1.152,0.0
