run_id,case,method,pattern,actor,t,CHP_MW,PV_MW,HP_MW,EB_MW,charge_MW,discharge_MW,electric_load_MW,heat_load_MW,energy_MWh
open_flexible--central_enumeration,open_flexible,central_enumeration,14,1,2,0.09553280703609014,1.478050659057912e-11,3.0873375948977704e-14,-1.2783384500232868e-11,-8.475972874158158e-12,2.603140412698728e-12,-6.382830045851868e-13,9.549224552781405e-13,6.70678724726217e-12
open_flexible--central_enumeration,open_flexible,central_enumeration,14,1,3,0.0014999999831963736,1.3881860533044236e-11,7.016933447963787e-12,-6.140185230012369e-12,-3.930895560961774e-12,-3.292687554162247e-12,-5.131277638671268e-13,9.03805342079259e-13,-4.150452808837767e-12
open_flexible--central_enumeration,open_flexible,central_enumeration,14,1,4,0.0014999996029008277,1.2888009788955352e-11,8.209620444183656e-12,4.701405434920304e-10,-1.089691538791389e-12,-5.312770507799418e-12,-4.1999758149150897e-13,8.690772437935063e-13,-4.471040535158802e-12
open_flexible--central_enumeration,open_flexible,central_enumeration,14,2,1,-1.4170922600865532e-13,1.287810492653874e-11,0.10000000000378846,-9.554974510354276e-12,0.01080370866651274,-6.153672153361483e-12,0.21190332287353844,0.10511219528875448,0.100000000000064
open_flexible--central_enumeration,open_flexible,central_enumeration,14,2,2,9.206235644383e-12,0.2700000000139244,0.03579247397911824,-1.3693454346784987e-11,-1.1075226094045192e-11,0.09999999998834733,0.26211916064170965,0.12770839518155633,0.11026352323979599
open_flexible--central_enumeration,open_flexible,central_enumeration,14,2,3,-1.1793247417098219e-13,0.4500000000127572,0.07058322985559799,-1.2741512316755404e-11,4.323889532337076e-12,-2.0724285580212998e-13,0.2100207177541477,0.10667484851529291,0.005000365346870909
open_flexible--central_enumeration,open_flexible,central_enumeration,14,2,4,-1.4199598622328465e-13,0.09000000001155498,0.10000000000376669,-9.570030898502612e-12,0.09999961541272512,-6.146255671656413e-12,0.2119034591750268,0.10511208088205377,0.0050003653512734475
open_flexible--central_enumeration,open_flexible,central_enumeration,14,3,1,0.01835365880743664,1.2898033901998896e-11,5.712328780835982e-12,-5.853873386838131e-12,8.330264387830971e-14,-6.2260562450168625e-12,0.2668603184396094,0.21511219528772524,-3.078921433563851e-14
open_flexible--central_enumeration,open_flexible,central_enumeration,14,3,2,0.15000000000663,1.467251753059064e-11,-5.366976252778181e-14,-1.2817406262644754e-11,-8.433724325657255e-12,2.550716173481494e-12,0.31707225081593626,0.270708395179782,6.569682013855387e-12
open_flexible--central_enumeration,open_flexible,central_enumeration,14,3,3,0.09450000623102651,1.3788475197359378e-11,-4.2412819103721726e-14,-1.1476820671022392e-11,-3.842881677738138e-12,-3.4041758001980105e-12,0.2649842093276489,0.2166748485000347,-4.184311011974461e-12
open_flexible--central_enumeration,open_flexible,central_enumeration,14,3,4,0.018353468129456978,1.2911036513976062e-11,5.745184979867128e-12,-5.898730511416422e-12,-1.2321695789956822e-12,-5.2274058207393375e-12,0.2668604561324888,0.21511208088069078,-4.2969353124851465e-12
open_flexible--central_misocp,open_flexible,central_misocp,0,1,1,0.001498858762983112,0.0,0.0,1.5087434850456252e-6,0.0,0.0,0.0,0.0,0.0
open_flexible--central_misocp,open_flexible,central_misocp,0,1,2,0.09553405851505734,0.0,0.0,2.388705512280538e-9,0.0,0.0,0.0,0.0,0.0
open_flexible--central_misocp,open_flexible,central_misocp,0,1,3,0.0015000125903295327,0.0,0.0,5.5919105376777536e-8,0.0,0.0,0.0,0.0,0.0
open_flexible--central_misocp,open_flexible,central_misocp,0,1,4,0.0014987294768489916,0.0,0.0,1.6732942624924254e-6,0.0,0.0,0.0,0.0,0.0
