run_id,case,method,pattern,actor,t,CHP_MW,PV_MW,HP_MW,EB_MW,charge_MW,discharge_MW,electric_load_MW,heat_load_MW,energy_MWh
open_flexible--central_misocp,open_flexible,central_misocp,0,2,1,0.0,0.0,0.09999995877162322,0.0,0.010855258348017914,0.0,0.21190376632067934,0.10511182183998308,0.1
open_flexible--central_misocp,open_flexible,central_misocp,0,2,2,0.0,0.2699999974922851,0.03579237334467019,0.0,0.0,0.09999995101111633,0.2621195504303189,0.12770875283189828,0.11031249543061702
open_flexible--central_misocp,open_flexible,central_misocp,0,2,3,0.0,0.4499999963744472,0.07058399433389775,0.0,0.0,3.011897819576011e-7,0.21001936173004776,0.10667513000355355,0.005049389103126148
open_flexible--central_misocp,open_flexible,central_misocp,0,2,4,0.0,0.08999998249555663,0.09999996446674231,0.0,0.0999483451986838,0.0,0.21190377600563612,0.10511189809787438,0.005049072061250395
open_flexible--central_misocp,open_flexible,central_misocp,0,3,1,0.018353361736607846,0.0,0.0,2.8617739778369497e-8,0.0,0.0,0.2668610770157876,0.2151121795673259,0.0
open_flexible--central_misocp,open_flexible,central_misocp,0,3,2,0.14999985969883556,0.0,0.0,1.2388505281391952e-8,0.0,0.0,0.3170732160702768,0.27070908309708097,0.0
open_flexible--central_misocp,open_flexible,central_misocp,0,3,3,0.0944985727422872,0.0,0.0,2.531702221907802e-8,0.0,0.0,0.2649848647839191,0.21667523257150548,0.0
open_flexible--central_misocp,open_flexible,central_misocp,0,3,4,0.01835338498331509,0.0,0.0,3.6134270969699224e-8,0.0,0.0,0.26686107056881625,0.2151121566116008,0.0
open_flexible--central_exact,open_flexible,central_exact,0,1,1,0.0014999999999999274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
open_flexible--central_exact,open_flexible,central_exact,0,1,2,0.09553280694552607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
