mode,stage,run_id,time_h,generation_MW,pcc_MW,critical_MW,critical_served_MW,critical_unserved_MW,heat_unserved_MW
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,0.0,3.4,22.464722988177517,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,0.25,3.4,22.464722988177236,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,0.5,3.4,22.47348236518355,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,0.75,3.4,22.482241742189863,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,1.0,3.4,21.255188968353533,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,1.25,3.4,21.262883732177706,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,1.5,3.4,21.270340750047648,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,1.75,3.4,21.277322276009127,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,2.0,3.4,20.463757213749982,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,2.25,3.4,20.473755769077314,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,2.5,3.4,20.48731598672708,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,2.75,3.4,20.50259473153799,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,3.0,3.4,20.10585084966579,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,3.25,3.4,20.733407394446985,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,3.5,3.4,20.51877334622452,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,3.75,3.4,20.27380329866657,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,4.0,3.4,21.95232243031882,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,4.25,3.4,21.663366016882016,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,4.5,3.4,21.461980414593796,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,4.75,4.5,20.391441142148672,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,5.0,6.0,21.29783893663667,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,5.25,6.0,21.30879315148173,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,5.5,6.0,21.486840895951083,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,5.75,6.0,21.399122091989042,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,6.0,6.399999999999999,25.24985203559268,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,6.25,6.399999999999999,25.101837059338244,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,6.5,6.399999999999999,25.1158694995455,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,6.75,6.399999999999999,25.131239702382302,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,7.0,7.6,28.4654790884707,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,7.25,7.6,28.475458956633602,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,7.5,7.6,28.48194487625695,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,7.75,7.6,28.484063376769168,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,8.0,11.2,28.171313904668562,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,8.25,11.2,28.16582346075563,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,8.5,11.2,28.15880551928604,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,8.75,11.2,28.14959643793396,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,9.0,13.2,27.781053340052452,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,9.25,13.2,27.757856161106346,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,9.5,13.2,27.733059638306248,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,9.75,13.2,27.710681730752015,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,10.0,14.8,26.91188222472679,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,10.25,14.8,26.886942032211977,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,10.5,14.8,26.86536641008488,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,10.75,14.8,26.85038671203836,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,11.0,15.68,24.31545105300595,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,11.25,15.68,24.304409256905274,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,11.5,15.68,24.29479135813932,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,11.75,15.68,24.287829104516,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,12.0,13.97203424735306,23.524253451577195,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,12.25,13.856238055400253,23.633012965989785,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,12.5,13.744247628290834,23.7376276138924,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,12.75,13.642441255203767,23.832380361507134,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,13.0,13.149161158119838,23.08525815200711,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,13.25,13.055317294075495,23.16923580763007,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,13.5,12.96582960523896,23.24831543636225,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,13.75,12.883394259033922,23.320718431628304,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,14.0,11.607481956287376,25.81957523399432,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,14.25,10.107481956287376,27.311061975794004,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,14.5,11.461444673167996,25.949247905786432,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,14.75,11.500235484448755,25.90357650686162,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,15.0,9.862871472732417,29.17960588713069,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,15.25,9.843394447181241,29.2004824234111,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,15.5,8.343394447181241,30.70296444267155,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,15.75,8.2,30.848041096261603,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,16.0,6.199999999999999,34.49450265660932,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,16.25,6.199999999999999,34.50664273653098,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,16.5,6.199999999999999,34.52151717424959,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,16.75,6.989433373837995,33.74496235669633,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,17.0,8.649433373837997,32.91785313548878,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,17.25,8.785377471806196,32.79770486445239,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,17.5,8.873029754386927,32.72617895671011,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,17.75,8.96,32.65479913992373,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,18.0,8.0,31.988208349982756,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,18.25,8.0,32.00393336014261,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,18.5,8.0,32.01874258694278,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,18.75,8.0,32.03085258343195,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,19.0,8.0,29.571112375275682,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,19.25,8.0,29.565158339699185,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,19.5,8.0,29.554711157695735,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,19.75,8.0,29.545333106530457,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,20.0,8.0,26.24908973866072,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,20.25,7.911165259003637,26.3267250628099,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,20.5,7.807261560404046,26.419979832275867,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,20.75,7.7122931901941305,26.505808704890356,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,21.0,4.2122931901941305,27.118357053167404,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,21.25,3.4,27.915609822711847,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,21.5,3.4,27.898520052890476,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,21.75,3.4,27.882254635841324,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,22.0,3.4,25.81272247361755,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,22.25,3.4,25.798809151690694,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,22.5,3.4,25.78778388676443,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,22.75,3.4,25.78046285387441,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.0,3.4,23.72146308910974,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.25,3.4,23.722217905677176,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.5,3.4,23.728559193114354,NaN,NaN,NaN,NaN
economic,normal,r9-preplan-cd0a1ca6-8bf7-4dbd-b5ff-5b9c9cbb5220-normal,23.75,3.4,23.739067611617635,NaN,NaN,NaN,NaN
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.0,10.719999999999999,0.0,13.750000000000002,10.720000000000017,3.0299999999999843,1.5864166666666666
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.25,10.719999999999999,0.0,13.750000000000002,10.720000000000017,3.0299999999999843,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.5,10.719999999999999,0.0,13.750000000000002,10.720000000000018,3.029999999999984,1.5864166666666668
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,10.75,10.719999999999999,0.0,13.750000000000002,10.720000000000017,3.0299999999999843,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.0,11.072,0.0,13.199999999999998,11.07200000000002,2.127999999999978,1.4860000000000007
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.25,11.072,0.0,13.199999999999998,11.07200000000001,2.1279999999999872,0.18103627215601034
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.5,11.07200000000001,0.0,13.199999999999998,11.072000000000019,2.127999999999979,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,11.75,11.072,0.0,13.199999999999998,11.07200000000001,2.127999999999987,1.4860000000000007
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.0,11.2,0.0,12.375,11.20000000000002,1.1749999999999794,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.25,11.2,0.0,12.375,11.200000000000014,1.1749999999999865,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.5,11.2,0.0,12.375,11.20000000000002,1.1749999999999794,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,12.75,11.2,0.0,12.375,11.200000000000014,1.1749999999999865,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.0,11.040000000000001,0.0,11.962499999999999,11.04000000000001,0.9224999999999879,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.25,11.040000000000001,0.0,11.962499999999999,11.040000000000019,0.9224999999999799,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.5,11.040000000000008,0.0,11.962499999999999,11.040000000000019,0.9224999999999799,0.0
economic,aggregate-external_only,r7-recovery-19b3b66c-6f4c-4208-b30a-fc2e02b22fc2,13.75,11.040000000000001,0.0,11.962499999999999,11.040000000000019,0.9224999999999799,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.0,10.719999999999999,0.0,13.750000000000002,10.097572571581164,3.6524274284188376,0.0
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.25,10.719999999999999,0.0,13.750000000000002,10.117890377119245,3.6321096228807574,0.22311180546735243
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.5,10.719999999999999,0.0,13.750000000000002,10.150948936012801,3.5990510639872006,0.22456015286045172
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,10.75,10.719999999999999,0.0,13.750000000000002,10.171850050454337,3.578149949545665,0.5519761467054205
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.0,11.072,0.0,13.199999999999998,10.533852455183098,2.6661475448169005,0.7311905636656306
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.25,11.072,0.0,13.199999999999998,10.538869459453805,2.6611305405461927,0.9175071207853724
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.5,11.072,0.0,13.199999999999998,10.553043755868234,2.646956244131764,0.9128124410563883
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,11.75,11.072,0.0,13.199999999999998,10.564811034695815,2.635188965304182,1.0827655573792487
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,12.0,11.143460670433075,0.0,12.375,10.859245067241822,1.5157549327581776,1.0251889964116847
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,12.25,11.005991014912249,0.0,12.375,10.90144490455231,1.4735550954476904,0.9928201128582232
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,12.5,10.901197506239013,0.0,12.375,10.793018022408939,1.5819819775910613,0.7587120146997082
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,12.75,10.82301648426704,0.0,12.375,10.711480150978266,1.6635198490217333,0.46296614328158003
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,13.0,10.573445628929464,0.0,11.962499999999999,10.461734083315338,1.5007659166846594,0.4388828719575092
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,13.25,10.462387885134957,0.0,11.962499999999999,10.358006785851057,1.6044932141489427,0.28647071656509926
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,13.5,10.374785291818375,0.0,11.962499999999999,10.26611240760094,1.6963875923990586,0.13386403641351208
economic,detailed-external_only,r7-transport-871767ae-0b9e-41da-8599-a1ef017bba4b,13.75,10.09048942436132,0.0,11.962499999999999,9.984355443324485,1.9781445566755125,0.0
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,10.0,10.720000000000008,0.0,13.750000000000002,10.720000000000027,3.0299999999999754,1.5864166666666666
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,10.25,10.720000000000008,0.0,13.750000000000002,10.720000000000027,3.0299999999999754,0.0
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,10.5,10.720000000000008,0.0,13.750000000000002,10.720000000000027,3.0299999999999754,1.5864166666666668
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,10.75,10.719999999999999,0.0,13.750000000000002,10.720000000000027,3.0299999999999754,0.0
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,11.0,11.07200000000001,0.0,13.199999999999998,10.743485688729873,2.4565143112701255,0.0
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,11.25,11.07200000000001,0.0,13.199999999999998,10.743485688729873,2.4565143112701255,0.0
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,11.5,11.07200000000001,0.0,13.199999999999998,10.743485688729876,2.456514311270122,0.0
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,11.75,11.072,0.0,13.199999999999998,10.743485688729873,2.4565143112701255,1.4860000000000007
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,12.0,11.2,0.0,12.375,10.124735688729874,2.2502643112701253,1.385583333333334
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,12.25,11.2,0.0,12.375,10.124735688729874,2.2502643112701253,0.0
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,12.5,11.2,0.0,12.375,10.124735688729874,2.2502643112701253,1.385583333333334
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,12.75,11.2,0.0,12.375,10.124735688729874,2.2502643112701253,0.0
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,13.0,11.040000000000008,0.0,11.962499999999999,9.815360688729873,2.147139311270125,1.2851666666666675
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,13.25,11.040000000000008,0.0,11.962499999999999,9.815360688729873,2.147139311270125,1.2851666666666675
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,13.5,11.040000000000001,0.0,11.962499999999999,9.815360688729873,2.147139311270125,0.0
economic,aggregate-single_1_2,r7-recovery-5e842ab0-4eb2-4591-aa51-0dda6fc93846,13.75,11.040000000000008,0.0,11.962499999999999,9.815360688729875,2.1471393112701245,1.2851666666666675
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,10.0,10.719999999999999,0.0,13.750000000000002,10.097572571581164,3.652427428418838,0.7938704809641655
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,10.25,10.719999999999999,0.0,13.750000000000002,10.117890377119252,3.6321096228807486,0.6934935227758069
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,10.5,10.719999999999999,0.0,13.750000000000002,10.2238920831195,3.5261079168805014,0.562305458386173
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,10.75,10.719999999999999,0.0,13.750000000000002,10.316344778468942,3.433655221531059,0.41695763800026253
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,11.0,11.072,0.0,13.199999999999998,10.73557262531628,2.4644273746837175,0.2702933983320533
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,11.25,11.072,0.0,13.199999999999998,10.743485688729889,2.4565143112701087,0.27723517706119166
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,11.5,11.072,0.0,13.199999999999998,10.743485688729889,2.4565143112701087,0.2225489474205496
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,11.75,11.072,0.0,13.199999999999998,10.743485688729889,2.4565143112701087,0.20764261024376354
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,12.0,10.535407494964156,0.0,12.375,10.124735688729896,2.2502643112701035,0.18066248111217356
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,12.25,10.542125464734255,0.0,12.375,10.124735688729896,2.2502643112701035,0.1898934600383504
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,12.5,10.546770218816471,0.0,12.375,10.124735688729896,2.2502643112701035,0.34768545704869697
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,12.75,10.546433788562108,0.0,12.375,10.124735688729896,2.2502643112701035,0.32088269082512255
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,13.0,10.228631797988298,0.0,11.962499999999999,9.815360688729893,2.147139311270105,0.4538815356428563
economic,detailed-single_1_2,r7-transport-cd6653e7-dab4-4e17-8b0c-e67f7b1059c2,13.25,10.22535605310626,0.0,11.962499999999999,9.815360688729893,2.147139311270105,0.21393910646649572
