owner,id,run_id,status,model_pass,kkt_pass,cost_complete,comfort_outcome,peak_excess_K,net_cost_CNY,called_energy_MWh,mismatch_MWh,trained_label,day_ahead_cost_CNY,device_cost_CNY,real_time_settlement_CNY,delivery_penalty_CNY,physical_max_normalized,lp_kkt_max_normalized,lp_gap_normalized,elapsed_sec,budget_overrun_sec
3B,test_000488,r9-day-a64607b1-2f63-491c-a9cc-0fb82db210e2,solver_optimal,true,true,true,pass,0.0,386516.11320897884,1.2341472346060668e-12,2.890420101779284e-14,0,292050.3464153371,94465.76679364168,-2.270610366394975e-11,5.7808402035585685e-11,9.453060556552373e-7,1.2711551480381564e-5,4.991036111833275e-10,1.3489999771118164,0.0
3B,test_000489,r9-day-626ee80c-1ed8-46f0-97ee-5b1495bbba03,solver_optimal,true,true,true,pass,0.0,383838.46896455076,1.2067640059058606e-12,6.412461054422138e-14,0,292050.3464153371,91788.12254921327,2.1476580513990486e-10,1.2824922108844275e-10,1.5802470443304628e-7,2.1137318334718083e-6,3.170762147480387e-11,1.2960000038146973,0.0
3B,test_000490,r9-day-0c5c2cce-998a-4ffd-a435-c53822fc8d3d,solver_optimal,true,true,true,pass,0.0,387953.0261675471,1.0703688443753158e-12,6.385482225675535e-14,0,292050.3464153371,95902.67975221027,-4.1747654222490387e-10,1.277096445135107e-10,1.4267698134062812e-7,1.9199519101622272e-6,3.0347254666845933e-10,1.3220000267028809,0.0
3B,test_000491,r9-day-6393537c-3886-4900-b82a-9bfb2c9ee7d7,solver_optimal,true,true,true,pass,0.0,387477.4758153082,8.760836649967166e-13,8.927952324046465e-14,0,292050.3464153371,95427.12939997108,-1.3461090020427945e-10,1.785590464809293e-10,1.276703187613748e-6,1.7176140427100926e-5,3.0650979226695956e-10,1.428999900817871,0.0
3B,test_000492,r9-day-f43f1fd2-289e-471c-809e-25a2faa58bf0,solver_optimal,true,true,true,pass,0.0,385479.25364259013,8.313552974199124e-13,1.2041238056356278e-13,0,292050.3464153371,93428.90722725299,-2.3088091438694393e-10,2.4082476112712557e-10,7.480593922082335e-7,1.0050139137540252e-5,1.417360349255048e-10,1.4680001735687256,0.0
3B,test_000493,r9-day-95923706-9701-4020-afe1-eb1cae7a4345,solver_optimal,true,true,true,pass,0.0,384284.42195577605,1.026984619683412e-12,8.349485553149089e-14,0,292050.3464153371,92234.07554043869,4.215507942717522e-11,1.669897110629818e-10,8.640199666842818e-8,1.1578422484781176e-6,4.670038575610902e-10,1.5429999828338623,0.0
3B,test_000494,r9-day-e65f2ea2-baa3-4673-ab6b-205cbd2a6e80,solver_optimal,true,true,true,pass,0.0,385094.5641690422,1.1670855246704096e-12,7.770511488913668e-14,0,292050.3464153371,93044.21775370502,-1.080195488611935e-10,1.5541022977827336e-10,8.697043085703626e-8,1.1708316154138104e-6,1.6890967355153467e-10,1.3970000743865967,0.0
3B,test_000495,r9-day-6b4c2e1e-b22a-475e-97e4-a480e12b44d8,solver_optimal,true,true,true,pass,0.0,384077.63780709787,1.0624047284677464e-12,1.2259844269910915e-13,0,292050.3464153371,92027.29139176071,-2.0142323364780168e-10,2.451968853982183e-10,1.1368683772161603e-7,1.5337440073317266e-6,8.696934631630678e-11,1.3579998016357422,0.0
3B,test_000496,r9-day-49e53cb3-8fd4-4292-8541-1b99b52befa6,solver_optimal,true,true,true,pass,0.0,384500.965915114,1.145970973148556e-12,6.900451598773402e-14,0,292050.3464153371,92450.61949977676,-5.726974450226288e-13,1.3800903197546805e-10,7.150902092689648e-7,9.606405889097258e-6,4.847982538773373e-10,1.3369998931884766,0.0
3B,test_000497,r9-day-3694e325-6db7-46a0-8f59-a9b16a26c70a,solver_optimal,true,true,true,pass,0.0,384857.0456228019,1.3716577793730458e-12,8.16828264879515e-14,0,292050.3464153371,92806.69920746399,5.644423595185799e-10,1.63365652975903e-10,1.0913936421275139e-7,1.4735631656316023e-6,1.8188581006604583e-10,1.380000114440918,0.0
3B,test_000498,r9-day-34f7bdc3-5337-4a27-a2f5-6519d5fd8ed5,solver_optimal,true,true,true,pass,0.0,383944.0332762132,1.0097374087263825e-12,1.1331669214816596e-13,0,292050.3464153371,91893.68686087603,-1.8970496284964615e-10,2.266333842963319e-10,2.8194335754960775e-7,3.7947125993839545e-6,4.750679527223018e-12,1.5179998874664307,0.0
3B,test_000499,r9-day-a217cdf7-f8fb-4590-aa6c-597d53a2de8f,solver_optimal,true,true,true,pass,0.0,385345.858078037,1.1397126389549916e-12,8.572758009377101e-14,0,292050.3464153371,93295.5116626998,-9.11242636902898e-11,1.7145516018754203e-10,1.2448708730516955e-7,1.681877172270664e-6,1.5597658417885942e-12,1.4149999618530273,0.0
3B,test_000500,r9-day-821c2dfe-f251-42f5-99a6-8ef078f230a4,solver_optimal,true,true,true,pass,0.0,384521.6748267634,1.090229031395356e-12,9.458720739778664e-14,0,292050.3464153371,92471.32841142645,-3.6000074032926936e-10,1.8917441479557327e-10,1.1596057447604835e-7,1.5640098583340202e-6,1.3376176331196137e-10,1.3930001258850098,0.0
3B,test_000501,r9-day-623f43cc-71b0-4ef9-8d08-c8981a624951,solver_optimal,true,true,true,pass,0.0,386827.0117860566,8.540797271236792e-13,7.228853576645941e-14,0,292050.3464153371,94776.66537071929,1.291809326176008e-10,1.4457707153291881e-10,1.0618350643198937e-6,1.4292379051414685e-5,1.2206351174415056e-9,1.3980000019073486,0.0
3B,test_000502,r9-day-4311be07-5ee4-4ef2-ba6f-2593129f5a24,solver_optimal,true,true,true,pass,0.0,392681.34426761244,1.3301211687291963e-12,4.16445915730808e-14,0,292050.3464153371,100630.99785227518,8.270433227153261e-11,8.32891831461616e-11,2.751221472863108e-7,3.690290290508037e-6,4.367121953235631e-10,1.4220001697540283,0.0
3B,test_000503,r9-day-37895f69-536f-476f-aed3-babec6cebc86,solver_optimal,true,true,true,pass,0.0,386112.5066338333,9.985931759696497e-13,6.639976296107384e-14,0,292050.3464153371,94062.16021849577,2.635601958900225e-10,1.3279952592214767e-10,7.503331289626658e-8,1.0185695978192363e-6,1.5315825240052653e-10,1.433000087738037,0.0
3B,test_000504,r9-day-ace8db6e-3501-4b5e-a70c-1b9f2f0278d3,solver_optimal,true,true,true,pass,0.0,384978.37086379854,8.743944757937671e-13,1.0139937482119197e-13,0,292050.3464153371,92928.02444846103,2.6107329631486216e-10,2.0279874964238395e-10,5.411493475548923e-7,7.267069320357074e-6,4.901373394637188e-10,1.4709999561309814,0.0
3B,test_000505,r9-day-646e4c66-d40e-465f-8dfa-56b8c6b2c533,solver_optimal,true,true,true,pass,0.0,384483.87738470075,9.101519483006934e-13,1.41101228822733e-13,0,292050.3464153371,92433.5309693636,-2.2488961803901476e-10,2.82202457645466e-10,1.8758328224066645e-7,2.5135104145875178e-6,2.5503843056442164e-10,1.3550000190734863,0.0
3B,test_000506,r9-day-b0c8879a-81fc-4c76-b7f6-c8d7e913150d,solver_optimal,true,true,true,pass,0.0,387949.3242517535,1.0326830700594202e-12,9.495163263335875e-14,0,292050.3464153371,95898.97783641636,-1.5135128705878744e-10,1.899032652667175e-10,4.2462033889023587e-7,5.701323703702675e-6,6.069685227798526e-11,1.2779998779296875,0.0
3B,test_000507,r9-day-5e6d5d15-c175-4fc9-8f04-2b7e0b9686a9,solver_optimal,true,true,true,pass,0.0,385426.3834924198,1.4045525530154606e-12,4.990217909726017e-14,0,292050.3464153371,93376.03707708255,2.0889956431347042e-12,9.980435819452034e-11,1.0970779840135947e-7,1.4704705255270117e-6,1.0908945141297772e-11,1.3829998970031738,0.0
3B,test_000508,r9-day-e33403f3-03a1-4ff6-a8cd-6bd6bc7332a9,solver_optimal,true,true,true,pass,0.0,384195.4746258206,1.2760992682543996e-12,5.034006657602312e-14,0,292050.3464153371,92145.12821048303,2.840565116457583e-10,1.0068013315204624e-10,8.412825991399586e-8,1.1257232013613858e-6,3.884927196586002e-10,1.3420000076293945,0.0
3B,test_000509,r9-day-e366a137-0e4b-4a8a-a93c-e66a4dcb8c97,solver_optimal,true,true,true,pass,0.0,384496.58147576684,8.517374658312703e-13,5.960526359694382e-14,0,292050.3464153371,92446.23506042936,2.11785788906127e-10,1.1921052719388764e-10,1.1027623258996755e-7,1.484787770344411e-6,3.588936499035082e-10,1.2879998683929443,0.0
3B,test_000510,r9-day-c7b7a75d-3d32-425e-9105-d7fd9510f7bb,solver_optimal,true,true,true,pass,0.0,383872.8159594465,9.694909098567452e-13,7.774785223775887e-14,0,292050.3464153371,91822.46954410899,2.0370691800053462e-10,1.5549570447551773e-10,5.326228347257711e-7,7.1566741312082455e-6,2.266246908831869e-10,1.3510000705718994,0.0
3B,test_000511,r9-day-80f16778-607f-4f7e-a869-9fff48a6f8da,solver_optimal,true,true,true,pass,0.0,383645.7702559622,1.2931610586352303e-12,4.1842655940313594e-14,0,292050.3464153371,91595.42384062555,-5.018250703869854e-10,8.368531188062719e-11,3.1889157980913296e-7,4.284055102057524e-6,2.0335569956768792e-10,1.3310000896453857,0.0
3B,test_000512,r9-day-7bdb212c-29bf-46a2-8644-efecdd30ddae,solver_optimal,true,true,true,pass,0.0,385004.6133138026,9.746690571314663e-13,9.67696989412915e-14,0,292050.3464153371,92954.26689846518,1.2267236115803825e-10,1.9353939788258302e-10,6.79506229062099e-6,9.132681962119257e-5,7.216917678028479e-10,1.3700001239776611,0.0
3B,test_000513,r9-day-517e129e-1913-44d8-97a4-526f975939c6,solver_optimal,true,true,true,pass,0.0,385081.0518447072,1.3538061228857107e-12,3.674935438907016e-14,0,292050.3464153371,93030.70542937041,-3.29201554905012e-10,7.349870877814031e-11,2.6080804182981865e-7,3.0769847044126867e-6,1.7362682384205043e-10,1.3399999141693115,0.0
3B,test_000514,r9-day-4f18b4fc-8eff-469a-9c4e-2945f2caeff9,solver_optimal,true,true,true,pass,0.0,384240.27755916363,1.2578263639533778e-12,7.293985233963238e-14,0,292050.3464153371,92189.93114382593,4.0105589960148795e-10,1.4587970467926475e-10,1.261923898709938e-7,1.6990381764834675e-6,1.4521935144100647e-10,1.4060001373291016,0.0
3B,test_000515,r9-day-3c8008a4-d469-49a7-a5f0-b300a215b44f,solver_optimal,true,true,true,pass,0.0,385933.8352906726,8.269631418853198e-13,9.696106081202881e-14,0,292050.3464153371,93883.48887533533,2.5096369427046742e-11,1.9392212162405762e-10,1.155626705440227e-6,1.554833613249948e-5,3.2084943671743985e-10,1.5440001487731934,0.0
3B,test_000516,r9-day-e609d60e-4ee4-488c-b339-18bdf8536a2f,solver_optimal,true,true,true,pass,0.0,389689.8828251871,7.142303765786416e-13,1.2745462380520329e-13,0,292050.3464153371,97639.53640984977,-1.794830950530013e-11,2.5490924761040655e-10,2.7569058147491887e-7,3.7114711683036875e-6,2.7422829936227753e-10,1.5349998474121094,0.0
3B,test_000517,r9-day-cfc39a63-4b30-496f-94f8-2efb340f9c07,solver_optimal,true,true,true,pass,0.0,384331.8116314189,1.0066773435811907e-12,9.387790186085529e-14,0,292050.3464153371,92281.46521608118,3.9567567000631254e-10,1.8775580372171058e-10,1.1539214028744027e-7,1.5490396234547074e-6,9.303742592981903e-11,1.4530000686645508,0.0
3B,test_000518,r9-day-208966bc-1bc5-4b59-b9b0-1ed87e377341,solver_optimal,true,true,true,pass,0.0,384435.7381629823,7.91124354637651e-13,6.482465843822067e-14,0,292050.3464153371,92385.3917476451,-7.186429229477656e-11,1.2964931687644134e-10,1.6544543512964085e-7,1.331891526731935e-6,1.4648724117929551e-10,1.5499999523162842,0.0
3B,test_000519,r9-day-7e1047b8-f6b3-4e0d-a2a0-e1381aec1d53,solver_optimal,true,true,true,pass,0.0,385769.2576634356,1.1930354663846828e-12,4.592639470907594e-14,0,292050.3464153371,93718.91124809874,-4.1052032884181243e-10,9.185278941815188e-11,1.892885848064907e-7,2.5425081792486003e-6,1.3663928902313723e-10,1.5089998245239258,0.0
3B,test_000520,r9-day-be868169-d5e7-4d86-a0b7-317fbf61bc4a,solver_optimal,true,true,true,pass,0.0,383879.80029425584,1.3331561130246627e-12,3.9726065632973875e-14,0,292050.3464153371,91829.45387891865,-1.755608991516055e-11,7.945213126594775e-11,1.4438228390645236e-7,1.9456337568805938e-6,1.5688208377105977e-10,1.4700000286102295,0.0
3B,test_000521,r9-day-2996e889-5607-4e72-a1c8-96307530d453,solver_optimal,true,true,true,pass,0.0,384712.2882954193,8.479113529347959e-13,1.0516084425602482e-13,0,292050.3464153371,92661.94188008214,-1.6438121974715613e-10,2.1032168851204964e-10,1.9667822925839573e-7,2.640291895123478e-6,8.166239305176182e-11,1.4270000457763672,0.0
3B,test_000522,r9-day-aa5bf41b-5881-4c41-a5d2-c8be0e38ae16,solver_optimal,true,true,true,pass,0.0,384176.40855106316,1.231350198080631e-12,6.864859518509966e-14,0,292050.3464153371,92126.06213572559,3.450608687671775e-10,1.372971903701993e-10,1.6257217794191092e-7,2.188865105590888e-6,1.3584263569149546e-10,1.433000087738037,0.0
3B,test_000523,r9-day-23f5ce7c-4844-45ea-b858-2f2149d090c3,solver_optimal,true,true,true,pass,0.0,384476.42291630764,7.769243122856028e-13,8.567385819214982e-14,0,292050.3464153371,92426.07650097042,-6.93091806169832e-11,1.7134771638429964e-10,6.406253305613063e-7,8.65368830268123e-6,7.777725069545445e-10,1.319000005722046,0.0
3B,test_000524,r9-day-a7194b00-5351-43df-8a04-f273abb3fec6,solver_optimal,true,true,true,pass,0.0,386143.1171241521,1.0119027238621782e-12,8.550786147576724e-14,0,292050.3464153371,94092.77070881454,2.1167636532481995e-10,1.710157229515345e-10,1.709850039333105e-6,2.300759407398743e-5,2.721927583701777e-10,1.4429998397827148,0.0
3B,test_000525,r9-day-e06082df-fc2c-4012-aec8-fb203661c596,solver_optimal,true,true,true,pass,0.0,383955.4724573849,9.053898504501792e-13,9.692119859973935e-14,0,292050.3464153371,91905.12604204757,4.147153731537401e-11,1.938423971994787e-10,7.617018127348274e-8,1.0253922978144845e-6,1.2033556831747318e-10,1.371000051498413,0.0
3B,test_000526,r9-day-8f1f2f93-8ef8-4e74-904d-436ca5ed1bce,solver_optimal,true,true,true,pass,0.0,385271.19469001144,8.793173321012273e-13,1.2847972745979625e-13,0,292050.3464153371,93220.84827467412,1.805489091566415e-11,2.569594549195925e-10,4.1609382606111467e-7,5.576613210546491e-6,3.4966738358244867e-10,1.2790000438690186,0.0
3B,test_000527,r9-day-18709955-63a9-469f-a9c1-5dc4dce360c0,solver_optimal,true,true,true,pass,0.0,386032.01449300995,1.2447461332358673e-12,5.851134876862293e-14,0,292050.3464153371,93981.66807767273,-7.68807240092429e-12,1.1702269753724587e-10,1.4949819160392508e-7,2.009603889995326e-6,1.0838646374565424e-11,1.3720002174377441,0.0
3B,test_000528,r9-day-54f41921-92a0-4e54-85be-ac8a2c0cbe7d,solver_optimal,true,true,true,pass,0.0,383600.8979850265,1.1941701317498984e-12,7.531305987629601e-14,0,292050.3464153371,91550.55156968939,-1.955001494025055e-10,1.5062611975259202e-10,1.7905676941154525e-7,2.4085483370003585e-6,1.7166546981066187e-10,1.3559999465942383,0.0
3B,test_000529,r9-day-43eeee78-9117-4b3f-bfc7-a887f46f0a88,solver_optimal,true,true,true,pass,0.0,386032.22248894174,1.0488740695468058e-12,4.7394838594354236e-14,0,292050.3464153371,93981.8760736048,-2.79985101769853e-10,9.478967718870848e-11,8.606093615526333e-7,1.1582929343289534e-5,1.1210232297432734e-9,1.2709999084472656,0.0
3B,test_000530,r9-day-145d64e3-a584-465b-9db6-e292d343857f,solver_optimal,true,true,true,pass,0.0,385266.3538171121,1.0220173573884833e-12,4.8701501393865525e-14,0,292050.3464153371,93216.00740177494,-3.1374725040222986e-11,9.740300278773105e-11,3.228706191293895e-7,4.342013676127858e-6,5.619946217641064e-11,1.503000020980835,0.0
3B,test_000531,r9-day-1442eca7-93fb-45a9-af27-4e07129af08f,solver_optimal,true,true,true,pass,0.0,385813.1859276569,1.2272526051396933e-12,5.071842446263708e-14,0,292050.3464153371,93762.83951231948,1.6912338196561907e-10,1.0143684892527416e-10,5.513811629498377e-7,7.40210859398136e-6,3.4469736507867907e-9,1.2739999294281006,0.0
3B,test_000532,r9-day-0f50966f-074b-48a9-8ad5-a8b760024486,solver_optimal,true,true,true,pass,0.0,389267.9041407759,6.105564101353293e-13,1.5062234442288367e-13,0,292050.3464153371,97217.55772543837,1.1459633242338896e-10,3.012446888457673e-10,1.9326762412674725e-7,2.5900198945425794e-6,1.0058766402133906e-9,1.2249999046325684,0.0
3B,test_000533,r9-day-361ef62a-24bc-42b6-89de-5d79d00fcf15,solver_optimal,true,true,true,pass,0.0,385049.61833140085,1.1397459366212884e-12,5.4672700264667783e-14,0,292050.3464153371,92999.27191606366,-4.3230841129116014e-11,1.0934540052933557e-10,2.0236257114447653e-7,2.718755308044009e-6,3.896188450952245e-10,1.4260001182556152,0.0
3B,test_000534,r9-day-d6479d62-8eaf-47bb-bf62-92fc13dc89e5,solver_optimal,true,true,true,pass,0.0,384085.63553045655,1.1226975585627787e-12,5.261692064163607e-14,0,292050.3464153371,92035.28911511923,1.0601866051729302e-10,1.0523384128327215e-10,1.1141310096718371e-7,1.7519781921511899e-6,1.407199855377944e-10,1.3630001544952393,0.0
3B,test_000535,r9-day-2554be70-0334-44f8-9835-9b8c8d4056ec,solver_optimal,true,true,true,pass,0.0,383665.1314916686,1.0783112296567681e-12,6.212342877221384e-14,0,292050.3464153371,91614.78507633133,-3.5143443710694484e-12,1.2424685754442769e-10,5.798028723802418e-7,7.796413863746614e-6,2.95438801741565e-10,1.319000005722046,0.0
3B,test_000536,r9-day-599fedcf-18f5-470f-be1f-2e19894f9969,solver_optimal,true,true,true,pass,0.0,384476.48774506024,8.689979103442626e-13,6.401150734890226e-14,0,292050.3464153371,92426.14132972316,-1.548798422845721e-10,1.280230146978045e-10,1.8474111129762605e-7,2.477271112123875e-6,8.659404428720714e-11,1.369999885559082,0.0
3B,test_000537,r9-day-544e66cd-d430-410b-b8c1-becf3dc8efc3,solver_optimal,true,true,true,pass,0.0,383906.74053266377,8.440396244504174e-13,9.431657123879836e-14,0,292050.3464153371,91856.39411732646,-9.720224625198177e-12,1.886331424775967e-10,1.1709744285326451e-7,1.5778885976722092e-6,1.8852012740276038e-10,1.378999948501587,0.0
3B,test_000538,r9-day-abd1761c-f835-4589-b139-d901e93b61be,solver_optimal,true,true,true,pass,0.0,384608.73893673084,1.4313151244684872e-12,3.417873016756825e-14,0,292050.3464153371,92558.39252139346,2.295564627274871e-10,6.83574603351365e-11,2.518163455533795e-7,3.3800189423956137e-6,3.568865736378952e-10,1.6499998569488525,0.0
3B,test_000539,r9-day-bc7bfff9-b130-4718-aea2-47931fcd4dfa,solver_optimal,true,true,true,pass,0.0,383879.52035365894,1.2733170916216237e-12,8.573029106620346e-14,0,292050.3464153371,91829.17393832165,1.0464873412274763e-11,1.7146058213240694e-10,1.602984411874786e-7,2.158316280194954e-6,1.1409640874545255e-10,1.4519999027252197,0.0
3B,test_000540,r9-day-2bbaf2fd-3ae1-480a-b60f-6f9c5151be8d,solver_optimal,true,true,true,pass,0.0,384321.9412518174,9.549977921525173e-13,4.742994232913435e-14,0,292050.3464153371,92271.59483648051,-3.575991058824002e-10,9.48598846582687e-11,2.135208676534717e-7,1.1910520546409128e-6,2.838733573152082e-11,1.437000036239624,0.0
3B,test_000541,r9-day-0810cd8b-ccb0-40ff-bc9c-44053e0dbaa6,solver_optimal,true,true,true,pass,0.0,386058.5574596179,9.762055005771858e-13,8.80329830989195e-14,0,292050.3464153371,94008.21104428053,1.2567653584483197e-10,1.7606596619783901e-10,1.184616849059239e-6,1.5914989683834265e-5,3.5912228256219993e-10,1.4229998588562012,0.0
3B,test_000542,r9-day-77de7586-6099-4018-944d-6e72e0a8e8ae,solver_optimal,true,true,true,pass,0.0,389838.21618578513,1.0314081209871001e-12,7.488481264161522e-14,0,292050.3464153371,97787.86977044793,-5.14958742314775e-11,1.4976962528323044e-10,1.1709744285326451e-7,1.5774416629833594e-6,5.401840985284699e-10,1.3250000476837158,0.0
3B,test_000543,r9-day-21fe6f4d-42b3-4340-bdce-e26afc1d4d84,solver_optimal,true,true,true,pass,0.0,384538.9900740837,1.224551219697939e-12,5.579446978002411e-14,0,292050.3464153371,92488.64365874631,9.503082765149882e-11,1.1158893956004822e-10,7.901235221652314e-8,1.065506611546479e-6,1.1328286965783819e-10,1.2409999370574951,0.0
3B,test_000544,r9-day-1769c925-5ff8-4300-b18f-3f8f25d46bdd,solver_optimal,true,true,true,pass,0.0,384961.0530135691,1.4142248793278647e-12,4.288880389877973e-14,0,292050.3464153371,92910.7065982314,5.058581109551596e-10,8.577760779755946e-11,3.5583980206865817e-7,4.781577248112914e-6,9.397355220615937e-12,1.3680000305175781,0.0
3B,test_000545,r9-day-f96f2315-c169-4264-91af-545984787638,solver_optimal,true,true,true,pass,0.0,384676.19146640366,1.0726317448632644e-12,5.5788160730301764e-14,0,292050.3464153371,92625.84505106664,-2.1896084945183252e-10,1.1157632146060352e-10,1.0288658813806251e-7,1.3796156761232657e-6,4.2261047057358154e-10,1.4129998683929443,0.0
3B,test_000546,r9-day-8149586a-8f85-43d2-b04f-882468f27101,solver_optimal,true,true,true,pass,0.0,385049.6216971927,1.1343306551279871e-12,7.877269234604945e-14,0,292050.3464153371,92999.27528185536,3.992965957877459e-11,1.575453846920989e-10,3.183231456205249e-7,4.27635223380357e-6,1.1422560105455334e-10,1.3899998664855957,0.0
3B,test_000547,r9-day-8d4ad754-f1fb-4585-91a2-6e6f3aa7c9da,solver_optimal,true,true,true,pass,0.0,385461.68301390304,9.198285755611454e-13,1.0265555461877269e-13,0,292050.3464153371,93411.33659856586,-1.8421957292957812e-10,2.0531110923754539e-10,5.286437954055145e-7,7.101084981089703e-6,2.9598804535595914e-10,1.3429999351501465,0.0
3B,test_000548,r9-day-6d84c41c-45af-4df4-8ad1-2dee806e7adb,solver_optimal,true,true,true,pass,0.0,383912.7829048151,9.507943830278774e-13,1.0065062676717444e-13,0,292050.3464153371,91862.43648947767,1.275211047868652e-10,2.013012535343489e-10,1.63140612130519e-7,2.1977808717674154e-6,1.6633034756851186e-10,1.3680000305175781,0.0
3B,test_000549,r9-day-98b732b4-7cc0-4825-b160-72fec71fc1fc,solver_optimal,true,true,true,pass,0.0,383730.20575152826,1.6534331311837374e-12,5.402399657121156e-14,0,292050.3464153371,91679.85933619033,7.273911251104436e-10,1.0804799314242312e-10,3.9335645851679146e-7,5.282583536541633e-6,2.1269193198155397e-10,1.3819999694824219,0.0
3B,test_000550,r9-day-0eeb8239-d136-4ca7-8566-0e345f991a3c,solver_optimal,true,true,true,pass,0.0,383603.57940303854,1.3617295678772579e-12,5.37177532995452e-14,0,292050.3464153371,91553.23298770108,2.4414532617811353e-10,1.074355065990904e-10,5.019273885409348e-7,6.750277928994823e-6,2.6384845723945054e-10,1.3680000305175781,0.0
3B,test_000551,r9-day-7c3f6a05-9cde-4cd6-948c-3b07921dfb33,solver_optimal,true,true,true,pass,0.0,383621.9085237813,1.293082051254607e-12,8.336556557166603e-14,0,292050.3464153371,91571.56210844356,4.760380534207797e-10,1.6673113114333206e-10,3.9676706364843994e-7,5.671722351034229e-6,1.5573477830279897e-10,1.2810001373291016,0.0
3B,test_000552,r9-day-962d5464-e831-483a-8c97-f8f83f7854fc,solver_optimal,true,true,true,pass,0.0,385326.49995723553,9.642644466113435e-13,7.385566443288217e-14,0,292050.3464153371,93276.15354189857,-3.243030732846819e-10,1.4771132886576434e-10,1.8070522855850868e-6,2.4287552803744952e-5,2.7925602921733176e-10,1.315999984741211,0.0
3B,test_000553,r9-day-7efc89df-efb6-43b9-adab-caac5d47c3bf,solver_optimal,true,true,true,pass,0.0,384466.4301395885,8.716246865813695e-13,5.826427936691473e-14,0,292050.3464153371,92416.08372425145,-1.7063115365090193e-10,1.1652855873382947e-10,1.0800249583553523e-7,1.4484512900583672e-6,1.1022259599584999e-10,1.315000057220459,0.0
3B,test_000554,r9-day-b646ea76-3f8e-4682-839e-de1ba5a7873a,solver_optimal,true,true,true,pass,0.0,385161.0095699898,9.3298531187665e-13,6.91205942287615e-14,0,292050.3464153371,93110.66315465275,-1.522863612990477e-10,1.38241188457523e-10,1.0061285138363019e-7,1.3558578347494858e-6,1.0940036634620066e-10,1.2810001373291016,0.0
3B,test_000555,r9-day-16801a0c-71c0-43cb-9809-a1d4db91a401,solver_optimal,true,true,true,pass,0.0,383730.130024788,1.3514297654756513e-12,3.7719277045159264e-14,0,292050.3464153371,91679.78360945053,3.2403448813056454e-10,7.543855409031853e-11,2.495426087989472e-7,3.3591857645794434e-6,1.5713819894529166e-10,1.2999999523162842,0.0
3B,test_000556,r9-day-5ef961f4-df66-472f-a432-5cd620c2359d,solver_optimal,true,true,true,pass,0.0,387478.90774531395,1.2966052128383352e-12,6.577133182138009e-14,0,292050.3464153371,95428.56132997692,-2.3681252514506924e-10,1.3154266364276016e-10,1.3244516594568267e-7,1.780084841891859e-6,2.1043640117037026e-10,1.386000156402588,0.0
3B,test_000557,r9-day-da8aa683-6613-45b6-8162-231bb80ae68a,solver_optimal,true,true,true,pass,0.0,383688.0941856596,1.3910592799308643e-12,4.080262766233746e-14,0,292050.3464153371,91637.74777032238,5.098428346173025e-11,8.160525532467493e-11,6.252776074688882e-8,8.281295384273746e-7,2.3025748225520463e-10,1.3589999675750732,0.0
3B,test_000558,r9-day-b279eae8-9a48-4702-8378-a658ce51dde1,solver_optimal,true,true,true,pass,0.0,383430.94606392866,1.0584979905683138e-12,6.970505866187445e-14,0,292050.3464153371,91380.59964859151,-1.367297386423161e-10,1.394101173237489e-10,1.0288658813806251e-7,1.3834336080745723e-6,2.65939362674631e-10,1.50600004196167,0.0
3B,test_000559,r9-day-55e1adbb-bca6-4c48-8746-23544c7de790,solver_optimal,true,true,true,pass,0.0,384287.7933080698,1.0930032863348519e-12,4.823798617263724e-14,0,292050.3464153371,92237.44689273246,1.2737757515424166e-10,9.647597234527447e-11,1.261923898709938e-7,1.6981718806537722e-6,3.5181774921627557e-10,1.441999912261963,0.0
3B,test_000560,r9-day-20d97706-7dd0-4d3f-9a65-e3e80f8cee1c,solver_optimal,true,true,true,pass,0.0,383777.1519560231,1.3666150270586519e-12,6.077617584823687e-14,0,292050.3464153371,91726.80554068553,3.5073526305495755e-10,1.2155235169647375e-10,9.492850949754938e-8,1.2791556467847652e-6,1.4753899999687895e-10,1.369999885559082,0.0
3B,test_000561,r9-day-70f80a28-9ce2-4083-988b-4300606b4b02,solver_optimal,true,true,true,pass,0.0,384704.8492281075,1.212602156131945e-12,7.473496604704043e-14,0,292050.3464153371,92654.50281276974,4.521751861830126e-10,1.4946993209408087e-10,3.3026026358129457e-7,4.439867100655616e-6,2.544301890820202e-10,1.5499999523162842,0.0
3B,test_000562,r9-day-a86f5ffb-b53e-4c2a-852e-c7e94f6e2d80,solver_optimal,true,true,true,pass,0.0,385869.90689904033,9.901764028568323e-13,8.820414130152778e-14,0,292050.3464153371,93819.56048370275,2.6759323645819683e-10,1.7640828260305555e-10,3.990976438217331e-6,5.3789767518088774e-5,6.18870323649255e-10,1.5,0.0
3B,test_000563,r9-day-61b83980-64ed-4181-9638-fdb2640ad5f0,solver_optimal,true,true,true,pass,0.0,384552.04994683387,1.3167518372412347e-12,6.179083395187519e-14,0,292050.3464153371,92501.70353149706,-4.071267767358223e-10,1.2358166790375038e-10,1.6939338820520788e-7,2.28101850284002e-6,6.135289105384558e-11,1.5069999694824219,0.0
