owner,id,run_id,status,model_pass,kkt_pass,cost_complete,comfort_outcome,peak_excess_K,net_cost_CNY,called_energy_MWh,mismatch_MWh,trained_label,day_ahead_cost_CNY,device_cost_CNY,real_time_settlement_CNY,delivery_penalty_CNY,physical_max_normalized,lp_kkt_max_normalized,lp_gap_normalized,elapsed_sec,budget_overrun_sec
3B,test_000344,r9-day-bb2588da-621f-4c7e-843a-94c070ba27fd,solver_optimal,true,true,true,pass,0.0,384807.4201089874,8.11732742933152e-13,1.2023390659626123e-13,0,292050.3464153371,92757.07369365019,-1.0955432117043531e-10,2.4046781319252246e-10,7.821654435247183e-7,1.0515484101335302e-5,3.7808561982226046e-10,1.562000036239624,0.0
3B,test_000345,r9-day-9b67e3fa-1062-4834-bd78-4bebae853a32,solver_optimal,true,true,true,pass,0.0,383757.2532000346,1.0136305685483482e-12,6.590435857620618e-14,0,292050.3464153371,91706.90678469707,2.626777018122084e-10,1.3180871715241236e-10,1.1482370609883219e-7,1.535357216844697e-6,1.4598422822752167e-10,1.570000171661377,0.0
3B,test_000346,r9-day-499a1939-587b-47df-acdd-61d649e20540,solver_optimal,true,true,true,pass,0.0,384391.50901608664,9.17051117649962e-13,1.055162508394912e-13,0,292050.3464153371,92341.16260074957,-2.6543602871242913e-10,2.110325016789824e-10,3.3594460546737537e-7,4.5142751075071565e-6,2.0486518973850742e-11,1.308000087738037,0.0
3B,test_000347,r9-day-136ed1c8-1171-4d1e-85fc-0e58ecdce448,solver_optimal,true,true,true,pass,0.0,384536.4262357655,8.129622072084377e-13,9.244799132459622e-14,0,292050.3464153371,92486.07982042809,1.295546780966106e-10,1.8489598264919243e-10,1.318767317570746e-7,1.7656863084802204e-6,7.70974234797736e-11,1.5090000629425049,0.0
3B,test_000348,r9-day-1f5d035f-82c4-44c9-80ca-467082f5bd71,solver_optimal,true,true,true,pass,0.0,384054.2727185157,8.476588547311995e-13,8.163927568129497e-14,0,292050.3464153371,92003.92630317838,7.433555992975017e-11,1.6327855136258994e-10,1.5575096767861396e-7,2.289557432533229e-6,2.499026616000552e-10,1.5810000896453857,0.0
3B,test_000349,r9-day-ec23ed86-a9e4-4ac0-9762-50e606d5e521,solver_optimal,true,true,true,pass,0.0,388914.51939700457,1.238632733416732e-12,5.4891643130233994e-14,0,292050.3464153371,96864.17298166774,-4.033665845781798e-10,1.0978328626046799e-10,3.980176188633777e-6,5.347867947552243e-5,4.4167651934111526e-10,1.440999984741211,0.0
3B,test_000350,r9-day-97f4b56b-180b-4f15-81bf-81338683f535,solver_optimal,true,true,true,pass,0.0,386052.7137312899,9.80386493270897e-13,7.588324593492292e-14,0,292050.3464153371,94002.3673159525,1.148507067227911e-10,1.5176649186984585e-10,3.3139713195851073e-7,4.452555507150285e-6,8.669007771363327e-11,1.4350001811981201,0.0
3B,test_000351,r9-day-5ce09821-81d5-416c-84e9-264ab7f7de8f,solver_optimal,true,true,true,pass,0.0,384212.35498186434,9.22150605825241e-13,1.0871219593967419e-13,0,292050.3464153371,92162.00856652683,1.509690150669485e-10,2.1742439187934838e-10,1.2221335055073723e-7,1.644218984719976e-6,9.789486559502133e-11,1.444000005722046,0.0
3B,test_000352,r9-day-e9806689-ed48-4106-a900-29a163d869f8,solver_optimal,true,true,true,pass,0.0,384878.95841869386,1.1189291777694186e-12,3.162043238034444e-14,0,292050.3464153371,92828.61200335671,-4.0839154280547534e-11,6.324086476068888e-11,1.2448708730516955e-7,1.6736758029582353e-6,4.248225780586721e-10,1.5999999046325684,0.0
3B,test_000353,r9-day-b89b98d7-c194-48a3-a590-ae40745eb801,solver_optimal,true,true,true,pass,0.0,391000.3881364826,8.731711808645258e-13,8.123248964064284e-14,0,292050.3464153371,98950.04172114532,-9.619327556720234e-12,1.6246497928128567e-10,3.6146730053587817e-6,4.8633546684527176e-5,2.941265102116015e-10,1.627000093460083,0.0
3B,test_000354,r9-day-377ee3c0-389c-4f19-8de2-715f2f6f2dbe,solver_optimal,true,true,true,pass,0.0,384387.8065453269,1.209741670545742e-12,6.234449036714825e-14,0,292050.3464153371,92337.46012998937,2.9946534141345177e-10,1.246889807342965e-10,4.416733645484783e-7,5.925785971553269e-6,1.8911391161785289e-10,1.5450000762939453,0.0
3B,test_000355,r9-day-fdae1a48-ec63-4688-b0d5-e3fd8f04a881,solver_optimal,true,true,true,pass,0.0,386481.25189970643,1.3531808820365686e-12,4.604600577863594e-14,0,292050.3464153371,94430.905484369,2.0608297290891646e-10,9.209201155727188e-11,2.3817392502678558e-7,3.201188293188417e-6,1.0170678763968626e-10,1.5090000629425049,0.0
3B,test_000356,r9-day-ac591289-6de8-494f-80ba-00a509740663,solver_optimal,true,true,true,pass,0.0,385058.60170883173,1.5083878176111895e-12,4.288795811687785e-14,0,292050.3464153371,93008.25529349499,-3.8139660318847753e-10,8.577591623375569e-11,2.432898327242583e-7,3.2751367262838363e-6,1.2516665478733833e-11,1.378999948501587,0.0
3B,test_000357,r9-day-92d69657-6f65-48eb-9352-bbe6526f27dc,solver_optimal,true,true,true,pass,0.0,383983.3292353657,9.435318580795979e-13,5.0886935515603073e-14,0,292050.3464153371,91932.98282002837,6.046718681318453e-11,1.0177387103120614e-10,1.602984411874786e-7,2.158316280194954e-6,4.748648890307708e-12,1.3399999141693115,0.0
3B,test_000358,r9-day-23810f73-8fa8-474c-83c1-3c2f7d064fff,solver_optimal,true,true,true,pass,0.0,384941.250133009,1.418405650682562e-12,5.2016720693564235e-14,0,292050.3464153371,92890.90371767143,2.886295646931103e-10,1.0403344138712847e-10,3.171862772433087e-7,4.261080505998344e-6,3.994727400340287e-10,1.316999912261963,0.0
3B,test_000359,r9-day-97c5b96b-9970-45d9-9100-24e33bc14490,solver_optimal,true,true,true,pass,0.0,384091.00804494467,1.0363692845309698e-12,9.740601720746764e-14,0,292050.3464153371,92040.6616296078,-4.0911061205406444e-10,1.948120344149353e-10,2.8194335754960775e-7,3.7947125993839545e-6,0.0,1.4879999160766602,0.0
3B,test_000360,r9-day-cb9b3d37-d38a-46f1-a36e-e3713d04a342,solver_optimal,true,true,true,pass,0.0,384638.26611893234,1.0620145520467076e-12,5.945542809614553e-14,0,292050.3464153371,92587.91970359543,-3.026926265192742e-10,1.1891085619229107e-10,8.86757334228605e-8,1.1954005798215081e-6,3.269107219591928e-10,1.5980000495910645,0.0
3B,test_000361,r9-day-fa363ba7-ba5e-4d97-8e3b-0d252669115f,solver_optimal,true,true,true,pass,0.0,385929.67409532337,8.581646997415077e-13,6.7672298632651e-14,0,292050.3464153371,93879.32767998605,6.452864909078927e-11,1.35344597265302e-10,1.944044925039634e-7,2.611238416094436e-6,1.689571920773468e-10,1.3959999084472656,0.0
3B,test_000362,r9-day-098cd112-2126-43ce-99c1-d1ef3bdd307a,solver_optimal,true,true,true,pass,0.0,384424.94410965376,1.064389646696726e-12,7.751475377141313e-14,0,292050.3464153371,92374.59769431663,-1.724487219689763e-10,1.5502950754282625e-10,8.378719940083101e-7,1.1285962898389847e-5,2.299960894413974e-10,1.4539999961853027,0.0
3B,test_000363,r9-day-f06ea7c4-32db-49a4-8ac5-6af1a1bb049b,solver_optimal,true,true,true,pass,0.0,385363.6323747467,6.691442115395026e-13,1.5390796662887236e-13,0,292050.3464153371,93313.28595940943,-8.768950010562548e-11,3.0781593325774475e-10,1.8320633898838423e-6,2.461364056579877e-5,7.329503068092056e-11,1.4900000095367432,0.0
3B,test_000364,r9-day-6f3ba96a-b355-48f7-a134-296775de9714,solver_optimal,true,true,true,pass,0.0,384198.21881274076,9.291266756336193e-13,7.745080087481248e-14,0,292050.3464153371,92147.87239740352,-7.946994173835266e-11,1.5490160174962498e-10,3.83124643121846e-7,5.154981124447475e-6,1.3265210008443374e-10,1.6170001029968262,0.0
3B,test_000365,r9-day-5c56d62b-2c47-4fa4-939e-9548fc15e278,solver_optimal,true,true,true,pass,0.0,385615.9076028561,1.2109426026088582e-12,6.003657097955291e-14,0,292050.3464153371,93565.56118751931,-4.0569574366600146e-10,1.2007314195910582e-10,4.540652298601344e-6,6.109798011224467e-5,5.443424124524779e-10,1.501000165939331,0.0
3B,test_000366,r9-day-9617667b-d918-4fdd-a602-53d1813c4157,solver_optimal,true,true,true,pass,0.0,386286.59098627284,8.496930332844464e-13,1.1957102330738579e-13,0,292050.3464153371,94236.24457093517,2.937909471256717e-10,2.3914204661477156e-10,5.047695594839752e-7,6.778238049074613e-6,7.56655625907538e-11,1.489999771118164,0.0
3B,test_000367,r9-day-bc654a0b-330e-41ac-baad-0a02c1979232,solver_optimal,true,true,true,pass,0.0,384852.2171093113,9.830899585874367e-13,8.902310900681549e-14,0,292050.3464153371,92801.8706939739,1.3236842733022056e-10,1.7804621801363098e-10,3.1604940886609256e-7,4.245808778193118e-6,4.108324284113467e-10,1.4900000095367432,0.0
3B,test_000368,r9-day-a6283004-9b0a-47d2-8ed5-60321a5c1ce2,solver_optimal,true,true,true,pass,0.0,386427.80070515716,9.84389950100271e-13,1.2665390993980192e-13,0,292050.3464153371,94377.45428981954,2.8203714919072807e-10,2.5330781987960385e-10,2.688693712116219e-7,3.6128162627913976e-6,5.242407961599776e-11,1.5409998893737793,0.0
3B,test_000369,r9-day-64334213-ad1b-4b62-91c8-aee8c0089aea,solver_optimal,true,true,true,pass,0.0,385495.67400237743,9.046915400749142e-13,8.182028232877916e-14,0,292050.3464153371,93445.32758704001,1.386652570545266e-10,1.6364056465755832e-10,2.034425961028319e-6,2.7337250684093058e-5,6.120052047996641e-10,1.4270000457763672,0.0
3B,test_000370,r9-day-5fa67d8c-bc5e-43fc-becc-c89db17db10d,solver_optimal,true,true,true,pass,0.0,384198.2410771891,1.0010977018297984e-12,7.893895546857219e-14,0,292050.3464153371,92147.89466185223,-3.89913168419298e-10,1.5787791093714437e-10,7.105427357601002e-8,9.604453136769698e-7,3.142590659365061e-10,1.499000072479248,0.0
3B,test_000371,r9-day-e97487f1-fc5b-49e1-ba09-02cef8f81f29,solver_optimal,true,true,true,pass,0.0,386101.6681732707,1.0241113682212573e-12,1.0087920871256479e-13,0,292050.3464153371,94051.32175793328,9.109726306633095e-11,2.0175841742512957e-10,2.9899638320785016e-7,4.02248078460484e-6,3.0944626734369898e-12,1.4749999046325684,0.0
3B,test_000372,r9-day-956b0124-eb3f-4984-aeb3-1ed6c1234d7e,solver_optimal,true,true,true,pass,0.0,386379.2927200236,1.1121662460433701e-12,7.987431737440994e-14,0,292050.3464153371,94328.94630468593,3.6909995060341314e-10,1.5974863474881987e-10,4.361595529189799e-6,5.8583514278803406e-5,5.738760663632285e-10,1.623999834060669,0.0
3B,test_000373,r9-day-c8c37467-b675-443d-971c-5a012e99dac7,solver_optimal,true,true,true,pass,0.0,384496.87542034,1.0904572911277381e-12,7.324381661485602e-14,0,292050.3464153371,92446.52900500284,-1.6700596461305397e-10,1.4648763322971204e-10,8.378719940083101e-7,1.126856335927747e-5,3.053734504353755e-10,1.7209999561309814,0.0
3B,test_000374,r9-day-72e28b85-39e9-467f-8bf4-b591be47b082,solver_optimal,true,true,true,pass,0.0,385810.1295185487,1.0435269329061963e-12,6.186833640398706e-14,0,292050.3464153371,93759.78310321119,3.1572682246405747e-10,1.2373667280797412e-10,3.376499080331996e-7,4.535971606492409e-6,3.010962121355831e-10,1.625,0.0
3B,test_000375,r9-day-6140d4fa-69ea-425a-976e-f6077bf70d37,solver_optimal,true,true,true,pass,0.0,384498.3328728345,1.0001939394521673e-12,6.811992482505221e-14,0,292050.3464153371,92447.98645749755,-2.547437816247111e-10,1.3623984965010443e-10,2.6261659513693303e-7,3.527283841170658e-6,8.65735824249821e-11,1.569000005722046,0.0
3B,test_000376,r9-day-b73bd9e3-edc1-463d-bcfa-fec1617b3d50,solver_optimal,true,true,true,pass,0.0,384545.12296644854,7.4306842506303e-13,9.031321655199475e-14,0,292050.3464153371,92494.77655111127,-1.0052758625533899e-11,1.806264331039895e-10,1.6655121726216748e-7,2.2348284028951945e-6,4.704073911543941e-10,1.6089999675750732,0.0
3B,test_000377,r9-day-6d0ff6bf-32da-48a6-a053-ea1431e63814,solver_optimal,true,true,true,pass,0.0,388146.1627597802,1.0282039927865966e-12,6.354290274229277e-14,0,292050.3464153371,96095.8163444433,-3.2715377074055143e-10,1.2708580548458554e-10,1.5916157281026244e-7,2.1380299508304664e-6,2.8923379959180877e-10,1.6399998664855957,0.0
3B,test_000378,r9-day-a62e52b7-07aa-4c0b-b8a6-3ed8ddb88d59,solver_optimal,true,true,true,pass,0.0,384339.3393217032,1.3809771900715276e-12,7.04055787361153e-14,0,292050.3464153371,92288.99290636546,4.809976417163853e-10,1.408111574722306e-10,9.265477274311706e-8,1.248885362638106e-6,2.838198422821177e-11,1.6089999675750732,0.0
3B,test_000379,r9-day-1cbd5b7b-d866-45dd-a6f3-9228c828c57e,solver_optimal,true,true,true,pass,0.0,385476.3774358993,1.1278190895848241e-12,3.119516049345345e-14,0,292050.3464153371,93426.03102056164,4.4716301772496085e-10,6.23903209869069e-11,6.934897101018578e-8,9.441918146806181e-7,1.4641315878712725e-10,1.568000078201294,0.0
3B,test_000380,r9-day-c4ab46b6-719c-4996-a42f-5c1e92f32cca,solver_optimal,true,true,true,pass,0.0,385958.88059455686,9.484198942864047e-13,1.272230046894497e-13,0,292050.3464153371,93908.53417921967,-1.7624586234887827e-10,2.544460093788994e-10,1.949729266925715e-7,2.6241858674829467e-6,6.818169143458176e-11,1.559999942779541,0.0
3B,test_000381,r9-day-69579e8c-e174-4aa8-b882-65e0b8bf3ab0,solver_optimal,true,true,true,pass,0.0,386653.08893248823,1.105364617196427e-12,5.5072859098672295e-14,0,292050.3464153371,94602.7425171514,-4.3149839257239364e-10,1.1014571819734459e-10,5.099991540191695e-6,6.85038011296341e-5,9.336951877496019e-10,1.4080002307891846,0.0
3B,test_000382,r9-day-cff3f5c1-0dc8-4579-846a-c40c1e2878af,solver_optimal,true,true,true,pass,0.0,384304.89662126487,1.3971867819945857e-12,7.167196735284213e-14,0,292050.3464153371,92254.55020592717,4.912394047096314e-10,1.4334393470568425e-10,5.496758603840135e-7,7.393539602768593e-6,1.719328484450268e-10,1.6119999885559082,0.0
3B,test_000383,r9-day-84842923-9401-459a-a062-4fb3eb29a296,solver_optimal,true,true,true,pass,0.0,384911.3825128643,1.08568239193999e-12,3.236726506493576e-14,0,292050.3464153371,92861.0360975274,-3.1917295473249406e-10,6.473453012987151e-11,1.5347723092418164e-6,2.062993412657203e-5,6.001853701708724e-10,1.5279998779296875,0.0
3B,test_000384,r9-day-8f290a93-8268-4f9f-8492-ed5debc9e41a,solver_optimal,true,true,true,pass,0.0,384189.73180742736,1.4042756866384584e-12,3.1577553085060866e-14,0,292050.3464153371,92139.38539209058,-3.946553306377609e-10,6.315510617012174e-11,3.54702933691442e-7,4.7725678128567615e-6,2.447972548111264e-10,1.4709999561309814,0.0
3B,test_000385,r9-day-b6dad2f7-6096-4de6-a9ff-799445d48026,solver_optimal,true,true,true,pass,0.0,384060.07771542826,9.53727018632144e-13,5.64372916512316e-14,0,292050.3464153371,92009.73130009099,7.407550128846197e-11,1.128745833024632e-10,8.412825991399586e-8,1.1361842119314214e-6,7.749656869058478e-11,1.4249999523162842,0.0
3B,test_000386,r9-day-c015cbaa-0744-444e-8e8e-959879eb6417,solver_optimal,true,true,true,pass,0.0,386529.0508144382,9.079957190459429e-13,1.1095576097020594e-13,0,292050.3464153371,94478.70439910101,-1.9443149312792232e-10,2.2191152194041187e-10,1.7962520360015333e-7,2.4142752349273186e-6,7.085068585161941e-11,1.5269999504089355,0.0
3B,test_000387,r9-day-b885fffb-fa38-403a-81e3-676ac1906987,solver_optimal,true,true,true,pass,0.0,384393.7224078176,9.42564936626211e-13,7.697740803199658e-14,0,292050.3464153371,92343.37599248033,2.6149393761443225e-11,1.5395481606399316e-10,1.921307557495311e-7,2.5857956037905127e-6,2.8050099780412553e-10,1.5829999446868896,0.0
3B,test_000388,r9-day-4521ff9e-d99a-451d-86b5-55338d03a2de,solver_optimal,true,true,true,pass,0.0,384209.8781184605,1.394822053203942e-12,3.1730875514854287e-14,0,292050.3464153371,92159.53170312289,4.1140566509056946e-10,6.346175102970857e-11,1.3869794202037156e-7,1.862599753975818e-6,2.984294654426986e-10,1.4259998798370361,0.0
3B,test_000389,r9-day-34b42cd2-44f5-4e7c-ac1e-09897dd8e316,solver_optimal,true,true,true,pass,0.0,386877.91254546936,1.2716022857998725e-12,5.040267134511365e-14,0,292050.3464153371,94827.56613013204,1.0009841844293988e-10,1.008053426902273e-10,1.0857093002414331e-7,1.553651387436752e-6,2.3632315334268063e-10,1.440000057220459,0.0
3B,test_000390,r9-day-088f41e9-2fc0-48f5-a4af-de0d9afae9cf,solver_optimal,true,true,true,pass,0.0,384460.38503928366,1.0803683422047818e-12,1.0359807744977058e-13,0,292050.3464153371,92410.03862394625,5.8152238580078125e-11,2.0719615489954117e-10,2.2566837287740782e-7,3.031378314150595e-6,2.8817220795977357e-10,1.2869999408721924,0.0
3B,test_000391,r9-day-6f8a6a3c-9dce-4592-920f-94782ad01053,solver_optimal,true,true,true,pass,0.0,384189.8561206479,1.106359637342406e-12,6.585749154243584e-14,0,292050.3464153371,92139.5097053108,-1.2906440360893615e-10,1.317149830848717e-10,1.283556594344759e-7,1.3214741372649194e-6,2.369002495494306e-11,1.4210000038146973,0.0
3B,test_000392,r9-day-56e4ea8f-e9c8-4855-a3cb-689c5800d6ba,solver_optimal,true,true,true,pass,0.0,384021.3664008601,9.864499460889813e-13,6.080930399573886e-14,0,292050.3464153371,91971.01998552277,7.057678885757925e-11,1.2161860799147773e-10,2.006572685786523e-7,2.6962108326782816e-6,3.14863435340909e-10,1.4849998950958252,0.0
3B,test_000393,r9-day-c6b41d07-26b2-4b63-8f4e-919a03c43b01,solver_optimal,true,true,true,pass,0.0,385487.29470778565,1.0197112462901895e-12,5.629425581932534e-14,0,292050.3464153371,93436.94829244874,-3.0204745371520404e-10,1.1258851163865068e-10,1.3642420526593924e-7,1.8353193941176091e-6,3.737771533245045e-11,1.2410001754760742,0.0
3B,test_000394,r9-day-b2cafec3-a106-46b1-87d5-6643c9b54276,solver_optimal,true,true,true,pass,0.0,384180.2318891528,9.614907930061124e-13,6.947523774627122e-14,0,292050.3464153371,92129.8854738153,2.2850059622214757e-10,1.3895047549254244e-10,2.864908310584724e-7,3.848198351026613e-6,7.265699909017293e-11,1.2890000343322754,0.0
3B,test_000395,r9-day-bbf908e6-889c-4204-acf9-3c892afb45ca,solver_optimal,true,true,true,pass,0.0,383991.5809363649,1.343906100985906e-12,4.242086970765745e-14,0,292050.3464153371,91941.23452102803,-3.6766465427717784e-10,8.48417394153149e-11,4.0188297134591267e-7,5.399285148663729e-6,2.516558031185838e-10,1.3819999694824219,0.0
3B,test_000396,r9-day-9d01ad8b-4815-469a-828a-7f996162990a,solver_optimal,true,true,true,pass,0.0,385234.5176640655,1.1015434832917301e-12,5.186801215072909e-14,0,292050.3464153371,93184.17124872794,3.353051170051913e-10,1.0373602430145818e-10,2.071374183287844e-6,2.784144532281332e-5,3.99777156199434e-10,1.5759999752044678,0.0
3B,test_000397,r9-day-c2762627-0cbe-4be7-9228-b8c5c590a960,solver_optimal,true,true,true,pass,0.0,384910.25511181797,1.0683996650496877e-12,4.064600618915198e-14,0,292050.3464153371,92859.90869648066,1.292889351134363e-10,8.129201237830395e-11,2.702336132642813e-6,3.6316128811729115e-5,8.477917164745342e-10,1.4429998397827148,0.0
3B,test_000398,r9-day-d6506e45-ab8b-4442-9396-ab1fbf78a0b2,solver_optimal,true,true,true,pass,0.0,384004.12462685874,7.820266696765611e-13,8.416335454630945e-14,0,292050.3464153371,91953.77821152161,-1.713829078653362e-10,1.6832670909261888e-10,1.2574276774639807e-7,3.195962013554284e-6,4.1462154834595035e-10,1.3650000095367432,0.0
3B,test_000399,r9-day-d476c5f1-2a07-4e1d-a495-d478934aa0eb,solver_optimal,true,true,true,pass,0.0,384996.35194915807,1.051916191131743e-12,9.710233477344493e-14,0,292050.3464153371,92946.00553382105,-3.18115667141683e-10,1.9420466954688985e-10,4.348521542851813e-7,5.841704333839221e-6,4.462048493924201e-10,1.309999942779541,0.0
3B,test_000400,r9-day-fe6c3743-aefa-44c9-8ca4-6179b35067e7,solver_optimal,true,true,true,pass,0.0,384525.4384418833,9.235570375441011e-13,8.697011493443278e-14,0,292050.3464153371,92475.09202654565,3.5966110090157596e-10,1.7394022986886554e-10,2.1998403099132702e-7,2.963102952927623e-6,4.0913697693743635e-10,1.2899999618530273,0.0
3B,test_000401,r9-day-c00c202a-8b9a-41f8-b60d-8fddb7cc71ca,solver_optimal,true,true,true,pass,0.0,383933.5079709923,1.2198972304976543e-12,3.968936776048432e-14,0,292050.3464153371,91883.16155565552,-4.118888341508864e-10,7.937873552096864e-11,3.89945853385143e-7,5.238827893735752e-6,1.2986678173925168e-10,1.2669999599456787,0.0
3B,test_000402,r9-day-bd425316-8261-4898-9960-0cf5847b0b35,solver_optimal,true,true,true,pass,0.0,387904.4584878051,8.656285265458992e-13,9.626047799770681e-14,0,292050.3464153371,95854.11207246779,1.7610091163078327e-11,1.9252095599541363e-10,9.038103598868474e-8,1.2089421868625187e-6,3.218438898146948e-10,1.4040000438690186,0.0
3B,test_000403,r9-day-56f6d671-2445-4b11-b8c5-bfbd46320cba,solver_optimal,true,true,true,pass,0.0,384400.2857798375,8.175908535041872e-13,7.116194692741559e-14,0,292050.3464153371,92349.9393645005,-2.2062494053898263e-10,1.4232389385483116e-10,7.16227077646181e-8,9.680861353402066e-7,3.0884431591258885e-10,1.3400001525878906,0.0
3B,test_000404,r9-day-52ff8fcd-a664-4eee-91d7-adc44f34a5af,solver_optimal,true,true,true,pass,0.0,384497.66137843917,8.42227992756445e-13,1.0579811880196554e-13,0,292050.3464153371,92447.31496310164,1.966768081729242e-10,2.1159623760393107e-10,1.256239556823857e-7,1.6889452614599211e-6,8.9722364391866e-11,1.4089999198913574,0.0
3B,test_000405,r9-day-51aa96e1-4e85-4dc4-a53c-a6f4d45b86b7,solver_optimal,true,true,true,pass,0.0,385260.0738643651,1.0659461820889967e-12,7.522248506838877e-14,0,292050.3464153371,93209.72744902769,9.578116078046152e-11,1.5044497013677753e-10,1.9326762412674725e-7,2.5936606776848145e-6,2.5759822267408364e-10,1.3459999561309814,0.0
3B,test_000406,r9-day-0b178b47-0912-4985-9bfd-732753b38399,solver_optimal,true,true,true,pass,0.0,384746.5756217923,1.1548570689731864e-12,6.188594043168488e-14,0,292050.3464153371,92696.22920645517,-1.3988881164550553e-10,1.2377188086336977e-10,1.4381384971784428e-7,1.9413420545068406e-6,1.0361008352703643e-10,1.4529998302459717,0.0
3B,test_000407,r9-day-eb1951f0-f4c7-4255-a42c-aa809ec78789,solver_optimal,true,true,true,pass,0.0,384266.5264699088,7.900711567534979e-13,1.0142064343397271e-13,0,292050.3464153371,92216.18005457148,1.9564083686418593e-11,2.0284128686794542e-10,6.480149750132114e-8,8.74873141123203e-7,2.2092306694614203e-11,1.2999999523162842,0.0
3B,test_000408,r9-day-2268bc7c-6117-4763-9d75-db075c804d6a,solver_optimal,true,true,true,pass,0.0,384930.3206354534,1.3293137358019424e-12,4.487075754785826e-14,0,292050.3464153371,92879.97422011662,-4.734260983241257e-10,8.974151509571653e-11,2.0730794858536683e-6,2.7864363260936962e-5,7.11301824656107e-10,1.430999994277954,0.0
3B,test_000409,r9-day-e7b7e9b1-1d0d-47a8-be83-dd876dceb6e7,solver_optimal,true,true,true,pass,0.0,383929.91178825585,1.3347179377050318e-12,8.114054923499738e-14,0,292050.3464153371,91879.56537291816,3.911040380444319e-10,1.6228109846999475e-10,2.6432189770275727e-7,3.5578471278236066e-6,7.919016143199948e-11,1.3889999389648438,0.0
3B,test_000410,r9-day-ec3428c4-2e2c-4a26-9f8e-bb8bc173d0bf,solver_optimal,true,true,true,pass,0.0,385618.6395415448,1.1489199793726497e-12,1.0869722936898559e-13,0,292050.3464153371,93568.29312620782,-4.2225423158015484e-10,2.1739445873797119e-10,9.15179043659009e-8,1.2288073640466603e-6,4.650103692083717e-10,1.3659999370574951,0.0
3B,test_000411,r9-day-60e60b42-ae2a-4c94-8807-ce78ff94b9b3,solver_optimal,true,true,true,pass,0.0,384377.5576280027,1.779590262084683e-12,4.889717397017116e-14,0,292050.3464153371,92327.21121266471,7.618353947691503e-10,9.779434794034232e-11,6.554046194651164e-7,8.801227975562494e-6,2.4272312742194857e-10,1.3660001754760742,0.0
3B,test_000412,r9-day-dbda7f8a-85a4-4b87-b03e-a02ad46754eb,solver_optimal,true,true,true,pass,0.0,387381.22647393093,8.572123402393622e-13,1.2885842626990015e-13,0,292050.3464153371,95330.88005859351,2.942357468782575e-11,2.577168525398003e-10,3.666400516522117e-7,4.9153885957998894e-6,4.670979704732774e-10,1.3900001049041748,0.0
3B,test_000413,r9-day-dd078481-bb51-4fe7-985c-e9ff95e725af,solver_optimal,true,true,true,pass,0.0,384889.81855440256,9.961252135858171e-13,7.009249133155975e-14,0,292050.3464153371,92839.47213906533,7.891287623351675e-12,1.401849826631195e-10,1.404032445861958e-7,1.8851328109406383e-6,3.6991291686258645e-10,1.375,0.0
3B,test_000414,r9-day-e0f2d893-8304-4836-872a-7935b317f6ec,solver_optimal,true,true,true,pass,0.0,384663.16666256735,1.3869740931199297e-12,2.403994686605365e-14,0,292050.3464153371,92612.82024722995,2.611045601952355e-10,4.8079893732107303e-11,2.1316282072803006e-7,2.8607867319809104e-6,1.6655394038202748e-10,1.3499999046325684,0.0
3B,test_000415,r9-day-3131aa1c-c128-4089-8185-187c2bb4053a,solver_optimal,true,true,true,pass,0.0,385560.67154157534,1.352272547611491e-12,7.058080471298524e-14,0,292050.3464153371,93510.32512623782,3.0478588541882353e-10,1.4116160942597048e-10,1.5290879673557356e-7,2.058813427767292e-6,1.8985429207566872e-10,1.4470000267028809,0.0
3B,test_000416,r9-day-7760240d-f0e0-437b-a055-af679a3d5eb2,solver_optimal,true,true,true,pass,0.0,389484.6389794452,1.1126254962318269e-12,3.839866365300048e-14,0,292050.3464153371,97434.29256410817,-1.3909868812334024e-10,7.679732730600095e-11,5.6843418860808015e-8,7.668375979385777e-7,2.987021272575507e-11,1.3519999980926514,0.0
3B,test_000417,r9-day-fe78e865-206f-4f03-a73a-f93d9643fdaf,solver_optimal,true,true,true,pass,0.0,385308.60709798353,7.584967564910375e-13,6.697475222210435e-14,0,292050.3464153371,93258.26068264646,-2.0035884062963313e-10,1.339495044442087e-10,7.673861546209082e-8,1.0349433248935309e-6,1.4043499856916413e-11,1.312999963760376,0.0
