run_id,constraint,set,primal_error,dual_error,complementarity
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11733)",MathOptInterface.GreaterThan{Float64},2.4933654511709602e-11,0.0,4.2090425586340805e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11734)",MathOptInterface.GreaterThan{Float64},2.5034386527568313e-11,0.0,5.326825755868799e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11735)",MathOptInterface.GreaterThan{Float64},1.2773817560920477e-10,0.0,1.145644205377016e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11736)",MathOptInterface.GreaterThan{Float64},3.5794192677530976e-10,0.0,9.510505326337715e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11737)",MathOptInterface.GreaterThan{Float64},0.0,0.0,1.4389771946457194e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11738)",MathOptInterface.GreaterThan{Float64},0.0,0.0,8.314450954226779e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11739)",MathOptInterface.GreaterThan{Float64},0.0,0.0,1.4633139382218148e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11740)",MathOptInterface.GreaterThan{Float64},0.0,0.0,7.274908230943509e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11741)",MathOptInterface.GreaterThan{Float64},0.0,0.0,6.199237657551093e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11742)",MathOptInterface.GreaterThan{Float64},0.0,0.0,5.960821398711208e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11743)",MathOptInterface.GreaterThan{Float64},0.0,0.0,4.123477901494848e-8
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11744)",MathOptInterface.GreaterThan{Float64},0.0,0.0,2.7524156908500023e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11745)",MathOptInterface.GreaterThan{Float64},0.0,0.0,4.877378574308749e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11746)",MathOptInterface.GreaterThan{Float64},0.0,0.0,2.342350303420038e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11747)",MathOptInterface.GreaterThan{Float64},0.0,0.0,4.123477901494848e-8
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11748)",MathOptInterface.GreaterThan{Float64},0.0,0.0,5.776301212552915e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11749)",MathOptInterface.GreaterThan{Float64},0.0,0.0,4.876085389780832e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11750)",MathOptInterface.GreaterThan{Float64},0.0,0.0,5.725267369495029e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11751)",MathOptInterface.GreaterThan{Float64},0.0,0.0,2.336379155396935e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11752)",MathOptInterface.GreaterThan{Float64},0.0,0.0,5.74609829635416e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11753)",MathOptInterface.GreaterThan{Float64},0.0,0.0,1.4389771946457194e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11754)",MathOptInterface.GreaterThan{Float64},6.201043439826283e-10,0.0,2.0393912989470798e-5
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11755)",MathOptInterface.GreaterThan{Float64},0.0,0.0,1.4633271004250465e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11756)",MathOptInterface.GreaterThan{Float64},4.915340290368007e-10,0.0,1.7024654117207738e-5
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11757)",MathOptInterface.GreaterThan{Float64},0.0,0.0,6.220049449324576e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11758)",MathOptInterface.GreaterThan{Float64},3.594792612868314e-10,0.0,1.3857305514931321e-5
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11759)",MathOptInterface.GreaterThan{Float64},0.0,0.0,2.4277860047886345e-8
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11760)",MathOptInterface.GreaterThan{Float64},2.4353022436766675e-10,0.0,1.0579184523786628e-5
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11761)",MathOptInterface.GreaterThan{Float64},0.0,0.0,4.783156586724039e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11762)",MathOptInterface.GreaterThan{Float64},0.0,0.0,2.3569828973456413e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11763)",MathOptInterface.GreaterThan{Float64},0.0,0.0,4.783156586724039e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11764)",MathOptInterface.GreaterThan{Float64},1.794954403038581e-10,0.0,1.0171609835741267e-5
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11765)",MathOptInterface.GreaterThan{Float64},0.0,0.0,5.941457543435894e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11766)",MathOptInterface.GreaterThan{Float64},9.939986500082434e-11,0.0,5.5804542356403115e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11767)",MathOptInterface.GreaterThan{Float64},1.6131451258737584e-10,0.0,3.955684657864278e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11768)",MathOptInterface.GreaterThan{Float64},0.0,0.0,1.0734962670127632e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11769)",MathOptInterface.GreaterThan{Float64},1.0237040918984551e-10,0.0,2.589733072599905e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11770)",MathOptInterface.GreaterThan{Float64},0.0,0.0,4.839589990380394e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11771)",MathOptInterface.GreaterThan{Float64},0.0,0.0,7.855738363905874e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11772)",MathOptInterface.GreaterThan{Float64},0.0,0.0,4.92605859633944e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11773)",MathOptInterface.GreaterThan{Float64},0.0,0.0,7.855738363905874e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11774)",MathOptInterface.GreaterThan{Float64},0.0,0.0,7.549412174726223e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11775)",MathOptInterface.GreaterThan{Float64},0.0,0.0,4.925680004119725e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11776)",MathOptInterface.GreaterThan{Float64},0.0,0.0,1.0851467946561867e-5
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11777)",MathOptInterface.GreaterThan{Float64},0.0,0.0,5.941457543435894e-7
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11778)",MathOptInterface.GreaterThan{Float64},4.4015135673824606e-11,0.0,2.1273848919615494e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11779)",MathOptInterface.GreaterThan{Float64},1.6131597093435453e-10,0.0,3.95572105785324e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11780)",MathOptInterface.GreaterThan{Float64},0.0,0.0,1.6537909196190449e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11781)",MathOptInterface.GreaterThan{Float64},1.025430633554175e-10,0.0,2.593800059061091e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11782)",MathOptInterface.GreaterThan{Float64},0.0,0.0,6.212046773756613e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11783)",MathOptInterface.GreaterThan{Float64},0.0,0.0,1.0071908523156211e-6
roundoff_band_clarabel,"MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.GreaterThan{Float64}}(11784)",MathOptInterface.GreaterThan{Float64},0.0,0.0,1.1108306806148777e-5
