stage,name,quantity,entity,t,time_h,value,unit
1,initialization,m_pipe,1,1,1.0,0.8730777068738637,kg/s
1,initialization,m_pipe,1,2,2.0,1.0792801476407459,kg/s
1,initialization,m_pipe,1,3,3.0,1.0327104767404214,kg/s
1,initialization,m_pipe,1,4,4.0,0.9794745327390537,kg/s
1,initialization,tau_S_out,1,1,1.0,351.729893666151,K
1,initialization,tau_S_out,1,2,2.0,352.2714702102982,K
1,initialization,tau_S_out,1,3,3.0,353.8412738494543,K
1,initialization,tau_S_out,1,4,4.0,353.4255764819688,K
1,initialization,tau_R_out,1,1,1.0,315.3104465912885,K
1,initialization,tau_R_out,1,2,2.0,311.23779105953076,K
1,initialization,tau_R_out,1,3,3.0,311.9882314959515,K
1,initialization,tau_R_out,1,4,4.0,313.0523166407399,K
1,initialization,H_port,1,1,1.0,0.11159692455340738,MW
1,initialization,H_port,1,2,2.0,0.22433053376776751,MW
1,initialization,H_port,1,3,3.0,0.19542946076738468,MW
1,initialization,H_port,1,4,4.0,0.16287998779303922,MW
1,initialization,H_port,2,1,1.0,0.15,MW
1,initialization,H_port,2,2,2.0,0.16,MW
1,initialization,H_port,2,3,3.0,0.17,MW
1,initialization,H_port,2,4,4.0,0.16,MW
1,initialization,replay_S,1,1,1.0,350.2219542078014,K
1,initialization,replay_S,1,2,2.0,351.8496855946076,K
1,initialization,replay_S,1,3,3.0,355.1525637468739,K
1,initialization,replay_S,1,4,4.0,353.3754107148023,K
1,initialization,replay_R,1,1,1.0,312.8169536451178,K
1,initialization,replay_R,1,2,2.0,312.8231932736089,K
1,initialization,replay_R,1,3,3.0,312.8382403516685,K
1,initialization,replay_R,1,4,4.0,312.8302149617861,K
3,diagnostic,m_pipe,1,1,1.0,0.8730777068738637,kg/s
3,diagnostic,m_pipe,1,2,2.0,1.0792801476407459,kg/s
3,diagnostic,m_pipe,1,3,3.0,1.0327104767404214,kg/s
3,diagnostic,m_pipe,1,4,4.0,0.9794745327390537,kg/s
3,diagnostic,tau_S_out,1,1,1.0,353.32592062862784,K
3,diagnostic,tau_S_out,1,2,2.0,348.2968950451232,K
3,diagnostic,tau_S_out,1,3,3.0,352.19413174061424,K
3,diagnostic,tau_S_out,1,4,4.0,351.89354630739825,K
3,diagnostic,tau_R_out,1,1,1.0,312.81695364511813,K
3,diagnostic,tau_R_out,1,2,2.0,312.82319327360864,K
3,diagnostic,tau_R_out,1,3,3.0,312.83824035166833,K
3,diagnostic,tau_R_out,1,4,4.0,312.83021496178617,K
3,diagnostic,H_port,1,1,1.0,0.15492683014426412,MW
3,diagnostic,H_port,1,2,2.0,0.13847921292842502,MW
3,diagnostic,H_port,1,3,3.0,0.2106734631805299,MW
3,diagnostic,H_port,1,4,4.0,0.12411225164111776,MW
3,diagnostic,H_port,2,1,1.0,0.14999999999999952,MW
3,diagnostic,H_port,2,2,2.0,0.1600000000000001,MW
3,diagnostic,H_port,2,3,3.0,0.16999999999999946,MW
3,diagnostic,H_port,2,4,4.0,0.16000000000000164,MW
3,diagnostic,replay_S,1,1,1.0,353.3259206286256,K
3,diagnostic,replay_S,1,2,2.0,348.29689504512595,K
3,diagnostic,replay_S,1,3,3.0,352.1941317406121,K
3,diagnostic,replay_S,1,4,4.0,351.89354630740075,K
3,diagnostic,replay_R,1,1,1.0,312.8169536451178,K
3,diagnostic,replay_R,1,2,2.0,312.8231932736087,K
3,diagnostic,replay_R,1,3,3.0,312.83824035166833,K
3,diagnostic,replay_R,1,4,4.0,312.830214961786,K
4,direct_repair,m_pipe,1,1,1.0,0.8813479179766718,kg/s
4,direct_repair,m_pipe,1,2,2.0,1.0792801477614844,kg/s
4,direct_repair,m_pipe,1,3,3.0,1.0365709501350382,kg/s
4,direct_repair,m_pipe,1,4,4.0,0.9794745328852612,kg/s
4,direct_repair,tau_S_out,1,1,1.0,353.52234649431944,K
4,direct_repair,tau_S_out,1,2,2.0,348.29689504086735,K
4,direct_repair,tau_S_out,1,3,3.0,352.04816208762946,K
4,direct_repair,tau_S_out,1,4,4.0,351.8935463007994,K
4,direct_repair,tau_R_out,1,1,1.0,312.8178649734989,K
4,direct_repair,tau_R_out,1,2,2.0,312.824107280167,K
4,direct_repair,tau_R_out,1,3,3.0,312.83854583328673,K
4,direct_repair,tau_R_out,1,4,4.0,312.8305226728219,K
4,direct_repair,H_port,1,1,1.0,0.15796788375761137,MW
4,direct_repair,H_port,1,2,2.0,0.1367866165263792,MW
4,direct_repair,H_port,1,3,3.0,0.21145183090028508,MW
4,direct_repair,H_port,1,4,4.0,0.12411098579405408,MW
4,direct_repair,H_port,2,1,1.0,0.15,MW
4,direct_repair,H_port,2,2,2.0,0.16,MW
4,direct_repair,H_port,2,3,3.0,0.17,MW
4,direct_repair,H_port,2,4,4.0,0.16,MW
4,direct_repair,replay_S,1,1,1.0,353.52234819323905,K
4,direct_repair,replay_S,1,2,2.0,348.29689405837956,K
4,direct_repair,replay_S,1,3,3.0,352.0481633958567,K
4,direct_repair,replay_S,1,4,4.0,351.89354496285983,K
4,direct_repair,replay_R,1,1,1.0,312.8178664678014,K
4,direct_repair,replay_R,1,2,2.0,312.8241063837155,K
4,direct_repair,replay_R,1,3,3.0,312.83854696616095,K
4,direct_repair,replay_R,1,4,4.0,312.83052145224434,K
5,repaired_dispatch,m_pipe,1,1,1.0,0.8813479179766718,kg/s
5,repaired_dispatch,m_pipe,1,2,2.0,1.0792801477614844,kg/s
5,repaired_dispatch,m_pipe,1,3,3.0,1.0365709501350382,kg/s
5,repaired_dispatch,m_pipe,1,4,4.0,0.9794745328852612,kg/s
5,repaired_dispatch,tau_S_out,1,1,1.0,353.52234649430585,K
5,repaired_dispatch,tau_S_out,1,2,2.0,348.29689504087577,K
5,repaired_dispatch,tau_S_out,1,3,3.0,352.04816208761923,K
5,repaired_dispatch,tau_S_out,1,4,4.0,351.8935463008109,K
5,repaired_dispatch,tau_R_out,1,1,1.0,312.8178664678014,K
5,repaired_dispatch,tau_R_out,1,2,2.0,312.82410638371556,K
5,repaired_dispatch,tau_R_out,1,3,3.0,312.8385469661609,K
5,repaired_dispatch,tau_R_out,1,4,4.0,312.83052145224434,K
5,repaired_dispatch,H_port,1,1,1.0,0.15796786355817088,MW
5,repaired_dispatch,H_port,1,2,2.0,0.1367866444652112,MW
5,repaired_dispatch,H_port,1,3,3.0,0.2114517935081872,MW
5,repaired_dispatch,H_port,1,4,4.0,0.12411103413830313,MW
5,repaired_dispatch,H_port,2,1,1.0,0.15,MW
5,repaired_dispatch,H_port,2,2,2.0,0.16,MW
5,repaired_dispatch,H_port,2,3,3.0,0.17,MW
5,repaired_dispatch,H_port,2,4,4.0,0.16,MW
5,repaired_dispatch,replay_S,1,1,1.0,353.5223464943059,K
5,repaired_dispatch,replay_S,1,2,2.0,348.29689504087577,K
5,repaired_dispatch,replay_S,1,3,3.0,352.04816208761923,K
5,repaired_dispatch,replay_S,1,4,4.0,351.8935463008109,K
5,repaired_dispatch,replay_R,1,1,1.0,312.8178664678014,K
5,repaired_dispatch,replay_R,1,2,2.0,312.8241063837155,K
5,repaired_dispatch,replay_R,1,3,3.0,312.83854696616095,K
5,repaired_dispatch,replay_R,1,4,4.0,312.83052145224434,K
0,input_flow,m_pipe,1,1,1.0,0.8730777068738637,kg/s
0,input_flow,m_pipe,1,2,2.0,1.0792801476407459,kg/s
0,input_flow,m_pipe,1,3,3.0,1.0327104767404214,kg/s
0,input_flow,m_pipe,1,4,4.0,0.9794745327390537,kg/s
