record_id,run_id,case,case_sha256,route,solver,status,model_pass,risk_pass,cost_pass,evidence_pass,cost_complete,full_stopping,restricted_stopping,upper_bound,full_lower_bound,full_relative_gap,final_bound_scope,final_scoped_lower,scoped_relative_gap,iterations,critical_count,cuts,cost_subproblems,diagnostic_subproblems,elapsed_sec,budget_sec,budget_overrun_sec,reference_run_id,reference_cost,reference_cost_complete,candidate_comparable,candidate_cost_difference,candidate_relative_difference,same_domain_certified_pair,A2_pass,reference_infeasible,infeasibility_scope
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,hard_zero.toml,1b4689d803cbf0f9db573c8d56b9b7490fb7b62c7af5080d42033e72671f4f2b,critical,gurobi_subproblem_DR0,full_domain_gap,true,true,true,true,true,true,false,2.0850000000292424,2.0849999999999786,1.4035348955332998e-11,full_risk_domain,2.0849999999999786,1.4035348955332998e-11,3,1,3,9,1,13.54800009727478,600.0,0.0,r5-risk-2bd6d73b-e36e-4fd0-a816-4ecc435c6119,2.0850000000292352,true,true,7.105427357601002e-15,3.4078788285378166e-15,true,true,false,not_proved
thermal_e030_r005--critical--gurobi--dr0,r5-benders-983b8ab0-2e1e-4c7a-b9ba-9fc6c098a7ef,thermal_e030_r005.toml,118d20de5f5c841e50844b03d0470e8ef7a88bf921ced8fbdc7b8c4b594133a7,critical,gurobi_subproblem_DR0,full_domain_gap,true,true,true,true,true,true,false,1.366480000027182,1.3664799999999881,1.9900622595740622e-11,full_risk_domain,1.3664799999999881,1.9900622595740622e-11,4,1,5,12,1,2.2229998111724854,600.0,0.0,r5-risk-df39ecaf-bd33-497b-bb65-8d2f95f9a7b8,1.3664800000271038,true,true,7.815970093361102e-14,5.719783745979178e-14,true,true,false,not_proved
future_e030_r005--critical--gurobi--dr0,r5-benders-034f5f1c-880d-4f03-bbce-f450f827bea6,future_e030_r005.toml,e3a85ba4778e94f3bb4dbfe4c881e739e06bb66166e7a8de630f3afcf9748acf,critical,gurobi_subproblem_DR0,full_domain_gap,true,true,true,true,true,true,false,35.669614850779794,35.66961485068746,2.588618601526796e-12,full_risk_domain,35.66961485068746,2.588618601526796e-12,20,1,48,60,3,49.948999881744385,600.0,0.0,r5-risk-3946ad7a-6184-4d39-9a7f-653eeba8b5c5,35.66961485077962,true,true,1.7763568394002505e-13,4.980028090663324e-15,true,true,false,not_proved
