record_id,run_id,phase,iteration,scenario,group,id,entity,t,residual,tolerance,normalized,pass,unit
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,delivery,5-3-epigraph,PCC,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,delivery,5-4,window,0,0.0,2.0e-6,0.0,true,MWh
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,delivery,R5-D-delivery,PCC,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-10,GT,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-14,1,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-14,2,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-15,1,1,0.0,2.0e-6,0.0,true,Mvar
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-15,2,1,0.0,2.0e-6,0.0,true,Mvar
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-16,e12,1,1.1817803680091998e-17,1.0e-6,1.1817803680091998e-11,true,pu
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-17,1,1,0.0,1.0e-6,0.0,true,pu
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-17,2,1,0.0,1.0e-6,0.0,true,pu
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-31,building,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-9-P,EB,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-9-P,GT,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-9-Q,EB,1,0.0,2.0e-6,0.0,true,Mvar
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,5-9-Q,GT,1,0.0,2.0e-6,0.0,true,Mvar
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,P-line-bound,e12,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,PCC-bound,PCC,1,0.0,2.0e-6,0.0,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,Q-line-bound,e12,1,0.0,2.0e-6,0.0,true,Mvar
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,QCC-bound,PCC,1,0.0,2.0e-6,0.0,true,Mvar
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,electric,root-voltage,1,1,0.0,1.0e-6,0.0,true,pu
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,heat,5-18,source,1,4.163336342344337e-17,2.0e-6,2.0816681711721685e-11,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,heat,5-19,building,1,1.1102230246251565e-16,2.0e-6,5.551115123125783e-11,true,MW
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,heat,5-20,1,1,0.0,0.0001,0.0,true,K
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,heat,5-20,2,1,0.0,0.0001,0.0,true,K
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,heat,5-21,1,1,0.0,0.0001,0.0,true,K
hard_zero--critical--gurobi--dr0,r5-benders-088f6ff8-ff71-4a86-a062-c822f9e6f766,candidate_physical,3,none,heat,5-21,2,1,0.0,0.0001,0.0,true,K
