iteration,mode,merit,accepted,step,projected_gradient,smooth,active_changed,trials
1,diagnostic,0.0021278183145210477,true,0.5,0.17448696401749608,true,false,2
2,diagnostic,0.0013929040520362752,true,0.5,0.2087086411067507,true,true,2
3,dispatch,0.05324144532074735,true,0.25,0.01054130223489147,true,true,3
4,dispatch,0.053200375630822104,true,0.015625,0.0106384691155883,true,false,7
5,dispatch,0.05319778619945069,true,0.00390625,0.010644400143166699,true,false,9
6,dispatch,0.05319713837171904,true,0.001953125,0.010642791171513899,true,false,10
7,dispatch,0.05319680288952883,false,,,false,false,0
