delivered_MW,delivery_error_W,demand_MW,flow_kg_s,id,node,physical_pass,return_K,stage,supply_K,t,tail,time_h
0.1499999999994036,-5.963840532530185e-7,0.15,0.9230772516419979,single-source-schpd-physical,2,false,313.0,5,351.69046241862645,1,false,1.0
0.16000000000070383,7.03825886461118e-7,0.16,1.0524503714493072,single-source-schpd-physical,2,false,313.0,5,349.19670734967343,2,false,2.0
0.16999999999938337,-6.166456234524276e-7,0.17,1.082446429373174,single-source-schpd-physical,2,false,313.0,5,350.3932504904494,3,false,3.0
0.16000000000001732,1.7319479184152442e-8,0.16,0.9464269831056548,single-source-schpd-physical,2,false,313.0,5,353.25163987847696,4,false,4.0
0.15000017692954584,0.1769295458475817,0.15,0.9548441585731577,single-source-schpd-physical,2,false,313.00000000035476,115,350.4033055761428,1,false,1.0
0.15999983912316704,-0.16087683296639455,0.16,1.1203669199999906,single-source-schpd-physical,2,false,312.99999999966207,115,347.00243180229916,2,false,2.0
0.17000019957837975,0.19957837973927361,0.17,0.984203910499144,single-source-schpd-physical,2,false,313.0000000004125,115,354.12586585307366,3,false,3.0
0.1599999999999865,-1.3516965324811281e-8,0.16,0.9383744398291101,single-source-schpd-physical,2,false,313.0,115,353.59705430827006,4,false,4.0
0.15000017692954584,0.1769295458475817,0.15,0.9548441585731577,single-source-schpd-physical,2,true,313.00000000035476,116,350.4033055761428,1,false,1.0
0.15999983912316704,-0.16087683296639455,0.16,1.1203669199999906,single-source-schpd-physical,2,true,312.99999999966207,116,347.00243180229916,2,false,2.0
0.17000019957837975,0.19957837973927361,0.17,0.984203910499144,single-source-schpd-physical,2,true,313.0000000004125,116,354.12586585307366,3,false,3.0
0.1599999999999865,-1.3516965324811281e-8,0.16,0.9383744398291101,single-source-schpd-physical,2,true,313.0,116,353.59705430827006,4,false,4.0
0.15000000000000016,1.6653345369377348e-10,0.15,0.9230772516419979,single-source-schpd-physical,2,true,313.0,119,351.6904624187803,1,false,1.0
0.15999999999999975,-2.498001805406602e-10,0.16,1.052450371449307,single-source-schpd-physical,2,true,313.0,119,349.19670734951416,2,false,2.0
0.16999999999999993,-8.326672684688674e-11,0.17,1.0824464293731737,single-source-schpd-physical,2,true,313.0,119,350.39325049058505,3,false,3.0
0.15999999999999992,-8.326672684688674e-11,0.16,0.9464269831056549,single-source-schpd-physical,2,true,313.0,119,353.2516398784726,4,false,4.0
0.15000000000000002,2.7755575615628914e-11,0.15,0.9548441585731577,single-source-schpd-physical,2,true,313.0,120,350.40326145750765,1,false,1.0
0.15999999999999978,-2.220446049250313e-10,0.16,1.1203669199999906,single-source-schpd-physical,2,true,313.0,120,347.00246599144356,2,false,2.0
0.17000000000000004,2.7755575615628914e-11,0.17,0.9842039104991439,single-source-schpd-physical,2,true,313.0,120,354.1258175713433,3,false,3.0
0.15999999999999992,-8.326672684688674e-11,0.16,0.9383744398291101,single-source-schpd-physical,2,true,313.0,120,353.59705430827347,4,false,4.0
0.1499999999994036,-5.963840532530185e-7,0.15,0.9230772516419979,single-source-schpd-normalized,2,false,313.0,5,351.69046241862645,1,false,1.0
0.16000000000070383,7.03825886461118e-7,0.16,1.0524503714493072,single-source-schpd-normalized,2,false,313.0,5,349.19670734967343,2,false,2.0
0.16999999999938337,-6.166456234524276e-7,0.17,1.082446429373174,single-source-schpd-normalized,2,false,313.0,5,350.3932504904494,3,false,3.0
0.16000000000001732,1.7319479184152442e-8,0.16,0.9464269831056548,single-source-schpd-normalized,2,false,313.0,5,353.25163987847696,4,false,4.0
0.15000017692954584,0.1769295458475817,0.15,0.9548441585731577,single-source-schpd-normalized,2,false,313.00000000035476,115,350.4033055761428,1,false,1.0
0.15999983912316704,-0.16087683296639455,0.16,1.1203669199999906,single-source-schpd-normalized,2,false,312.99999999966207,115,347.00243180229916,2,false,2.0
0.17000019957837975,0.19957837973927361,0.17,0.984203910499144,single-source-schpd-normalized,2,false,313.0000000004125,115,354.12586585307366,3,false,3.0
0.1599999999999865,-1.3516965324811281e-8,0.16,0.9383744398291101,single-source-schpd-normalized,2,false,313.0,115,353.59705430827006,4,false,4.0
0.15000017692954584,0.1769295458475817,0.15,0.9548441585731577,single-source-schpd-normalized,2,true,313.00000000035476,116,350.4033055761428,1,false,1.0
