absolute_change,cost,id,iteration,mode,model_pass,original_outer_status,paper_form_epsilon_0.0001,paper_form_epsilon_0.01,paper_form_epsilon_1.0e-6,physical_pass,project_stop,projected_gradient_norm,relative_change,small_accepted_before,smooth,stage,trusted_sensitivity
,,single-source-box25-physical,0,diagnostic,true,line_search_stalled,,,,false,false,0.21024040501919905,,0,true,2,true
,,single-source-box25-physical,1,diagnostic,true,line_search_stalled,,,,false,false,0.18400390405294842,,0,true,4,true
,,single-source-box25-physical,2,diagnostic,true,line_search_stalled,,,,false,false,0.1833408521860237,,0,true,12,true
,80.53833350830101,single-source-box25-physical,3,dispatch,true,line_search_stalled,,,,false,false,0.0238982171926595,,0,true,21,true
0.2048273105983327,80.33350619770268,single-source-box25-physical,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.023433827298199317,0.0025432275746954877,0,true,35,true
0.1042793035310865,80.22922689417159,single-source-box25-physical,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.023207630627404163,0.0012980798233112425,0,true,51,true
0.05265680732884448,80.17657008684274,single-source-box25-physical,6,dispatch,true,line_search_stalled,false,false,false,false,false,0.023096000117665105,0.0006563294869873642,0,true,69,true
0.026464426087031256,80.15010566075571,single-source-box25-physical,7,dispatch,true,line_search_stalled,false,false,false,false,false,0.02304053803877204,0.0003300768049614305,0,true,89,true
0.01326704249431998,80.1368386182614,single-source-box25-physical,8,dispatch,true,line_search_stalled,false,false,false,false,false,0.023012894071486212,0.00016552744859095036,0,true,111,true
,,single-source-box25-normalized,0,diagnostic,true,line_search_stalled,,,,false,false,0.21024040501919905,,0,true,2,true
,,single-source-box25-normalized,1,diagnostic,true,line_search_stalled,,,,false,false,0.18400390405294842,,0,true,4,true
,,single-source-box25-normalized,2,diagnostic,true,line_search_stalled,,,,false,false,0.1833408521860237,,0,true,12,true
,80.53833350830101,single-source-box25-normalized,3,dispatch,true,line_search_stalled,,,,false,false,0.0238982171926595,,0,true,21,true
0.2048273105983327,80.33350619770268,single-source-box25-normalized,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.023433827298199317,0.0025432275746954877,0,true,35,true
0.1042793035310865,80.22922689417159,single-source-box25-normalized,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.023207630627404163,0.0012980798233112425,0,true,51,true
0.05265680732884448,80.17657008684274,single-source-box25-normalized,6,dispatch,true,line_search_stalled,false,false,false,false,false,0.023096000117665105,0.0006563294869873642,0,true,69,true
0.026464426087031256,80.15010566075571,single-source-box25-normalized,7,dispatch,true,line_search_stalled,false,false,false,false,false,0.02304053803877204,0.0003300768049614305,0,true,89,true
0.01326704249431998,80.1368386182614,single-source-box25-normalized,8,dispatch,true,line_search_stalled,false,false,false,false,false,0.023012894071486212,0.00016552744859095036,0,true,111,true
,80.18286364359955,single-source-box50-physical,0,dispatch,true,line_search_stalled,,,,false,false,0.011493150918221118,,0,true,1,true
1.5399111712560796,78.64295247234347,single-source-box50-physical,1,dispatch,true,line_search_stalled,false,false,false,false,false,0.01277876043322923,0.019204990957927708,0,true,5,true
0.4096123301451655,78.2333401421983,single-source-box50-physical,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.013735714377161923,0.005208506512890837,0,true,15,true
0.050849032791887794,78.18249110940641,single-source-box50-physical,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.013858851437820063,0.0006499662765192397,0,true,31,true
0.0254421624260317,78.15704894698038,single-source-box50-physical,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.013920809613061413,0.00032542020681367956,0,true,49,true
0.012726515476032318,78.14432243150435,single-source-box50-physical,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.013951879101733566,0.0001628325998422182,0,true,69,true
0.006365143422996766,78.13795728808135,single-source-box50-physical,6,dispatch,true,line_search_stalled,false,true,false,false,false,0.01396744105446368,8.145369010750576e-5,0,true,91,true
0.003183625574578741,78.13477366250677,single-source-box50-physical,7,dispatch,true,line_search_stalled,false,true,false,false,false,0.013975146657654092,4.074364988633188e-5,0,true,115,true
0.0015924865419520984,78.13318117596482,single-source-box50-physical,8,dispatch,true,line_search_stalled,false,true,false,false,false,0.013979118732270313,2.0381277980411662e-5,0,true,141,true
,80.18286364359955,single-source-box50-normalized,0,dispatch,true,line_search_stalled,,,,false,false,0.011493150918221118,,0,true,1,true
1.5399111712560796,78.64295247234347,single-source-box50-normalized,1,dispatch,true,line_search_stalled,false,false,false,false,false,0.01277876043322923,0.019204990957927708,0,true,5,true
0.4096123301451655,78.2333401421983,single-source-box50-normalized,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.013735714377161923,0.005208506512890837,0,true,15,true
0.050849032791887794,78.18249110940641,single-source-box50-normalized,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.013858851437820063,0.0006499662765192397,0,true,31,true
0.0254421624260317,78.15704894698038,single-source-box50-normalized,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.013920809613061413,0.00032542020681367956,0,true,49,true
0.012726515476032318,78.14432243150435,single-source-box50-normalized,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.013951879101733566,0.0001628325998422182,0,true,69,true
0.006365143422996766,78.13795728808135,single-source-box50-normalized,6,dispatch,true,line_search_stalled,false,true,false,false,false,0.01396744105446368,8.145369010750576e-5,0,true,91,true
0.003183625574578741,78.13477366250677,single-source-box50-normalized,7,dispatch,true,line_search_stalled,false,true,false,false,false,0.013975146657654092,4.074364988633188e-5,0,true,115,true
0.0015924865419520984,78.13318117596482,single-source-box50-normalized,8,dispatch,true,line_search_stalled,false,true,false,false,false,0.013979118732270313,2.0381277980411662e-5,0,true,141,true
,,single-source-box75-physical,0,diagnostic,true,line_search_stalled,,,,false,false,0.12548077042960792,,0,true,2,true
,,single-source-box75-physical,1,diagnostic,true,line_search_stalled,,,,false,false,0.12527029633973985,,0,true,4,true
,,single-source-box75-physical,2,diagnostic,true,line_search_stalled,,,,false,false,0.12600005827274163,,0,true,8,true
,81.37432712602194,single-source-box75-physical,3,dispatch,true,line_search_stalled,,,,false,false,0.0065064491560946625,,0,true,11,true
1.049579038066355,80.32474808795558,single-source-box75-physical,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.00737493249080079,0.012898159347491795,0,true,17,true
0.24032654577334256,80.08442154218224,single-source-box75-physical,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.007650353998251536,0.0029919365014401916,0,true,27,true
0.01482474698804026,80.0695967951942,single-source-box75-physical,6,dispatch,true,line_search_stalled,false,false,false,false,false,0.007668305590005975,0.00018511399224169632,0,true,45,true
0.007408835268748248,80.06218795992545,single-source-box75-physical,7,dispatch,true,line_search_stalled,false,true,false,false,false,0.0076772935854088065,9.252994351525108e-5,0,true,65,true
0.0037036411835487115,80.0584843187419,single-source-box75-physical,8,dispatch,true,line_search_stalled,false,true,false,false,false,0.007681650111531546,4.625955495248946e-5,0,true,87,true
,,single-source-box75-normalized,0,diagnostic,true,line_search_stalled,,,,false,false,0.12548077042960792,,0,true,2,true
,,single-source-box75-normalized,1,diagnostic,true,line_search_stalled,,,,false,false,0.12527029633973985,,0,true,4,true
,,single-source-box75-normalized,2,diagnostic,true,line_search_stalled,,,,false,false,0.12600005827274163,,0,true,8,true
,81.37432712602194,single-source-box75-normalized,3,dispatch,true,line_search_stalled,,,,false,false,0.0065064491560946625,,0,true,11,true
1.049579038066355,80.32474808795558,single-source-box75-normalized,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.00737493249080079,0.012898159347491795,0,true,17,true
0.24032654577334256,80.08442154218224,single-source-box75-normalized,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.007650353998251536,0.0029919365014401916,0,true,27,true
0.01482474698804026,80.0695967951942,single-source-box75-normalized,6,dispatch,true,line_search_stalled,false,false,false,false,false,0.007668305590005975,0.00018511399224169632,0,true,45,true
0.007408835268748248,80.06218795992545,single-source-box75-normalized,7,dispatch,true,line_search_stalled,false,true,false,false,false,0.0076772935854088065,9.252994351525108e-5,0,true,65,true
0.0037036411835487115,80.0584843187419,single-source-box75-normalized,8,dispatch,true,line_search_stalled,false,true,false,false,false,0.007681650111531546,4.625955495248946e-5,0,true,87,true
,,single-source-legacy_tail-physical,0,diagnostic,true,untrusted_sensitivity,,,,false,false,0.2089282640771406,,0,true,2,true
,,single-source-legacy_tail-physical,1,diagnostic,true,untrusted_sensitivity,,,,false,false,0.0011615319195772411,,0,true,4,true
,,single-source-legacy_tail-physical,2,diagnostic,true,untrusted_sensitivity,,,,false,false,0.0010495670883619024,,0,true,10,true
,,single-source-legacy_tail-physical,3,diagnostic,true,untrusted_sensitivity,,,,false,false,0.0010759532408235462,,0,true,20,true
,146.03258188121853,single-source-legacy_tail-physical,4,dispatch,true,untrusted_sensitivity,,,,false,false,,,0,false,33,false
,,single-source-legacy_tail-normalized,0,diagnostic,true,untrusted_sensitivity,,,,false,false,0.2089282640771406,,0,true,2,true
,,single-source-legacy_tail-normalized,1,diagnostic,true,untrusted_sensitivity,,,,false,false,0.0011615319195772411,,0,true,4,true
,,single-source-legacy_tail-normalized,2,diagnostic,true,untrusted_sensitivity,,,,false,false,0.0010495670883619024,,0,true,10,true
,,single-source-legacy_tail-normalized,3,diagnostic,true,untrusted_sensitivity,,,,false,false,0.0010759532408235462,,0,true,20,true
,146.03258188121853,single-source-legacy_tail-normalized,4,dispatch,true,untrusted_sensitivity,,,,false,false,,,0,false,33,false
,,single-source-bounded_return_tail-physical,0,diagnostic,true,line_search_stalled,,,,false,false,0.20892826348096416,,0,true,2,true
,145.9874101696672,single-source-bounded_return_tail-physical,1,dispatch,true,line_search_stalled,,,,false,false,0.0014575915726586786,,0,true,3,true
0.3480942884262106,145.639315881241,single-source-bounded_return_tail-physical,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.0016438624336427843,0.0023844130670011465,0,true,9,true
0.08485200554980565,145.5544638756912,single-source-bounded_return_tail-physical,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.0016961145433367353,0.0005826174411516511,0,true,19,true
0.010578019774158065,145.54388585591704,single-source-bounded_return_tail-physical,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.0017028270356913566,7.267396335705704e-5,0,true,35,true
0.005290311492274213,145.53859554442477,single-source-bounded_return_tail-physical,5,dispatch,true,line_search_stalled,false,true,false,false,false,0.0016898305590091756,3.634856566569497e-5,0,true,53,true
,,single-source-bounded_return_tail-normalized,0,diagnostic,true,line_search_stalled,,,,false,false,0.20892826348096416,,0,true,2,true
,145.9874101696672,single-source-bounded_return_tail-normalized,1,dispatch,true,line_search_stalled,,,,false,false,0.0014575915726586786,,0,true,3,true
0.3480942884262106,145.639315881241,single-source-bounded_return_tail-normalized,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.0016438624336427843,0.0023844130670011465,0,true,9,true
0.08485200554980565,145.5544638756912,single-source-bounded_return_tail-normalized,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.0016961145433367353,0.0005826174411516511,0,true,19,true
0.010578019774158065,145.54388585591704,single-source-bounded_return_tail-normalized,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.0017028270356913566,7.267396335705704e-5,0,true,35,true
0.005290311492274213,145.53859554442477,single-source-bounded_return_tail-normalized,5,dispatch,true,line_search_stalled,false,true,false,false,false,0.0016898305590091756,3.634856566569497e-5,0,true,53,true
,,single-source-core_only-physical,0,diagnostic,true,untrusted_sensitivity,,,,false,false,0.20892826704162637,,0,true,2,true
,32.71546565923246,single-source-core_only-physical,1,dispatch,true,untrusted_sensitivity,,,,false,false,0.00277723877669378,,0,true,3,true
0.352267088496653,32.363198570735804,single-source-core_only-physical,2,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.0031297338479101544,0.010767601236855438,0,true,9,true
0.08575596101885452,32.27744260971695,single-source-core_only-physical,3,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.003229283965701768,0.002649798685115097,0,true,19,true
0.010687343428777751,32.26675526628817,single-source-core_only-physical,4,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.003242038825259197,0.0003311087423500022,0,true,35,true
0.005344248853290878,32.26141101743488,single-source-core_only-physical,5,dispatch,true,untrusted_sensitivity,false,true,false,false,false,,0.0001656270923179707,0,false,53,false
,,single-source-core_only-normalized,0,diagnostic,true,untrusted_sensitivity,,,,false,false,0.20892826704162637,,0,true,2,true
,32.71546565923246,single-source-core_only-normalized,1,dispatch,true,untrusted_sensitivity,,,,false,false,0.00277723877669378,,0,true,3,true
0.352267088496653,32.363198570735804,single-source-core_only-normalized,2,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.0031297338479101544,0.010767601236855438,0,true,9,true
0.08575596101885452,32.27744260971695,single-source-core_only-normalized,3,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.003229283965701768,0.002649798685115097,0,true,19,true
0.010687343428777751,32.26675526628817,single-source-core_only-normalized,4,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.003242038825259197,0.0003311087423500022,0,true,35,true
0.005344248853290878,32.26141101743488,single-source-core_only-normalized,5,dispatch,true,untrusted_sensitivity,false,true,false,false,false,,0.0001656270923179707,0,false,53,false
,,single-source-schpd-step001,0,diagnostic,true,untrusted_sensitivity,,,,false,false,0.17448696401749608,,0,true,2,true
,80.22287842089806,single-source-schpd-step001,1,dispatch,true,untrusted_sensitivity,,,,false,false,0.011332274994537261,,0,true,3,true
0.2454968792316805,79.97738154166638,single-source-schpd-step001,2,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.011753333388495601,0.003060185374347383,0,true,7,true
0.12362919407900108,79.85375234758737,single-source-schpd-step001,3,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.01197540520921403,0.0015458019717061269,0,true,13,true
0.015477111868705151,79.83827523571867,single-source-schpd-step001,4,dispatch,true,untrusted_sensitivity,false,false,false,false,false,0.012003764959871877,0.0001938182165984685,0,true,25,true
0.00774150641069582,79.83053372930797,single-source-schpd-step001,5,dispatch,true,untrusted_sensitivity,false,true,false,false,false,0.012017928903754749,9.696485035328474e-5,0,true,39,true
0.0019338066484095862,79.82859992265956,single-source-schpd-step001,6,dispatch,true,untrusted_sensitivity,false,true,false,false,false,0.012021564740305912,2.422389727427856e-5,0,true,57,true
0.0009661114741135179,79.82763381118545,single-source-schpd-step001,7,dispatch,true,untrusted_sensitivity,false,true,false,false,false,0.012020816630994968,1.2102322664427497e-5,0,true,77,true
0.0005448061529591541,79.82708900503249,single-source-schpd-step001,8,dispatch,true,untrusted_sensitivity,false,true,false,false,false,,6.824781431550034e-6,0,false,99,false
,,single-source-schpd-step100,0,diagnostic,true,line_search_stalled,,,,false,false,0.17448696401749608,,0,true,2,true
,80.94076673520452,single-source-schpd-step100,1,dispatch,true,line_search_stalled,,,,false,false,0.008243627577442236,,0,true,11,true
1.5877917204907277,79.35297501471379,single-source-schpd-step100,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.010641888049086834,0.01961671212832891,0,true,23,true
0.7884470533568901,78.5645279613569,single-source-schpd-step100,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.012169289560577612,0.009935948251602347,0,true,37,true
0.40575544746243963,78.15877251389446,single-source-schpd-step100,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.013044270392178925,0.005164613827528071,0,true,53,true
0.10291911351471583,78.05585340037975,single-source-schpd-step100,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.0132763027725612,0.0013167954178965602,0,true,73,true
0.051771279800462366,78.00408212057928,single-source-schpd-step100,6,dispatch,true,line_search_stalled,false,false,false,false,false,0.013394452046785799,0.0006632594167526006,0,true,95,true
0.012984896331232676,77.99109722424805,single-source-schpd-step100,7,dispatch,true,line_search_stalled,false,false,false,false,false,0.013421668101572637,0.0001664643179976213,0,true,121,true
,,two-source-schpd-physical,0,diagnostic,true,line_search_stalled,,,,false,false,0.2792360857329348,,0,true,2,true
,182.9863617551801,two-source-schpd-physical,1,dispatch,true,line_search_stalled,,,,false,false,0.021345388716977,,0,true,3,true
3.576933665154911,179.4094280900252,two-source-schpd-physical,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.025406744589171026,0.019547542400676497,0,true,7,true
,,two-source-schpd-normalized,0,diagnostic,true,line_search_stalled,,,,false,false,0.2792360857329348,,0,true,2,true
,182.9893076421676,two-source-schpd-normalized,1,dispatch,true,line_search_stalled,,,,false,false,0.021300622573344308,,0,true,3,true
2.9536555863130047,180.0356520558546,two-source-schpd-normalized,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.025616704275551294,0.016141137558096163,0,true,7,true
,181.63539796104027,two-source-case_fixed-physical,0,dispatch,true,line_search_stalled,,,,false,false,0.00581375693716224,,0,true,1,true
1.157319635569138,180.47807832547113,two-source-case_fixed-physical,1,dispatch,true,line_search_stalled,false,false,false,false,false,0.006690341116952991,0.006371663500400821,0,true,5,true
0.26602322706600035,180.21205509840513,two-source-case_fixed-physical,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.006941096888443021,0.001473991908237512,0,true,15,true
0.06562257266679694,180.14643252573833,two-source-case_fixed-physical,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.007005987393224222,0.00036414085967203256,0,true,29,true
0.016357098157385508,180.13007542758095,two-source-case_fixed-physical,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.0070223515358686095,9.079890136069442e-5,0,true,47,true
0.00408630929811693,180.12598911828283,two-source-case_fixed-physical,5,dispatch,true,line_search_stalled,false,true,false,false,false,0.007026451927509947,2.2685324970952892e-5,0,true,69,true
0.0020428725300405404,180.1239462457528,two-source-case_fixed-physical,6,dispatch,true,line_search_stalled,false,true,false,false,false,0.007028503290373855,1.1341353571688387e-5,0,true,93,true
0.001021417171784833,180.122924828581,two-source-case_fixed-physical,7,dispatch,true,line_search_stalled,false,true,false,false,false,0.007029529303964388,5.6706350991847505e-6,0,true,119,true
,181.63539796104027,two-source-case_fixed-normalized,0,dispatch,true,line_search_stalled,,,,false,false,0.00581375693716224,,0,true,1,true
1.0771489354438017,180.55824902559647,two-source-case_fixed-normalized,1,dispatch,true,line_search_stalled,false,false,false,false,false,0.006677406734592384,0.005930280922856479,0,true,5,true
0.24901090678321225,180.30923811881325,two-source-case_fixed-normalized,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.006924758719974444,0.0013791167566534815,0,true,15,true
0.06153376789205822,180.2477043509212,two-source-case_fixed-normalized,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.006988776958356424,0.00034126797125897155,0,true,29,true
0.015344774851371312,180.23235957606983,two-source-case_fixed-normalized,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.007004922322040752,8.513159658054135e-5,0,true,47,true
0.003833828594508759,180.22852574747532,two-source-case_fixed-normalized,5,dispatch,true,line_search_stalled,false,true,false,false,false,0.0070089674878889285,2.1271588540073644e-5,0,true,69,true
0.000958487843547573,180.22756725963177,two-source-case_fixed-normalized,6,dispatch,true,line_search_stalled,false,true,false,false,false,0.007009979218721152,5.318180568655069e-6,0,true,95,true
,,two-source-box25-physical,0,diagnostic,true,line_search_stalled,,,,false,false,0.28587018626398364,,0,true,2,true
,184.14377267645108,two-source-box25-physical,1,dispatch,true,line_search_stalled,,,,false,false,0.03612685875588617,,0,true,3,true
0.8084555805617697,183.3353170958893,two-source-box25-physical,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.035607256888695704,0.004390349827263845,0,true,13,true
0.10067537080925604,183.23464172508005,two-source-box25-physical,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.03554466592595751,0.0005491324443320438,0,true,29,true
0.025155647940806602,183.20948607713925,two-source-box25-physical,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.03552909551681949,0.00013728652892256807,0,true,49,true
0.012575683984010766,183.19691039315524,two-source-box25-physical,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.03552125407311313,6.864100900712013e-5,0,true,71,true
0.006287294022399692,183.19062309913284,two-source-box25-physical,6,dispatch,true,line_search_stalled,false,true,false,false,false,0.03551721744620262,3.43198693084215e-5,0,true,95,true
,,two-source-box25-normalized,0,diagnostic,true,line_search_stalled,,,,false,false,0.28587018626398364,,0,true,2,true
,184.14215977379746,two-source-box25-normalized,1,dispatch,true,line_search_stalled,,,,false,false,0.036127677188241725,,0,true,3,true
0.8040456396504965,183.33811413414696,two-source-box25-normalized,2,dispatch,true,line_search_stalled,false,false,false,false,false,0.03561087889621273,0.004366439715045138,0,true,13,true
0.10013010419004331,183.23798402995692,two-source-box25-normalized,3,dispatch,true,line_search_stalled,false,false,false,false,false,0.03554860626598799,0.0005461499626683132,0,true,29,true
0.02501904636568497,183.21296498359123,two-source-box25-normalized,4,dispatch,true,line_search_stalled,false,false,false,false,false,0.03553311442063878,0.00013653853756432236,0,true,49,true
0.01250720038495956,183.20045778320628,two-source-box25-normalized,5,dispatch,true,line_search_stalled,false,false,false,false,false,0.03552533561540705,6.8265913310664e-5,0,true,71,true
0.006252538376088523,183.1942052448302,two-source-box25-normalized,6,dispatch,true,line_search_stalled,false,true,false,false,false,0.035521363174604526,3.412949100535318e-5,0,true,95,true
,181.6353979901378,two-source-box50-physical,0,dispatch,true,line_search_stalled,,,,false,false,0.005813756785927104,,0,true,1,true
1.1573196152306195,180.47807837490717,two-source-box50-physical,1,dispatch,true,line_search_stalled,false,false,false,false,false,0.006690340939821016,0.006371663387405677,0,true,5,true
