accepted,backtrack,direction_norm,gamma,id,iteration,merit,projected_gradient_norm,reason
true,7,0.0007813665864848662,0.059043087905319154,single-source-schpd-physical,7,0.051930097798184124,0.013232106856640113,actual_improvement
false,0,0.10000020144092647,7.5312171559699035,single-source-schpd-physical,8,0.024018746974735272,0.013278319202683408,insufficient_decrease
false,1,0.050000483456107414,3.7656085779849517,single-source-schpd-physical,8,0.01198218659910493,0.013278319202683408,insufficient_decrease
false,2,0.025000363416307625,1.8828042889924759,single-source-schpd-physical,8,0.005931062566110802,0.013278319202683408,insufficient_decrease
false,3,0.012500245191804149,0.9414021444962379,single-source-schpd-physical,8,0.0028968422580905287,0.013278319202683408,insufficient_decrease
false,4,0.006250181940621102,0.47070107224811897,single-source-schpd-physical,8,0.0013775114926425271,0.013278319202683408,insufficient_decrease
false,5,0.0031251506393072948,0.23535053612405948,single-source-schpd-physical,8,0.0006172838125607791,0.013278319202683408,insufficient_decrease
false,6,0.0015626315703967109,0.11767526806202974,single-source-schpd-physical,8,0.0002370229094242008,0.013278319202683408,insufficient_decrease
false,7,0.0007813740429318816,0.05883763403101487,single-source-schpd-physical,8,4.6859605587146456e-5,0.013278319202683408,insufficient_decrease
true,8,0.0003907453143116024,0.029418817015507435,single-source-schpd-physical,8,0.051923240376201635,0.013278319202683408,actual_improvement
false,0,0.10000015285406072,7.518078381948874,single-source-schpd-physical,9,0.02411248564811418,0.013301528416138297,insufficient_decrease
false,1,0.0500004837784821,3.759039190974437,single-source-schpd-physical,9,0.012076742890546596,0.013301528416138297,insufficient_decrease
false,2,0.025000366760350112,1.8795195954872186,single-source-schpd-physical,9,0.006025997601976074,0.013301528416138297,insufficient_decrease
false,3,0.012500249104369532,0.9397597977436093,single-source-schpd-physical,9,0.0029919597791251743,0.013301528416138297,insufficient_decrease
false,4,0.006250185881383152,0.46987989887180465,single-source-schpd-physical,9,0.0014727183735249731,0.013301528416138297,insufficient_decrease
false,5,0.003125154518406892,0.23493994943590232,single-source-schpd-physical,9,0.0007125348646701174,0.013301528416138297,insufficient_decrease
false,6,0.0015626353538656934,0.11746997471795116,single-source-schpd-physical,9,0.000332295915694548,0.013301528416138297,insufficient_decrease
false,7,0.0007813778016775297,0.05873498735897558,single-source-schpd-physical,9,0.0001421436186016119,0.013301528416138297,insufficient_decrease
false,8,0.000390749051664141,0.02936749367948779,single-source-schpd-physical,9,4.705858777809543e-5,0.013301528416138297,insufficient_decrease
true,9,0.00019543467971150363,0.014683746839743895,single-source-schpd-physical,9,0.05191978381130143,0.013301528416138297,actual_improvement
false,0,0.0999997672360774,0.5731087584164809,single-source-schpd-normalized,1,0.006899621661311472,0.17448696401749608,insufficient_decrease
true,1,0.049999544768134396,0.28655437920824045,single-source-schpd-normalized,1,0.05356427192841374,0.17448696401749608,actual_improvement
false,0,0.1000001516010709,11.254322458477546,single-source-schpd-normalized,2,0.00048045249220364695,0.008885135004859102,insufficient_decrease
true,1,0.04999980524200587,5.627161229238773,single-source-schpd-normalized,2,0.05273661965422467,0.008885135004859102,actual_improvement
false,0,0.10000040893858964,9.236512553353972,single-source-schpd-normalized,3,0.01256262310168773,0.010826426389977772,insufficient_decrease
false,1,0.05000014553203935,4.618256276676986,single-source-schpd-normalized,3,0.00042558202126215873,0.010826426389977772,insufficient_decrease
true,2,0.024999949470771554,2.309128138338493,single-source-schpd-normalized,3,0.05231963592467546,0.010826426389977772,actual_improvement
false,0,0.10000023834512317,8.316017744228132,single-source-schpd-normalized,4,0.018580428193922145,0.012025010601532382,insufficient_decrease
false,1,0.050000379760192226,4.158008872114066,single-source-schpd-normalized,4,0.006497577805067009,0.012025010601532382,insufficient_decrease
false,2,0.025000143540516273,2.079004436057033,single-source-schpd-normalized,4,0.0004256527290267714,0.012025010601532382,insufficient_decrease
true,3,0.012500027911875322,1.0395022180285165,single-source-schpd-normalized,4,0.05210652748808645,0.012025010601532382,actual_improvement
false,0,0.10000004155530029,7.877300823017084,single-source-schpd-normalized,5,0.021582525074608012,0.012694844923427984,insufficient_decrease
false,1,0.05000045626704919,3.938650411508542,single-source-schpd-normalized,5,0.009525614709632736,0.012694844923427984,insufficient_decrease
false,2,0.025000268866097408,1.969325205754271,single-source-schpd-normalized,5,0.0034650604121247183,0.012694844923427984,insufficient_decrease
false,3,0.01250013930651439,0.9846626028771355,single-source-schpd-normalized,5,0.00042636716132947054,0.012694844923427984,insufficient_decrease
true,4,0.0062500804641254515,0.49233130143856774,single-source-schpd-normalized,5,0.05199834726593123,0.012694844923427984,actual_improvement
false,0,0.10000002131059171,7.663238727631562,single-source-schpd-normalized,6,0.023081942575457537,0.01304952422572625,insufficient_decrease
false,1,0.050000477120042075,3.831619363815781,single-source-schpd-normalized,6,0.011037646892028938,0.01304952422572625,insufficient_decrease
false,2,0.025000328664218197,1.9158096819078905,single-source-schpd-normalized,6,0.004982871730549664,0.01304952422572625,insufficient_decrease
false,3,0.012500205760284655,0.9579048409539452,single-source-schpd-normalized,6,0.001946906828324498,0.01304952422572625,insufficient_decrease
false,4,0.006250139180482006,0.4789524204769726,single-source-schpd-normalized,6,0.00042672048368821996,0.01304952422572625,insufficient_decrease
true,5,0.0031251092047436257,0.2394762102384863,single-source-schpd-normalized,6,0.0519437879243615,0.01304952422572625,actual_improvement
false,0,0.10000030816887473,7.557515251880852,single-source-schpd-normalized,7,0.02383139863326925,0.013232106856640113,insufficient_decrease
false,1,0.050000482604165786,3.778757625940426,single-source-schpd-normalized,7,0.011793224776735655,0.013232106856640113,insufficient_decrease
false,2,0.02500035667421674,1.889378812970213,single-source-schpd-normalized,7,0.005741359057930165,0.013232106856640113,insufficient_decrease
false,3,0.01250023732354233,0.9446894064851065,single-source-schpd-normalized,7,0.0027067824706635234,0.013232106856640113,insufficient_decrease
false,4,0.006250174081820159,0.47234470324255323,single-source-schpd-normalized,7,0.001187277617023236,0.013232106856640113,insufficient_decrease
false,5,0.0031251391485318525,0.23617235162127662,single-source-schpd-normalized,7,0.00042695838182870186,0.013232106856640113,insufficient_decrease
false,6,0.0015626240403454617,0.11808617581063831,single-source-schpd-normalized,7,4.66601502535321e-5,0.013232106856640113,insufficient_decrease
true,7,0.0007813665864848662,0.059043087905319154,single-source-schpd-normalized,7,0.051930097798184124,0.013232106856640113,actual_improvement
false,0,0.10000020144092647,7.5312171559699035,single-source-schpd-normalized,8,0.024018746974735272,0.013278319202683408,insufficient_decrease
false,1,0.050000483456107414,3.7656085779849517,single-source-schpd-normalized,8,0.01198218659910493,0.013278319202683408,insufficient_decrease
false,2,0.025000363416307625,1.8828042889924759,single-source-schpd-normalized,8,0.005931062566110802,0.013278319202683408,insufficient_decrease
false,3,0.012500245191804149,0.9414021444962379,single-source-schpd-normalized,8,0.0028968422580905287,0.013278319202683408,insufficient_decrease
false,4,0.006250181940621102,0.47070107224811897,single-source-schpd-normalized,8,0.0013775114926425271,0.013278319202683408,insufficient_decrease
false,5,0.0031251506393072948,0.23535053612405948,single-source-schpd-normalized,8,0.0006172838125607791,0.013278319202683408,insufficient_decrease
false,6,0.0015626315703967109,0.11767526806202974,single-source-schpd-normalized,8,0.0002370229094242008,0.013278319202683408,insufficient_decrease
false,7,0.0007813740429318816,0.05883763403101487,single-source-schpd-normalized,8,4.6859605587146456e-5,0.013278319202683408,insufficient_decrease
true,8,0.0003907453143116024,0.029418817015507435,single-source-schpd-normalized,8,0.051923240376201635,0.013278319202683408,actual_improvement
false,0,0.10000015285406072,7.518078381948874,single-source-schpd-normalized,9,0.02411248564811418,0.013301528416138297,insufficient_decrease
false,1,0.0500004837784821,3.759039190974437,single-source-schpd-normalized,9,0.012076742890546596,0.013301528416138297,insufficient_decrease
false,2,0.025000366760350112,1.8795195954872186,single-source-schpd-normalized,9,0.006025997601976074,0.013301528416138297,insufficient_decrease
false,3,0.012500249104369532,0.9397597977436093,single-source-schpd-normalized,9,0.0029919597791251743,0.013301528416138297,insufficient_decrease
false,4,0.006250185881383152,0.46987989887180465,single-source-schpd-normalized,9,0.0014727183735249731,0.013301528416138297,insufficient_decrease
false,5,0.003125154518406892,0.23493994943590232,single-source-schpd-normalized,9,0.0007125348646701174,0.013301528416138297,insufficient_decrease
false,6,0.0015626353538656934,0.11746997471795116,single-source-schpd-normalized,9,0.000332295915694548,0.013301528416138297,insufficient_decrease
false,7,0.0007813778016775297,0.05873498735897558,single-source-schpd-normalized,9,0.0001421436186016119,0.013301528416138297,insufficient_decrease
false,8,0.000390749051664141,0.02936749367948779,single-source-schpd-normalized,9,4.705858777809543e-5,0.013301528416138297,insufficient_decrease
true,9,0.00019543467971150363,0.014683746839743895,single-source-schpd-normalized,9,0.05191978381130143,0.013301528416138297,actual_improvement
false,0,0.1000005733064322,8.700744678013837,single-source-case_fixed-physical,1,0.009963756296899717,0.011493146206686511,insufficient_decrease
true,1,0.05000004141254544,4.350372339006919,single-source-case_fixed-physical,1,0.05214358354019426,0.011493146206686511,actual_improvement
false,0,0.10000064461193503,7.825507825621337,single-source-case_fixed-physical,2,0.024870499213832494,0.012778755958882337,insufficient_decrease
false,1,0.05000044549358096,3.9127539128106683,single-source-case_fixed-physical,2,0.010364911839443207,0.012778755958882337,insufficient_decrease
false,2,0.024999926171369702,1.9563769564053342,single-source-case_fixed-physical,2,0.002879180614695202,0.012778755958882337,insufficient_decrease
true,3,0.012500033572051095,0.9781884782026671,single-source-case_fixed-physical,2,0.051871993442386424,0.012778755958882337,actual_improvement
false,0,0.10000060538789368,7.280234452552841,single-source-case_fixed-physical,3,0.027832183393926426,0.013735709346416325,insufficient_decrease
false,1,0.05000091903500725,3.6401172262764203,single-source-case_fixed-physical,3,0.013716165548046782,0.013735709346416325,insufficient_decrease
false,2,0.024999793158467676,1.8200586131382102,single-source-case_fixed-physical,3,0.006466316485432348,0.013735709346416325,insufficient_decrease
false,3,0.012499952725792407,0.9100293065691051,single-source-case_fixed-physical,3,0.0027875366718868367,0.013735709346416325,insufficient_decrease
false,4,0.006250132494995508,0.45501465328455254,single-source-case_fixed-physical,3,0.000933787694597563,0.013735709346416325,insufficient_decrease
false,5,0.003125034382361891,0.22750732664227627,single-source-case_fixed-physical,3,3.133738718777144e-6,0.013735709346416325,insufficient_decrease
true,6,0.0015625318989656023,0.11375366332113813,single-source-case_fixed-physical,3,0.05183827840799313,0.013735709346416325,actual_improvement
false,0,0.10000053537657738,7.215527718910047,single-source-case_fixed-physical,4,0.028201907545019396,0.013858846367822863,insufficient_decrease
false,1,0.05000098562520172,3.6077638594550234,single-source-case_fixed-physical,4,0.014128459143530591,0.013858846367822863,insufficient_decrease
false,2,0.02500003702592224,1.8038819297275117,single-source-case_fixed-physical,4,0.006904235129144195,0.013858846367822863,insufficient_decrease
false,3,0.012499876976528657,0.9019409648637559,single-source-case_fixed-physical,4,0.0032394094975311603,0.013858846367822863,insufficient_decrease
false,4,0.006250226331677267,0.45097048243187793,single-source-case_fixed-physical,4,0.0013930964988304929,0.013858846367822863,insufficient_decrease
false,5,0.003125038636382804,0.22548524121593896,single-source-case_fixed-physical,4,0.00046619222767711776,0.013858846367822863,insufficient_decrease
false,6,0.0015625343653002943,0.11274262060796948,single-source-case_fixed-physical,4,1.8505893461501766e-6,0.013858846367822863,insufficient_decrease
true,7,0.0007812829929590981,0.05637131030398474,single-source-case_fixed-physical,4,0.05182140919076612,0.013858846367822863,actual_improvement
false,0,0.1000005009990238,7.183412963364029,single-source-case_fixed-physical,5,0.028386793996903577,0.013920804442772883,insufficient_decrease
false,1,0.050001003799600485,3.5917064816820146,single-source-case_fixed-physical,5,0.014334250536241345,0.013920804442772883,insufficient_decrease
false,2,0.025000145751469582,1.7958532408410073,single-source-case_fixed-physical,5,0.007122597308289211,0.013920804442772883,insufficient_decrease
false,3,0.012499855075332578,0.8979266204205036,single-source-case_fixed-physical,5,0.0034646209664462675,0.013920804442772883,insufficient_decrease
false,4,0.006250252186055905,0.4489633102102518,single-source-case_fixed-physical,5,0.0016219394377233595,0.013920804442772883,insufficient_decrease
false,5,0.003125079194334357,0.2244816551051259,single-source-case_fixed-physical,5,0.0006968927067915782,0.013920804442772883,insufficient_decrease
false,6,0.0015625361140964023,0.11224082755256296,single-source-case_fixed-physical,5,0.00023347500938326773,0.013920804442772883,insufficient_decrease
false,7,0.0007812843771631828,0.05612041377628148,single-source-case_fixed-physical,5,1.5439790122594994e-6,0.013920804442772883,insufficient_decrease
true,8,0.0003906586476122298,0.02806020688814074,single-source-case_fixed-physical,5,0.051812970980037724,0.013920804442772883,actual_improvement
false,0,0.10000048395495464,7.1674180429758865,single-source-case_fixed-physical,6,0.028479238553260854,0.01395187427090816,insufficient_decrease
false,1,0.050001012488197216,3.5837090214879432,single-source-case_fixed-physical,6,0.014437059432281242,0.01395187427090816,insufficient_decrease
false,2,0.02500021361996152,1.7918545107439716,single-source-case_fixed-physical,6,0.007231639155213948,0.01395187427090816,insufficient_decrease
false,3,0.012499848577788186,0.8959272553719858,single-source-case_fixed-physical,6,0.0035770521715779756,0.01395187427090816,insufficient_decrease
false,4,0.006250255678975858,0.4479636276859929,single-source-case_fixed-physical,6,0.0017361642729278924,0.01395187427090816,insufficient_decrease
false,5,0.0031251042385814776,0.22398181384299645,single-source-case_fixed-physical,6,0.0008120422005952196,0.01395187427090816,insufficient_decrease
false,6,0.0015625372358860634,0.11199090692149823,single-source-case_fixed-physical,6,0.0003490803816493995,0.01395187427090816,insufficient_decrease
false,7,0.0007812851842066149,0.05599545346074911,single-source-case_fixed-physical,6,0.00011738277162341793,0.01395187427090816,insufficient_decrease
false,8,0.0003906593636773259,0.027997726730374557,single-source-case_fixed-physical,6,1.4768306426936926e-6,0.01395187427090816,insufficient_decrease
true,9,0.00019534649397323633,0.013998863365187278,single-source-case_fixed-physical,6,0.051808750600013324,0.01395187427090816,actual_improvement
false,0,0.1000004754732331,7.159453789351335,single-source-case_fixed-physical,7,0.02852543415598062,0.013967397460839193,insufficient_decrease
false,1,0.05000101678831703,3.5797268946756673,single-source-case_fixed-physical,7,0.01448842948768679,0.013967397460839193,insufficient_decrease
false,2,0.025000249737284763,1.7898634473378336,single-source-case_fixed-physical,7,0.007286120573128161,0.013967397460839193,insufficient_decrease
false,3,0.01249984637514645,0.8949317236689168,single-source-case_fixed-physical,7,0.0036332243496714697,0.013967397460839193,insufficient_decrease
false,4,0.006250254525907439,0.4474658618344584,single-source-case_fixed-physical,7,0.001793229935716954,0.013967397460839193,insufficient_decrease
false,5,0.003125117116934195,0.2237329309172292,single-source-case_fixed-physical,7,0.0008695702540696261,0.013967397460839193,insufficient_decrease
false,6,0.00156253788838856,0.1118664654586146,single-source-case_fixed-physical,7,0.0004068357578063714,0.013967397460839193,insufficient_decrease
false,7,0.0007812856305384752,0.0559332327293073,single-source-case_fixed-physical,7,0.00017525453052703142,0.013967397460839193,insufficient_decrease
false,8,0.00039065977885721637,0.02796661636465365,single-source-case_fixed-physical,7,5.940703579236548e-5,0.013967397460839193,insufficient_decrease
false,9,0.0001953468708357775,0.013983308182326825,single-source-case_fixed-physical,7,1.4689973302422481e-6,0.013967397460839193,insufficient_decrease
true,10,9.769042331275735e-5,0.006991654091163413,single-source-case_fixed-physical,7,0.0518066397699537,0.013967397460839193,actual_improvement
false,0,0.10000047121859201,7.155458240206624,single-source-case_fixed-physical,8,0.028548563420588924,0.013975198413333945,insufficient_decrease
false,1,0.05000101886519204,3.577729120103312,single-source-case_fixed-physical,8,0.01451412896720508,0.013975198413333945,insufficient_decrease
false,2,0.025000268155892735,1.788864560051656,single-source-case_fixed-physical,8,0.007313365591269671,0.013975198413333945,insufficient_decrease
false,3,0.012499845577640833,0.894432280025828,single-source-case_fixed-physical,8,0.003661309097375504,0.013975198413333945,insufficient_decrease
false,4,0.006250253166864894,0.447216140012914,single-source-case_fixed-physical,8,0.0018217581022175022,0.013975198413333945,insufficient_decrease
false,5,0.0031251236246485625,0.223608070006457,single-source-case_fixed-physical,8,0.0008983283927817065,0.013975198413333945,insufficient_decrease
false,6,0.0015625382510857655,0.1118040350032285,single-source-case_fixed-physical,8,0.0004357067843087012,0.013975198413333945,insufficient_decrease
false,7,0.0007812858735756212,0.05590201750161425,single-source-case_fixed-physical,8,0.00020418334961642393,0.013975198413333945,insufficient_decrease
false,8,0.00039065996165621453,0.027951008750807124,single-source-case_fixed-physical,8,8.836487429044773e-5,0.013975198413333945,insufficient_decrease
false,9,0.00019534705111134976,0.013975504375403562,single-source-case_fixed-physical,8,3.044136451683717e-5,0.013975198413333945,insufficient_decrease
false,10,9.769061820330549e-5,0.006987752187701781,single-source-case_fixed-physical,8,1.476055417650665e-6,0.013975198413333945,insufficient_decrease
true,11,4.886240539148101e-5,0.0034938760938508905,single-source-case_fixed-physical,8,0.0518055838609513,0.013975198413333945,actual_improvement
false,0,0.10000046910906457,7.153454554758883,single-source-case_fixed-physical,9,0.028560142585341747,0.013979113740889004,insufficient_decrease
false,1,0.05000101991303574,3.5767272773794416,single-source-case_fixed-physical,9,0.014526988028562579,0.013979113740889004,insufficient_decrease
false,2,0.025000277422320916,1.7883636386897208,single-source-case_fixed-physical,9,0.007326994308083492,0.013979113740889004,insufficient_decrease
false,3,0.012499845241648266,0.8941818193448604,single-source-case_fixed-physical,9,0.003675355974246096,0.013979113740889004,insufficient_decrease
false,4,0.006250252289154212,0.4470909096724302,single-source-case_fixed-physical,9,0.0018360257075652555,0.013979113740889004,insufficient_decrease
false,5,0.003125126874711892,0.2235454548362151,single-source-case_fixed-physical,9,0.0009127105939386271,0.013979113740889004,insufficient_decrease
false,6,0.0015625384233836082,0.11177272741810755,single-source-case_fixed-physical,9,0.0004501451976169318,0.013979113740889004,insufficient_decrease
false,7,0.0007812859878195688,0.055886363709053775,single-source-case_fixed-physical,9,0.00021865054184387028,0.013979113740889004,insufficient_decrease
false,8,0.0003906600769935098,0.027943181854526888,single-source-case_fixed-physical,9,0.00010284652895222407,0.013979113740889004,insufficient_decrease
false,9,0.00019534716419256082,0.013971590927263444,single-source-case_fixed-physical,9,4.493026054566188e-5,0.013979113740889004,insufficient_decrease
false,10,9.769073049581412e-5,0.006985795463631722,single-source-case_fixed-physical,9,1.5968560080406116e-5,0.013979113740889004,insufficient_decrease
false,11,4.886249947533283e-5,0.003492897731815861,single-source-case_fixed-physical,9,1.4868271386351668e-6,0.013979113740889004,insufficient_decrease
false,0,0.1000005733064322,8.700744678013837,single-source-case_fixed-normalized,1,0.009963756296899717,0.011493146206686511,insufficient_decrease
true,1,0.05000004141254544,4.350372339006919,single-source-case_fixed-normalized,1,0.05214358354019426,0.011493146206686511,actual_improvement
false,0,0.10000064461193503,7.825507825621337,single-source-case_fixed-normalized,2,0.024870499213832494,0.012778755958882337,insufficient_decrease
false,1,0.05000044549358096,3.9127539128106683,single-source-case_fixed-normalized,2,0.010364911839443207,0.012778755958882337,insufficient_decrease
false,2,0.024999926171369702,1.9563769564053342,single-source-case_fixed-normalized,2,0.002879180614695202,0.012778755958882337,insufficient_decrease
true,3,0.012500033572051095,0.9781884782026671,single-source-case_fixed-normalized,2,0.051871993442386424,0.012778755958882337,actual_improvement
false,0,0.10000060538789368,7.280234452552841,single-source-case_fixed-normalized,3,0.027832183393926426,0.013735709346416325,insufficient_decrease
false,1,0.05000091903500725,3.6401172262764203,single-source-case_fixed-normalized,3,0.013716165548046782,0.013735709346416325,insufficient_decrease
false,2,0.024999793158467676,1.8200586131382102,single-source-case_fixed-normalized,3,0.006466316485432348,0.013735709346416325,insufficient_decrease
false,3,0.012499952725792407,0.9100293065691051,single-source-case_fixed-normalized,3,0.0027875366718868367,0.013735709346416325,insufficient_decrease
false,4,0.006250132494995508,0.45501465328455254,single-source-case_fixed-normalized,3,0.000933787694597563,0.013735709346416325,insufficient_decrease
false,5,0.003125034382361891,0.22750732664227627,single-source-case_fixed-normalized,3,3.133738718777144e-6,0.013735709346416325,insufficient_decrease
true,6,0.0015625318989656023,0.11375366332113813,single-source-case_fixed-normalized,3,0.05183827840799313,0.013735709346416325,actual_improvement
false,0,0.10000053537657738,7.215527718910047,single-source-case_fixed-normalized,4,0.028201907545019396,0.013858846367822863,insufficient_decrease
false,1,0.05000098562520172,3.6077638594550234,single-source-case_fixed-normalized,4,0.014128459143530591,0.013858846367822863,insufficient_decrease
false,2,0.02500003702592224,1.8038819297275117,single-source-case_fixed-normalized,4,0.006904235129144195,0.013858846367822863,insufficient_decrease
false,3,0.012499876976528657,0.9019409648637559,single-source-case_fixed-normalized,4,0.0032394094975311603,0.013858846367822863,insufficient_decrease
false,4,0.006250226331677267,0.45097048243187793,single-source-case_fixed-normalized,4,0.0013930964988304929,0.013858846367822863,insufficient_decrease
false,5,0.003125038636382804,0.22548524121593896,single-source-case_fixed-normalized,4,0.00046619222767711776,0.013858846367822863,insufficient_decrease
false,6,0.0015625343653002943,0.11274262060796948,single-source-case_fixed-normalized,4,1.8505893461501766e-6,0.013858846367822863,insufficient_decrease
true,7,0.0007812829929590981,0.05637131030398474,single-source-case_fixed-normalized,4,0.05182140919076612,0.013858846367822863,actual_improvement
false,0,0.1000005009990238,7.183412963364029,single-source-case_fixed-normalized,5,0.028386793996903577,0.013920804442772883,insufficient_decrease
false,1,0.050001003799600485,3.5917064816820146,single-source-case_fixed-normalized,5,0.014334250536241345,0.013920804442772883,insufficient_decrease
false,2,0.025000145751469582,1.7958532408410073,single-source-case_fixed-normalized,5,0.007122597308289211,0.013920804442772883,insufficient_decrease
false,3,0.012499855075332578,0.8979266204205036,single-source-case_fixed-normalized,5,0.0034646209664462675,0.013920804442772883,insufficient_decrease
false,4,0.006250252186055905,0.4489633102102518,single-source-case_fixed-normalized,5,0.0016219394377233595,0.013920804442772883,insufficient_decrease
false,5,0.003125079194334357,0.2244816551051259,single-source-case_fixed-normalized,5,0.0006968927067915782,0.013920804442772883,insufficient_decrease
false,6,0.0015625361140964023,0.11224082755256296,single-source-case_fixed-normalized,5,0.00023347500938326773,0.013920804442772883,insufficient_decrease
false,7,0.0007812843771631828,0.05612041377628148,single-source-case_fixed-normalized,5,1.5439790122594994e-6,0.013920804442772883,insufficient_decrease
true,8,0.0003906586476122298,0.02806020688814074,single-source-case_fixed-normalized,5,0.051812970980037724,0.013920804442772883,actual_improvement
false,0,0.10000048395495464,7.1674180429758865,single-source-case_fixed-normalized,6,0.028479238553260854,0.01395187427090816,insufficient_decrease
false,1,0.050001012488197216,3.5837090214879432,single-source-case_fixed-normalized,6,0.014437059432281242,0.01395187427090816,insufficient_decrease
false,2,0.02500021361996152,1.7918545107439716,single-source-case_fixed-normalized,6,0.007231639155213948,0.01395187427090816,insufficient_decrease
false,3,0.012499848577788186,0.8959272553719858,single-source-case_fixed-normalized,6,0.0035770521715779756,0.01395187427090816,insufficient_decrease
false,4,0.006250255678975858,0.4479636276859929,single-source-case_fixed-normalized,6,0.0017361642729278924,0.01395187427090816,insufficient_decrease
false,5,0.0031251042385814776,0.22398181384299645,single-source-case_fixed-normalized,6,0.0008120422005952196,0.01395187427090816,insufficient_decrease
false,6,0.0015625372358860634,0.11199090692149823,single-source-case_fixed-normalized,6,0.0003490803816493995,0.01395187427090816,insufficient_decrease
false,7,0.0007812851842066149,0.05599545346074911,single-source-case_fixed-normalized,6,0.00011738277162341793,0.01395187427090816,insufficient_decrease
false,8,0.0003906593636773259,0.027997726730374557,single-source-case_fixed-normalized,6,1.4768306426936926e-6,0.01395187427090816,insufficient_decrease
true,9,0.00019534649397323633,0.013998863365187278,single-source-case_fixed-normalized,6,0.051808750600013324,0.01395187427090816,actual_improvement
false,0,0.1000004754732331,7.159453789351335,single-source-case_fixed-normalized,7,0.02852543415598062,0.013967397460839193,insufficient_decrease
false,1,0.05000101678831703,3.5797268946756673,single-source-case_fixed-normalized,7,0.01448842948768679,0.013967397460839193,insufficient_decrease
false,2,0.025000249737284763,1.7898634473378336,single-source-case_fixed-normalized,7,0.007286120573128161,0.013967397460839193,insufficient_decrease
false,3,0.01249984637514645,0.8949317236689168,single-source-case_fixed-normalized,7,0.0036332243496714697,0.013967397460839193,insufficient_decrease
