id,iteration,mode,cost,absolute_change,epsilon_1e6,epsilon_1e4,epsilon_1e2,original_outer_status
single-source-schpd,23,dispatch,78.2732313411571,0.006915940523526842,false,false,true,iteration_limit
single-source-schpd,24,dispatch,78.26631552694309,0.006915814214011107,false,false,true,iteration_limit
single-source-schpd,25,dispatch,78.25939521039987,0.006920316543215677,false,false,true,iteration_limit
single-source-schpd,26,dispatch,78.25247964912265,0.006915561277224924,false,false,true,iteration_limit
single-source-schpd,27,dispatch,78.2455644093359,0.006915239786749794,false,false,true,iteration_limit
single-source-schpd,28,dispatch,78.2386488478463,0.006915561489591937,false,false,true,iteration_limit
single-source-schpd,29,dispatch,78.23173336245554,0.006915485390763365,false,false,true,iteration_limit
single-source-schpd,30,dispatch,78.22481795293966,0.006915409515883653,false,false,true,iteration_limit
single-source-schpd,31,dispatch,78.21790301526653,0.006914937673130339,false,false,true,iteration_limit
single-source-schpd,32,dispatch,78.21098775225975,0.006915263006774808,false,false,true,iteration_limit
single-source-schpd,33,dispatch,78.20407256578336,0.006915186476391,false,false,true,iteration_limit
single-source-schpd,34,dispatch,78.19715745533924,0.006915110444126071,false,false,true,iteration_limit
single-source-schpd,35,dispatch,78.19024242133675,0.006915034002489051,false,false,true,iteration_limit
single-source-schpd,36,dispatch,78.18332746380179,0.0069149575349598535,false,false,true,iteration_limit
single-source-schpd,37,dispatch,78.17641258289964,0.006914880902144205,false,false,true,iteration_limit
single-source-schpd,38,dispatch,78.16949777868956,0.006914804210083503,false,false,true,iteration_limit
single-source-schpd,39,dispatch,78.16258305125334,0.006914727436225121,false,false,true,iteration_limit
single-source-schpd,40,dispatch,78.15566840074683,0.006914650506502085,false,false,true,iteration_limit
single-source-schpd,41,dispatch,78.14875382716184,0.006914573584992922,false,false,true,iteration_limit
single-source-schpd,42,dispatch,78.14183933074287,0.006914496418971794,false,false,true,iteration_limit
single-source-schpd,43,dispatch,78.13492491139161,0.006914419351261358,false,false,true,iteration_limit
single-source-schpd,44,dispatch,78.12801056948155,0.006914341910061239,false,false,true,iteration_limit
single-source-schpd,45,dispatch,78.12109630538815,0.0069142640933961275,false,false,true,iteration_limit
single-source-schpd,46,dispatch,78.11418211920903,0.006914186179116655,false,false,true,iteration_limit
single-source-schpd,47,dispatch,78.10726801114006,0.0069141080689689716,false,false,true,iteration_limit
single-source-schpd,48,dispatch,78.10035398135372,0.006914029786344145,false,false,true,iteration_limit
single-source-schpd,49,dispatch,78.0934400302326,0.006913951121120476,false,false,true,iteration_limit
single-source-schpd,50,dispatch,78.08652615756523,0.006913872667368537,false,false,true,iteration_limit
single-source-schpd,51,dispatch,78.07961236426965,0.006913793295581172,false,false,true,iteration_limit
single-source-schpd,52,dispatch,78.07269864995664,0.006913714313014907,false,false,true,iteration_limit
single-source-schpd,53,dispatch,78.06578502331942,0.006913626637214065,false,false,true,iteration_limit
single-source-schpd,54,dispatch,78.05887149328962,0.00691353002980577,false,false,true,iteration_limit
single-source-schpd,55,dispatch,78.05195803627626,0.006913457013354218,false,false,true,iteration_limit
single-source-schpd,56,dispatch,78.04504465593335,0.006913380342908226,false,false,true,iteration_limit
single-source-schpd,57,dispatch,78.03813135631674,0.006913299616613244,false,false,true,iteration_limit
single-source-schpd,58,dispatch,78.03121813739597,0.006913218920772124,false,false,true,iteration_limit
single-source-schpd,59,dispatch,78.02430499272297,0.006913144672992644,false,false,true,iteration_limit
single-source-schpd,60,dispatch,78.01739191601294,0.006913076710034716,false,false,true,iteration_limit
single-source-schpd,61,dispatch,78.01047890980522,0.006913006207724948,false,false,true,iteration_limit
single-source-schpd,62,dispatch,78.00356597991367,0.006912929891541353,false,false,true,iteration_limit
single-source-schpd,63,dispatch,77.99665312964348,0.006912850270197168,false,false,true,iteration_limit
single-source-schpd,64,dispatch,77.98974035905705,0.006912770586424699,false,false,true,iteration_limit
single-source-schpd,65,dispatch,77.982827668125,0.006912690932054488,false,false,true,iteration_limit
single-source-schpd,66,dispatch,77.97591505736561,0.006912610759385984,false,false,true,iteration_limit
single-source-schpd,67,dispatch,77.96900252651702,0.006912530848595111,false,false,true,iteration_limit
single-source-schpd,68,dispatch,77.96209007621292,0.006912450304099593,false,false,true,iteration_limit
single-source-schpd,69,dispatch,77.95517770606746,0.006912370145457203,false,false,true,iteration_limit
single-source-schpd,70,dispatch,77.9482654164467,0.006912289620757406,false,false,true,iteration_limit
single-source-schpd,71,dispatch,77.94135320768424,0.006912208762457794,false,false,true,iteration_limit
single-source-schpd,72,dispatch,77.93444107950964,0.006912128174604959,false,false,true,iteration_limit
single-source-schpd,73,dispatch,77.92752903241049,0.006912047099149277,false,false,true,iteration_limit
single-source-schpd,74,dispatch,77.9206170669191,0.006911965491383398,false,false,true,iteration_limit
single-source-schpd,75,dispatch,77.91370518255692,0.006911884362182263,false,false,true,iteration_limit
single-source-schpd,76,dispatch,77.90679337964346,0.006911802913464271,false,false,true,iteration_limit
single-source-schpd,77,dispatch,77.89988165859742,0.0069117210460376555,false,false,true,iteration_limit
single-source-schpd,78,dispatch,77.89297001998213,0.006911638615292759,false,false,true,iteration_limit
single-source-schpd,79,dispatch,77.8860584641007,0.006911555881430331,false,false,true,iteration_limit
single-source-schpd,80,dispatch,77.87914699104883,0.006911473051872008,false,false,true,iteration_limit
single-source-schpd,81,dispatch,77.8722356010581,0.006911389990733596,false,false,true,iteration_limit
single-source-schpd,82,dispatch,77.8653242942845,0.0069113067735884215,false,false,true,iteration_limit
single-source-schpd,83,dispatch,77.85841307105875,0.0069112232257566575,false,false,true,iteration_limit
single-source-schpd,84,dispatch,77.85150193162835,0.006911139430400226,false,false,true,iteration_limit
single-source-schpd,85,dispatch,77.84459087612169,0.006911055506662933,false,false,true,iteration_limit
single-source-schpd,86,dispatch,77.83767990463073,0.0069109714909529885,false,false,true,iteration_limit
single-source-schpd,87,dispatch,77.83076901573104,0.006910888899696488,false,false,true,iteration_limit
single-source-schpd,88,dispatch,77.82385821383036,0.006910801900673391,false,false,true,iteration_limit
single-source-schpd,89,dispatch,77.8169474976279,0.0069107162024693025,false,false,true,iteration_limit
single-source-schpd,90,dispatch,77.81003686727327,0.006910630354624914,false,false,true,iteration_limit
single-source-schpd,91,dispatch,77.80312632394936,0.006910543323911611,false,false,true,iteration_limit
single-source-schpd,92,dispatch,77.79621586826605,0.006910455683311056,false,false,true,iteration_limit
single-source-schpd,93,dispatch,77.78930550094354,0.006910367322504385,false,false,true,iteration_limit
single-source-schpd,94,dispatch,77.7823952230747,0.006910277868840353,false,false,true,iteration_limit
single-source-schpd,95,dispatch,77.77548503701675,0.006910186057950796,false,false,true,iteration_limit
single-source-schpd,96,dispatch,77.76857496534114,0.006910071675605423,false,false,true,iteration_limit
single-source-schpd,97,dispatch,77.76166620564727,0.006908759693871502,false,false,true,iteration_limit
single-source-schpd,98,dispatch,77.75475712156128,0.006909084085990003,false,false,true,iteration_limit
single-source-schpd,99,dispatch,77.74784458225491,0.006912539306370036,false,false,true,iteration_limit
single-source-schpd,100,dispatch,77.74438234119881,0.0034622410560984918,false,false,true,iteration_limit
single-source-schpd,101,dispatch,77.7374857203193,0.0068966208795160355,false,false,true,iteration_limit
single-source-schpd,102,dispatch,77.73401063606337,0.0034750842559247985,false,false,true,iteration_limit
single-source-schpd,103,dispatch,77.72710282300497,0.006907813058404599,false,false,true,iteration_limit
single-source-schpd,104,dispatch,77.72019444230514,0.006908380699826466,false,false,true,iteration_limit
single-source-schpd,105,dispatch,77.70664341449628,0.013551027808858862,false,false,false,iteration_limit
single-source-schpd,106,dispatch,77.6930956221436,0.013547792352682109,false,false,false,iteration_limit
single-source-schpd,107,dispatch,77.67954683387589,0.013548788267712553,false,false,false,iteration_limit
single-source-schpd,108,dispatch,77.66599737258338,0.013549461292512888,false,false,false,iteration_limit
single-source-schpd,109,dispatch,77.65244093625373,0.013556436329650978,false,false,false,iteration_limit
single-source-schpd,110,dispatch,77.63897559875353,0.013465337500193186,false,false,false,iteration_limit
single-source-schpd,111,dispatch,77.63198444552245,0.006991153231084013,false,false,true,iteration_limit
single-source-schpd,112,dispatch,77.62507724445629,0.0069072010661557215,false,false,true,iteration_limit
single-source-schpd,113,dispatch,77.61816813571295,0.006909108743343495,false,false,true,iteration_limit
single-source-schpd,114,dispatch,77.61126030021651,0.0069078354964347,false,false,true,iteration_limit
single-source-schpd,115,dispatch,77.60435100635354,0.006909293862975119,false,false,true,iteration_limit
single-source-schpd,116,dispatch,77.59744422965355,0.006906776699992179,false,false,true,iteration_limit
single-source-schpd,117,dispatch,77.5905358479065,0.006908381747052772,false,false,true,iteration_limit
single-source-schpd,118,dispatch,77.58362780460685,0.006908043299645783,false,false,true,iteration_limit
single-source-schpd,119,dispatch,77.58016686235861,0.0034609422482390073,false,false,true,iteration_limit
single-source-schpd,120,dispatch,77.57670633716553,0.0034605251930770464,false,false,true,iteration_limit
single-source-schpd,121,dispatch,77.57324467902555,0.0034616581399831148,false,false,true,iteration_limit
single-source-schpd,122,dispatch,77.56978357746016,0.003461101565392255,false,false,true,iteration_limit
single-source-schpd,123,dispatch,77.56632303621774,0.003460541242418458,false,false,true,iteration_limit
single-source-schpd,124,dispatch,77.56286222453843,0.003460811679303788,false,false,true,iteration_limit
single-source-schpd,125,dispatch,77.55595537800428,0.0069068465341501906,false,false,true,iteration_limit
single-source-schpd,126,dispatch,77.54904663025542,0.006908747748866517,false,false,true,iteration_limit
single-source-schpd,127,dispatch,77.5421397763163,0.006906853939113944,false,false,true,iteration_limit
single-source-schpd,128,dispatch,77.52858956838591,0.013550207930393299,false,false,false,iteration_limit
single-source-schpd,129,dispatch,77.51503741861293,0.013552149772976918,false,false,false,iteration_limit
single-source-schpd,130,dispatch,77.50148515381008,0.013552264802854097,false,false,false,iteration_limit
single-source-schpd,131,dispatch,77.4879328964519,0.013552257358185216,false,false,false,iteration_limit
single-source-schpd,132,dispatch,77.48102929098846,0.0069036054634352695,false,false,true,iteration_limit
single-source-schpd,133,dispatch,77.47413711960407,0.006892171384393464,false,false,true,iteration_limit
single-source-schpd,134,dispatch,77.46721561767038,0.006921501933689456,false,false,true,iteration_limit
single-source-schpd,135,dispatch,77.46375062141311,0.0034649962572643744,false,false,true,iteration_limit
single-source-schpd,136,dispatch,77.45684271227387,0.006907909139243884,false,false,true,iteration_limit
single-source-schpd,137,dispatch,77.44993831760905,0.006904394664815072,false,false,true,iteration_limit
single-source-schpd,138,dispatch,77.44303333363641,0.0069049839726460505,false,false,true,iteration_limit
single-source-schpd,139,dispatch,77.43612797765905,0.006905355977352201,false,false,true,iteration_limit
single-source-schpd,140,dispatch,77.429220379816,0.006907597843053281,false,false,true,iteration_limit
single-source-schpd,141,dispatch,77.4223143570896,0.006906022726397509,false,false,true,iteration_limit
single-source-schpd,142,dispatch,77.415408675964,0.006905681125601859,false,false,true,iteration_limit
single-source-schpd,143,dispatch,77.40850251789183,0.006906158072169433,false,false,true,iteration_limit
single-source-schpd,144,dispatch,77.4015976102537,0.006904907638130453,false,false,true,iteration_limit
single-source-schpd,145,dispatch,77.39469349245567,0.006904117798029574,false,false,true,iteration_limit
single-source-schpd,146,dispatch,77.38778867860898,0.006904813846688285,false,false,true,iteration_limit
single-source-schpd,147,dispatch,77.38092533165238,0.00686334695660662,false,false,true,iteration_limit
single-source-schpd,148,dispatch,77.37397903240183,0.006946299250543575,false,false,true,iteration_limit
single-source-schpd,149,dispatch,77.36708046616442,0.006898566237410364,false,false,true,iteration_limit
single-source-schpd,150,dispatch,77.36017466655736,0.006905799607068275,false,false,true,iteration_limit
single-source-schpd,151,dispatch,77.35327622063724,0.006898445920114682,false,false,true,iteration_limit
single-source-schpd,152,dispatch,77.34637210932434,0.006904111312906025,false,false,true,iteration_limit
single-source-schpd,153,dispatch,77.33946761457871,0.006904494745626266,false,false,true,iteration_limit
single-source-schpd,154,dispatch,77.33255169593527,0.0069159186434433195,false,false,true,iteration_limit
single-source-schpd,155,dispatch,77.32564299028513,0.006908705650133129,false,false,true,iteration_limit
single-source-schpd,156,dispatch,77.32218405228667,0.0034589379984595325,false,false,true,iteration_limit
single-source-schpd,157,dispatch,77.31872284725262,0.003461205034057002,false,false,true,iteration_limit
single-source-schpd,158,dispatch,77.31182339658777,0.00689945066484654,false,false,true,iteration_limit
single-source-schpd,159,dispatch,77.30492173771732,0.006901658870447136,false,false,true,iteration_limit
single-source-schpd,160,dispatch,77.29802335052815,0.006898387189167465,false,false,true,iteration_limit
single-source-schpd,161,dispatch,77.29112615706957,0.006897193458584638,false,false,true,iteration_limit
single-source-schpd,162,dispatch,77.28421292548643,0.006913231583141055,false,false,true,iteration_limit
single-source-schpd,163,dispatch,77.27730133259806,0.0069115928883718425,false,false,true,iteration_limit
single-source-schpd,164,dispatch,77.27060941572178,0.006691916876278015,false,false,true,iteration_limit
single-source-schpd,165,dispatch,77.26349921061376,0.0071102051080202955,false,false,true,iteration_limit
single-source-schpd,166,dispatch,77.25658985328946,0.006909357324303755,false,false,true,iteration_limit
single-source-schpd,167,dispatch,77.2496882600609,0.0069015932285481085,false,false,true,iteration_limit
single-source-schpd,168,dispatch,77.2427840829346,0.006904177126301647,false,false,true,iteration_limit
single-source-schpd,169,dispatch,77.23932345383783,0.003460629096778689,false,false,true,iteration_limit
single-source-schpd,170,dispatch,77.23242156046389,0.0069018933739357635,false,false,true,iteration_limit
single-source-schpd,171,dispatch,77.22894730303801,0.0034742574258785908,false,false,true,iteration_limit
single-source-schpd,172,dispatch,77.22550382479561,0.0034434782424028754,false,false,true,iteration_limit
single-source-schpd,173,dispatch,77.22202931997114,0.003474504824467317,false,false,true,iteration_limit
single-source-schpd,174,dispatch,77.2151450516057,0.006884268365439539,false,false,true,iteration_limit
single-source-schpd,175,dispatch,77.20824763165945,0.006897419946255923,false,false,true,iteration_limit
single-source-schpd,176,dispatch,77.20135255566117,0.0068950759982726595,false,false,true,iteration_limit
single-source-schpd,177,dispatch,77.1944368420506,0.006915713610567309,false,false,true,iteration_limit
single-source-schpd,178,dispatch,77.18753568219077,0.006901159859836525,false,false,true,iteration_limit
single-source-schpd,179,dispatch,77.18062855368362,0.006907128507151583,false,false,true,iteration_limit
single-source-schpd,180,dispatch,77.17372676900266,0.006901784680962919,false,false,true,iteration_limit
single-source-schpd,181,dispatch,77.16713709146282,0.006589677539835748,false,false,true,iteration_limit
single-source-schpd,182,dispatch,77.1600274463074,0.007109645155424005,false,false,true,iteration_limit
single-source-schpd,183,dispatch,77.1530322544566,0.006995191850791116,false,false,true,iteration_limit
single-source-schpd,184,dispatch,77.1461603843872,0.006871870069403485,false,false,true,iteration_limit
single-source-schpd,185,dispatch,77.13925446621883,0.006905918168371272,false,false,true,iteration_limit
single-source-schpd,186,dispatch,77.13237889901094,0.006875567207885069,false,false,true,iteration_limit
single-source-schpd,187,dispatch,77.12548123842659,0.006897660584357368,false,false,true,iteration_limit
single-source-schpd,188,dispatch,77.11852238730802,0.006958851118568532,false,false,true,iteration_limit
single-source-schpd,189,dispatch,77.1116232314001,0.006899155907916565,false,false,true,iteration_limit
single-source-schpd,190,dispatch,77.10815152808141,0.003471703318695063,false,false,true,iteration_limit
single-source-schpd,191,dispatch,77.10129491155215,0.006856616529262283,false,false,true,iteration_limit
single-source-schpd,192,dispatch,77.09435012245935,0.006944789092798942,false,false,true,iteration_limit
single-source-schpd,193,dispatch,77.0874668226544,0.0068832998049401795,false,false,true,iteration_limit
single-source-schpd,194,dispatch,77.0806060649744,0.006860757680001939,false,false,true,iteration_limit
single-source-schpd,195,dispatch,77.07370642698282,0.006899637991580221,false,false,true,iteration_limit
single-source-schpd,196,dispatch,77.06675779306252,0.006948633920302427,false,false,true,iteration_limit
single-source-schpd,197,dispatch,77.05318779990648,0.013569993156039573,false,false,false,iteration_limit
single-source-schpd,198,dispatch,77.04316192268215,0.010025877224336455,false,false,false,iteration_limit
single-source-schpd,199,dispatch,77.0424806995753,0.0006812231068522578,false,false,true,iteration_limit
single-source-schpd,200,dispatch,77.04179999310057,0.0006807064747249569,false,false,true,iteration_limit
single-source-case_fixed,1,dispatch,80.18286341908787,NaN,false,false,false,iteration_limit
single-source-case_fixed,2,dispatch,79.83826784307718,0.3445955760106898,false,false,false,iteration_limit
single-source-case_fixed,3,dispatch,79.48273645527345,0.3555313878037225,false,false,false,iteration_limit
single-source-case_fixed,4,dispatch,79.11114255007801,0.37159390519543933,false,false,false,iteration_limit
single-source-case_fixed,5,dispatch,78.71757672728859,0.39356582278942653,false,false,false,iteration_limit
single-source-case_fixed,6,dispatch,78.2948934383307,0.42268328895788443,false,false,false,iteration_limit
single-source-case_fixed,7,dispatch,78.18175536264167,0.11313807568903655,false,false,false,iteration_limit
single-source-case_fixed,8,dispatch,78.15291678450713,0.028838578134539716,false,false,false,iteration_limit
single-source-case_fixed,9,dispatch,78.13841939399825,0.014497390508878993,false,false,false,iteration_limit
single-source-case_fixed,10,dispatch,78.11213124856249,0.02628814543575686,false,false,false,iteration_limit
single-source-case_fixed,11,dispatch,78.1084848795827,0.0036463689797869847,false,false,true,iteration_limit
single-source-case_fixed,12,dispatch,78.08219941558004,0.026285464002668846,false,false,false,iteration_limit
single-source-case_fixed,13,dispatch,78.03017358041879,0.05202583516124548,false,false,false,iteration_limit
single-source-case_fixed,14,dispatch,77.97815230671453,0.05202127370425558,false,false,false,iteration_limit
single-source-case_fixed,15,dispatch,77.9518701521942,0.02628215452033089,false,false,false,iteration_limit
single-source-case_fixed,16,dispatch,77.94804600131928,0.0038241508749194963,false,false,true,iteration_limit
single-source-case_fixed,17,dispatch,77.92177029849464,0.026275702824648306,false,false,false,iteration_limit
single-source-case_fixed,18,dispatch,77.86975534528341,0.052014953211227066,false,false,false,iteration_limit
single-source-case_fixed,19,dispatch,77.81773081193926,0.052024533344152246,false,false,false,iteration_limit
single-source-case_fixed,20,dispatch,77.79145377783234,0.0262770341069114,false,false,false,iteration_limit
single-source-case_fixed,21,dispatch,77.73944518256562,0.0520085952667273,false,false,false,iteration_limit
single-source-case_fixed,22,dispatch,77.6874247251638,0.052020457401823705,false,false,false,iteration_limit
single-source-case_fixed,23,dispatch,77.66115195308706,0.026272772076737283,false,false,false,iteration_limit
single-source-case_fixed,24,dispatch,77.60915290708152,0.051999046005533955,false,false,false,iteration_limit
single-source-case_fixed,25,dispatch,77.58288234731242,0.02627055976910242,false,false,false,iteration_limit
single-source-case_fixed,26,dispatch,77.57897416632278,0.0039081809896401865,false,false,true,iteration_limit
single-source-case_fixed,27,dispatch,77.55270507436151,0.026269091961268032,false,false,false,iteration_limit
single-source-case_fixed,28,dispatch,77.50071329124403,0.051991783117486534,false,false,false,iteration_limit
single-source-case_fixed,29,dispatch,77.47444448241043,0.02626880883359206,false,false,false,iteration_limit
single-source-case_fixed,30,dispatch,77.47048018852861,0.003964293881821845,false,false,true,iteration_limit
single-source-case_fixed,31,dispatch,77.44421264804618,0.026267540482436402,false,false,false,iteration_limit
single-source-case_fixed,32,dispatch,77.39222835029935,0.051984297746827224,false,false,false,iteration_limit
single-source-case_fixed,33,dispatch,77.34024527123805,0.051983079061301396,false,false,false,iteration_limit
single-source-case_fixed,34,dispatch,77.33975020483352,0.0004950664045253461,false,false,true,iteration_limit
single-source-case_fixed,35,dispatch,77.27531724170814,0.06443296312538394,false,false,false,iteration_limit
single-source-case_fixed,36,dispatch,77.24267669258077,0.03264054912736469,false,false,false,iteration_limit
single-source-case_fixed,37,dispatch,77.23857234314251,0.004104349438264876,false,false,true,iteration_limit
single-source-case_fixed,38,dispatch,77.1933821400654,0.0451902030771123,false,false,false,iteration_limit
single-source-case_fixed,39,dispatch,77.17993269411394,0.013449445951451366,false,false,false,iteration_limit
single-source-case_fixed,40,dispatch,77.15377072395034,0.026161970163599335,false,false,false,iteration_limit
single-source-case_fixed,41,dispatch,77.1477807581667,0.0059899657836410825,false,false,true,iteration_limit
single-source-case_fixed,42,dispatch,77.1472003373027,0.000580420863997233,false,false,true,iteration_limit
single-source-case_fixed,43,dispatch,77.14662189313421,0.0005784441684966168,false,false,true,iteration_limit
single-source-case_fixed,44,dispatch,77.14604256962886,0.0005793235053488388,false,false,true,iteration_limit
single-source-case_fixed,45,dispatch,77.1454613735063,0.0005811961225674622,false,false,true,iteration_limit
single-source-case_fixed,46,dispatch,77.1448789713325,0.000582402173790797,false,false,true,iteration_limit
single-source-case_fixed,47,dispatch,77.14429697880695,0.0005819925255536873,false,false,true,iteration_limit
single-source-case_fixed,48,dispatch,77.14371459167606,0.0005823871308905382,false,false,true,iteration_limit
single-source-case_fixed,49,dispatch,77.14313157569666,0.0005830159794015799,false,false,true,iteration_limit
single-source-case_fixed,50,dispatch,77.14255019030877,0.0005813853878890995,false,false,true,iteration_limit
single-source-case_fixed,51,dispatch,77.14196621403605,0.0005839762727219977,false,false,true,iteration_limit
single-source-case_fixed,52,dispatch,77.14138256329987,0.0005836507361749455,false,false,true,iteration_limit
single-source-case_fixed,53,dispatch,77.14079959996113,0.0005829633387435251,false,false,true,iteration_limit
single-source-case_fixed,54,dispatch,77.14021388779236,0.0005857121687711242,false,false,true,iteration_limit
single-source-case_fixed,55,dispatch,77.13962777131312,0.0005861164792406726,false,false,true,iteration_limit
single-source-case_fixed,56,dispatch,77.13904078159854,0.0005869897145771574,false,false,true,iteration_limit
single-source-case_fixed,57,dispatch,77.13845334466518,0.0005874369333582763,false,false,true,iteration_limit
single-source-case_fixed,58,dispatch,77.13786545407746,0.0005878905877239049,false,false,true,iteration_limit
single-source-case_fixed,59,dispatch,77.13727673590232,0.0005887181751376147,false,false,true,iteration_limit
single-source-case_fixed,60,dispatch,77.13668765775586,0.0005890781464614747,false,false,true,iteration_limit
single-source-case_fixed,61,dispatch,77.1360978377361,0.0005898200197549386,false,false,true,iteration_limit
single-source-case_fixed,62,dispatch,77.13550802271072,0.0005898150253784706,false,false,true,iteration_limit
single-source-case_fixed,63,dispatch,77.13491666501082,0.0005913576999034831,false,false,true,iteration_limit
single-source-case_fixed,64,dispatch,77.13432585066491,0.0005908143459123494,false,false,true,iteration_limit
single-source-case_fixed,65,dispatch,77.13373333301739,0.0005925176475187754,false,false,true,iteration_limit
single-source-case_fixed,66,dispatch,77.13314306954311,0.0005902634742795954,false,false,true,iteration_limit
single-source-case_fixed,67,dispatch,77.13255146814159,0.0005916014015241444,false,false,true,iteration_limit
single-source-case_fixed,68,dispatch,77.13195842645828,0.000593041683302431,false,false,true,iteration_limit
single-source-case_fixed,69,dispatch,77.13136561020326,0.000592816255021944,false,false,true,iteration_limit
single-source-case_fixed,70,dispatch,77.13077072727279,0.0005948829304713854,false,false,true,iteration_limit
single-source-case_fixed,71,dispatch,77.13017574020094,0.0005949870718495731,false,false,true,iteration_limit
single-source-case_fixed,72,dispatch,77.12958064462885,0.0005950955720948059,false,false,true,iteration_limit
single-source-case_fixed,73,dispatch,77.12898332131635,0.0005973233124905164,false,false,true,iteration_limit
single-source-case_fixed,74,dispatch,77.1283864711132,0.0005968502031521439,false,false,true,iteration_limit
single-source-case_fixed,75,dispatch,77.1277887162662,0.0005977548470070815,false,false,true,iteration_limit
single-source-case_fixed,76,dispatch,77.12718994429001,0.0005987719761861854,false,false,true,iteration_limit
single-source-case_fixed,77,dispatch,77.12658980946128,0.0006001348287298924,false,false,true,iteration_limit
single-source-case_fixed,78,dispatch,77.12598953695917,0.0006002725021119204,false,false,true,iteration_limit
single-source-case_fixed,79,dispatch,77.12538882127944,0.0006007156797238622,false,false,true,iteration_limit
single-source-case_fixed,80,dispatch,77.12478716496473,0.0006016563147142051,false,false,true,iteration_limit
single-source-case_fixed,81,dispatch,77.12418501366919,0.0006021512955385333,false,false,true,iteration_limit
single-source-case_fixed,82,dispatch,77.12358242576397,0.0006025879052202754,false,false,true,iteration_limit
single-source-case_fixed,83,dispatch,77.12297883700063,0.0006035887633402126,false,false,true,iteration_limit
single-source-case_fixed,84,dispatch,77.12237512945393,0.0006037075467020259,false,false,true,iteration_limit
single-source-case_fixed,85,dispatch,77.12177133484789,0.00060379460603599,false,false,true,iteration_limit
single-source-case_fixed,86,dispatch,77.12116703539513,0.0006042994527604151,false,false,true,iteration_limit
single-source-case_fixed,87,dispatch,77.12056213763807,0.0006048977570571878,false,false,true,iteration_limit
single-source-case_fixed,88,dispatch,77.11995660618314,0.000605531454937136,false,false,true,iteration_limit
single-source-case_fixed,89,dispatch,77.11935066478864,0.0006059413944967673,false,false,true,iteration_limit
single-source-case_fixed,90,dispatch,77.11874312921786,0.0006075355707793051,false,false,true,iteration_limit
single-source-case_fixed,91,dispatch,77.11813690033173,0.0006062288861272691,false,false,true,iteration_limit
single-source-case_fixed,92,dispatch,77.11752902370048,0.0006078766312498374,false,false,true,iteration_limit
single-source-case_fixed,93,dispatch,77.11692071002987,0.0006083136706109826,false,false,true,iteration_limit
single-source-case_fixed,94,dispatch,77.11631184152688,0.0006088685029936869,false,false,true,iteration_limit
single-source-case_fixed,95,dispatch,77.11570232158253,0.0006095199443478805,false,false,true,iteration_limit
single-source-case_fixed,96,dispatch,77.1150920203545,0.0006103012280362918,false,false,true,iteration_limit
single-source-case_fixed,97,dispatch,77.11448044362228,0.0006115767322114607,false,false,true,iteration_limit
single-source-case_fixed,98,dispatch,77.11387010312102,0.0006103405012680696,false,false,true,iteration_limit
single-source-case_fixed,99,dispatch,77.11325803615168,0.0006120669693387981,false,false,true,iteration_limit
single-source-case_fixed,100,dispatch,77.11264590123372,0.0006121349179579738,false,false,true,iteration_limit
single-source-case_fixed,101,dispatch,77.11203317068222,0.0006127305514951331,false,false,true,iteration_limit
single-source-case_fixed,102,dispatch,77.11142018002448,0.0006129906577427846,false,false,true,iteration_limit
