absolute_change,accepted_relative_change,cost,iteration,local_direction_norm,local_kkt_reason,local_kkt_trusted,local_status,local_trust_binding,mode,old_local_stop,old_pg_stop,original_outer_status,paper_form_epsilon_0.0001,paper_form_epsilon_0.01,paper_form_epsilon_1.0e-6,predicted_improvement,projected_gradient_norm,relative_change,small_accepted_after,small_accepted_before,smooth,trusted_sensitivity
,0.0006827185120976432,181.6353979901378,1,,,,,,dispatch,false,false,iteration_limit,,,,,0.005813756785927104,,0,0,true,true
0.12400584866009012,0.0006860774366546219,181.5113921414777,2,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.00590522461201326,0.0006827185120976432,0,0,true,true
0.1245308706440369,0.0006903656844753624,181.38686127083366,3,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.006000432159352753,0.0006860774366546219,0,0,true,true
0.1252232646360767,0.0006956156100779993,181.2616380061976,4,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.006099669667872121,0.0006903656844753624,0,0,true,true
0.1260884249054186,0.0007018549334668879,181.13554958129217,5,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.006203159739617048,0.0006956156100779993,0,0,true,true
0.12713087909986598,0.0007091309466922299,181.0084187021923,6,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.006311223376279207,0.0007018549334668879,0,0,true,true
0.12835867131354917,0.0007174908198051544,180.88006003087875,7,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.006424165720466446,0.0007091309466922299,0,0,true,true
0.12977978255796074,0.0007269944932730759,180.7502802483208,8,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.006542331581933292,0.0007174908198051544,0,0,true,true
0.13140445839809445,0.0007377129733006155,180.6188757899227,9,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.006666107258922249,0.0007269944932730759,0,0,true,true
0.13324488789319844,0.0007497285861032845,180.4856309020295,10,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.006795919623407531,0.0007377129733006155,0,0,true,true
0.13531523686813784,0.0007631389054017654,180.35031566516136,11,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.006932240559227587,0.0007497285861032845,0,0,true,true
0.1376323424855741,0.00038807289218764076,180.2126833226758,12,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.007075596584189103,0.0007631389054017654,0,0,true,true
0.0699356572259262,4.890193439914632e-5,180.14274766544986,13,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.007150492878483905,0.00038807289218764076,0,0,true,true
0.008809328828817797,1.223802316839081e-5,180.13393833662104,14,,,,,,dispatch,false,false,iteration_limit,false,true,false,,0.0071600399222147,4.890193439914632e-5,0,0,true,true
0.00220448331077705,6.121239580535275e-6,180.13173385331027,15,,,,,,dispatch,false,false,iteration_limit,false,true,false,,0.0071624329486734695,1.223802316839081e-5,0,0,true,true
0.0011026294989733287,0.0013295751887167507,180.1306312238113,16,0.054061195802836304,checked,true,local_checked,false,dispatch,false,false,iteration_limit,false,true,false,0.00014674903011820117,0.00716363023550004,6.121239580535275e-6,0,0,true,true
0.23949721800306634,0.0013202499277962286,179.89113400580823,17,0.05438482078174722,checked,true,local_checked,false,dispatch,false,false,iteration_limit,false,false,false,0.00014554557072299357,,0.0013295751887167507,0,0,false,false
0.2374997030935333,0.0005043012221183649,179.6536343027147,18,,,,,,dispatch,false,false,iteration_limit,false,false,false,,0.007474177420881967,0.001320241291523934,0,0,true,true
