run_id,trial,update,radius,before,after,predicted,ratio,accepted,termination,reason
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,0.1,0.7371518228533099,0.6088327542177376,0.6086241812663478,0.9983772132685657,true,OPTIMAL,""
r3-v3-20260917T115348-b8a7a604/single-loose-electric,2,2,0.2,0.6088327542177376,0.35187016130852755,0.35166792040063716,0.9992135747921341,true,OPTIMAL,""
r3-v3-20260917T115348-b8a7a604/single-loose-electric,3,3,0.2,0.35187016130852755,0.09489620003693644,0.09469667716916476,0.9992241701416481,true,OPTIMAL,""
r3-v3-20260917T115348-b8a7a604/single-loose-electric,4,4,0.2,0.09489620003693644,1.2466519243568947e-8,8.103240860200084e-7,1.0000084077589986,true,OPTIMAL,""
