run_id,trial,update,accepted,physical_pass,equation,scope,entity,t,residual,unit,tolerance,pass
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-24,model,2,2,0.0,kPa,0.001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,2,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,2,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-24,model,2,2,0.0,kPa,0.001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-24-order,model,2,2,0.0,normalized,1.0e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-21,model,2,3,0.0,kg/s,2.4999999999999998e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-43,model,2,3,0.0,kg/s,2.4999999999999998e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-17,model,2,3,1.2076337377320279e-7,MW,3.0e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-17-original,physics,2,3,1.2076337377320279e-7,MW,3.0e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-19:20,model,2,3,2.220446049250313e-16,MW,3.0e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-38,model,2,3,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,R2-load-return,model,2,3,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,3,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,3,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-24,model,2,3,0.0,kPa,0.001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,3,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,3,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-24,model,2,3,0.0,kPa,0.001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-24-order,model,2,3,0.0,normalized,1.0e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-21,model,2,4,0.0,kg/s,2.4999999999999998e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-43,model,2,4,0.0,kg/s,2.4999999999999998e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-17,model,2,4,7.96296305341504e-6,MW,3.0e-6,false
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-17-original,physics,2,4,7.96296305341504e-6,MW,3.0e-6,false
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-19:20,model,2,4,2.220446049250313e-16,MW,3.0e-6,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-38,model,2,4,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,R2-load-return,model,2,4,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,4,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-41,model,2,4,0.0,K,0.0001,true
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,3-24,model,2,4,0.0,kPa,0.001,true
