run_id,trial,update,accepted,physical_pass,pipe,time_h,flow_kg_s,supply_out_K,replay_out_K,heat_MW,grid_MW
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,1,1.0,1.0013069658770801,348.66760833574085,348.6675591869554,0.14999999999999944,0.3538938863561752
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,1,2.0,0.9996618581268931,351.10811969753263,351.1080851875355,0.1599999999999998,0.40947932709073975
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,1,3.0,1.0008425597180184,353.44208684971414,353.44196745526136,0.1699999999999998,0.3747054292996746
r3-v3-20260917T115348-b8a7a604/single-loose-electric,1,1,true,false,1,4.0,0.9929450449178394,351.3639984374019,351.36067044245766,0.15999999999999978,0.3898090266438831
r3-v3-20260917T115348-b8a7a604/single-loose-electric,2,2,true,false,1,1.0,1.0026409302727064,348.6201520714122,348.6201016038239,0.15000000000000138,0.349704068437862
r3-v3-20260917T115348-b8a7a604/single-loose-electric,2,2,true,false,1,2.0,0.9993138668958481,351.12138982490467,351.12135364522555,0.16000000000000056,0.4059252849559086
r3-v3-20260917T115348-b8a7a604/single-loose-electric,2,2,true,false,1,3.0,1.0016827760778737,353.4081640818759,353.40804408342274,0.17000000000000065,0.3700538185445397
r3-v3-20260917T115348-b8a7a604/single-loose-electric,2,2,true,false,1,4.0,0.9861935080233148,351.6267641320492,351.62346293508335,0.16000000000000064,0.3878601291972248
r3-v3-20260917T115348-b8a7a604/single-loose-electric,3,3,true,false,1,1.0,1.0040000898874126,348.57192925728856,348.5718773903576,0.15000000000000008,0.3455117044202888
r3-v3-20260917T115348-b8a7a604/single-loose-electric,3,3,true,false,1,2.0,0.9989557030811536,351.1350575230369,351.1350196185414,0.16,0.4023786928215779
r3-v3-20260917T115348-b8a7a604/single-loose-electric,3,3,true,false,1,3.0,1.002522084854323,353.37433458503875,353.37421344758644,0.17,0.3653938637405128
r3-v3-20260917T115348-b8a7a604/single-loose-electric,3,3,true,false,1,4.0,0.979671179805337,351.8840265292047,351.88076317844104,0.16,0.38592029467230393
r3-v3-20260917T115348-b8a7a604/single-loose-electric,4,4,true,true,1,1.0,1.0040009756352148,348.57196315643284,348.5719631565589,0.15000000000000283,0.34396711779064987
r3-v3-20260917T115348-b8a7a604/single-loose-electric,4,4,true,true,1,2.0,0.9989545063261145,351.13510810945894,351.1351081095014,0.16,0.40097436300215167
r3-v3-20260917T115348-b8a7a604/single-loose-electric,4,4,true,true,1,3.0,1.0025248346377968,353.37425216562184,353.3742521660766,0.17000000000000096,0.3638849529769278
r3-v3-20260917T115348-b8a7a604/single-loose-electric,4,4,true,true,1,4.0,0.979703530763567,351.884455259057,351.884455483584,0.16000000000000858,0.38449627244070217
