equation,scope,entity,t,residual,unit,tolerance,pass
3-31,model,27,2,0.0,1,1.0e-6,true
3-29:32,model,27,2,0.0,1,1.0e-6,true
3-23,model,27,3,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,3,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,3,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,3,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,3,0.0,1,1.0e-6,true
3-28,model,27,3,0.0,1,1.0e-6,true
3-29:32,model,27,3,0.0,1,1.0e-6,true
3-31,model,27,3,0.0,1,1.0e-6,true
3-29:32,model,27,3,0.0,1,1.0e-6,true
3-23,model,27,4,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,4,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,4,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,4,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,4,0.0,1,1.0e-6,true
3-28,model,27,4,0.0,1,1.0e-6,true
3-29:32,model,27,4,0.0,1,1.0e-6,true
3-31,model,27,4,0.0,1,1.0e-6,true
3-29:32,model,27,4,0.0,1,1.0e-6,true
3-23,model,27,5,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,5,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,5,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,5,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,5,0.0,1,1.0e-6,true
3-28,model,27,5,0.0,1,1.0e-6,true
3-29:32,model,27,5,0.0,1,1.0e-6,true
3-31,model,27,5,0.0,1,1.0e-6,true
3-29:32,model,27,5,0.0,1,1.0e-6,true
3-23,model,27,6,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,6,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,6,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,6,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,6,0.0,1,1.0e-6,true
3-28,model,27,6,0.0,1,1.0e-6,true
3-29:32,model,27,6,0.0,1,1.0e-6,true
3-31,model,27,6,0.0,1,1.0e-6,true
3-29:32,model,27,6,0.0,1,1.0e-6,true
3-23,model,27,7,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,7,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,7,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,7,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,7,0.0,1,1.0e-6,true
3-28,model,27,7,0.0,1,1.0e-6,true
3-29:32,model,27,7,0.0,1,1.0e-6,true
3-31,model,27,7,0.0,1,1.0e-6,true
3-29:32,model,27,7,0.0,1,1.0e-6,true
3-23,model,27,8,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,8,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,8,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,8,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,8,0.0,1,1.0e-6,true
3-28,model,27,8,0.0,1,1.0e-6,true
3-29:32,model,27,8,0.0,1,1.0e-6,true
3-31,model,27,8,0.0,1,1.0e-6,true
3-29:32,model,27,8,0.0,1,1.0e-6,true
3-23,model,27,9,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,9,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,9,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,9,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,9,0.0,1,1.0e-6,true
3-28,model,27,9,0.0,1,1.0e-6,true
3-29:32,model,27,9,0.0,1,1.0e-6,true
3-31,model,27,9,0.0,1,1.0e-6,true
3-29:32,model,27,9,0.0,1,1.0e-6,true
3-23,model,27,10,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,10,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,10,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,10,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,10,0.0,1,1.0e-6,true
3-28,model,27,10,0.0,1,1.0e-6,true
3-29:32,model,27,10,0.0,1,1.0e-6,true
3-31,model,27,10,0.0,1,1.0e-6,true
3-29:32,model,27,10,0.0,1,1.0e-6,true
3-23,model,27,11,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,11,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,11,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,11,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,11,0.0,1,1.0e-6,true
3-28,model,27,11,0.0,1,1.0e-6,true
3-29:32,model,27,11,0.0,1,1.0e-6,true
3-31,model,27,11,0.0,1,1.0e-6,true
3-29:32,model,27,11,0.0,1,1.0e-6,true
3-23,model,27,12,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,12,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,12,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,12,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,12,0.0,1,1.0e-6,true
3-28,model,27,12,0.0,1,1.0e-6,true
3-29:32,model,27,12,0.0,1,1.0e-6,true
3-31,model,27,12,0.0,1,1.0e-6,true
3-29:32,model,27,12,0.0,1,1.0e-6,true
3-23,model,27,13,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,13,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,13,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,13,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,13,0.0,1,1.0e-6,true
3-28,model,27,13,0.0,1,1.0e-6,true
3-29:32,model,27,13,0.0,1,1.0e-6,true
3-31,model,27,13,0.0,1,1.0e-6,true
3-29:32,model,27,13,0.0,1,1.0e-6,true
3-23,model,27,14,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,14,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,14,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,14,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,14,0.0,1,1.0e-6,true
3-28,model,27,14,0.0,1,1.0e-6,true
3-29:32,model,27,14,0.0,1,1.0e-6,true
3-31,model,27,14,0.0,1,1.0e-6,true
3-29:32,model,27,14,0.0,1,1.0e-6,true
3-23,model,27,15,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,15,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,15,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,15,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,15,0.0,1,1.0e-6,true
3-28,model,27,15,0.0,1,1.0e-6,true
3-29:32,model,27,15,0.0,1,1.0e-6,true
3-31,model,27,15,0.0,1,1.0e-6,true
3-29:32,model,27,15,0.0,1,1.0e-6,true
3-23,model,27,16,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,16,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,16,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,16,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,16,0.0,1,1.0e-6,true
3-28,model,27,16,0.0,1,1.0e-6,true
3-29:32,model,27,16,0.0,1,1.0e-6,true
3-31,model,27,16,0.0,1,1.0e-6,true
3-29:32,model,27,16,0.0,1,1.0e-6,true
3-23,model,27,17,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,17,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,17,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,17,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,17,0.0,1,1.0e-6,true
3-28,model,27,17,0.0,1,1.0e-6,true
3-29:32,model,27,17,0.0,1,1.0e-6,true
3-31,model,27,17,0.0,1,1.0e-6,true
3-29:32,model,27,17,0.0,1,1.0e-6,true
3-23,model,27,18,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,18,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,18,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,18,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,18,0.0,1,1.0e-6,true
3-28,model,27,18,0.0,1,1.0e-6,true
3-29:32,model,27,18,0.0,1,1.0e-6,true
3-31,model,27,18,0.0,1,1.0e-6,true
3-29:32,model,27,18,0.0,1,1.0e-6,true
3-23,model,27,19,0.0,kg/s,2.947222222222222e-5,true
R2-fixed-flow,model,27,19,0.0,kg/s,2.947222222222222e-5,true
3-27,model,27,19,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-30,model,27,19,1.1102230246251565e-16,kg/s,2.947222222222222e-5,true
3-32,model,27,19,0.0,1,1.0e-6,true
3-28,model,27,19,0.0,1,1.0e-6,true
