equation,scope,entity,t,residual,unit,tolerance,pass
R3-operation-flow,model,37,24,5.551115123125783e-16,kg/s,2.338888888888889e-6,true
R3-cost-field,model,0,0,0.0,currency,0.49877423039591134,true
R3-mass-replay,physics,S1,1,0.0,K,0.0001,true
R3-star-bounds,model,S1,1,0.0,K,0.0001,true
R3-mass-replay,physics,R1,1,5.684341886080802e-14,K,0.0001,true
R3-star-bounds,model,R1,1,0.0,K,0.0001,true
R3-mass-replay,physics,S1,2,2.8421709430404007e-13,K,0.0001,true
R3-star-bounds,model,S1,2,0.0,K,0.0001,true
R3-mass-replay,physics,R1,2,5.684341886080802e-14,K,0.0001,true
R3-star-bounds,model,R1,2,0.0,K,0.0001,true
R3-mass-replay,physics,S1,3,0.0,K,0.0001,true
R3-star-bounds,model,S1,3,0.0,K,0.0001,true
R3-mass-replay,physics,R1,3,0.0,K,0.0001,true
R3-star-bounds,model,R1,3,0.0,K,0.0001,true
R3-mass-replay,physics,S1,4,0.0,K,0.0001,true
R3-star-bounds,model,S1,4,0.0,K,0.0001,true
R3-mass-replay,physics,R1,4,1.1368683772161603e-13,K,0.0001,true
R3-star-bounds,model,R1,4,0.0,K,0.0001,true
R3-mass-replay,physics,S1,5,1.2505552149377763e-12,K,0.0001,true
R3-star-bounds,model,S1,5,0.0,K,0.0001,true
R3-mass-replay,physics,R1,5,0.0,K,0.0001,true
R3-star-bounds,model,R1,5,0.0,K,0.0001,true
R3-mass-replay,physics,S1,6,5.684341886080802e-14,K,0.0001,true
R3-star-bounds,model,S1,6,0.0,K,0.0001,true
R3-mass-replay,physics,R1,6,5.684341886080802e-14,K,0.0001,true
R3-star-bounds,model,R1,6,0.0,K,0.0001,true
R3-mass-replay,physics,S1,7,0.0,K,0.0001,true
R3-star-bounds,model,S1,7,0.0,K,0.0001,true
R3-mass-replay,physics,R1,7,0.0,K,0.0001,true
R3-star-bounds,model,R1,7,0.0,K,0.0001,true
R3-mass-replay,physics,S1,8,5.684341886080802e-14,K,0.0001,true
R3-star-bounds,model,S1,8,0.0,K,0.0001,true
R3-mass-replay,physics,R1,8,0.0,K,0.0001,true
R3-star-bounds,model,R1,8,0.0,K,0.0001,true
R3-mass-replay,physics,S1,9,0.0,K,0.0001,true
R3-star-bounds,model,S1,9,0.0,K,0.0001,true
R3-mass-replay,physics,R1,9,0.0,K,0.0001,true
R3-star-bounds,model,R1,9,0.0,K,0.0001,true
R3-mass-replay,physics,S1,10,0.0,K,0.0001,true
R3-star-bounds,model,S1,10,0.0,K,0.0001,true
R3-mass-replay,physics,R1,10,0.0,K,0.0001,true
R3-star-bounds,model,R1,10,0.0,K,0.0001,true
R3-mass-replay,physics,S1,11,0.0,K,0.0001,true
R3-star-bounds,model,S1,11,0.0,K,0.0001,true
R3-mass-replay,physics,R1,11,5.684341886080802e-14,K,0.0001,true
R3-star-bounds,model,R1,11,0.0,K,0.0001,true
R3-mass-replay,physics,S1,12,2.8421709430404007e-13,K,0.0001,true
R3-star-bounds,model,S1,12,0.0,K,0.0001,true
R3-mass-replay,physics,R1,12,2.8421709430404007e-13,K,0.0001,true
R3-star-bounds,model,R1,12,0.0,K,0.0001,true
R3-mass-replay,physics,S1,13,1.9326762412674725e-12,K,0.0001,true
R3-star-bounds,model,S1,13,0.0,K,0.0001,true
R3-mass-replay,physics,R1,13,5.684341886080802e-14,K,0.0001,true
R3-star-bounds,model,R1,13,0.0,K,0.0001,true
R3-mass-replay,physics,S1,14,0.0,K,0.0001,true
R3-star-bounds,model,S1,14,0.0,K,0.0001,true
R3-mass-replay,physics,R1,14,0.0,K,0.0001,true
R3-star-bounds,model,R1,14,0.0,K,0.0001,true
R3-mass-replay,physics,S1,15,1.7621459846850485e-12,K,0.0001,true
R3-star-bounds,model,S1,15,0.0,K,0.0001,true
R3-mass-replay,physics,R1,15,0.0,K,0.0001,true
R3-star-bounds,model,R1,15,0.0,K,0.0001,true
R3-mass-replay,physics,S1,16,4.547473508864641e-12,K,0.0001,true
R3-star-bounds,model,S1,16,0.0,K,0.0001,true
R3-mass-replay,physics,R1,16,5.684341886080802e-14,K,0.0001,true
R3-star-bounds,model,R1,16,0.0,K,0.0001,true
R3-mass-replay,physics,S1,17,1.2050804798491299e-11,K,0.0001,true
R3-star-bounds,model,S1,17,0.0,K,0.0001,true
R3-mass-replay,physics,R1,17,1.0629719326971099e-11,K,0.0001,true
R3-star-bounds,model,R1,17,0.0,K,0.0001,true
R3-mass-replay,physics,S1,18,1.2846612662542611e-11,K,0.0001,true
R3-star-bounds,model,S1,18,0.0,K,0.0001,true
R3-mass-replay,physics,R1,18,2.4442670110147446e-11,K,0.0001,true
