equation,scope,entity,t,residual,unit,tolerance,pass
3-3:8,model,1,1,0.0,MW,6.1e-5,true
3-2,model,1,1,3.8058445284150366e-13,MW,6.1e-5,true
3-3:8,model,1,2,0.0,MW,6.1e-5,true
3-2,model,1,2,3.6992631180510216e-13,MW,6.1e-5,true
3-3:8,model,1,3,0.0,MW,6.1e-5,true
3-2,model,1,3,3.4150460237469815e-13,MW,6.1e-5,true
3-3:8,model,1,4,0.0,MW,6.1e-5,true
3-2,model,1,4,2.4513724383723456e-13,MW,6.1e-5,true
3-3:8,model,1,5,0.0,MW,6.1e-5,true
3-2,model,1,5,4.147793219999585e-13,MW,6.1e-5,true
3-3:8,model,1,6,0.0,MW,6.1e-5,true
3-2,model,1,6,3.575806317712704e-12,MW,6.1e-5,true
3-3:8,model,1,7,0.0,MW,6.1e-5,true
3-2,model,1,7,8.337330825725076e-12,MW,6.1e-5,true
3-3:8,model,1,8,0.0,MW,6.1e-5,true
3-2,model,1,8,1.5294432387236157e-12,MW,6.1e-5,true
3-3:8,model,1,9,0.0,MW,6.1e-5,true
3-2,model,1,9,2.886579864025407e-12,MW,6.1e-5,true
3-3:8,model,1,10,0.0,MW,6.1e-5,true
3-2,model,1,10,2.5783819523894635e-12,MW,6.1e-5,true
3-3:8,model,1,11,0.0,MW,6.1e-5,true
3-2,model,1,11,4.11226608321158e-13,MW,6.1e-5,true
3-3:8,model,1,12,0.0,MW,6.1e-5,true
3-2,model,1,12,3.346656285430072e-11,MW,6.1e-5,true
3-3:8,model,1,13,0.0,MW,6.1e-5,true
3-2,model,1,13,1.709743457922741e-12,MW,6.1e-5,true
3-3:8,model,1,14,0.0,MW,6.1e-5,true
3-2,model,1,14,1.7319479184152442e-12,MW,6.1e-5,true
3-3:8,model,1,15,0.0,MW,6.1e-5,true
3-2,model,1,15,1.8536283619141614e-12,MW,6.1e-5,true
3-3:8,model,1,16,0.0,MW,6.1e-5,true
3-2,model,1,16,1.8598456108520622e-12,MW,6.1e-5,true
3-3:8,model,1,17,0.0,MW,6.1e-5,true
3-2,model,1,17,9.965370750819602e-10,MW,6.1e-5,true
3-3:8,model,1,18,0.0,MW,6.1e-5,true
3-2,model,1,18,9.342322471184161e-10,MW,6.1e-5,true
3-3:8,model,1,19,0.0,MW,6.1e-5,true
3-2,model,1,19,2.16897877436395e-9,MW,6.1e-5,true
3-3:8,model,1,20,0.0,MW,6.1e-5,true
3-2,model,1,20,2.8810731578232662e-11,MW,6.1e-5,true
3-3:8,model,1,21,0.0,MW,6.1e-5,true
3-2,model,1,21,5.828937332807982e-11,MW,6.1e-5,true
3-3:8,model,1,22,0.0,MW,6.1e-5,true
3-2,model,1,22,2.226663298188214e-12,MW,6.1e-5,true
3-3:8,model,1,23,0.0,MW,6.1e-5,true
3-2,model,1,23,9.769962616701378e-14,MW,6.1e-5,true
3-3:8,model,1,24,0.0,MW,6.1e-5,true
3-2,model,1,24,2.5490720645393594e-13,MW,6.1e-5,true
3-3:8,model,2,1,0.0,MW,6.1e-5,true
3-7,model,2,1,1.1364242880063102e-12,MW,6.1e-5,true
3-3:8,model,2,2,0.0,MW,6.1e-5,true
3-7,model,2,2,1.1618483952702263e-12,MW,6.1e-5,true
3-3:8,model,2,3,0.0,MW,6.1e-5,true
3-7,model,2,3,1.159405904616051e-12,MW,6.1e-5,true
3-3:8,model,2,4,0.0,MW,6.1e-5,true
3-7,model,2,4,1.1575185254741882e-12,MW,6.1e-5,true
3-3:8,model,2,5,0.0,MW,6.1e-5,true
3-7,model,2,5,1.1601830607332886e-12,MW,6.1e-5,true
3-3:8,model,2,6,0.0,MW,6.1e-5,true
3-7,model,2,6,1.639271530916418e-12,MW,6.1e-5,true
3-3:8,model,2,7,0.0,MW,6.1e-5,true
3-7,model,2,7,1.346334254481234e-12,MW,6.1e-5,true
3-3:8,model,2,8,0.0,MW,6.1e-5,true
3-7,model,2,8,1.0727308607706999e-12,MW,6.1e-5,true
3-3:8,model,2,9,6.6419185271861455e-12,MW,6.1e-5,true
3-7,model,2,9,2.1421583022048496e-12,MW,6.1e-5,true
3-3:8,model,2,10,8.46209146911549e-12,MW,6.1e-5,true
3-7,model,2,10,2.412552618454593e-12,MW,6.1e-5,true
3-3:8,model,2,11,1.1265389859204556e-11,MW,6.1e-5,true
3-7,model,2,11,4.482343497026443e-12,MW,6.1e-5,true
3-3:8,model,2,12,5.479042747722249e-12,MW,6.1e-5,true
3-7,model,2,12,1.1867495098697108e-11,MW,6.1e-5,true
3-3:8,model,2,13,0.0,MW,6.1e-5,true
3-7,model,2,13,9.57165073207078e-13,MW,6.1e-5,true
3-3:8,model,2,14,0.0,MW,6.1e-5,true
3-7,model,2,14,9.529253254698178e-13,MW,6.1e-5,true
3-3:8,model,2,15,0.0,MW,6.1e-5,true
3-7,model,2,15,9.50955169543345e-13,MW,6.1e-5,true
3-3:8,model,2,16,0.0,MW,6.1e-5,true
3-7,model,2,16,9.510018298409676e-13,MW,6.1e-5,true
3-3:8,model,2,17,1.3129692326266992e-9,MW,6.1e-5,true
3-7,model,2,17,1.4085592318630333e-10,MW,6.1e-5,true
3-3:8,model,2,18,8.097177754867915e-10,MW,6.1e-5,true
3-7,model,2,18,8.693034499169907e-10,MW,6.1e-5,true
3-3:8,model,2,19,0.0,MW,6.1e-5,true
3-7,model,2,19,1.8734174295784918e-10,MW,6.1e-5,true
3-3:8,model,2,20,4.775019544759762e-11,MW,6.1e-5,true
3-7,model,2,20,3.1802018014735277e-12,MW,6.1e-5,true
3-3:8,model,2,21,0.0,MW,6.1e-5,true
3-7,model,2,21,6.776611217616126e-12,MW,6.1e-5,true
3-3:8,model,2,22,0.0,MW,6.1e-5,true
3-7,model,2,22,1.0506040482027856e-12,MW,6.1e-5,true
3-3:8,model,2,23,0.0,MW,6.1e-5,true
3-7,model,2,23,1.169730978745065e-12,MW,6.1e-5,true
3-3:8,model,2,24,0.0,MW,6.1e-5,true
3-7,model,2,24,1.1604051053382136e-12,MW,6.1e-5,true
3-3:8,model,3,1,0.0,MW,6.1e-5,true
3-7,model,3,1,1.170175067954915e-13,MW,6.1e-5,true
3-3:8,model,3,2,0.0,MW,6.1e-5,true
3-7,model,3,2,1.2323475573339238e-13,MW,6.1e-5,true
3-3:8,model,3,3,0.0,MW,6.1e-5,true
3-7,model,3,3,1.212363542890671e-13,MW,6.1e-5,true
3-3:8,model,3,4,0.0,MW,6.1e-5,true
3-7,model,3,4,1.2512213487525514e-13,MW,6.1e-5,true
3-3:8,model,3,5,0.0,MW,6.1e-5,true
3-7,model,3,5,1.2523315717771766e-13,MW,6.1e-5,true
3-3:8,model,3,6,0.0,MW,6.1e-5,true
3-7,model,3,6,6.822320486321587e-13,MW,6.1e-5,true
3-3:8,model,3,7,0.0,MW,6.1e-5,true
3-7,model,3,7,7.103206911551752e-13,MW,6.1e-5,true
3-3:8,model,3,8,0.0,MW,6.1e-5,true
