equation,scope,entity,t,residual,unit,tolerance,pass
3-33:34,model,R14,1,0.0,K,0.0001,true
3-39:40,model,R14,2,0.0,K,0.0001,true
3-41,model,14,2,0.0,K,0.0001,true
3-41,model,14,2,0.0,K,0.0001,true
3-23-kappa,model,14,2,0.0,kPa,0.005199261864978687,true
3-22,model,R14,2,0.0,normalized,1.0e-6,true
3-26,model,R14,2,0.0,normalized,1.0e-6,true
3-25,physics,R14,2,0.0,normalized,1.0e-6,true
WMM-replay,physics,R14,2,0.0,K,0.0001,true
3-33:34,model,R14,2,0.0,K,0.0001,true
3-39:40,model,R14,3,0.0,K,0.0001,true
3-41,model,14,3,0.0,K,0.0001,true
3-41,model,14,3,0.0,K,0.0001,true
3-23-kappa,model,14,3,0.0,kPa,0.005199261864978687,true
3-22,model,R14,3,0.0,normalized,1.0e-6,true
3-26,model,R14,3,0.0,normalized,1.0e-6,true
3-25,physics,R14,3,0.0,normalized,1.0e-6,true
WMM-replay,physics,R14,3,0.0,K,0.0001,true
3-33:34,model,R14,3,0.0,K,0.0001,true
3-39:40,model,R14,4,0.0,K,0.0001,true
3-41,model,14,4,0.0,K,0.0001,true
3-41,model,14,4,0.0,K,0.0001,true
3-23-kappa,model,14,4,0.0,kPa,0.005199261864978687,true
3-22,model,R14,4,0.0,normalized,1.0e-6,true
3-26,model,R14,4,0.0,normalized,1.0e-6,true
3-25,physics,R14,4,0.0,normalized,1.0e-6,true
WMM-replay,physics,R14,4,5.684341886080802e-14,K,0.0001,true
3-33:34,model,R14,4,5.684341886080802e-14,K,0.0001,true
3-39:40,model,R14,5,0.0,K,0.0001,true
3-41,model,14,5,0.0,K,0.0001,true
3-41,model,14,5,0.0,K,0.0001,true
3-23-kappa,model,14,5,0.0,kPa,0.005199261864978687,true
3-22,model,R14,5,0.0,normalized,1.0e-6,true
3-26,model,R14,5,0.0,normalized,1.0e-6,true
3-25,physics,R14,5,0.0,normalized,1.0e-6,true
WMM-replay,physics,R14,5,5.684341886080802e-14,K,0.0001,true
3-33:34,model,R14,5,5.684341886080802e-14,K,0.0001,true
3-39:40,model,R14,6,0.0,K,0.0001,true
3-41,model,14,6,0.0,K,0.0001,true
3-41,model,14,6,0.0,K,0.0001,true
3-23-kappa,model,14,6,0.0,kPa,0.005199261864978687,true
3-22,model,R14,6,0.0,normalized,1.0e-6,true
3-26,model,R14,6,0.0,normalized,1.0e-6,true
3-25,physics,R14,6,0.0,normalized,1.0e-6,true
WMM-replay,physics,R14,6,1.1368683772161603e-13,K,0.0001,true
3-33:34,model,R14,6,1.1368683772161603e-13,K,0.0001,true
3-39:40,model,R14,7,0.0,K,0.0001,true
3-41,model,14,7,0.0,K,0.0001,true
3-41,model,14,7,0.0,K,0.0001,true
3-23-kappa,model,14,7,0.0,kPa,0.005199261864978687,true
3-22,model,R14,7,0.0,normalized,1.0e-6,true
3-26,model,R14,7,0.0,normalized,1.0e-6,true
3-25,physics,R14,7,0.0,normalized,1.0e-6,true
WMM-replay,physics,R14,7,5.684341886080802e-14,K,0.0001,true
3-33:34,model,R14,7,5.684341886080802e-14,K,0.0001,true
3-39:40,model,R14,8,0.0,K,0.0001,true
3-41,model,14,8,0.0,K,0.0001,true
3-41,model,14,8,0.0,K,0.0001,true
3-23-kappa,model,14,8,0.0,kPa,0.005199261864978687,true
3-22,model,R14,8,0.0,normalized,1.0e-6,true
3-26,model,R14,8,0.0,normalized,1.0e-6,true
3-25,physics,R14,8,0.0,normalized,1.0e-6,true
WMM-replay,physics,R14,8,1.1368683772161603e-13,K,0.0001,true
3-33:34,model,R14,8,1.1368683772161603e-13,K,0.0001,true
3-39:40,model,R14,9,0.0,K,0.0001,true
3-41,model,14,9,0.0,K,0.0001,true
