equation,scope,entity,t,residual,unit,tolerance,pass
3-19:20,model,2,5,1.5967782651671314e-13,MW,6.1e-5,true
3-38,model,2,5,1.7621459846850485e-12,K,0.0001,true
3-41,model,2,5,0.0,K,0.0001,true
3-41,model,2,5,0.0,K,0.0001,true
3-24,model,2,5,0.0,kPa,0.005199261864978687,true
3-41,model,2,5,0.0,K,0.0001,true
3-41,model,2,5,0.0,K,0.0001,true
3-24,model,2,5,0.0,kPa,0.005199261864978687,true
3-24-order,model,2,5,0.0,normalized,1.0e-6,true
3-21,model,2,6,0.0,kg/s,2.947222222222222e-5,true
3-43,model,2,6,0.0,kg/s,2.947222222222222e-5,true
3-17,model,2,6,2.1815882433884326e-14,MW,6.1e-5,true
3-17-original,physics,2,6,2.1815882433884326e-14,MW,6.1e-5,true
3-19:20,model,2,6,2.1788126858268697e-14,MW,6.1e-5,true
3-38,model,2,6,0.0,K,0.0001,true
3-41,model,2,6,0.0,K,0.0001,true
3-41,model,2,6,0.0,K,0.0001,true
3-24,model,2,6,0.0,kPa,0.005199261864978687,true
3-41,model,2,6,0.0,K,0.0001,true
3-41,model,2,6,0.0,K,0.0001,true
3-24,model,2,6,0.0,kPa,0.005199261864978687,true
3-24-order,model,2,6,0.0,normalized,1.0e-6,true
3-21,model,2,7,0.0,kg/s,2.947222222222222e-5,true
3-43,model,2,7,0.0,kg/s,2.947222222222222e-5,true
3-17,model,2,7,7.786271627452379e-13,MW,6.1e-5,true
3-17-original,physics,2,7,7.786271627452379e-13,MW,6.1e-5,true
3-19:20,model,2,7,7.787381850477004e-13,MW,6.1e-5,true
3-38,model,2,7,0.0,K,0.0001,true
3-41,model,2,7,0.0,K,0.0001,true
3-41,model,2,7,0.0,K,0.0001,true
3-24,model,2,7,0.0,kPa,0.005199261864978687,true
3-41,model,2,7,0.0,K,0.0001,true
3-41,model,2,7,0.0,K,0.0001,true
3-24,model,2,7,0.0,kPa,0.005199261864978687,true
3-24-order,model,2,7,0.0,normalized,1.0e-6,true
3-21,model,2,8,0.0,kg/s,2.947222222222222e-5,true
3-43,model,2,8,0.0,kg/s,2.947222222222222e-5,true
3-17,model,2,8,1.2504441926353138e-12,MW,6.1e-5,true
3-17-original,physics,2,8,1.2504441926353138e-12,MW,6.1e-5,true
3-19:20,model,2,8,1.250582970513392e-12,MW,6.1e-5,true
3-38,model,2,8,0.0,K,0.0001,true
3-41,model,2,8,0.0,K,0.0001,true
3-41,model,2,8,0.0,K,0.0001,true
3-24,model,2,8,0.0,kPa,0.005199261864978687,true
3-41,model,2,8,0.0,K,0.0001,true
3-41,model,2,8,0.0,K,0.0001,true
3-24,model,2,8,0.0,kPa,0.005199261864978687,true
3-24-order,model,2,8,0.0,normalized,1.0e-6,true
3-21,model,2,9,0.0,kg/s,2.947222222222222e-5,true
3-43,model,2,9,0.0,kg/s,2.947222222222222e-5,true
3-17,model,2,9,1.5063505998114124e-12,MW,6.1e-5,true
3-17-original,physics,2,9,1.5063505998114124e-12,MW,6.1e-5,true
3-19:20,model,2,9,1.5063505998114124e-12,MW,6.1e-5,true
3-38,model,2,9,0.0,K,0.0001,true
3-41,model,2,9,0.0,K,0.0001,true
3-41,model,2,9,0.0,K,0.0001,true
3-24,model,2,9,0.0,kPa,0.005199261864978687,true
3-41,model,2,9,0.0,K,0.0001,true
3-41,model,2,9,0.0,K,0.0001,true
3-24,model,2,9,0.0,kPa,0.005199261864978687,true
3-24-order,model,2,9,0.0,normalized,1.0e-6,true
3-21,model,2,10,0.0,kg/s,2.947222222222222e-5,true
3-43,model,2,10,0.0,kg/s,2.947222222222222e-5,true
3-17,model,2,10,7.335798635210722e-14,MW,6.1e-5,true
3-17-original,physics,2,10,7.335798635210722e-14,MW,6.1e-5,true
3-19:20,model,2,10,7.321920847402907e-14,MW,6.1e-5,true
3-38,model,2,10,0.0,K,0.0001,true
3-41,model,2,10,0.0,K,0.0001,true
