run_id,case,policy,electric,equation,scope,entity,t,residual,tolerance,normalized,pass,unit
open--fixed--socp,open,fixed,socp,energy,model,1,1,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,1,2,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,1,3,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,1,4,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,1,5,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,initial,model,1,0,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,terminal,model,1,4,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,devices,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,PV,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,demand,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,2,1,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,demand,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,2,1,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,heat_conversion,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,R4-P2,model,2,1,5.204170427930421e-18,1.2e-6,4.336808689942018e-12,true,MWh
open--fixed--socp,open,fixed,socp,battery_mode,model,2,1,0.0,1.0e-6,0.0,true,1
open--fixed--socp,open,fixed,socp,binary,model,2,1,0.0,1.0e-6,0.0,true,1
open--fixed--socp,open,fixed,socp,charge_exclusive,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,discharge_exclusive,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,PV,model,2,2,7.519065370331646e-10,3.0e-6,0.0002506355123443882,true,MW
open--fixed--socp,open,fixed,socp,demand,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,2,2,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,demand,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,2,2,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,heat_conversion,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,R4-P2,model,2,2,1.3877787807814457e-17,1.2e-6,1.1564823173178715e-11,true,MWh
open--fixed--socp,open,fixed,socp,battery_mode,model,2,2,0.0,1.0e-6,0.0,true,1
open--fixed--socp,open,fixed,socp,binary,model,2,2,0.0,1.0e-6,0.0,true,1
open--fixed--socp,open,fixed,socp,charge_exclusive,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,discharge_exclusive,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,PV,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,demand,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,2,3,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,demand,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,2,3,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,heat_conversion,model,2,3,2.7755575615628914e-17,3.0e-6,9.25185853854297e-12,true,MW
open--fixed--socp,open,fixed,socp,R4-P2,model,2,3,3.099610095792527e-10,1.2e-6,0.00025830084131604395,true,MWh
open--fixed--socp,open,fixed,socp,battery_mode,model,2,3,0.0,1.0e-6,0.0,true,1
open--fixed--socp,open,fixed,socp,binary,model,2,3,0.0,1.0e-6,0.0,true,1
open--fixed--socp,open,fixed,socp,charge_exclusive,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,discharge_exclusive,model,2,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,PV,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,demand,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,2,4,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,demand,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,2,4,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,heat_conversion,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,R4-P2,model,2,4,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,battery_mode,model,2,4,0.0,1.0e-6,0.0,true,1
open--fixed--socp,open,fixed,socp,binary,model,2,4,0.0,1.0e-6,0.0,true,1
open--fixed--socp,open,fixed,socp,charge_exclusive,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,discharge_exclusive,model,2,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,energy,model,2,1,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,2,2,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,2,3,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,2,4,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,2,5,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,initial,model,2,0,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,terminal,model,2,4,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,devices,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,PV,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,demand,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,3,1,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,demand,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,3,1,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,heat_conversion,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,R4-P2,model,3,1,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,devices,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,PV,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,demand,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,3,2,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,demand,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,3,2,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,heat_conversion,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,R4-P2,model,3,2,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,devices,model,3,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,PV,model,3,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,demand,model,3,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,3,3,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,demand,model,3,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,3,3,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,heat_conversion,model,3,3,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,R4-P2,model,3,3,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,devices,model,3,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,devices,model,3,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,PV,model,3,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,demand,model,3,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,3,4,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,demand,model,3,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,dissatisfaction_epigraph,model,3,4,0.0,1.0e-6,0.0,true,MW²
open--fixed--socp,open,fixed,socp,heat_conversion,model,3,4,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,R4-P2,model,3,4,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,3,1,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,3,2,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,3,3,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,3,4,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,energy,model,3,5,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,initial,model,3,0,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,terminal,model,3,4,0.0,1.2e-6,0.0,true,MWh
open--fixed--socp,open,fixed,socp,grid,model,1,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,reactive_grid,model,1,1,0.0,3.0e-6,0.0,true,Mvar
open--fixed--socp,open,fixed,socp,root_voltage,model,1,1,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,P_branch,model,1,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,Q_branch,model,1,1,0.0,3.0e-6,0.0,true,Mvar
open--fixed--socp,open,fixed,socp,ell,model,1,1,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,voltage_drop,model,1,1,2.377993418308357e-9,1.0e-6,0.002377993418308357,true,pu²
open--fixed--socp,open,fixed,socp,branch_socp,model,1,1,0.0,1.0e-6,0.0,true,pu⁴
open--fixed--socp,open,fixed,socp,branch_equality,electric_original,1,1,9.796026267574337e-7,1.0e-6,0.9796026267574337,true,pu⁴
open--fixed--socp,open,fixed,socp,P_branch,model,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,Q_branch,model,2,1,0.0,3.0e-6,0.0,true,Mvar
open--fixed--socp,open,fixed,socp,ell,model,2,1,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,voltage_drop,model,2,1,3.4084605797513046e-18,1.0e-6,3.4084605797513046e-12,true,pu²
open--fixed--socp,open,fixed,socp,branch_socp,model,2,1,0.0,1.0e-6,0.0,true,pu⁴
open--fixed--socp,open,fixed,socp,branch_equality,electric_original,2,1,2.2833963824386502e-7,1.0e-6,0.22833963824386502,true,pu⁴
open--fixed--socp,open,fixed,socp,P_branch,model,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,Q_branch,model,3,1,0.0,3.0e-6,0.0,true,Mvar
open--fixed--socp,open,fixed,socp,ell,model,3,1,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,voltage_drop,model,3,1,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,branch_socp,model,3,1,0.0,1.0e-6,0.0,true,pu⁴
open--fixed--socp,open,fixed,socp,branch_equality,electric_original,3,1,0.0,1.0e-6,0.0,true,pu⁴
open--fixed--socp,open,fixed,socp,voltage,model,1,1,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,electric_balance,model,1,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,reactive_balance,model,1,1,0.0,3.0e-6,0.0,true,Mvar
open--fixed--socp,open,fixed,socp,mass_balance,heat,1,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,heat_balance,heat,1,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,port_mass,heat,1,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,port_heat,heat,1,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,port_mass,heat,1,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,port_heat,heat,1,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,voltage,model,2,1,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,electric_balance,model,2,1,2.022258138723032e-9,3.0e-6,0.0006740860462410107,true,MW
open--fixed--socp,open,fixed,socp,reactive_balance,model,2,1,9.183036275839385e-12,3.0e-6,3.0610120919464614e-6,true,Mvar
open--fixed--socp,open,fixed,socp,mass_balance,heat,2,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,heat_balance,heat,2,1,8.604228440844963e-16,3.0e-6,2.868076146948321e-10,true,MW
open--fixed--socp,open,fixed,socp,port_mass,heat,2,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,port_heat,heat,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,port_mass,heat,2,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,port_heat,heat,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,voltage,model,3,1,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,electric_balance,model,3,1,3.017716632136569e-11,3.0e-6,1.005905544045523e-5,true,MW
open--fixed--socp,open,fixed,socp,reactive_balance,model,3,1,3.019727523589921e-11,3.0e-6,1.0065758411966405e-5,true,Mvar
open--fixed--socp,open,fixed,socp,mass_balance,heat,3,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,heat_balance,heat,3,1,4.756709026665362e-9,3.0e-6,0.0015855696755551207,true,MW
open--fixed--socp,open,fixed,socp,port_mass,heat,3,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,port_heat,heat,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,port_mass,heat,3,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,port_heat,heat,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,R4-P4,heat,1,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,1,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,1,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_mass,heat,1,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,R4-P4,heat,2,1,3.903127820947816e-18,3.0e-6,1.3010426069826053e-12,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,2,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_mass,heat,2,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,R4-P4,heat,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,3,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_mass,heat,3,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,R4-P4,heat,4,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,4,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,4,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_mass,heat,4,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,R4-P4,heat,5,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,5,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,5,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_mass,heat,5,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,R4-P4,heat,6,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,6,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_heat,heat,6,1,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,pipe_mass,heat,6,1,0.0,1.1e-5,0.0,true,kg/s
open--fixed--socp,open,fixed,socp,grid,model,1,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,reactive_grid,model,1,2,0.0,3.0e-6,0.0,true,Mvar
open--fixed--socp,open,fixed,socp,root_voltage,model,1,2,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,P_branch,model,1,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,Q_branch,model,1,2,0.0,3.0e-6,0.0,true,Mvar
open--fixed--socp,open,fixed,socp,ell,model,1,2,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,voltage_drop,model,1,2,2.3780710531665005e-9,1.0e-6,0.0023780710531665005,true,pu²
open--fixed--socp,open,fixed,socp,branch_socp,model,1,2,0.0,1.0e-6,0.0,true,pu⁴
open--fixed--socp,open,fixed,socp,branch_equality,electric_original,1,2,1.1355102844806675e-7,1.0e-6,0.11355102844806675,true,pu⁴
open--fixed--socp,open,fixed,socp,P_branch,model,2,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,Q_branch,model,2,2,0.0,3.0e-6,0.0,true,Mvar
open--fixed--socp,open,fixed,socp,ell,model,2,2,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,voltage_drop,model,2,2,2.226341398563203e-17,1.0e-6,2.226341398563203e-11,true,pu²
open--fixed--socp,open,fixed,socp,branch_socp,model,2,2,0.0,1.0e-6,0.0,true,pu⁴
open--fixed--socp,open,fixed,socp,branch_equality,electric_original,2,2,4.172512468188748e-6,1.0e-6,4.172512468188748,false,pu⁴
open--fixed--socp,open,fixed,socp,P_branch,model,3,2,0.0,3.0e-6,0.0,true,MW
open--fixed--socp,open,fixed,socp,Q_branch,model,3,2,0.0,3.0e-6,0.0,true,Mvar
open--fixed--socp,open,fixed,socp,ell,model,3,2,0.0,1.0e-6,0.0,true,pu²
open--fixed--socp,open,fixed,socp,voltage_drop,model,3,2,0.0,1.0e-6,0.0,true,pu²
