run_id,equation,scope,entity,t,residual,tolerance,unit,pass
base--central_socp,port_heat,heat,3,1,0.0,3.0e-6,MW,true
base--central_socp,R4-P4,heat,1,1,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,1,1,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,1,1,0.0,3.0e-6,MW,true
base--central_socp,pipe_mass,heat,1,1,0.0,1.1e-5,kg/s,true
base--central_socp,R4-P4,heat,2,1,3.903127820947816e-18,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,2,1,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,2,1,0.0,3.0e-6,MW,true
base--central_socp,pipe_mass,heat,2,1,0.0,1.1e-5,kg/s,true
base--central_socp,grid,model,1,2,0.0,3.0e-6,MW,true
base--central_socp,reactive_grid,model,1,2,0.0,3.0e-6,Mvar,true
base--central_socp,root_voltage,model,1,2,0.0,1.0e-6,pu²,true
base--central_socp,P_branch,model,1,2,0.0,3.0e-6,MW,true
base--central_socp,Q_branch,model,1,2,0.0,3.0e-6,Mvar,true
base--central_socp,ell,model,1,2,0.0,1.0e-6,pu²,true
base--central_socp,voltage_drop,model,1,2,2.3739645664238164e-12,1.0e-6,pu²,true
base--central_socp,branch_socp,model,1,2,0.0,1.0e-6,pu⁴,true
base--central_socp,branch_equality,electric_original,1,2,6.414374181806792e-8,1.0e-6,pu⁴,true
base--central_socp,P_branch,model,2,2,0.0,3.0e-6,MW,true
base--central_socp,Q_branch,model,2,2,0.0,3.0e-6,Mvar,true
base--central_socp,ell,model,2,2,0.0,1.0e-6,pu²,true
base--central_socp,voltage_drop,model,2,2,5.6336161321883516e-18,1.0e-6,pu²,true
base--central_socp,branch_socp,model,2,2,0.0,1.0e-6,pu⁴,true
base--central_socp,branch_equality,electric_original,2,2,1.295005053556647e-7,1.0e-6,pu⁴,true
base--central_socp,voltage,model,1,2,0.0,1.0e-6,pu²,true
base--central_socp,electric_balance,model,1,2,0.0,3.0e-6,MW,true
base--central_socp,reactive_balance,model,1,2,0.0,3.0e-6,Mvar,true
base--central_socp,mass_balance,heat,1,2,0.0,1.1e-5,kg/s,true
base--central_socp,heat_balance,heat,1,2,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,1,2,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,1,2,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,1,2,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,1,2,0.0,3.0e-6,MW,true
base--central_socp,voltage,model,2,2,0.0,1.0e-6,pu²,true
base--central_socp,electric_balance,model,2,2,3.927719260943263e-12,3.0e-6,MW,true
base--central_socp,reactive_balance,model,2,2,5.141720382795256e-15,3.0e-6,Mvar,true
base--central_socp,mass_balance,heat,2,2,0.0,1.1e-5,kg/s,true
base--central_socp,heat_balance,heat,2,2,2.3557406025886962e-12,3.0e-6,MW,true
base--central_socp,port_mass,heat,2,2,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,2,2,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,2,2,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,2,2,0.0,3.0e-6,MW,true
base--central_socp,voltage,model,3,2,0.0,1.0e-6,pu²,true
base--central_socp,electric_balance,model,3,2,1.379452108096757e-14,3.0e-6,MW,true
base--central_socp,reactive_balance,model,3,2,2.1718737919229625e-14,3.0e-6,Mvar,true
base--central_socp,mass_balance,heat,3,2,0.0,1.1e-5,kg/s,true
base--central_socp,heat_balance,heat,3,2,4.163336342344337e-17,3.0e-6,MW,true
base--central_socp,port_mass,heat,3,2,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,3,2,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,3,2,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,3,2,0.0,3.0e-6,MW,true
base--central_socp,R4-P4,heat,1,2,3.903127820947816e-18,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,1,2,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,1,2,0.0,3.0e-6,MW,true
base--central_socp,pipe_mass,heat,1,2,0.0,1.1e-5,kg/s,true
base--central_socp,R4-P4,heat,2,2,3.903127820947816e-18,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,2,2,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,2,2,0.0,3.0e-6,MW,true
base--central_socp,pipe_mass,heat,2,2,0.0,1.1e-5,kg/s,true
base--central_socp,grid,model,1,3,0.0,3.0e-6,MW,true
base--central_socp,reactive_grid,model,1,3,0.0,3.0e-6,Mvar,true
base--central_socp,root_voltage,model,1,3,0.0,1.0e-6,pu²,true
base--central_socp,P_branch,model,1,3,0.0,3.0e-6,MW,true
base--central_socp,Q_branch,model,1,3,0.0,3.0e-6,Mvar,true
base--central_socp,ell,model,1,3,0.0,1.0e-6,pu²,true
base--central_socp,voltage_drop,model,1,3,2.391013957717792e-12,1.0e-6,pu²,true
base--central_socp,branch_socp,model,1,3,0.0,1.0e-6,pu⁴,true
base--central_socp,branch_equality,electric_original,1,3,9.436473611366958e-8,1.0e-6,pu⁴,true
base--central_socp,P_branch,model,2,3,0.0,3.0e-6,MW,true
base--central_socp,Q_branch,model,2,3,0.0,3.0e-6,Mvar,true
base--central_socp,ell,model,2,3,0.0,1.0e-6,pu²,true
base--central_socp,voltage_drop,model,2,3,3.223807397249867e-17,1.0e-6,pu²,true
base--central_socp,branch_socp,model,2,3,0.0,1.0e-6,pu⁴,true
base--central_socp,branch_equality,electric_original,2,3,6.185699217859525e-8,1.0e-6,pu⁴,true
base--central_socp,voltage,model,1,3,0.0,1.0e-6,pu²,true
base--central_socp,electric_balance,model,1,3,0.0,3.0e-6,MW,true
base--central_socp,reactive_balance,model,1,3,0.0,3.0e-6,Mvar,true
base--central_socp,mass_balance,heat,1,3,0.0,1.1e-5,kg/s,true
base--central_socp,heat_balance,heat,1,3,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,1,3,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,1,3,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,1,3,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,1,3,0.0,3.0e-6,MW,true
base--central_socp,voltage,model,2,3,0.0,1.0e-6,pu²,true
base--central_socp,electric_balance,model,2,3,3.948202875747597e-12,3.0e-6,MW,true
base--central_socp,reactive_balance,model,2,3,1.4710455076283324e-15,3.0e-6,Mvar,true
base--central_socp,mass_balance,heat,2,3,0.0,1.1e-5,kg/s,true
base--central_socp,heat_balance,heat,2,3,2.3766544288150726e-12,3.0e-6,MW,true
base--central_socp,port_mass,heat,2,3,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,2,3,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,2,3,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,2,3,0.0,3.0e-6,MW,true
base--central_socp,voltage,model,3,3,0.0,1.0e-6,pu²,true
base--central_socp,electric_balance,model,3,3,3.0808688933348094e-14,3.0e-6,MW,true
base--central_socp,reactive_balance,model,3,3,2.548655730905125e-14,3.0e-6,Mvar,true
base--central_socp,mass_balance,heat,3,3,0.0,1.1e-5,kg/s,true
base--central_socp,heat_balance,heat,3,3,1.3877787807814457e-17,3.0e-6,MW,true
base--central_socp,port_mass,heat,3,3,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,3,3,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,3,3,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,3,3,0.0,3.0e-6,MW,true
base--central_socp,R4-P4,heat,1,3,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,1,3,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,1,3,0.0,3.0e-6,MW,true
base--central_socp,pipe_mass,heat,1,3,0.0,1.1e-5,kg/s,true
base--central_socp,R4-P4,heat,2,3,3.903127820947816e-18,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,2,3,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,2,3,0.0,3.0e-6,MW,true
base--central_socp,pipe_mass,heat,2,3,0.0,1.1e-5,kg/s,true
base--central_socp,grid,model,1,4,0.0,3.0e-6,MW,true
base--central_socp,reactive_grid,model,1,4,0.0,3.0e-6,Mvar,true
base--central_socp,root_voltage,model,1,4,0.0,1.0e-6,pu²,true
base--central_socp,P_branch,model,1,4,0.0,3.0e-6,MW,true
base--central_socp,Q_branch,model,1,4,0.0,3.0e-6,Mvar,true
base--central_socp,ell,model,1,4,0.0,1.0e-6,pu²,true
base--central_socp,voltage_drop,model,1,4,2.3810026080752986e-12,1.0e-6,pu²,true
base--central_socp,branch_socp,model,1,4,0.0,1.0e-6,pu⁴,true
base--central_socp,branch_equality,electric_original,1,4,8.501170942545877e-9,1.0e-6,pu⁴,true
base--central_socp,P_branch,model,2,4,0.0,3.0e-6,MW,true
base--central_socp,Q_branch,model,2,4,0.0,3.0e-6,Mvar,true
base--central_socp,ell,model,2,4,0.0,1.0e-6,pu²,true
base--central_socp,voltage_drop,model,2,4,2.1870390698106035e-18,1.0e-6,pu²,true
base--central_socp,branch_socp,model,2,4,0.0,1.0e-6,pu⁴,true
base--central_socp,branch_equality,electric_original,2,4,1.2294785176579504e-7,1.0e-6,pu⁴,true
base--central_socp,voltage,model,1,4,0.0,1.0e-6,pu²,true
base--central_socp,electric_balance,model,1,4,0.0,3.0e-6,MW,true
base--central_socp,reactive_balance,model,1,4,0.0,3.0e-6,Mvar,true
base--central_socp,mass_balance,heat,1,4,0.0,1.1e-5,kg/s,true
base--central_socp,heat_balance,heat,1,4,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,1,4,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,1,4,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,1,4,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,1,4,0.0,3.0e-6,MW,true
base--central_socp,voltage,model,2,4,0.0,1.0e-6,pu²,true
base--central_socp,electric_balance,model,2,4,8.542611062978267e-13,3.0e-6,MW,true
base--central_socp,reactive_balance,model,2,4,8.23646706393788e-15,3.0e-6,Mvar,true
base--central_socp,mass_balance,heat,2,4,0.0,1.1e-5,kg/s,true
base--central_socp,heat_balance,heat,2,4,2.393224507457603e-12,3.0e-6,MW,true
base--central_socp,port_mass,heat,2,4,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,2,4,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,2,4,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,2,4,0.0,3.0e-6,MW,true
base--central_socp,voltage,model,3,4,0.0,1.0e-6,pu²,true
base--central_socp,electric_balance,model,3,4,1.8512968935624485e-14,3.0e-6,MW,true
base--central_socp,reactive_balance,model,3,4,2.2690183065776637e-14,3.0e-6,Mvar,true
base--central_socp,mass_balance,heat,3,4,0.0,1.1e-5,kg/s,true
base--central_socp,heat_balance,heat,3,4,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,3,4,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,3,4,0.0,3.0e-6,MW,true
base--central_socp,port_mass,heat,3,4,0.0,1.1e-5,kg/s,true
base--central_socp,port_heat,heat,3,4,0.0,3.0e-6,MW,true
base--central_socp,R4-P4,heat,1,4,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,1,4,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,1,4,0.0,3.0e-6,MW,true
base--central_socp,pipe_mass,heat,1,4,0.0,1.1e-5,kg/s,true
base--central_socp,R4-P4,heat,2,4,3.903127820947816e-18,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,2,4,0.0,3.0e-6,MW,true
base--central_socp,pipe_heat,heat,2,4,0.0,3.0e-6,MW,true
