method,side,edge,from,to,t,on,action,initial
equipment-fixed-central-socp,electric,42,30,32,15,1.0,0.0,1
equipment-fixed-central-socp,electric,42,30,32,16,1.0,0.0,1
equipment-fixed-central-socp,electric,42,30,32,17,1.0,0.0,1
equipment-fixed-central-socp,electric,42,30,32,18,1.0,0.0,1
equipment-fixed-central-socp,electric,42,30,32,19,1.0,0.0,1
equipment-fixed-central-socp,electric,42,30,32,20,1.0,0.0,1
equipment-fixed-central-socp,electric,42,30,32,21,1.0,0.0,1
equipment-fixed-central-socp,electric,42,30,32,22,1.0,0.0,1
equipment-fixed-central-socp,electric,42,30,32,23,1.0,0.0,1
equipment-fixed-central-socp,electric,42,30,32,24,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,1,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,2,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,3,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,4,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,5,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,6,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,7,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,8,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,9,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,10,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,11,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,12,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,13,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,14,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,15,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,16,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,17,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,18,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,19,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,20,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,21,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,22,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,23,1.0,0.0,1
equipment-fixed-central-socp,electric,43,32,33,24,1.0,0.0,1
equipment-fixed-central-socp,electric,44,6,38,1,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,2,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,3,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,4,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,5,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,6,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,7,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,8,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,9,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,10,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,11,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,12,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,13,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,14,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,15,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,16,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,17,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,18,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,19,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,20,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,21,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,22,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,23,0.0,0.0,0
equipment-fixed-central-socp,electric,44,6,38,24,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,1,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,2,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,3,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,4,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,5,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,6,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,7,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,8,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,9,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,10,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,11,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,12,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,13,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,14,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,15,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,16,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,17,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,18,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,19,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,20,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,21,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,22,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,23,0.0,0.0,0
equipment-fixed-central-socp,electric,45,18,27,24,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,1,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,2,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,3,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,4,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,5,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,6,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,7,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,8,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,9,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,10,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,11,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,12,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,13,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,14,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,15,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,16,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,17,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,18,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,19,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,20,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,21,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,22,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,23,0.0,0.0,0
equipment-fixed-central-socp,electric,46,25,24,24,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,1,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,2,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,3,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,4,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,5,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,6,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,7,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,8,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,9,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,10,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,11,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,12,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,13,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,14,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,15,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,16,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,17,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,18,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,19,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,20,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,21,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,22,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,23,0.0,0.0,0
equipment-fixed-central-socp,electric,47,19,33,24,0.0,0.0,0
equipment-fixed-central-socp,heat,1,1,2,1,1.0,0.0,1
equipment-fixed-central-socp,heat,2,1,3,1,1.0,0.0,1
equipment-fixed-central-socp,heat,3,3,4,1,1.0,0.0,1
equipment-fixed-central-socp,heat,4,4,26,1,1.0,0.0,1
equipment-fixed-central-socp,heat,5,26,27,1,1.0,0.0,1
equipment-fixed-central-socp,heat,6,26,28,1,1.0,0.0,1
equipment-fixed-central-socp,heat,7,3,25,1,1.0,0.0,1
equipment-fixed-central-socp,heat,8,25,24,1,1.0,0.0,1
equipment-fixed-central-socp,heat,9,24,5,1,1.0,0.0,1
equipment-fixed-central-socp,heat,10,5,23,1,1.0,0.0,1
equipment-fixed-central-socp,heat,11,5,6,1,1.0,0.0,1
equipment-fixed-central-socp,heat,12,1,7,1,1.0,0.0,1
equipment-fixed-central-socp,heat,13,7,8,1,1.0,0.0,1
equipment-fixed-central-socp,heat,14,8,9,1,1.0,0.0,1
equipment-fixed-central-socp,heat,15,9,29,1,1.0,0.0,1
equipment-fixed-central-socp,heat,16,29,30,1,1.0,0.0,1
equipment-fixed-central-socp,heat,17,30,31,1,1.0,0.0,1
equipment-fixed-central-socp,heat,18,29,32,1,1.0,0.0,1
equipment-fixed-central-socp,heat,19,32,33,1,1.0,0.0,1
equipment-fixed-central-socp,heat,20,33,34,1,1.0,0.0,1
equipment-fixed-central-socp,heat,21,7,10,1,1.0,0.0,1
equipment-fixed-central-socp,heat,22,10,11,1,1.0,0.0,1
equipment-fixed-central-socp,heat,23,11,12,1,1.0,0.0,1
equipment-fixed-central-socp,heat,24,12,13,1,1.0,0.0,1
equipment-fixed-central-socp,heat,25,13,14,1,1.0,0.0,1
equipment-fixed-central-socp,heat,26,13,15,1,1.0,0.0,1
equipment-fixed-central-socp,heat,27,15,17,1,1.0,0.0,1
equipment-fixed-central-socp,heat,28,17,18,1,1.0,0.0,1
equipment-fixed-central-socp,heat,29,18,19,1,1.0,0.0,1
equipment-fixed-central-socp,heat,30,19,20,1,1.0,0.0,1
equipment-fixed-central-socp,heat,31,19,21,1,1.0,0.0,1
equipment-fixed-central-socp,heat,32,21,22,1,1.0,0.0,1
equipment-fixed-central-socp,heat,33,15,16,1,1.0,0.0,1
equipment-fixed-central-socp,heat,34,16,35,1,1.0,0.0,1
equipment-fixed-central-socp,heat,35,35,36,1,1.0,0.0,1
equipment-fixed-central-socp,heat,36,36,37,1,1.0,0.0,1
equipment-fixed-central-socp,heat,37,37,38,1,1.0,0.0,1
equipment-fixed-central-socp,heat,38,6,27,1,0.0,0.0,0
equipment-fixed-central-socp,heat,39,32,16,1,0.0,0.0,0
equipment-fixed-central-exact,electric,1,44,1,1,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,2,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,3,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,4,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,5,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,6,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,7,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,8,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,9,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,10,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,11,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,12,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,13,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,14,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,15,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,16,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,17,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,18,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,19,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,20,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,21,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,22,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,23,1.0,0.0,1
equipment-fixed-central-exact,electric,1,44,1,24,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,1,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,2,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,3,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,4,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,5,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,6,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,7,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,8,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,9,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,10,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,11,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,12,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,13,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,14,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,15,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,16,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,17,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,18,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,19,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,20,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,21,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,22,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,23,1.0,0.0,1
equipment-fixed-central-exact,electric,2,44,20,24,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,1,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,2,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,3,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,4,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,5,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,6,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,7,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,8,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,9,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,10,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,11,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,12,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,13,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,14,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,15,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,16,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,17,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,18,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,19,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,20,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,21,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,22,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,23,1.0,0.0,1
equipment-fixed-central-exact,electric,3,1,2,24,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,1,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,2,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,3,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,4,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,5,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,6,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,7,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,8,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,9,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,10,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,11,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,12,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,13,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,14,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,15,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,16,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,17,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,18,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,19,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,20,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,21,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,22,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,23,1.0,0.0,1
equipment-fixed-central-exact,electric,4,2,3,24,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,1,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,2,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,3,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,4,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,5,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,6,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,7,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,8,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,9,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,10,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,11,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,12,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,13,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,14,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,15,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,16,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,17,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,18,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,19,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,20,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,21,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,22,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,23,1.0,0.0,1
equipment-fixed-central-exact,electric,5,3,4,24,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,1,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,2,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,3,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,4,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,5,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,6,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,7,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,8,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,9,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,10,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,11,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,12,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,13,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,14,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,15,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,16,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,17,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,18,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,19,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,20,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,21,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,22,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,23,1.0,0.0,1
equipment-fixed-central-exact,electric,6,4,5,24,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,1,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,2,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,3,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,4,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,5,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,6,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,7,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,8,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,9,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,10,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,11,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,12,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,13,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,14,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,15,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,16,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,17,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,18,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,19,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,20,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,21,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,22,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,23,1.0,0.0,1
equipment-fixed-central-exact,electric,7,5,6,24,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,1,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,2,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,3,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,4,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,5,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,6,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,7,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,8,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,9,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,10,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,11,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,12,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,13,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,14,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,15,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,16,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,17,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,18,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,19,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,20,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,21,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,22,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,23,1.0,0.0,1
equipment-fixed-central-exact,electric,8,1,7,24,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,1,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,2,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,3,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,4,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,5,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,6,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,7,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,8,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,9,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,10,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,11,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,12,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,13,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,14,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,15,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,16,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,17,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,18,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,19,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,20,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,21,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,22,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,23,1.0,0.0,1
equipment-fixed-central-exact,electric,9,7,8,24,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,1,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,2,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,3,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,4,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,5,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,6,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,7,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,8,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,9,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,10,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,11,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,12,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,13,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,14,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,15,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,16,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,17,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,18,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,19,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,20,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,21,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,22,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,23,1.0,0.0,1
equipment-fixed-central-exact,electric,10,8,9,24,1.0,0.0,1
equipment-fixed-central-exact,electric,11,9,12,1,1.0,0.0,1
equipment-fixed-central-exact,electric,11,9,12,2,1.0,0.0,1
