run_id,stage,name,equation,scope,entity,t,residual,unit,tolerance,pass
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,1,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-2,model,1,1,1.3877787807814457e-17,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,1,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-2,model,1,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,1,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-2,model,1,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,1,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-2,model,1,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,2,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-7,model,2,1,2.0679515313825692e-25,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,2,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-7,model,2,2,1.0339757656912846e-25,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,2,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-7,model,2,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,2,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-7,model,2,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,3,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-7,model,3,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,3,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-7,model,3,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,3,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-7,model,3,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-3:8,model,3,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-7,model,3,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-9,model,1,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-10,model,1,1,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-13,model,1,1,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,R2-root-voltage,model,1,1,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-9,model,1,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-10,model,1,2,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-13,model,1,2,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,R2-root-voltage,model,1,2,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-9,model,1,3,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-10,model,1,3,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-13,model,1,3,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,R2-root-voltage,model,1,3,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-9,model,1,4,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-10,model,1,4,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-13,model,1,4,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,R2-root-voltage,model,1,4,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-9,model,2,1,1.0541012507303549e-12,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-10,model,2,1,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-13,model,2,1,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-9,model,2,2,6.925536533142207e-13,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-10,model,2,2,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-13,model,2,2,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-9,model,2,3,1.2574316587965484e-13,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-10,model,2,3,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-13,model,2,3,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-9,model,2,4,8.923417560424696e-15,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-10,model,2,4,0.0,Mvar,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-13,model,2,4,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-11,model,1,1,7.581648974063393e-17,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-12,model,1,1,0.0,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,pre-SOC-electric,physics,1,1,2.672330097729103e-7,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-14,model,1,1,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-11,model,1,2,1.2851697389466518e-16,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-12,model,1,2,0.0,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,pre-SOC-electric,physics,1,2,2.0808090060546458e-7,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-14,model,1,2,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-11,model,1,3,9.968089856697255e-17,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-12,model,1,3,0.0,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,pre-SOC-electric,physics,1,3,9.013595389811336e-6,pu,1.0e-6,false
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-14,model,1,3,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-11,model,1,4,1.471036031447235e-16,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-12,model,1,4,0.0,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,pre-SOC-electric,physics,1,4,2.3031745096692424e-7,pu,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,3-14,model,1,4,0.0,pu2,1.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,R2-grid-bounds,model,1,1,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,R2-grid-bounds,model,1,2,0.0,MW,3.0e-6,true
r3-study-20260917T045811-7399ae72_single-schpd,1,initialization,R2-grid-bounds,model,1,3,0.0,MW,3.0e-6,true
