record,run_id,side,pipe,scenario,time_h,energy_MWh,outlet_mean_K,flow_kg_s
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.140625,0.09791666666666676,353.1500000000002,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.15625,0.09583333333333344,353.1499999999999,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.171875,0.09375000000000018,353.1499999999999,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.1875,0.0916666666666667,353.1499999999999,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.203125,0.08958333333333345,353.1499999999999,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.21875,0.08750000000000026,353.1500000000002,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.234375,0.08541666666666674,353.1500000000002,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,S,1,1,0.25,0.08333333333333383,353.1500000000002,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.0,0.11666666666666665,,
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.015625,0.11666666666666671,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.03125,0.11666666666666667,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.046875,0.11666666666666664,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.0625,0.11666666666666675,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.078125,0.11666666666666675,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.09375,0.11666666666666659,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.109375,0.11666666666666675,313.14999999999986,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.125,0.11666666666666664,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.140625,0.11666666666666675,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.15625,0.11666666666666664,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.171875,0.1166666666666667,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.1875,0.11666666666666661,313.15,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.203125,0.11666666666666661,313.15,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.21875,0.11666666666666692,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.234375,0.11666666666666681,313.1500000000001,3.174603174603175
hot_outlet_n16_curtail_heat,r7-thermal-d742e67b-33a0-49b2-9b93-96966664b8cc,R,1,1,0.25,0.11666666666666675,313.1500000000001,3.174603174603175
cold_outlet_n1_curtail_heat,r7-thermal-27beb30e-34f2-4c77-86b5-c88f50235079,S,1,1,0.0,0.11666666666666665,,
cold_outlet_n1_curtail_heat,r7-thermal-27beb30e-34f2-4c77-86b5-c88f50235079,S,1,1,0.25,0.15000000000000024,333.15,3.174603174603175
cold_outlet_n1_curtail_heat,r7-thermal-27beb30e-34f2-4c77-86b5-c88f50235079,R,1,1,0.0,0.11666666666666665,,
cold_outlet_n1_curtail_heat,r7-thermal-27beb30e-34f2-4c77-86b5-c88f50235079,R,1,1,0.25,0.08333333333333326,313.15,3.174603174603175
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,S,1,1,0.0,0.11666666666666665,,
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,S,1,1,0.0625,0.12500000000000006,333.15,3.174603174603175
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,S,1,1,0.125,0.13333333333333341,333.15,3.174603174603175
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,S,1,1,0.1875,0.14166666666666672,333.15,3.174603174603175
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,S,1,1,0.25,0.15000000000000008,333.15,3.174603174603175
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,R,1,1,0.0,0.11666666666666665,,
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,R,1,1,0.0625,0.10833333333333331,313.15,3.174603174603175
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,R,1,1,0.125,0.09999999999999998,313.15,3.174603174603175
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,R,1,1,0.1875,0.09166666666666667,313.1499999999999,3.174603174603175
cold_outlet_n4_curtail_heat,r7-thermal-fb05c571-ec7c-4149-a4c5-c20af644e1ec,R,1,1,0.25,0.08333333333333326,313.1499999999999,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.0,0.11666666666666665,,
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.015625,0.11875000000000002,333.15000000000015,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.03125,0.12083333333333339,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.046875,0.12291666666666676,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.0625,0.1250000000000001,333.15000000000015,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.078125,0.1270833333333335,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.09375,0.12916666666666682,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.109375,0.13125000000000014,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.125,0.13333333333333347,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.140625,0.13541666666666657,333.15000000000015,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.15625,0.13750000000000018,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.171875,0.13958333333333356,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.1875,0.1416666666666668,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.203125,0.1437500000000001,333.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.21875,0.14583333333333348,333.15000000000015,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.234375,0.14791666666666675,333.15000000000015,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,S,1,1,0.25,0.15000000000000033,333.15000000000015,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.0,0.11666666666666665,,
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.015625,0.11458333333333333,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.03125,0.11249999999999996,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.046875,0.11041666666666661,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.0625,0.10833333333333334,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.078125,0.10625000000000001,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.09375,0.10416666666666652,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.109375,0.10208333333333336,313.14999999999986,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.125,0.09999999999999992,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.140625,0.0979166666666666,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.15625,0.09583333333333321,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.171875,0.09374999999999994,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.1875,0.09166666666666648,313.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.203125,0.08958333333333315,313.15,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.21875,0.08750000000000019,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.234375,0.08541666666666675,313.1500000000001,3.174603174603175
cold_outlet_n16_curtail_heat,r7-thermal-c8349503-81e7-4a6b-bc67-555cb3a962e5,R,1,1,0.25,0.0833333333333332,313.1500000000001,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.0,0.11666666666666664,,
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.0625,0.11666666666666664,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.125,0.11666666666666664,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.1875,0.11666666666666664,343.14999999999986,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.25,0.11666666666666634,343.14999999999986,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.3125,0.11666666666666621,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.375,0.11666666666666618,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.4375,0.11666666666666609,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.5,0.11666666666666566,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.5625,0.11666666666666636,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.625,0.11666666666666631,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.6875,0.11666666666666702,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.75,0.11666666666666654,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.8125,0.11666666666666571,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.875,0.11666666666666603,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,0.9375,0.11666666667135601,343.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,S,1,1,1.0,0.11666666667607763,343.14999999999986,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.0,0.11666666666666664,,
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.0625,0.1166666666713571,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.125,0.11666666667607901,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.1875,0.11666666668083268,313.14999999999986,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.25,0.11666666668555553,313.14999999999986,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.3125,0.11666666669022577,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.375,0.11666666669481816,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.4375,0.11666666669930037,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.5,0.11666666670363628,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.5625,0.11666666670778283,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.625,0.11666666671169329,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.6875,0.11666666671531994,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.75,0.11666666671862552,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.8125,0.11666666672159805,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.875,0.11666666672427292,313.1499999999999,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,0.9375,0.11666666672203582,313.15000000562844,3.174603174603175
thermal-steady_clarabel,r7-thermal-dd216a83-6553-423b-acd4-401407416b95,R,1,1,1.0,0.11666666671947487,313.15000000566624,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.0,0.11666666666666668,,
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.015625,0.11458333333333336,353.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.03125,0.11250000000000003,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.046875,0.11041666666666673,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.0625,0.1083333333333334,353.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.078125,0.10625000000000007,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.09375,0.10416666666666684,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.109375,0.10208333333333347,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.125,0.10000000000000017,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.140625,0.09791666666666687,353.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.15625,0.09583333333333358,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.171875,0.09375000000000015,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.1875,0.09166666666666677,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.203125,0.08958333333333363,353.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.21875,0.08750000000000012,353.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.234375,0.0854166666666669,353.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,S,1,1,0.25,0.08333333333333402,353.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.0,0.11666666666666668,,
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.015625,0.11666666666696303,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.03125,0.1166666666672589,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.046875,0.11666666666755392,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.0625,0.11666666666784763,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.078125,0.11666666666813925,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.09375,0.11666666666842772,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.109375,0.11666666666871194,313.14999999999986,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.125,0.11666666666898956,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.140625,0.11666666666925733,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.15625,0.11666666666951025,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.171875,0.11666666666974139,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.1875,0.11666666666993977,313.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.203125,0.11666666667009097,313.15,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.21875,0.1166666666701792,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.234375,0.1166666666702069,313.1500000000001,3.174603174603175
hot_outlet_clarabel,r7-thermal-009353d2-a81c-4cca-a3a3-c4697b462cde,R,1,1,0.25,0.11666666667029775,313.1500000000001,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.0,0.11666666666666664,,
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.015625,0.11875000000000002,333.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.03125,0.12083333333333339,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.046875,0.12291666666666677,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.0625,0.12500000000000014,333.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.078125,0.1270833333333335,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.09375,0.12916666666666687,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.109375,0.13125000000000012,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.125,0.1333333333333334,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.140625,0.1354166666666667,333.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.15625,0.13750000000000007,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.171875,0.13958333333333378,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.1875,0.14166666666666672,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.203125,0.14375,333.15,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.21875,0.14583333333333348,333.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.234375,0.1479166666666669,333.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,S,1,1,0.25,0.1500000000000007,333.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.0,0.11666666666666664,,
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.015625,0.11458333334545734,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.03125,0.11250000002804214,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.046875,0.11041666671365834,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.0625,0.1083333334013582,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.078125,0.10625000009009193,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.09375,0.10416666677881609,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.109375,0.1020833334666128,313.14999999999986,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.125,0.1000000001527908,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.140625,0.09791666683693735,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.15625,0.09583333351888389,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.171875,0.093750000198581,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.1875,0.09166666687594012,313.1499999999999,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.203125,0.08958333355080826,313.1499999999999,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.21875,0.08750000022327599,313.15000000000003,3.174603174603175
cold_outlet_clarabel,r7-thermal-e8a57d9b-47be-4629-a869-e709834d0554,R,1,1,0.234375,0.0854166668941324,313.15000000000003,3.174603174603175
