method,equation,scope,entity,t,residual,unit,tolerance,pass
joint-mip-central,R9-T4-P,model,35,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,35,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,35,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,35,17,4.0275569608994727e-17,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,35,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,35,17,1.5640518849675822e-10,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,36,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,36,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,36,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,36,17,9.971198163211212e-15,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,36,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,36,17,9.039788787857696e-11,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,37,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,37,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,37,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,37,17,3.9154097986830033e-17,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,37,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,37,17,6.515071056430177e-11,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,38,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,38,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,38,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,38,17,4.1425711602358084e-14,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,38,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,38,17,5.694525185596933e-10,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,39,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,39,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,39,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,39,17,4.151754945559824e-14,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,39,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,39,17,7.479854647989004e-10,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,40,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,40,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,40,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,40,17,3.191298272734247e-16,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,40,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,40,17,4.980749031529424e-10,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,41,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,41,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,41,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,41,17,2.5267839849543033e-17,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,41,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,41,17,6.763218796308236e-11,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,42,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,42,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,42,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,42,17,2.0921909885308508e-14,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,42,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,42,17,3.539246400563901e-10,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,43,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,43,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,43,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,43,17,1.0729705156049124e-16,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,43,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,43,17,3.223225127692861e-10,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,44,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,44,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,44,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,44,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,44,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,44,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,45,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,45,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,45,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,45,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,45,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,45,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,46,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,46,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,46,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,46,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,46,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,46,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-P,model,47,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-Q,model,47,17,0.0,pu,1.0e-6,true
joint-mip-central,R9-T4-ell,model,47,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-032,model,47,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-grid,model,47,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-original-grid,electric_original,47,17,0.0,pu²,1.0e-6,true
joint-mip-central,R9-T4-voltage,model,1,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-030:031-P,model,1,17,1.1475265182525618e-12,MW,7.599999999999999e-5,true
joint-mip-central,ch04-030:031-Q,model,1,17,5.648814749292796e-13,Mvar,7.599999999999999e-5,true
joint-mip-central,R9-T4-voltage,model,2,17,0.0,pu²,1.0e-6,true
joint-mip-central,ch04-030:031-P,model,2,17,1.687538997430238e-14,MW,7.599999999999999e-5,true
joint-mip-central,ch04-030:031-Q,model,2,17,4.440892098500626e-16,Mvar,7.599999999999999e-5,true
joint-mip-central,R9-T4-voltage,model,3,17,0.0,pu²,1.0e-6,true
