iteration,mode,merit,accepted,step,projected_gradient,smooth,active_changed,trials
1,diagnostic,0.01371681788209212,true,,,false,false,2
2,diagnostic,0.013715164750400497,true,1.0,0.16583978117445275,true,false,1
3,diagnostic,0.0028475267440137334,true,0.25,0.1654138993154135,true,true,3
4,diagnostic,0.0012891509025622825,true,0.125,0.16552034366477275,true,true,4
5,diagnostic,0.0007795207279358467,true,0.0625,0.1654671530389067,true,true,5
6,diagnostic,0.00025473187379463155,true,0.015625,0.16549371146639258,true,true,7
7,diagnostic,3.8468824956083536e-6,false,,0.16548712167672675,true,true,24
